	municipality	res_com_non_electricity	res_com_non_electricity-adjusted (metric tonnes CO2/year)	NAME	LABEL	FIPSCODE	graced_emissions_2019(kgC/hr)	graced_emissions_2019(metric tonnes/year)	absolute_percent_error_graced (percent error)
199	city of detroit-22000	36205444513.504	1887389.8224889634	Detroit	City of Detroit	22000	65349457.12914495	1568386.9710994787	16.9017999137457
200	city of manistee-50720	392133192.96111995	20441.90334906318	Manistee	City of Manistee	50720	197204.408836652	4732.905812079647	76.84703947934209
201	city of jonesville-41920	215660805.603748	11242.397796123383	Jonesville	City of Jonesville	41920	82123.7050516177	1970.9689212388248	82.4684292712142
202	city of olivet-60580	60243541.724632	3140.495830105066	Olivet	City of Olivet	60580	19118.532449523664	458.8447787885679	85.38941607914133
203	city of lake city-44480	49704816.43988	2591.112081010944	Lake City	City of Lake City	44480	17308.50783550395	415.4041880520948	83.96811195098819
204	city of clare-15920	202144000.024904	10537.766721298245	Clare	City of Clare	15920	121177.45829165145	2908.258998999635	72.40156215337684
205	city of escanaba-26360	1046323660.2636399	54544.85240954355	Escanaba	City of Escanaba	26360	1263262.016596449	30318.288398314777	44.415857667606275
206	city of grosse pointe-35480	230054174.815744	11992.724133144735	Grosse Pointe	City of Grosse Pointe	35480	538285.4183729085	12918.850040949803	7.7223981601102585
207	city of flint-29000	5636994521.76468	293856.52441959275	Flint	City of Flint	29000	4387424.271097509	105298.18250634022	64.16680462878315
208	city of lathrup village-46320	288628645.4450039	15046.211287048054	Lathrup Village	City of Lathrup Village	46320	424299.407223281	10183.185773358744	32.32059832813498
209	city of lapeer-46040	593176849.484	30922.309163600916	Lapeer	City of Lapeer	46040	283588.90499999153	6806.133719999797	77.9895683598837
210	city of kalamazoo-42160	5170611566.84	269543.9809793692	Kalamazoo	City of Kalamazoo	42160	2893118.189579335	69434.83654990405	74.23988608552213
211	city of dearborn-21000	6543579204.8688	341116.78394981055	Dearborn	City of Dearborn	21000	10524634.885106806	252591.23724256334	25.951683081144495
212	city of pleasant ridge-64900	108687519.919004	5665.8804133776775	Pleasant Ridge	City of Pleasant Ridge	64900	210566.5694382795	5053.597666518708	10.806489057081265
213	city of rochester-69020	703281826.8659999	36662.08163452458	Rochester	City of Rochester	69020	648859.8253640716	15572.63580873772	57.523863582058546
214	city of milan-53920	274377140.0336	14303.280309951566	Milan	City of Milan	53920	93622.42968257234	2246.938312381736	84.290748250117
215	city of laingsburg-44200	46038142.264344	2399.9683562402524	Laingsburg	City of Laingsburg	44200	21309.99926709758	511.43998241034194	78.6897197589907
216	city of montague-55100	143308996.59738	7470.69799262142	Montague	City of Montague	55100	71636.13918912063	1719.2673405388953	76.98652331767443
217	city of hancock-36300	240504280.069536	12537.488120024911	Hancock	City of Hancock	36300	82620.34110606188	1982.8881865454853	84.18432649696065
218	city of bangor-05140	86265250.03361599	4497.007484252402	Bangor	City of Bangor	05140	20198.471810323364	484.7633234477608	89.2203131716969
219	city of ironwood-41060	392700798.3646	20471.492618746597	Ironwood	City of Ironwood	41060	173177.01762547393	4156.248423011375	79.69738455121086
220	city of fennville-27740	50003044.97976401	2606.6587347950976	Fennville	City of Fennville	27740	13522.410155186306	324.5378437244713	87.54966120450047
221	city of st louis-71000	233731561.72955942	12184.426312961932	St Louis	City of St Louis	71000	86609.97689644562	2078.6394455146947	82.9401943749833
222	city of north muskegon-58640	167008161.71267998	8706.135470082007	North Muskegon	City of North Muskegon	58640	1016406.989591243	24393.767750189832	180.1905372827843
223	city of howell-39540	594200424.83472	30975.668146633954	Howell	City of Howell	39540	193337.07702224152	4640.089848533796	85.02021061638335
224	city of pinconning-64160	69783592.7084	3637.8186878888914	Pinconning	City of Pinconning	64160	13833.895710462097	332.0134970510903	90.8732807889399
225	city of tawas city-78140	102332838.25795999	5334.610858387454	Tawas City	City of Tawas City	78140	30708.162816114742	736.9959075867538	86.18463600905403
226	city of sterling heights-76460	9843749077.4772	513154.6394088864	Sterling Heights	City of Sterling Heights	76460	7937223.616074356	190493.36678578454	62.87798021173152
227	city of brown city-11180	53664137.382488005	2797.5114817490994	Brown City	City of Brown City	11180	10437.448430756513	250.4987623381563	91.04565740042875
228	city of oak park-59920	1530235343.0693998	79771.16843420781	Oak Park	City of Oak Park	59920	1891822.193753482	45403.73265008357	43.082527758721724
229	city of munising-56200	166228628.31998402	8665.498394320766	Munising	City of Munising	56200	186440.27881933842	4474.566691664122	48.363423682627605
230	city of gladwin-32320	128546466.94520402	6701.127321853485	Gladwin	City of Gladwin	32320	32344.385953860932	776.2652628926623	88.41590040587451
231	city of perry-63700	76388586.43431202	3982.137010820685	Perry	City of Perry	63700	50117.288648698435	1202.8149275687626	69.7947377425652
232	city of hillsdale-38460	413576796.15648	21559.7583836373	Hillsdale	City of Hillsdale	38460	175775.83313623603	4218.619995269664	80.43289762249206
233	city of inkster-40680	875956435.1135601	45663.60896246989	Inkster	City of Inkster	40680	1766911.8109102284	42405.88346184548	7.134183159508649
234	city of st joseph-70960	776464212.2263892	40477.07938336166	St Joseph	City of St Joseph	70960	269258.1381749824	6462.195316199577	84.0349268903628
235	city of carson city-13600	48915047.2936768	2549.9414154193714	Carson City	City of Carson City	13600	27625.31831026921	663.007639446461	73.99910306027871
236	city of caseville-13760	67058592.8354152	3495.764444510194	Caseville	City of Caseville	13760	16421.86376764703	394.1247304235288	88.72564966319545
237	city of eaton rapids-24540	238278003.68172002	12421.432331928065	Eaton Rapids	City of Eaton Rapids	24540	68907.78271639811	1653.7867851935546	86.68602186124173
238	city of grand haven-33340	1078368001.47816	56215.32391705647	Grand Haven	City of Grand Haven	33340	1301767.5914406127	31242.422194574705	44.42365529962669
239	city of cadillac-12320	895290186.5390401	46671.47742428016	Cadillac	City of Cadillac	12320	238323.53458887353	5719.764830132965	87.74462445631227
240	city of cedar springs-14200	143291562.94491202	7469.789176318263	Cedar Springs	City of Cedar Springs	14200	49518.592410018704	1188.446217840449	84.08996305266255
241	city of hudsonville-39800	401080049.15764	20908.30296258777	Hudsonville	City of Hudsonville	39800	282446.5596850467	6778.717432441121	67.57882528978747
242	city of st ignace-70840	234462174.54929686	12222.513159254844	St Ignace	City of St Ignace	70840	147770.99241338353	3546.5038179212047	70.98384127951783
243	city of linden-47820	128428052.425728	6694.9543729532	Linden	City of Linden	47820	119630.2136831884	2871.125128396521	57.11509043294578
244	city of albion-00980	554095427.7332801	28884.99464773589	Albion	City of Albion	00980	167662.5390703072	4023.900937687373	86.06923426242427
245	city of harbor springs-36560	112397471.60897201	5859.28019497571	Harbor Springs	City of Harbor Springs	36560	21529.488178194184	516.7077162766604	91.18137895641631
246	city of ferndale-27880	1396776986.8317199	72813.98432353756	Ferndale	City of Ferndale	27880	1448351.7620607489	34760.44228945798	52.26130994974072
247	city of village of douglas-22740	144473313.558824	7531.393835821495	Village of Douglas	City of Village of Douglas	22740	75075.30444654246	1801.8073067170192	76.07604454109011
248	city of burton-12060	1570724180.92736	81881.85155174328	Burton	City of Burton	12060	2352151.3601804962	56451.63264433191	31.05721038970565
249	city of alpena-01740	722878355.46948	37683.648670623996	Alpena	City of Alpena	01740	1419974.9234990862	34079.39816397807	9.564494505691519
250	city of dewitt-22120	164775181.362184	8589.730204410651	Dewitt	City of Dewitt	22120	141484.4101398468	3395.625843356323	60.46877186418802
251	city of rockwood-69180	125231519.55738	6528.319114526219	Rockwood	City of Rockwood	69180	154186.13240421563	3700.4671777011754	43.316692815042785
252	city of ludington-49640	710804955.49268	37054.26232983341	Ludington	City of Ludington	49640	2502097.777513216	60050.346660317184	62.06056438470506
253	city of morenci-55500	86790520.73489201	4524.38984590992	Morenci	City of Morenci	55500	27598.247984800553	662.3579516352133	85.36028118279884
254	city of marquette-51900	1089243489.57956	56782.263111782464	Marquette	City of Marquette	51900	3812700.10354349	91504.80248504377	61.150326652014485
255	city of newaygo-57080	99005096.178252	5161.1356637722765	Newaygo	City of Newaygo	57080	47769.1176424511	1146.4588234188263	77.78669467136466
256	city of st clair shores-70760	4505965828.951374	234895.9986632351	St Clair Shores	City of St Clair Shores	70760	3068252.878935801	73638.06909445922	68.65077757240454
257	city of davison-19880	215771318.87012002	11248.158852699356	Davison	City of Davison	19880	119067.85895674098	2857.6286149617836	74.5946989868835
258	city of norton shores-59140	1622565126.8549201	84584.32006294698	Norton Shores	City of Norton Shores	59140	2427186.9566701395	58252.48696008335	31.130868089106457
259	city of grosse pointe park-35540	484467945.285976	25255.313987757927	Grosse Pointe Park	City of Grosse Pointe Park	35540	1137745.6957430833	27305.896697834	8.119410873569247
260	city of flat rock-28360	618281978.93792	32231.039562033766	Flat Rock	City of Flat Rock	28360	651164.2618731206	15627.942284954894	51.512757586126156
261	city of croswell-18920	139452033.18984398	7269.634490186567	Croswell	City of Croswell	18920	26871.999082355065	644.9279779765216	91.12846761625877
262	city of gaastra-31160	15576340.889401602	811.9946505645055	Gaastra	City of Gaastra	31160	21944.064627818567	526.6575510676456	35.14026838705047
263	city of negaunee-56860	188321498.508908	9817.199717269374	Negaunee	City of Negaunee	56860	203324.23360124955	4879.78160642999	50.2935485987313
264	city of portland-65860	192173568.477664	10018.008124740623	Portland	City of Portland	65860	47390.610643183056	1137.3746554363934	88.64669861239665
265	city of coloma-17320	72625136.496516	3785.948365563379	Coloma	City of Coloma	17320	28620.03290578915	686.8807897389396	81.85710095819739
266	city of charlotte-14820	543941231.5390799	28355.656400132233	Charlotte	City of Charlotte	14820	217420.98499943016	5218.103639986324	81.59766232757008
267	city of tecumseh-79120	535250269.18024	27902.596532365907	Tecumseh	City of Tecumseh	79120	140971.93455963634	3383.326429431272	87.87451044024972
268	city of manton-50880	43741876.78846	2280.26403698242	Manton	City of Manton	50880	17478.741852417937	419.4898044580305	81.60345479056184
269	city of ferrysburg-27960	296298785.789252	15446.055703193704	Ferrysburg	City of Ferrysburg	27960	706893.5621166318	16965.445490799164	9.836749373442329
270	city of plainwell-64740	238892148.892152	12453.447721747883	Plainwell	City of Plainwell	64740	63458.26919859054	1522.998460766173	87.77046730515832
271	city of west branch-85580	132206871.01389599	6891.944185954398	West Branch	City of West Branch	85580	42728.154258247836	1025.475702197948	85.12066153571236
272	city of melvindale-52940	488813171.9872	25481.830655692735	Melvindale	City of Melvindale	52940	7620722.1671854295	182897.3320124503	617.7558570407906
273	city of eastpointe-24290	1230887903.8410401	64166.18642723342	Eastpointe	City of Eastpointe	24290	1885564.2422081868	45253.54181299648	29.474471941206144
274	city of warren-84000	10592111313.5932	552166.7627776135	Warren	City of Warren	84000	9728751.76308044	233490.04231393058	57.71385420966215
275	city of orchard lake village-61020			Orchard Lake Village	City of Orchard Lake Village	61020	343468.7057382285	8243.248937717484	
276	city of grosse pointe woods-35580	806143886.451788	42024.28080073171	Grosse Pointe Woods	City of Grosse Pointe Woods	35580	904648.9244355685	21711.574186453643	48.33564364990725
277	city of novi-59440	4163741947.1849203	217055.86770674988	Novi	City of Novi	59440	3930250.0506662303	94326.00121598953	56.542984894825665
278	city of sylvan lake-77860	106501767.70949201	5551.937150695819	Sylvan Lake	City of Sylvan Lake	77860	101032.68288579406	2424.784389259057	56.32543518697503
279	city of rogers city-69260	204272557.83823198	10648.728440107032	Rogers City	City of Rogers City	69260	1501023.400986657	36024.56162367977	238.29918591968232
280	city of imlay city-40320	279914847.03852403	14591.960976118256	Imlay City	City of Imlay City	40320	48493.80102460621	1163.851224590549	92.02402455368849
281	mayfield township-52500			Mayfield	Mayfield Township	52500	520092.83402159694	12482.228016518326	
282	stronach township-76840			Stronach	Stronach Township	76840	1768126.8235394335	42435.0437649464	
283	newark township-57040			Newark	Newark Township	57040	337072.7709239097	8089.746502173832	
284	everett township-26700			Everett	Everett Township	26700	405081.5871709091	9721.958092101819	
285	winsor township-87960	147690542.37216	7699.1079738606995	Winsor	Winsor Township	87960	310239.20999055094	7445.741039773222	3.2908609016484203
286	franklin township-30300			Franklin	Franklin Township	30300	683543.1111983914	16405.034668761396	
287	chandler township-14600			Chandler	Chandler Township	14600	342095.4877389597	8210.291705735033	
288	metamora township-53360	23714279.287476003	1236.225379256124	Metamora	Metamora Township	53360	411061.51085100445	9865.476260424108	698.0321732563425
289	elbridge township-25200			Elbridge	Elbridge Township	25200	210543.365597459	5053.040774339016	
290	perry township-63720	37591507.6248492	1959.6452924833886	Perry	Perry Township	63720	466549.76502063137	11197.194360495154	471.3888326343667
291	webber township-85060	53690542.33938601	2798.8879721521926	Webber	Webber Township	85060	460396.1814914876	11049.508355795702	294.78208723371057
292	moltke township-54860			Moltke	Moltke Township	54860	1217522.2466712834	29220.5339201108	
293	sherman township-73180			Sherman	Sherman Township	73180	176807.60917285288	4243.382620148469	
294	groveland township-35640			Groveland	Groveland Township	35640	765823.6113450329	18379.766672280788	
295	mastodon township-52300	8161037.6768688	425.43489409517053	Mastodon	Mastodon Township	52300	1017448.8951308592	24418.77348314062	5639.720418343987
296	florence township-29060			Florence	Florence Township	29060	384414.3565276938	9225.944556664652	
297	tompkins township-79980			Tompkins	Tompkins Township	79980	337336.9223084436	8096.086135402646	
298	fawn river township-27540			Fawn River	Fawn River Township	27540	282082.3328936849	6769.975989448438	
299	ransom township-67120			Ransom	Ransom Township	67120	308859.64995837864	7412.631599001087	
300	marathon township-51420	12945697.3008828	674.8592002950203	Marathon	Marathon Township	51420	280794.6463821809	6739.071513172342	898.5892628012333
301	marathon township-51420	24878298.3851404	1296.905694817369	Marathon	Marathon Township	51420	280794.6463821809	6739.071513172342	419.62695052560014
302	sumpter township-77360			Sumpter	Sumpter Township	77360	996759.8828835709	23922.237189205698	
303	watson township-84580			Watson	Watson Township	84580	371583.1755546596	8917.99621331183	
304	woodland township-88440	14875782.9093148	775.4745630625805	Woodland	Woodland Township	88440	462945.0995991061	11110.682390378546	1332.759102568
305	west traverse township-86300			West Traverse	West Traverse Township	86300	217260.46862000297	5214.251246880071	
306	hudson township-39740			Hudson	Hudson Township	39740	416058.51035525464	9985.40424852611	
307	brown township-11160			Brown	Brown Township	11160	382368.86260448507	9176.852702507642	
308	brady township-09920			Brady	Brady Township	09920	488750.48205711704	11730.01156937081	
309	bearinger township-06400			Bearinger	Bearinger Township	06400	525703.8057665335	12616.891338396803	
310	eden township-24820			Eden	Eden Township	24820	185533.3919219001	4452.801406125603	
311	union township-81320			Union	Union Township	81320	343822.9622372101	8251.751093693043	
312	mitchell township-54740			Mitchell	Mitchell Township	54740	767384.6947802299	18417.232674725517	
313	pinconning township-64180			Pinconning	Pinconning Township	64180	554819.8665918787	13315.67679820509	
314	peacock township-63120			Peacock	Peacock Township	63120	296337.53763534664	7112.10090324832	
315	hillman township-38400	34207407.577504	1783.2321570152835	Hillman	Hillman Township	38400	597705.9443642762	14344.94266474263	704.4349474244975
316	johnstown township-41860			Johnstown	Johnstown Township	41860	330223.74884660007	7925.369972318402	
317	osceola township-61280			Osceola	Osceola Township	61280	335879.6032669572	8061.110478406973	
318	lee township-46620			Lee	Lee Township	46620	403462.90661588166	9683.10975878116	
319	polkton township-65320			Polkton	Polkton Township	65320	726337.8177347874	17432.107625634897	
320	wales township-82900			Wales	Wales Township	82900	632546.5051337697	15181.116123210473	
321	pickford township-63980			Pickford	Pickford Township	63980	716040.4360718931	17184.970465725433	
322	nester township-56980			Nester	Nester Township	56980	485247.23944093013	11645.933746582323	
323	decatur township-21060	78461760.37535599	4090.2115683673073	Decatur	Decatur Township	21060	500772.6770293783	12018.54424870508	193.83673797349635
324	south arm township-74680			South Arm	South Arm Township	74680	342124.25668743683	8210.982160498485	
325	brownstown township-11220			Brownstown	Brownstown Township	11220	2639717.1562207853	63353.21174929885	
326	lodi township-49120			Lodi	Lodi Township	49120	1771079.336781291	42505.90408275098	
327	tobacco township-79860			Tobacco	Tobacco Township	79860	315681.6977438191	7576.360745851658	
328	norwood township-59340			Norwood	Norwood Township	59340	166225.3850758181	3989.4092418196346	
329	medina township-52820			Medina	Medina Township	52820	516694.2941421961	12400.663059412707	
330	lebanon township-46580			Lebanon	Lebanon Township	46580	320400.09265868156	7689.602223808358	
331	forest home township-29600	65384613.281151995	3408.4998903464534	Forest Home	Forest Home Township	29600	271507.63377869385	6516.183210688652	91.1745172456591
332	weldon township-85160	26926723.963365998	1403.6901202102695	Weldon	Weldon Township	85160	263189.2126251824	6316.541103004377	349.9954093897999
333	onondaga township-60800			Onondaga	Onondaga Township	60800	356259.97396694403	8550.239375206656	
334	hagar township-35860			Hagar	Hagar Township	35860	720483.689514447	17291.60854834673	
335	adams township-00300	18464503.745581202	962.554580257148	Adams	Adams Township	00300	259744.8001215061	6233.875202916146	547.6386202692793
336	bingham township-08440			Bingham	Bingham Township	08440	285352.3750363295	6848.457000871908	
337	moore township-55320			Moore	Moore Township	55320	319497.92378870054	7667.950170928813	
338	bark river township-05420			Bark River	Bark River Township	05420	285448.3944254284	6850.7614662102815	
339	greenwood township-35120			Greenwood	Greenwood Township	35120	349328.1955660718	8383.876693585722	
340	columbia township-17400	53334737.686024	2780.339875572431	Columbia	Columbia Township	17400	668784.3079098605	16050.823389836652	477.29716898485384
341	stanton township-76200			Stanton	Stanton Township	76200	986893.0186499198	23685.432447598072	
342	bergland township-07640			Bergland	Bergland Township	07640	422452.81652682193	10138.867596643728	
343	carlton township-13340			Carlton	Carlton Township	13340	393946.6715977355	9454.720118345651	
344	charlton township-14840			Charlton	Charlton Township	14840	615399.5156068197	14769.588374563671	
345	reading township-67520			Reading	Reading Township	67520	285052.3168415489	6841.255604197173	
346	clyde township-16720			Clyde	Clyde Township	16720	387289.55031120783	9294.949207468988	
347	brookfield township-10940	8069963.4164632	420.6871929002266	Brookfield	Brookfield Township	10940	220424.82921694353	5290.1959012066445	1157.5129432241376
348	royalton township-70100			Royalton	Royalton Township	70100	1004076.9855830286	24097.847653992685	
349	clement township-16360			Clement	Clement Township	16360	138007.50386646262	3312.180092795103	
350	eagle harbor township-23620			Eagle Harbor	Eagle Harbor Township	23620	506519.79918189696	12156.475180365527	
351	aetna township-00500	20587821.656911798	1073.243142974812	Aetna	Aetna Township	00500	463053.00914227846	11113.272219414683	935.485042896333
352	ridgeway township-68540	21573895.042311598	1124.6471485557036	Ridgeway	Ridgeway Township	68540	300569.8717363764	7213.676921673034	541.4169040429254
353	tyrone township-81160			Tyrone	Tyrone Township	81160	1315651.547877735	31575.63714906564	
354	leroy township-47120	14280768.4133612	744.4564573885193	Leroy	Leroy Township	47120	398997.6200190443	9575.942880457063	1186.2999286819993
355	armada township-03540	114688843.646076	5978.729419269941	Armada	Armada Township	03540	259852.22003694257	6236.453280886622	4.310679469554453
356	shelby township-72860	21104895.5375056	1100.1982043701669	Shelby	Shelby Township	72860	655850.1344157683	15740.40322597844	1330.687958174717
357	flynn township-29240			Flynn	Flynn Township	29240	286537.2743129119	6876.894583509886	
358	newkirk township-57480	13506848.66539684	704.1120209271372	Newkirk	Newkirk Township	57480	316040.7090878327	7584.977018107985	977.2400971255242
359	pokagon township-65300			Pokagon	Pokagon Township	65300	621776.9111096525	14922.645866631661	
360	marquette township-51880			Marquette	Marquette Township	51880	627992.568664398	15071.821647945553	
361	quincy township-66660	102283978.970716	5332.063823743425	Quincy	Quincy Township	66660	582219.4447887077	13973.266674928984	162.0611293643316
362	kalamazoo township-42180			Kalamazoo	Kalamazoo Township	42180	809290.5078816315	19422.972189159154	
363	deerfield township-21240			Deerfield	Deerfield Township	21240	426314.62255188613	10231.550941245267	
364	lanse township-45560	139848668.63824803	7290.311096111869	Lanse	Lanse Township	45560	1480590.6013897604	35534.17443335425	387.4164348391887
365	bloomfield township-09080			Bloomfield	Bloomfield Township	09080	330920.4628541506	7942.091108499614	
366	platte township-64760			Platte	Platte Township	64760	238690.36911454535	5728.568858749088	
367	richland township-68280			Richland	Richland Township	68280	437290.6596245407	10494.975830988977	
368	chesaning township-15160	120487083.449264	6280.991660210132	Chesaning	Chesaning Township	15160	353034.4445738808	8472.82666977314	34.8963209654967
369	monterey township-55200			Monterey	Monterey Township	55200	319516.4019077994	7668.393645787186	
370	vergennes township-81920			Vergennes	Vergennes Township	81920	713120.7327826922	17114.897586784613	
371	green oak township-35060			Green Oak	Green Oak Township	35060	1759963.988071978	42239.135713727475	
372	avery township-04580			Avery	Avery Township	04580	303195.12014568114	7276.682883496348	
373	dorr township-22680			Dorr	Dorr Township	22680	570040.5535733739	13680.973285760974	
374	mansfield township-50860			Mansfield	Mansfield Township	50860	414436.0839825849	9946.466015582037	
375	albion township-01000			Albion	Albion Township	01000	670341.5938216054	16088.19825171853	
376	bingham township-08420	107257088.386484	5591.31201758741	Bingham	Bingham Township	08420	237872.0036075571	5708.92808658137	2.103550447980719
377	home township-38860			Home	Home Township	38860	175763.96043201175	4218.335050368282	
378	heath township-37460			Heath	Heath Township	37460	371576.56108563696	8917.837466055287	
379	klacking township-43640			Klacking	Klacking Township	43640	297555.71066185593	7141.337055884542	
380	wayne township-84920			Wayne	Wayne Township	84920	326408.4953106179	7833.80388745483	
381	ontwa township-60900	58789151.954604	3064.678491393506	Ontwa	Ontwa Township	60900	815446.6641246945	19570.719938992668	538.589659370562
382	carp lake township-13520			Carp Lake	Carp Lake Township	13520	937239.2379574259	22493.74171097822	
383	benona township-07300			Benona	Benona Township	07300	342874.51686666807	8228.988404800033	
384	churchill township-15740			Churchill	Churchill Township	15740	342140.3820774901	8211.369169859763	
385	bloomfield township-09110			Bloomfield	Bloomfield Township	09110	3998162.9704602	95955.9112910448	
386	almira township-01640	16459906.3490132	858.0549179740581	Almira	Almira Township	01640	283275.153232689	6798.603677584536	692.3273365341961
387	east china township-23820			East China	East China Township	23820	26894639.627316687	645471.3510556006	
388	butler township-12140			Butler	Butler Township	12140	408066.76316623227	9793.602315989574	
389	haight township-35960			Haight	Haight Township	35960	419734.78320311045	10073.63479687465	
390	galien township-31320	24194931.681784	1261.2817885713998	Galien	Galien Township	31320	801653.1835302225	19239.67640472534	1425.4066600388562
391	branch township-10020			Branch	Branch Township	10020	288311.52234537806	6919.476536289074	
392	white oak township-86900			White Oak	White Oak Township	86900	303744.6280552295	7289.8710733255075	
393	vevay township-82220			Vevay	Vevay Township	82220	818280.3473298844	19638.728335917225	
394	denton township-21640			Denton	Denton Township	21640	334986.0778143969	8039.665867545525	
395	laird township-44220			Laird	Laird Township	44220	634565.3581403093	15229.568595367424	
396	evergreen township-26740			Evergreen	Evergreen Township	26740	265010.7521919542	6360.2580526069005	
397	lakefield township-44540			Lakefield	Lakefield Township	44540	291144.9073668088	6987.477776803412	
398	lee township-46640			Lee	Lee Township	46640	387038.5343950383	9288.924825480919	
399	bismark township-08700			Bismark	Bismark Township	08700	389936.12749638915	9358.467059913339	
400	greenbush township-34840			Greenbush	Greenbush Township	34840	655566.7414344818	15733.601794427563	
401	posen township-66020	10221409.7509232	532.8420903156264	Posen	Posen Township	66020	159044.40360936098	3817.0656866246636	616.3596412519971
402	california township-12560			California	California Township	12560	309526.71598860016	7428.641183726404	
403	lake township-44360			Lake	Lake Township	44360	453753.8762980303	10890.093031152726	
404	trout lake township-80600			Trout Lake	Trout Lake Township	80600	538742.0651294949	12929.809563107878	
405	tilden township-79780			Tilden	Tilden Township	79780	621552.1329196726	14917.251190072144	
406	hiawatha township-37940			Hiawatha	Hiawatha Township	37940	1254140.778179858	30099.378676316595	
407	greenwood township-35240			Greenwood	Greenwood Township	35240	265267.4229079163	6366.418149789991	
408	springfield township-75720			Springfield	Springfield Township	75720	312120.75670986867	7490.898161036848	
409	albert township-00940			Albert	Albert Township	00940	537592.6159419838	12902.22278260761	
410	whitefish township-86700			Whitefish	Whitefish Township	86700	907805.0055138612	21787.32013233267	
411	chikaming township-15480			Chikaming	Chikaming Township	15480	592844.0193475969	14228.256464342327	
412	morton township-55600	19726810.0227232	1028.3586064845604	Morton	Morton Township	55600	310379.0557292295	7449.097337501509	624.3676758797418
413	mellen township-52860			Mellen	Mellen Township	52860	329201.2319261442	7900.829566227461	
414	penn township-63380	15847211.2324512	826.115121547681	Penn	Penn Township	63380	344021.10754216707	8256.50658101201	899.4377739441328
415	newton township-57640			Newton	Newton Township	57640	439779.72061649454	10554.713294795869	
416	adams township-00280			Adams	Adams Township	00280	422199.7042242489	10132.792901381974	
417	sullivan township-77100			Sullivan	Sullivan Township	77100	384891.9138609656	9237.405932663174	
418	norvell township-59180			Norvell	Norvell Township	59180	406448.25553450704	9754.758132828169	
419	holland township-38620			Holland	Holland Township	38620	224359.84105012647	5384.636185203035	
420	sand beach township-71260			Sand Beach	Sand Beach Township	71260	836726.3567180444	20081.432561233065	
421	denmark township-21600	66244865.451703995	3453.344835997329	Denmark	Denmark Township	21600	404835.20185955585	9716.04484462934	181.35171279016905
422	montrose township-55300			Montrose	Montrose Township	55300	424793.6995921127	10195.048790210705	
423	austin township-04380			Austin	Austin Township	04380	493871.57418838295	11852.917780521191	
424	lilley township-47440			Lilley	Lilley Township	47440	318707.15449266165	7648.97170782388	
425	home township-38840	63404952.809848	3305.3001899773762	Home	Home Township	38840	361004.3757812127	8664.105018749106	162.12762898272211
426	lansing township-46020			Lansing	Lansing Township	46020	1592423.4465965866	38218.162718318075	
427	ada township-00240			Ada	Ada Township	00240	1622331.3125850563	38935.95150204135	
428	hamlin township-36220			Hamlin	Hamlin Township	36220	3798411.8497419995	91161.884393808	
429	cedar creek township-14120			Cedar Creek	Cedar Creek Township	14120	409991.1706869804	9839.78809648753	
430	southfield township-74920	82529963.438076	4302.286994026902	Southfield	Southfield Township	74920	1257502.2750662598	30180.054601590236	601.4886418198238
431	southfield township-74920	226477317.96159202	11806.262585337792	Southfield	Southfield Township	74920	1257502.2750662598	30180.054601590236	155.62750602439485
432	southfield township-74920	748070803.386852	38996.93098055659	Southfield	Southfield Township	74920	1257502.2750662598	30180.054601590236	22.60915450849798
433	verona township-82140			Verona	Verona Township	82140	325826.71418522345	7819.841140445363	
434	sanilac township-71580	36876574.702257596	1922.3758392286884	Sanilac	Sanilac Township	71580	428493.44896726793	10283.84277521443	434.9548493774557
435	st joseph township-70980	75940083.88434	3958.7565728906443	St Joseph	St Joseph Township	70980	542006.6824730182	13008.160379352435	228.59207531050606
436	isabella township-41160	16230080.811270801	846.0741126915468	Isabella	Isabella Township	41160	859240.0440112511	20621.761056270025	2337.3468880483406
437	kenockee township-42740			Kenockee	Kenockee Township	42740	359807.61929234205	8635.382863016208	
438	deerfield township-21220			Deerfield	Deerfield Township	21220	593451.2662030777	14242.830388873866	
439	rose township-69580			Rose	Rose Township	69580	680229.4779965717	16325.507471917721	
440	scio township-71940			Scio	Scio Township	71940	1227270.8218091328	29454.49972341919	
441	lima township-47460			Lima	Lima Township	47460	558805.5266628425	13411.33263990822	
442	burt township-11960			Burt	Burt Township	11960	1040367.1307382738	24968.811137718574	
443	waverly township-84760			Waverly	Waverly Township	84760	336164.1910638645	8067.940585532748	
444	inverness township-40820			Inverness	Inverness Township	40820	384191.47201273474	9220.595328305633	
445	sylvan township-77760			Sylvan	Sylvan Township	77760	325641.95397284353	7815.406895348246	
446	hudson township-39760			Hudson	Hudson Township	39760	304437.92125507054	7306.510110121693	
447	deerfield township-21140			Deerfield	Deerfield Township	21140	315554.90437871835	7573.31770508924	
448	marion township-51700			Marion	Marion Township	51700	137829.36100616402	3307.9046641479367	
449	grant township-34300			Grant	Grant Township	34300	722035.8565365963	17328.860556878313	
450	iron river township-41000			Iron River	Iron River Township	41000	1118170.6835977682	26836.096406346438	
451	hampton township-36260			Hampton	Hampton Township	36260	7628361.633024792	183080.679192595	
452	roxand township-70020	25807460.839476	1345.342933561884	Roxand	Roxand Township	70020	290160.5910862883	6963.854186070919	417.626696684217
453	robinson township-69000			Robinson	Robinson Township	69000	711558.6870330675	17077.40848879362	
