	municipality	res_com_non_electricity	res_com_non_electricity-adjusted (metric tonnes CO2/year)	NAME	LABEL	FIPSCODE	graced_emissions_2019(kgC/hr)	graced_emissions_2019(metric tonnes/year)	absolute_percent_error_graced (percent error)
454	berlin township-07720	18227758.5601436	950.2130537402859	Berlin	Berlin Township	07720	1857087.7144094915	44570.1051458278	4590.538082000481
455	berlin township-07720	59101806.332632005	3080.9771641201064	Berlin	Berlin Township	07720	1857087.7144094915	44570.1051458278	1346.622378928165
456	walker township-82940			Walker	Walker Township	82940	194924.06552766808	4678.1775726640335	
457	walton township-83180			Walton	Walton Township	83180	523417.6828360226	12562.024388064541	
458	hinton township-38540			Hinton	Hinton Township	38540	341103.9163864204	8186.493993274089	
459	grant township-34320			Grant	Grant Township	34320	329580.75486867863	7909.938116848287	
460	sherman township-73300			Sherman	Sherman Township	73300	697052.8834832723	16729.269203598535	
461	franklin township-30320			Franklin	Franklin Township	30320	622303.3528962294	14935.280469509506	
462	hawes township-37220			Hawes	Hawes Township	37220	404941.5619995277	9718.597487988663	
463	grant township-34340			Grant	Grant Township	34340	353345.3268391039	8480.287844138495	
464	wheeler township-86620	54432507.22956	2837.566601876963	Wheeler	Wheeler Township	86620	326411.9008368162	7833.885620083588	176.07759461581318
465	white lake township-86860			White Lake	White Lake Township	86860	2515432.6704785037	60370.384091484084	
466	montmorency township-55240			Montmorency	Montmorency Township	55240	1078750.5960022581	25890.01430405419	
467	oliver township-60540			Oliver	Oliver Township	60540	180256.19341813208	4326.148642035169	
468	green township-34740			Green	Green Township	34740	399521.29001094477	9588.510960262674	
469	bridgehampton township-10420	17525526.0482132	913.605672893354	Bridgehampton	Bridgehampton Township	10420	273959.46461674926	6575.027150801982	619.6788883741411
470	south branch township-74820			South Branch	South Branch Township	74820	234415.48863016517	5625.971727123964	
471	kingston township-43400	14046154.48072	732.2260330799336	Kingston	Kingston Township	43400	319599.4355303855	7670.3864527292535	947.5435324889513
472	plainfield township-64640			Plainfield	Plainfield Township	64640	740189.3196547815	17764.543671714757	
473	custer township-19460			Custer	Custer Township	19460	353447.5422973353	8482.741015136045	
474	alpena township-01760			Alpena	Alpena Township	01760	22764564.84685628	546349.5563245508	
475	arvon township-03660			Arvon	Arvon Township	03660	564644.2982497539	13551.463157994094	
476	unadilla township-81240			Unadilla	Unadilla Township	81240	371985.6190449336	8927.654857078407	
477	watertown township-84440			Watertown	Watertown Township	84440	261191.85271857673	6268.604465245841	
478	jamestown township-41520			Jamestown	Jamestown Township	41520	1830384.6099913567	43929.230639792564	
479	cold springs township-17000			Cold Springs	Cold Springs Township	17000	304629.367277148	7311.104814651552	
480	harris township-36760			Harris	Harris Township	36760	686024.5562658808	16464.58935038114	
481	redding township-67600			Redding	Redding Township	67600	322156.358898454	7731.752613562896	
482	seney township-72500			Seney	Seney Township	72500	1100339.9280096535	26408.15827223168	
483	sparta township-75440	254059469.72403198	13244.120156713787	Sparta	Sparta Township	75440	617926.6437463925	14830.23944991342	11.976026149200926
484	dickson township-22320			Dickson	Dickson Township	22320	542206.2302951968	13012.949527084724	
485	wakeshma township-82840			Wakeshma	Wakeshma Township	82840	316016.87417507014	7584.404980201684	
486	eveline township-26680			Eveline	Eveline Township	26680	286575.7594250573	6877.818226201374	
487	ocqueoc township-60160			Ocqueoc	Ocqueoc Township	60160	420245.0405672282	10085.880973613479	
488	flushing township-29220			Flushing	Flushing Township	29220	728395.7177680943	17481.49722643426	
489	benzonia township-07600	38680835.675764	2016.4319637775773	Benzonia	Benzonia Township	07600	344607.90782859933	8270.589787886383	310.15962534100515
490	benzonia township-07600	28020096.922055602	1460.6876525467585	Benzonia	Benzonia Township	07600	344607.90782859933	8270.589787886383	466.21206960066576
491	big rapids township-08320			Big Rapids	Big Rapids Township	08320	568899.2351583804	13653.581643801128	
492	allendale township-01360			Allendale	Allendale Township	01360	989081.8598413925	23737.96463619342	
493	sodus township-74440			Sodus	Sodus Township	74440	496603.36434860196	11918.480744366447	
494	enterprise township-26200			Enterprise	Enterprise Township	26200	260426.79062582742	6250.242975019858	
495	washington township-84080			Washington	Washington Township	84080	310112.3251793861	7442.695804305266	
496	burtchville township-12020			Burtchville	Burtchville Township	12020	366300.1482071829	8791.203556972388	
497	pavilion township-62960			Pavilion	Pavilion Township	62960	1085854.348733108	26060.504369594593	
498	lincoln township-47720			Lincoln	Lincoln Township	47720	397956.54862489045	9550.957166997372	
499	litchfield township-48000			Litchfield	Litchfield Township	48000	1669038.660399497	40056.92784958793	
500	eckford township-24700			Eckford	Eckford Township	24700	747285.3644386593	17934.84874652782	
501	wayland township-84900			Wayland	Wayland Township	84900	552882.4265999929	13269.178238399829	
502	liberty township-47380			Liberty	Liberty Township	47380	424952.8796831473	10198.869112395536	
503	wheatland township-86560			Wheatland	Wheatland Township	86560	341823.84926695353	8203.772382406885	
504	colfax township-17200			Colfax	Colfax Township	17200	289252.4409019068	6942.058581645763	
505	amber township-01980			Amber	Amber Township	01980	366310.0085432169	8791.440205037206	
506	carrollton township-13540			Carrollton	Carrollton Township	13540	521790.93215310917	12522.98237167462	
507	rust township-70380			Rust	Rust Township	70380	415108.39845040324	9962.601562809677	
508	bay mills township-06070			Bay Mills	Bay Mills Township	06070	314789.76252880873	7554.954300691409	
509	grand blanc township-33300			Grand Blanc	Grand Blanc Township	33300	2402130.796591628	57651.13911819906	
510	kawkawlin township-42360			Kawkawlin	Kawkawlin Township	42360	1108326.854942115	26599.84451861076	
511	wheatland township-86540			Wheatland	Wheatland Township	86540	260154.71899146697	6243.713255795207	
512	freedom township-30520			Freedom	Freedom Township	30520	581125.0902010344	13947.002164824826	
513	hancock township-36320			Hancock	Hancock Township	36320	235737.51290639117	5657.700309753388	
514	chester township-15280			Chester	Chester Township	15280	501588.394183019	12038.121460392456	
515	elmwood township-25700			Elmwood	Elmwood Township	25700	505729.88744744	12137.51729873856	
516	pipestone township-64480			Pipestone	Pipestone Township	64480	485049.89132802247	11641.19739187254	
517	orion township-61100	136158036.225204	7097.918428419884	Orion	Orion Township	61100	2327676.1770749246	55864.228249798194	687.0508630547126
518	wilson township-87680			Wilson	Wilson Township	87680	542693.9370533891	13024.65448928134	
519	atlas township-04000	75468311.43089199	3934.1630748923994	Atlas	Atlas Township	04000	656261.4694685305	15750.275267244731	300.34627358896415
520	clinton township-16500	99145837.78897601	5168.472523939319	Clinton	Clinton Township	16500	460059.86175828817	11041.436682198915	113.63055779163406
521	chester township-15260			Chester	Chester Township	15260	329392.0263930805	7905.408633433932	
522	ira township-40920			Ira	Ira Township	40920	482929.2853394082	11590.302848145799	
523	deerfield township-21200	26617701.492693603	1387.5807788141174	Deerfield	Deerfield Township	21200	289246.43840607663	6941.914521745839	400.2890374194056
524	pulawski township-66460			Pulawski	Pulawski Township	66460	383080.1074736302	9193.922579367125	
525	stephenson township-76400			Stephenson	Stephenson Township	76400	259172.04739653488	6220.129137516838	
526	dwight township-23540	22488983.3355748	1172.3507012835141	Dwight	Dwight Township	23540	290254.89775211195	6966.1175460506865	494.20082560824466
527	cambria township-12700			Cambria	Cambria Township	12700	266991.7518458028	6407.802044299267	
528	porter township-65720			Porter	Porter Township	65720	709443.3822590209	17026.6411742165	
529	reeder township-67840			Reeder	Reeder Township	67840	249631.89869297828	5991.165568631479	
530	wheatland township-86580			Wheatland	Wheatland Township	86580	210961.35385464889	5063.072492511573	
531	bruce township-11280			Bruce	Bruce Township	11280	574419.1934234316	13786.060642162358	
532	millington township-54240	41520748.31762	2164.4766097975307	Millington	Millington Township	54240	312391.0699671939	7497.3856792126535	246.38330787570735
533	sciota township-71960			Sciota	Sciota Township	71960	301216.2760841887	7229.19062602053	
534	central lake township-14420	64777680.989792004	3376.860509997857	Central Lake	Central Lake Township	14420	326492.5285492706	7835.820685182494	132.04454735346667
535	cambridge township-12720	38767136.226432	2020.9308114839002	Cambridge	Cambridge Township	12720	490670.96969454933	11776.103272669185	482.70689950154184
536	waterford township-84240			Waterford	Waterford Township	84240	4597036.153147677	110328.86767554424	
537	west bloomfield township-85480			West Bloomfield	West Bloomfield Township	85480	3798038.8223820655	91152.93173716957	
538	paw paw township-63000	170456637.792156	8885.904528105093	Paw Paw	Paw Paw Township	63000	617025.9613530985	14808.623072474364	66.65296172872884
539	arenac township-03360			Arenac	Arenac Township	03360	330196.6180784927	7924.718833883825	
540	comins township-17600			Comins	Comins Township	17600	456147.50700310216	10947.54016807445	
541	maple ridge township-51260			Maple Ridge	Maple Ridge Township	51260	405521.1062848568	9732.506550836562	
542	bourret township-09720			Bourret	Bourret Township	09720	275017.4901916786	6600.419764600286	
543	blaine township-08840			Blaine	Blaine Township	08840	189932.9118204575	4558.389883690979	
544	gerrish township-31960			Gerrish	Gerrish Township	31960	566442.3322928294	13594.615975027906	
545	gore township-33080			Gore	Gore Township	33080	72170.81856650747	1732.0996455961792	
546	crystal lake township-19180			Crystal Lake	Crystal Lake Township	19180	244895.66199538118	5877.495887889148	
547	emerson township-25880			Emerson	Emerson Township	25880	315034.1549683438	7560.819719240251	
548	forester township-29500			Forester	Forester Township	29500	278366.28029307985	6680.7907270339165	
549	porter township-65740			Porter	Porter Township	65740	301011.3638431681	7224.272732236033	
550	hayes township-37360			Hayes	Hayes Township	37360	824316.3063915321	19783.59135339677	
551	fruitland township-30980			Fruitland	Fruitland Township	30980	768558.027185046	18445.392652441104	
552	duncan township-23340			Duncan	Duncan Township	23340	803714.1183673796	19289.13884081711	
553	chassell township-14920			Chassell	Chassell Township	14920	381306.0630560659	9151.345513345581	
554	logan township-49140			Logan	Logan Township	49140	168552.14562395564	4045.251494974935	
555	spencer township-75560			Spencer	Spencer Township	75560	331945.30133872683	7966.687232129443	
556	ellington township-25380			Ellington	Ellington Township	25380	272443.4089492967	6538.641814783121	
557	blendon township-08940			Blendon	Blendon Township	08940	3920281.288917472	94086.75093401932	
558	erie township-26320			Erie	Erie Township	26320	28252840.801829934	678068.1792439184	
559	keeler township-42500			Keeler	Keeler Township	42500	539466.9088051418	12947.205811323405	
560	comstock township-17680			Comstock	Comstock Township	17680	1312675.6854593384	31504.216451024124	
561	pinora township-64440			Pinora	Pinora Township	64440	287155.0967498149	6891.722321995559	
562	lake township-44300			Lake	Lake Township	44300	220016.11459698738	5280.386750327697	
563	trowbridge township-80620			Trowbridge	Trowbridge Township	80620	384373.24800491537	9224.957952117968	
564	fairplain township-27180			Fairplain	Fairplain Township	27180	308471.4651056466	7403.3151625355185	
565	goodland township-32960			Goodland	Goodland Township	32960	445972.2833955329	10703.33480149279	
566	summerfield township-77120			Summerfield	Summerfield Township	77120	255946.0583259082	6142.705399821797	
567	barry township-05560			Barry	Barry Township	05560	297615.2314139817	7142.765553935561	
568	beaverton township-06680			Beaverton	Beaverton Township	06680	255993.77777256037	6143.850666541449	
569	winterfield township-87980			Winterfield	Winterfield Township	87980	276321.4744423582	6631.715386616597	
570	ovid township-61840			Ovid	Ovid Township	61840	419367.3557661696	10064.81653838807	
571	convis township-17880			Convis	Convis Township	17880	433905.7913083135	10413.738991399523	
572	thomas township-79520			Thomas	Thomas Township	79520	1076759.719381187	25842.23326514849	
573	hume township-39960			Hume	Hume Township	39960	355768.44307222235	8538.442633733335	
574	greenbush township-34820			Greenbush	Greenbush Township	34820	222050.18042233068	5329.204330135936	
575	eaton rapids township-24560			Eaton Rapids	Eaton Rapids Township	24560	631751.8143398331	15162.043544155995	
576	mt forest township-55920			Mt Forest	Mt Forest Township	55920	334712.3794485945	8033.097106766269	
577	chestonia township-15380			Chestonia	Chestonia Township	15380	343890.82009749976	8253.379682339993	
578	marlette township-51840			Marlette	Marlette Township	51840	526875.8977802687	12645.021546726448	
579	holmes township-38760			Holmes	Holmes Township	38760	408605.16972303996	9806.524073352959	
580	interior township-40760			Interior	Interior Township	40760	380378.067635158	9129.073623243792	
581	clam lake township-15860			Clam Lake	Clam Lake Township	15860	653073.2663868911	15673.758393285387	
582	evergreen township-26720			Evergreen	Evergreen Township	26720	419988.9416041409	10079.734598499383	
583	stambaugh township-76080			Stambaugh	Stambaugh Township	76080	1264129.8479876986	30339.116351704768	
584	greenwood township-35220			Greenwood	Greenwood Township	35220	415716.04429205664	9977.18506300936	
585	moran township-55480			Moran	Moran Township	55480	1371065.2106591826	32905.565055820385	
586	austin township-04400			Austin	Austin Township	04400	206184.82628029754	4948.435830727141	
587	buckeye township-11440			Buckeye	Buckeye Township	11440	367996.65870708274	8831.919808969986	
588	koylton township-43880			Koylton	Koylton Township	43880	252554.3933873816	6061.305441297159	
589	ferris township-27900			Ferris	Ferris Township	27900	256418.47137416812	6154.043312980035	
590	clay banks township-16200			Clay Banks	Clay Banks Township	16200	192001.37305129113	4608.032953230987	
591	midland township-53800			Midland	Midland Township	53800	4739070.604403809	113737.69450569141	
592	bloomfield township-09060			Bloomfield	Bloomfield Township	09060	439316.459408572	10543.59502580573	
593	buena vista township-11560			Buena Vista	Buena Vista Township	11560	1182173.696028098	28372.168704674354	
594	williamstown township-87440			Williamstown	Williamstown Township	87440	465565.00018834934	11173.560004520385	
595	belvidere township-07200			Belvidere	Belvidere Township	07200	396245.18153414567	9509.884356819495	
596	pointe aux barques township-65180			Pointe Aux Barques	Pointe Aux Barques Township	65180	14240.52473244883	341.77259357877193	
597	ely township-25820			Ely	Ely Township	25820	645905.665793253	15501.73597903807	
598	pere marquette township-63600			Pere Marquette	Pere Marquette Township	63600	7760599.435715243	186254.38645716585	
599	portsmouth township-65980			Portsmouth	Portsmouth Township	65980	874444.2397504456	20986.661754010693	
600	deep river township-21120	23750568.3208096	1238.1171265638043	Deep River	Deep River Township	21120	479790.8576689294	11514.980584054307	830.039681787804
601	richland township-68260	47739581.80672	2488.6643995843137	Richland	Richland Township	68260	783428.9397551591	18802.29455412382	655.517479868495
602	henrietta township-37700			Henrietta	Henrietta Township	37700	325958.6648575374	7823.007956580897	
603	benton township-07420			Benton	Benton Township	07420	838843.2183722132	20132.23724093312	
604	chapin township-14660			Chapin	Chapin Township	14660	216269.29432851484	5190.463063884356	
605	oakland township-59820			Oakland	Oakland Township	59820	1380877.0829560969	33141.049990946325	
606	adrian township-00460			Adrian	Adrian Township	00460	984273.6700479317	23622.56808115036	
607	attica township-04040			Attica	Attica Township	04040	441453.6398587138	10594.88735660913	
608	shelby township-72820	157021239.3252	8185.517206022675	Shelby	Shelby Township	72820	5553133.528805848	133275.20469134036	1528.1830620706555
609	tawas township-78100			Tawas	Tawas Township	78100	385958.81857050525	9263.011645692124	
610	inwood township-40840			Inwood	Inwood Township	40840	788472.6748279757	18923.344195871417	
611	bedford township-06740			Bedford	Bedford Township	06740	2924121.377851969	70178.91306844726	
612	rich township-68160			Rich	Rich Township	68160	311354.7414867437	7472.513795681848	
613	alpine township-01840			Alpine	Alpine Township	01840	1674623.4894627244	40190.96374710539	
614	adams township-00320	52222542.304344	2722.3611303254525	Adams	Adams Township	00320	355641.6492718514	8535.399582524433	213.52929218116054
615	richland township-68340			Richland	Richland Township	68340	434534.688076452	10428.832513834848	
616	wright township-88820			Wright	Wright Township	88820	558944.508447333	13414.668202735993	
617	bay de noc township-06040			Bay De Noc	Bay De Noc Township	06040	570807.3070202847	13699.375368486833	
618	garfield township-31540			Garfield	Garfield Township	31540	355355.4528505542	8528.530868413302	
619	zilwaukee township-89340			Zilwaukee	Zilwaukee Township	89340	345211.505940315	8285.076142567561	
620	bethel township-08060			Bethel	Bethel Township	08060	361238.27734563826	8669.718656295317	
621	oceola township-60120			Oceola	Oceola Township	60120	615805.9930083031	14779.343832199276	
622	madison township-50540			Madison	Madison Township	50540	737011.3323913093	17688.27197739142	
623	canton township-13120			Canton	Canton Township	13120	4986612.808743008	119678.7074098322	
624	campbell township-12840	15024897.1792568	783.247889954657	Campbell	Campbell Township	12840	417123.9522605685	10010.974854253644	1178.1362047248144
625	coe township-16880	60516180.880747996	3154.708509313393	Coe	Coe Township	16880	837858.2582580675	20108.59819819362	537.4154106101599
626	swan creek township-77660			Swan Creek	Swan Creek Township	77660	239777.90739842234	5754.669777562136	
627	lockport township-49060			Lockport	Lockport Township	49060	522531.59560519806	12540.758294524754	
628	algoma township-01160			Algoma	Algoma Township	01160	849470.5811625592	20387.29394790142	
629	riley township-68620			Riley	Riley Township	68620	597182.2061770691	14332.372948249658	
630	sherwood township-73440	9878423.881136319	514.9622369236363	Sherwood	Sherwood Township	73440	372706.4015970911	8944.953638330187	1637.0115703564945
631	valley township-81580			Valley	Valley Township	81580	391844.8398472804	9404.27615633473	
632	surrey township-77580	43513203.480808	2268.343297454521	Surrey	Surrey Township	77580	503346.6460246347	12080.319504591234	432.5613419338895
633	park township-62480			Park	Park Township	62480	380510.0204561118	9132.240490946684	
634	antwerp township-03140	88168142.353616	4596.205260894002	Antwerp	Antwerp Township	03140	751651.2055570667	18039.6289333696	292.4896280602737
635	antwerp township-03140	104120578.351004	5427.805749437838	Antwerp	Antwerp Township	03140	751651.2055570667	18039.6289333696	232.35583154828228
636	mathias township-52360			Mathias	Mathias Township	52360	326116.4241837058	7826.79418040894	
637	manchester township-50680	115640289.806076	6028.328307590742	Manchester	Manchester Township	50680	563527.3630601357	13524.656713443257	124.35169458858601
638	hamilton township-36160			Hamilton	Hamilton Township	36160	205433.263823368	4930.398331760832	
639	boardman township-09440			Boardman	Boardman Township	09440	467947.9849216704	11230.75163812009	
640	wells township-85280			Wells	Wells Township	85280	372560.9912772064	8941.463790652953	
641	yankee springs township-89020			Yankee Springs	Yankee Springs Township	89020	386077.7580429276	9265.866193030262	
642	pentland township-63500			Pentland	Pentland Township	63500	509065.10900562396	12217.562616134976	
643	onekama township-60760	30249366.104084402	1576.89945500592	Onekama	Onekama Township	60760	205296.04569264367	4927.105096623449	212.455247605178
644	troy township-80680			Troy	Troy Township	80680	175009.79883779562	4200.2351721070945	
645	orient township-61080			Orient	Orient Township	61080	283392.6771210134	6801.4242509043215	
646	lake township-44320			Lake	Lake Township	44320	236043.14108709717	5665.035386090332	
647	ontonagon township-60880	81008337.91610801	4222.9646555667105	Ontonagon	Ontonagon Township	60880	1394470.8725335011	33467.30094080402	692.5072471702418
648	kearney township-42400			Kearney	Kearney Township	42400	330363.9900605217	7928.73576145252	
649	clearwater township-16340			Clearwater	Clearwater Township	16340	252822.20738466963	6067.732977232071	
650	peaine township-63140			Peaine	Peaine Township	63140	315768.8975210786	7578.453540505886	
651	millen township-54060			Millen	Millen Township	54060	407764.16880909365	9786.340051418249	
652	cross village township-18900			Cross Village	Cross Village Township	18900	67764.96547019528	1626.3591712846867	
653	holly township-38720	326722990.2962	17032.069484140902	Holly	Holly Township	38720	816084.2074165667	19586.0209779976	14.994956991191014
654	cumming township-19260			Cumming	Cumming Township	19260	214789.01591751122	5154.93638202027	
655	evangeline township-26580			Evangeline	Evangeline Township	26580	197962.0176929218	4751.088424630123	
656	milford township-53980	359288547.30836004	18729.711971184806	Milford	Milford Township	53980	1875226.1328808854	45005.42718914125	140.28894442360337
657	emmett township-25960	9258480.9911528	482.6446140687955	Emmett	Emmett Township	25960	329319.6205080899	7903.670892194157	1537.5756947880452
658	monroe township-55060			Monroe	Monroe Township	55060	172204.59505321772	4132.910281277225	
659	bessemer township-07980			Bessemer	Bessemer Township	07980	742463.7454071959	17819.129889772703	
660	skandia township-74110			Skandia	Skandia Township	74110	380569.46320929157	9133.667117022998	
661	mentor township-53100			Mentor	Mentor Township	53100	445841.0021828695	10700.184052388868	
662	northfield township-58280			Northfield	Northfield Township	58280	1586195.4628209122	38068.691107701896	
663	lincoln township-47660			Lincoln	Lincoln Township	47660	905521.2121857852	21732.509092458844	
664	otsego lake township-61680			Otsego Lake	Otsego Lake Township	61680	550326.6849217052	13207.840438120924	
665	lincoln township-47600	80684519.992456	4206.084027206732	Lincoln	Lincoln Township	47600	1469307.5676534919	35263.3816236838	738.3898513578265
666	covington township-18600			Covington	Covington Township	18600	945395.2516856886	22689.486040456526	
667	ross township-69820	34333723.35008399	1789.8169982398783	Ross	Ross Township	69820	414408.1435685078	9945.795445644188	455.68784157402513
668	bridgeton township-10500			Bridgeton	Bridgeton Township	10500	223014.07866001496	5352.337887840358	
669	bloomingdale township-09240	20511127.8878152	1069.2450967918064	Bloomingdale	Bloomingdale Township	09240	327066.96889863274	7849.607253567186	634.1260929902201
670	stockbridge township-76580	41674284.620228	2172.4804572524854	Stockbridge	Stockbridge Township	76580	330449.9124055278	7930.797897732667	265.0572722648409
671	dalton township-19660	39660053.0330176	2067.4785646112073	Dalton	Dalton Township	19660	1402975.9734341232	33671.42336241896	1528.622610109185
672	saugatuck township-71720			Saugatuck	Saugatuck Township	71720	519813.66494712443	12475.527958730987	
673	harrison township-36820			Harrison	Harrison Township	36820	2559123.753945477	61418.97009469144	
674	otsego township-61640			Otsego	Otsego Township	61640	574295.4670233623	13783.091208560694	
675	fairhaven township-27120			Fairhaven	Fairhaven Township	27120	254294.06438491488	6103.057545237956	
676	cheshire township-15200			Cheshire	Cheshire Township	15200	331029.806169467	7944.715348067207	
677	taymouth township-79100			Taymouth	Taymouth Township	79100	446318.8856328218	10711.653255187724	
678	grant township-34220			Grant	Grant Township	34220	853254.2464380334	20478.1019145128	
679	ronald township-69440			Ronald	Ronald Township	69440	357839.40068215	8588.1456163716	
680	buel township-11540			Buel	Buel Township	11540	273594.3578565055	6566.2645885561315	
681	turner township-80840			Turner	Turner Township	80840	173089.12175199256	4154.138922047821	
682	northville township-59000			Northville	Northville Township	59000	2142700.4650847125	51424.8111620331	
683	palmyra township-62240			Palmyra	Palmyra Township	62240	375886.3729015141	9021.272949636339	
684	geneva township-31840			Geneva	Geneva Township	31840	2636088.997905824	63266.13594973977	
685	clark township-16060			Clark	Clark Township	16060	476960.3144443397	11447.047546664153	
686	elk township-25260			Elk	Elk Township	25260	204417.9370620926	4906.030489490222	
687	garfield township-31620			Garfield	Garfield Township	31620	715233.8500739941	17165.61240177586	
688	hopkins township-39200	21672740.3990704	1129.79995700354	Hopkins	Hopkins Township	39200	443923.52514870535	10654.164603568928	843.013365996751
689	indianfields township-40440			Indianfields	Indianfields Township	40440	510584.3474157509	12254.024337978022	
690	colfax township-17160			Colfax	Colfax Township	17160	533561.1947674388	12805.468674418531	
691	arcadia township-03320			Arcadia	Arcadia Township	03320	204236.41374911513	4901.673929978764	
692	holton township-38820			Holton	Holton Township	38820	251374.06894160958	6032.97765459863	
693	marengo township-51520			Marengo	Marengo Township	51520	725209.5720423827	17405.029729017184	
694	bloomer township-09040			Bloomer	Bloomer Township	09040	530922.7406863301	12742.145776471923	
695	lake township-44240			Lake	Lake Township	44240	307102.4146213338	7370.457950912012	
696	paradise township-62320	54438089.002372	2837.857579693652	Paradise	Paradise Township	62320	551546.7981326984	13237.123155184761	366.4477615051322
697	arbela township-03220			Arbela	Arbela Township	03220	276474.5427232116	6635.389025357078	
698	manistee township-50740			Manistee	Manistee Township	50740	3633341.6127919448	87200.19870700668	
699	tuscarora township-80880			Tuscarora	Tuscarora Township	80880	616832.5187595468	14803.980450229123	
700	spalding township-75350	17474046.499244798	910.9220440056313	Spalding	Spalding Township	75350	791455.2793713473	18994.926704912334	1985.2417426836262
701	elmwood township-25720	13860294.4564916	722.5371500169072	Elmwood	Elmwood Township	25720	215817.87558937335	5179.629014144961	616.8668094123269
702	cedar township-14040			Cedar	Cedar Township	14040	163134.26149875752	3915.2222759701804	
703	hulbert township-39860			Hulbert	Hulbert Township	39860	262200.1407484375	6292.8033779625	
704	bear lake township-06480	18057545.772502802	941.3398611205711	Bear Lake	Bear Lake Township	06480	287270.56108340604	6894.493466001745	632.4127821161785
705	beaver township-06540			Beaver	Beaver Township	06540	682246.0511301674	16373.905227124018	
706	ossineke township-61520			Ossineke	Ossineke Township	61520	550075.2738163846	13201.80657159323	
707	fredonia township-30500			Fredonia	Fredonia Township	30500	729952.8549308078	17518.868518339386	
708	watertown township-84460			Watertown	Watertown Township	84460	245900.05203253782	5901.6012487809085	
709	genoa township-31860			Genoa	Genoa Township	31860	1585315.0889573477	38047.56213497634	
710	oshtemo township-61400			Oshtemo	Oshtemo Township	61400	2292371.7311914763	55016.92154859543	
711	bates township-05860			Bates	Bates Township	05860	813725.1050464952	19529.402521115884	
712	parma township-62760			Parma	Parma Township	62760	525971.2601738153	12623.310244171567	
713	calumet township-12600	127403100.40694399	6641.52362421399	Calumet	Calumet Township	12600	439567.66391297505	10549.623933911402	58.84343007452492
714	calumet township-12600	43324545.395068	2258.5085514448947	Calumet	Calumet Township	12600	439567.66391297505	10549.623933911402	367.1057777116768
715	calumet township-12600	10537094.138492	549.2987174395879	Calumet	Calumet Township	12600	439567.66391297505	10549.623933911402	1820.5622731263072
716	plainfield township-64660			Plainfield	Plainfield Township	64660	2660483.450109855	63851.60280263652	
717	mundy township-56160			Mundy	Mundy Township	56160	2634579.1438768436	63229.89945304425	
718	butterfield township-12200			Butterfield	Butterfield Township	12200	269065.0950521997	6457.562281252792	
719	novi township-59460			Novi	Novi Township	59460	19767.30616296683	474.4153479112039	
720	mt morris township-55980			Mt Morris	Mt Morris Township	55980	2923440.6050120657	70162.57452028956	
721	sherman township-73280			Sherman	Sherman Township	73280	403186.06523564097	9676.465565655384	
722	springport township-75880			Springport	Springport Township	75880	283623.07640454685	6806.953833709124	
723	blumfield township-09400			Blumfield	Blumfield Township	09400	615599.1550930148	14774.379722232357	
724	champion township-14540			Champion	Champion Township	14540	322810.55017595633	7747.453204222952	
725	warner township-83300			Warner	Warner Township	83300	264291.08279569005	6342.985987096561	
726	caseville township-13780			Caseville	Caseville Township	13780	253455.8538474047	6082.940492337713	
727	ravenna township-67300	53276345.99941599	2777.2959169495557	Ravenna	Ravenna Township	67300	320932.87755385105	7702.389061292425	177.3341153272694
728	sherman township-73160			Sherman	Sherman Township	73160	305192.5102487495	7324.620245969988	
729	girard township-32280			Girard	Girard Township	32280	489249.2055313868	11741.980932753284	
730	niles township-57780			Niles	Niles Township	57780	3501639.9943446675	84039.35986427203	
731	huron township-40020			Huron	Huron Township	40020	321269.70876745414	7710.473010418899	
732	new field township-57300			New Field	New Field Township	57300	224090.2820287291	5378.166768689498	
733	sage township-70500			Sage	Sage Township	70500	282620.04923864186	6782.8811817274045	
734	erwin township-26340			Erwin	Erwin Township	26340	350796.5268544142	8419.11664450594	
735	beaugrand township-06500			Beaugrand	Beaugrand Township	06500	233446.70100717983	5602.7208241723165	
736	arlington township-03500			Arlington	Arlington Township	03500	306690.84413595445	7360.580259262906	
737	custer township-19400			Custer	Custer Township	19400	366648.02894314245	8799.552694635418	
738	sims township-74020			Sims	Sims Township	74020	180997.46134517156	4343.939072284117	
739	fraser township-30400			Fraser	Fraser Township	30400	510034.5667920335	12240.829603008802	
740	sandstone township-71500	50808167.756228	2648.6297851321656	Sandstone	Sandstone Township	71500	876997.2844078714	21047.934825788914	694.6725867065122
741	sands township-71460			Sands	Sands Township	71460	1322795.4797324706	31747.091513579293	
742	hill township-38300			Hill	Hill Township	38300	196942.30148610394	4726.615235666495	
743	vienna township-82420			Vienna	Vienna Township	82420	449829.34968831664	10795.904392519598	
744	hartford township-36980			Hartford	Hartford Township	36980	505136.86118044314	12123.284668330636	
745	colfax township-17120			Colfax	Colfax Township	17120	231948.9486335307	5566.774767204737	
746	castleton township-13960	55050294.775056005	2869.771866623669	Castleton	Castleton Township	13960	326879.40895122045	7845.1058148292905	173.3703645948407
747	gilford township-32160			Gilford	Gilford Township	32160	366199.69047048176	8788.792571291562	
748	tittabawassee township-79840			Tittabawassee	Tittabawassee Township	79840	1130696.6396856764	27136.719352456235	
749	whitney township-87080			Whitney	Whitney Township	87080	288755.89209339354	6930.141410241446	
750	maple forest township-50940			Maple Forest	Maple Forest Township	50940	406647.6782157072	9759.544277176972	
