	municipality	res_com_non_electricity	res_com_non_electricity-adjusted (metric tonnes CO2/year)	state	city	graced_emissions_2019(kgC/hr)	graced_emissions_2019(metric tonnes/year)	absolute_percent_error_graced (percent error)
507	irimbo, michoacán			Michoacán	Irimbo	355412.2445710383	8529.89386970492	
508	ixtlán, michoacán			Michoacán	Ixtlán	425451.5938926263	10210.838253423031	
509	jacona, michoacán	194460000.0	11362.2978	Michoacán	Jacona	1189150.3160668218	28539.60758560372	151.17813392994964
510	jiménez, michoacán			Michoacán	Jiménez	1529292.9757518638	36703.03141804473	
511	jiquilpan, michoacán	113610000.0	6638.232300000001	Michoacán	Jiquilpan	788296.4636769168	18919.115128246	185.00230593385533
512	josésixtoverduzco, michoacán			Michoacán	JoséSixtoVerduzco	511063.489197577	12265.523740741848	
513	lapiedad, michoacán	363200000.0	21221.776	Michoacán	LaPiedad	1452530.6271534085	34860.735051681804	64.26869764190236
514	lagunillas, michoacán			Michoacán	Lagunillas	150960.19183234934	3623.044603976384	
515	lázarocárdenas, michoacán	605700000.0	35391.051	Michoacán	LázaroCárdenas	17383854.981964033	417212.51956713677	1078.864452392603
516	madero, michoacán			Michoacán	Madero	473953.30683218496	11374.879363972439	
517	maravatío, michoacán	231000000.0	13497.33	Michoacán	Maravatío	2875847.610661405	69020.34265587371	411.3629336755767
518	marcoscastellanos, michoacán			Michoacán	MarcosCastellanos	444454.42972730886	10666.906313455413	
519	morelia, michoacán	2560000000.0	149580.80000000002	Michoacán	Morelia	10675684.386531357	256216.42527675256	71.289647653143
520	morelos, michoacán			Michoacán	Morelos	238753.1770775601	5730.076249861442	
521	nahuatzen, michoacán			Michoacán	Nahuatzen	569191.495947528	13660.595902740672	
522	numarán, michoacán			Michoacán	Numarán	203777.16701482475	4890.652008355794	
523	ocampo, michoacán			Michoacán	Ocampo	280270.4998482692	6726.491996358462	
524	pajacuarán, michoacán			Michoacán	Pajacuarán	382840.6628854502	9188.175909250804	
525	panindícuaro, michoacán			Michoacán	Panindícuaro	931924.0459799297	22366.177103518316	
526	pátzcuaro, michoacán	273900000.0	16003.977	Michoacán	Pátzcuaro	2835644.829775081	68055.47591460195	325.2410254938629
527	penjamillo, michoacán			Michoacán	Penjamillo	903379.0888698783	21681.098132877083	
528	purépero, michoacán			Michoacán	Purépero	398910.74853517074	9573.8579648441	
529	puruándiro, michoacán	205340000.0	11998.0162	Michoacán	Puruándiro	1307247.5717732587	31373.941722558207	161.49274346335864
530	queréndaro, michoacán			Michoacán	Queréndaro	601549.5369096545	14437.188885831709	
531	quiroga, michoacán			Michoacán	Quiroga	691738.0108373396	16601.71226009615	
532	sahuayo, michoacán	250900000.0	14660.087	Michoacán	Sahuayo	899012.2956875528	21576.295096501268	47.17712859754017
533	santaanamaya, michoacán			Michoacán	SantaAnaMaya	211497.19871050766	5075.932769052183	
534	senguio, michoacán			Michoacán	Senguio	553604.0101264777	13286.496243035466	
535	tangancícuaro, michoacán			Michoacán	Tangancícuaro	1178204.6311922537	28276.911148614086	
536	tanhuato, michoacán			Michoacán	Tanhuato	1018056.5714812615	24433.35771555028	
537	tarímbaro, michoacán	218280000.0	12754.100400000001	Michoacán	Tarímbaro	3023394.4598647417	72561.4670367538	468.926578598627
538	tlalpujahua, michoacán			Michoacán	Tlalpujahua	821824.2809043315	19723.78274170396	
539	tlazazalca, michoacán			Michoacán	Tlazazalca	438272.54347940406	10518.541043505698	
540	tzintzuntzan, michoacán			Michoacán	Tzintzuntzan	1051029.2257525353	25224.701418060846	
541	tzitzio, michoacán			Michoacán	Tzitzio	647464.9464542549	15539.158714902118	
542	uruapan, michoacán	1072200000.0	62648.646	Michoacán	Uruapan	6202201.998727082	148852.84796944997	137.5994653890045
543	venustianocarranza, michoacán			Michoacán	VenustianoCarranza	551654.8184207617	13239.715642098281	
544	villamar, michoacán			Michoacán	Villamar	615662.6509337621	14775.90362241029	
545	vistahermosa, michoacán			Michoacán	VistaHermosa	973412.5671177908	23361.90161082698	
546	yurécuaro, michoacán			Michoacán	Yurécuaro	423548.1735280172	10165.156164672411	
547	zacapu, michoacán	245800000.0	14362.094000000001	Michoacán	Zacapu	1315833.3251363134	31579.999803271523	119.88436925194559
548	zamora, michoacán	653200000.0	38166.476	Michoacán	Zamora	2086680.9868646646	50080.34368475195	31.21552978784823
549	zináparo, michoacán			Michoacán	Zináparo	345020.6903597784	8280.496568634682	
550	zinapécuaro, michoacán	130660000.0	7634.4638	Michoacán	Zinapécuaro	2268920.3302248567	54454.08792539656	613.2666989055153
551	zitácuaro, michoacán	440400000.0	25732.572	Michoacán	Zitácuaro	3232474.179492057	77579.38030780936	201.4831953362818
552	amacuzac, morelos			Morelos	Amacuzac	466914.90082386654	11205.957619772798	
553	atlatlahucan, morelos			Morelos	Atlatlahucan	12894536.318763075	309468.8716503138	
554	axochiapan, morelos	102310000.0	5977.973300000001	Morelos	Axochiapan	379297.0718504972	9103.129724411932	52.2778585245928
555	ayala, morelos	239530000.0	13995.7379	Morelos	Ayala	3085512.977633251	74052.31146319803	429.1061606919492
556	coatlándelrío, morelos			Morelos	CoatlándelRío	362383.38540981954	8697.20124983567	
557	cuautla, morelos	664600000.0	38832.578	Morelos	Cuautla	167130357.624505	4011128.58298812	10229.287391087246
558	cuernavaca, morelos	1469900000.0	85886.257	Morelos	Cuernavaca	7359406.118433483	176625.7468424036	105.65076766868955
559	emilianozapata, morelos	261460000.0	15277.1078	Morelos	EmilianoZapata	1048244.2641133454	25157.862338720293	64.67686598847129
560	huitzilac, morelos			Morelos	Huitzilac	1690320.9579136455	40567.70298992749	
561	jantetelco, morelos			Morelos	Jantetelco	292238.6263747312	7013.727032993548	
562	jiutepec, morelos	672800000.0	39311.704	Morelos	Jiutepec	1169680.461592978	28072.331078231477	28.590398731554657
563	jojutla, morelos	200800000.0	11732.744	Morelos	Jojutla	1123430.7923369012	26962.33901608563	129.80420450736528
564	jonacatepec, morelos			Morelos	Jonacatepec	164102.96985744155	3938.471276578597	
565	mazatepec, morelos			Morelos	Mazatepec	423175.26872750954	10156.20644946023	
566	miacatlán, morelos			Morelos	Miacatlán	864463.5665052746	20747.12559612659	
567	ocuituco, morelos			Morelos	Ocuituco	314166.7930132109	7540.003032317061	
568	puentedeixtla, morelos	182030000.0	10636.0129	Morelos	PuentedeIxtla	2056929.5773474134	49366.30985633792	364.1430047187881
569	temixco, morelos	338300000.0	19766.869	Morelos	Temixco	2491637.9391620653	59799.310539889564	202.52292631619895
570	temoac, morelos			Morelos	Temoac	172505.2867869618	4140.126882887083	
571	tepalcingo, morelos			Morelos	Tepalcingo	477835.42624970037	11468.050229992808	
572	tepoztlán, morelos	127160000.0	7429.9588	Morelos	Tepoztlán	3247224.2518289057	77933.38204389374	948.9073242760611
573	tetecala, morelos			Morelos	Tetecala	335074.11009828566	8041.778642358856	
574	teteladelvolcán, morelos			Morelos	TeteladelVolcán	305854.38711819454	7340.50529083667	
575	tlalnepantla, morelos			Morelos	Tlalnepantla	140321.7121268462	3367.7210910443087	
576	tlaltizapándezapata, morelos	145200000.0	8484.036	Morelos	TlaltizapándeZapata	1287833.399411025	30908.0015858646	264.30776090370904
577	tlaquiltenango, morelos			Morelos	Tlaquiltenango	1230935.8642201303	29542.460741283125	
578	tlayacapan, morelos			Morelos	Tlayacapan	1718908.1350947716	41253.79524227452	
579	totolapan, morelos			Morelos	Totolapan	228603.94888334107	5486.494773200186	
580	xochitepec, morelos	183350000.0	10713.1405	Morelos	Xochitepec	1465835.8888026862	35180.061331264464	228.38233878538662
581	yautepec, morelos	325200000.0	19001.436	Morelos	Yautepec	38967336.77930095	935216.0827032228	4821.81792314656
582	yecapixtla, morelos	131740000.0	7697.568200000001	Morelos	Yecapixtla	55107042.36173078	1322569.0166815387	17081.647272466365
583	zacatepec, morelos	119980000.0	7010.4314	Morelos	Zacatepec	361913.7467039964	8685.929920895913	23.90007726052226
584	zacualpan, morelos			Morelos	Zacualpan	273691.74590143544	6568.601901634451	
585	bahíadebanderas, nayarit	514500000.0	30062.235	Nayarit	BahíadeBanderas	2957431.247873483	70978.3499489636	136.10470062842498
586	tepic, nayarit	1384100000.0	80872.963	Nayarit	Tepic	8637052.620796138	207289.26289910733	156.31466340500882
587	xalisco, nayarit	148990000.0	8705.485700000001	Nayarit	Xalisco	1738380.1864275085	41721.12447426021	379.2509678611063
588	abasolo, nuevoleón			NuevoLeón	Abasolo	201385.9360220937	4833.2624645302485	
589	agualeguas, nuevoleón			NuevoLeón	Agualeguas	820323.2092968303	19687.757023123926	
590	allende, nuevoleón	118640000.0	6932.1352	NuevoLeón	Allende	421252.4296042246	10110.05831050139	45.84335156217655
591	anáhuac, nuevoleón			NuevoLeón	Anáhuac	2476813.1693679746	59443.51606483139	
592	apodaca, nuevoleón	1589300000.0	92862.799	NuevoLeón	Apodaca	19424502.463296924	466188.0591191262	402.0180999703942
593	aramberri, nuevoleón			NuevoLeón	Aramberri	687822.131938851	16507.731166532423	
594	bustamante, nuevoleón			NuevoLeón	Bustamante	212970.73056718873	5111.29753361253	
595	cadereytajiménez, nuevoleón	293400000.0	17143.362	NuevoLeón	CadereytaJiménez	48333878.22501154	1160013.0774002771	6666.543676790335
596	cerralvo, nuevoleón			NuevoLeón	Cerralvo	1065546.2060012007	25573.108944028816	
597	ciénegadeflores, nuevoleón			NuevoLeón	CiénegadeFlores	1831897.9443442472	43965.55066426194	
598	doctorarroyo, nuevoleón	94890000.0	5544.4227	NuevoLeón	DoctorArroyo	3014857.872979297	72356.58895150313	1205.033776582423
599	doctorcoss, nuevoleón			NuevoLeón	DoctorCoss	1117558.940366459	26821.41456879502	
600	doctorgonzález, nuevoleón			NuevoLeón	DoctorGonzález	957749.8086470785	22985.995407529885	
601	elcarmen, nuevoleón			NuevoLeón	ElCarmen	1769839.6287684636	42476.15109044313	
602	galeana, nuevoleón	108340000.0	6330.3062	NuevoLeón	Galeana	6206233.449879209	148949.60279710102	2252.960474441205
603	garcía, nuevoleón	434400000.0	25381.992000000002	NuevoLeón	García	18225496.46071177	437411.9150570825	1623.315944064132
604	generalbravo, nuevoleón			NuevoLeón	GeneralBravo	3177426.85743833	76258.24457851992	
605	generalescobedo, nuevoleón	1045700000.0	61100.251000000004	NuevoLeón	GeneralEscobedo	17628005.14557504	423072.12349380093	592.422889545578
606	generalterán, nuevoleón			NuevoLeón	GeneralTerán	1542889.6599898455	37029.351839756295	
607	generaltreviño, nuevoleón			NuevoLeón	GeneralTreviño	397738.1373235316	9545.71529576476	
608	generalzaragoza, nuevoleón			NuevoLeón	GeneralZaragoza	124803.82748471216	2995.291859633092	
609	generalzuazua, nuevoleón	190620000.0	11137.9266	NuevoLeón	GeneralZuazua	3675579.42952519	88213.90630860456	692.0137156282261
610	guadalupe, nuevoleón			NuevoLeón	Guadalupe	23134453.6089318	555226.8866143632	
611	hidalgo, nuevoleón			NuevoLeón	Hidalgo	373679.96612857253	8968.31918708574	
612	higueras, nuevoleón			NuevoLeón	Higueras	235785.8508718516	5658.860420924439	
613	hualahuises, nuevoleón			NuevoLeón	Hualahuises	131016.30666841552	3144.3913600419723	
614	iturbide, nuevoleón			NuevoLeón	Iturbide	222278.06379886557	5334.673531172773	
615	juárez, nuevoleón	729000000.0	42595.47	NuevoLeón	Juárez	9727010.224755209	233448.24539412503	448.05885554056573
616	lampazosdenaranjo, nuevoleón			NuevoLeón	LampazosdeNaranjo	1258791.8698163491	30211.00487559238	
617	linares, nuevoleón	250360000.0	14628.5348	NuevoLeón	Linares	2427202.3766843765	58252.857040425035	298.21388701502104
618	losaldamas, nuevoleón			NuevoLeón	LosAldamas	109162.44140127298	2619.898593630551	
619	losramones, nuevoleón			NuevoLeón	LosRamones	2858165.2367496113	68595.96568199067	
620	marín, nuevoleón			NuevoLeón	Marín	764899.2166242277	18357.581198981465	
621	mierynoriega, nuevoleón			NuevoLeón	MieryNoriega	78136.57709348807	1875.2778502437136	
622	mina, nuevoleón			NuevoLeón	Mina	2950893.1803709962	70821.43632890392	
623	montemorelos, nuevoleón	196690000.0	11492.5967	NuevoLeón	Montemorelos	15193214.114758516	364637.1387542044	3072.8002667508936
624	monterrey, nuevoleón	5062000000.0	295772.66000000003	NuevoLeón	Monterrey	66735130.59810873	1601643.1343546095	441.5115563266088
625	parás, nuevoleón			NuevoLeón	Parás	503919.8588664517	12094.076612794841	
626	pesquería, nuevoleón			NuevoLeón	Pesquería	53547002.66345091	1285128.063922822	
627	rayones, nuevoleón			NuevoLeón	Rayones	271691.38051569933	6520.5931323767845	
628	sabinashidalgo, nuevoleón	123120000.0	7193.9016	NuevoLeón	SabinasHidalgo	2441394.6787351584	58593.4722896438	714.488097663774
629	salinasvictoria, nuevoleón	93320000.0	5452.6876	NuevoLeón	SalinasVictoria	4025215.87705183	96605.18104924391	1671.6984382021797
630	sannicolásdelosgarza, nuevoleón	1670900000.0	97630.687	NuevoLeón	SanNicolásdelosGarza	19071516.71813964	457716.4012353514	368.8243167185246
631	sanpedrogarzagarcía, nuevoleón	842000000.0	49198.06	NuevoLeón	SanPedroGarzaGarcía	11151054.818882214	267625.31565317314	443.9753430382685
632	santacatarina, nuevoleón	855300000.0	49975.179000000004	NuevoLeón	SantaCatarina	7486131.369343312	179667.15286423953	259.51277506027446
633	santiago, nuevoleón	143240000.0	8369.5132	NuevoLeón	Santiago	12466312.864674518	299191.50875218847	3474.7779064640044
634	vallecillo, nuevoleón			NuevoLeón	Vallecillo	2926490.6538815144	70235.77569315635	
635	villaldama, nuevoleón			NuevoLeón	Villaldama	555302.9527864319	13327.270866874365	
636	acatlándepérezfigueroa, oaxaca	127660000.0	7459.1738000000005	Oaxaca	AcatlándePérezFigueroa	1120356.3810791108	26888.55314589866	260.47629223894285
637	ánimastrujano, oaxaca			Oaxaca	ÁnimasTrujano	25431.16230796482	610.3478953911557	
638	cosolapa, oaxaca			Oaxaca	Cosolapa	232709.1483618962	5585.019560685509	
639	cuilápamdeguerrero, oaxaca			Oaxaca	CuilápamdeGuerrero	646757.1615909243	15522.171878182182	
640	oaxacadejuárez, oaxaca	1138700000.0	66534.241	Oaxaca	OaxacadeJuárez	2432035.1910514664	58368.844585235194	12.2724724773892
641	sanagustíndelasjuntas, oaxaca			Oaxaca	SanAgustíndelasJuntas	254705.22684535314	6112.925444288476	
642	sanagustínyatareni, oaxaca			Oaxaca	SanAgustínYatareni	74635.2550003855	1791.2461200092519	
643	sanandréshuayápam, oaxaca			Oaxaca	SanAndrésHuayápam	115317.65313073713	2767.6236751376914	
644	sanantoniodelacal, oaxaca			Oaxaca	SanAntoniodelaCal	255444.8891179565	6130.677338830957	
645	sanbartolocoyotepec, oaxaca			Oaxaca	SanBartoloCoyotepec	137220.4023802735	3293.289657126564	
646	sanbartoloméquialana, oaxaca			Oaxaca	SanBartoloméQuialana	27029.231725349004	648.701561408376	
647	sanfelipejalapadedíaz, oaxaca			Oaxaca	SanFelipeJalapadeDíaz	434081.0713339285	10417.945712014283	
648	sanjacintoamilpas, oaxaca			Oaxaca	SanJacintoAmilpas	136043.79851797986	3265.0511644315166	
649	sanjerónimotlacochahuaya, oaxaca			Oaxaca	SanJerónimoTlacochahuaya	53139.432963334824	1275.3463911200356	
650	sanjosétenango, oaxaca			Oaxaca	SanJoséTenango	409583.0470365129	9829.99312887631	
651	sanjuanbautistatuxtepec, oaxaca	523400000.0	30582.262000000002	Oaxaca	SanJuanBautistaTuxtepec	3860172.383169785	92644.13719607484	202.93422113797476
652	sanjuanguelavía, oaxaca			Oaxaca	SanJuanGuelavía	50095.80095296059	1202.299222871054	
653	sanlorenzocacaotepec, oaxaca			Oaxaca	SanLorenzoCacaotepec	267023.94802702375	6408.574752648569	
654	sanlucasojitlán, oaxaca			Oaxaca	SanLucasOjitlán	556525.646176483	13356.615508235593	
655	sanmartíntilcajete, oaxaca			Oaxaca	SanMartínTilcajete	81777.81377520553	1962.6675306049328	
656	sanpabloetla, oaxaca			Oaxaca	SanPabloEtla	538031.2159016496	12912.749181639589	
657	sanpedroixcatlán, oaxaca			Oaxaca	SanPedroIxcatlán	162910.20876412612	3909.845010339027	
658	sanpedroixtlahuaca, oaxaca			Oaxaca	SanPedroIxtlahuaca	179432.1107245611	4306.370657389466	
659	sanpedromixtepec-dto.22-, oaxaca	166670000.0	9738.5281	Oaxaca	SanPedroMixtepec-Dto.22-	881828.7495144265	21163.889988346233	117.3212396270257
660	sanpedropochutla, oaxaca	130500000.0	7625.115	Oaxaca	SanPedroPochutla	1271087.4492693725	30506.098782464942	300.0739501301285
661	sanpedroteutila, oaxaca			Oaxaca	SanPedroTeutila	219594.7446690435	5270.273872057044	
662	sanraymundojalpan, oaxaca			Oaxaca	SanRaymundoJalpan	67342.89198881297	1616.2294077315114	
663	sansebastiántutla, oaxaca			Oaxaca	SanSebastiánTutla	90113.94144836659	2162.734594760798	
664	santaanadelvalle, oaxaca			Oaxaca	SantaAnadelValle	30256.958388018626	726.167001312447	
665	santacatarinaquiané, oaxaca			Oaxaca	SantaCatarinaQuiané	131023.19761593467	3144.556742782432	
666	santacruzamilpas, oaxaca			Oaxaca	SantaCruzAmilpas	27336.522842919127	656.076548230059	
667	santacruzxoxocotlán, oaxaca	239600000.0	13999.828	Oaxaca	SantaCruzXoxocotlán	1754899.6551636227	42117.59172392695	200.8436369641609
668	santalucíadelcamino, oaxaca	166570000.0	9732.6851	Oaxaca	SantaLucíadelCamino	217780.73257792945	5226.737581870307	46.297064703446466
669	santamaríaatzompa, oaxaca			Oaxaca	SantaMaríaAtzompa	995656.4863877316	23895.75567330556	
670	santamaríacolotepec, oaxaca			Oaxaca	SantaMaríaColotepec	975420.1563202208	23410.0837516853	
671	santamaríacoyotepec, oaxaca			Oaxaca	SantaMaríaCoyotepec	44967.87905324638	1079.2290972779133	
672	santamaríadeltule, oaxaca			Oaxaca	SantaMaríadelTule	200327.2258650895	4807.853420762148	
673	santamaríahuatulco, oaxaca	156690000.0	9155.3967	Oaxaca	SantaMaríaHuatulco	1367290.5355657921	32814.97285357901	258.42218451963987
674	santiagopinotepanacional, oaxaca	165360000.0	9661.9848	Oaxaca	SantiagoPinotepaNacional	1571652.5015739442	37719.66003777466	290.392458884583
675	teotitlándelvalle, oaxaca			Oaxaca	TeotitlándelValle	111103.9971503863	2666.495931609271	
676	tlacoluladematamoros, oaxaca			Oaxaca	TlacoluladeMatamoros	183995.19040614367	4415.884569747448	
677	tlalixtacdecabrera, oaxaca			Oaxaca	TlalixtacdeCabrera	493871.16559567425	11852.907974296182	
678	trinidadzaachila, oaxaca			Oaxaca	TrinidadZaachila	110391.7734000216	2649.4025616005183	
679	villadezaachila, oaxaca	99860000.0	5834.8198	Oaxaca	VilladeZaachila	353378.03927665483	8481.072942639716	45.35278266245198
680	villadíazordaz, oaxaca			Oaxaca	VillaDíazOrdaz	122802.70790423997	2947.264989701759	
681	acajete, puebla	145260000.0	8487.5418	Puebla	Acajete	1759973.2005587372	42239.35681340969	397.66301962023556
682	acateno, puebla			Puebla	Acateno	247329.42105518555	5935.906105324453	
683	acatzingo, puebla	134070000.0	7833.7101	Puebla	Acatzingo	1000600.8710843511	24014.420906024425	206.55233088118007
684	acteopan, puebla			Puebla	Acteopan	167460.14105517804	4019.0433853242735	
685	ahuacatlán, puebla			Puebla	Ahuacatlán	343343.77658527065	8240.250638046495	
686	ahuatlán, puebla			Puebla	Ahuatlán	111985.02050146807	2687.6404920352334	
687	ahuazotepec, puebla			Puebla	Ahuazotepec	299577.5406060646	7189.860974545551	
688	aljojuca, puebla			Puebla	Aljojuca	140492.15011878838	3371.8116028509216	
689	amixtlán, puebla			Puebla	Amixtlán	161531.24161018594	3876.7497986444628	
690	amozoc, puebla	278700000.0	16284.441	Puebla	Amozoc	6236106.54054582	149666.55697309968	819.077031708363
691	aquixtla, puebla			Puebla	Aquixtla	216326.39604403722	5191.833505056893	
692	atempan, puebla			Puebla	Atempan	385498.07904680853	9251.953897123403	
693	atlequizayan, puebla			Puebla	Atlequizayan	53867.20395392667	1292.81289489424	
694	atlixco, puebla	396100000.0	23144.123	Puebla	Atlixco	2094340.9261151184	50264.182226762845	117.17903169959322
695	atoyatempan, puebla			Puebla	Atoyatempan	136076.32304108085	3265.8317529859405	
696	atzala, puebla			Puebla	Atzala	33730.22949953238	809.5255079887772	
697	atzitzihuacán, puebla			Puebla	Atzitzihuacán	489040.6195411872	11736.974868988491	
698	atzitzintla, puebla			Puebla	Atzitzintla	410063.1127828035	9841.514706787284	
699	ayotoxcodeguerrero, puebla			Puebla	AyotoxcodeGuerrero	257736.12502782588	6185.667000667821	
700	calpan, puebla			Puebla	Calpan	531668.1166343412	12760.034799224188	
701	camocuautla, puebla			Puebla	Camocuautla	51388.980930573554	1233.3355423337655	
702	cañadamorelos, puebla			Puebla	CañadaMorelos	1020621.4126971334	24494.9139047312	
703	caxhuacan, puebla			Puebla	Caxhuacan	65340.0908972523	1568.1621815340552	
704	chalchicomuladesesma, puebla	124260000.0	7260.5118	Puebla	ChalchicomuladeSesma	1321409.1178754668	31713.8188290112	336.7986679535622
705	chapulco, puebla			Puebla	Chapulco	259296.64309723416	6223.119434333619	
706	chiautzingo, puebla			Puebla	Chiautzingo	1113112.280225329	26714.6947254079	
707	chichiquila, puebla			Puebla	Chichiquila	250419.73157372425	6010.073557769382	
708	chiconcuautla, puebla			Puebla	Chiconcuautla	309148.8911442614	7419.573387462273	
709	chietla, puebla	103510000.0	6048.089300000001	Puebla	Chietla	478305.9054348975	11479.34173043754	89.80112827430538
710	chignahuapan, puebla	163410000.0	9548.0463	Puebla	Chignahuapan	2671261.6288143964	64110.27909154551	571.4491852804014
711	chignautla, puebla			Puebla	Chignautla	539423.584821344	12946.166035712256	
712	chilchotla, puebla			Puebla	Chilchotla	316857.37622133124	7604.577029311949	
713	coatepec, puebla			Puebla	Coatepec	38051.41387092635	913.2339329022324	
714	cohuecan, puebla			Puebla	Cohuecan	226341.89713505295	5432.20553124127	
715	coronango, puebla	98390000.0	5748.9277	Puebla	Coronango	1122274.778195322	26934.594676687728	368.51510546371503
716	cuapiaxtlademadero, puebla			Puebla	CuapiaxtladeMadero	391488.5834773915	9395.726003457397	
717	cuautempan, puebla			Puebla	Cuautempan	126812.22578443443	3043.4934188264265	
718	cuautinchán, puebla			Puebla	Cuautinchán	1311367.282546299	31472.814781111178	
719	cuautlancingo, puebla	278300000.0	16261.069	Puebla	Cuautlancingo	3481254.8420861866	83550.11621006847	413.80457342668234
720	cuetzalandelprogreso, puebla	119900000.0	7005.7570000000005	Puebla	CuetzalandelProgreso	664460.3836086246	15947.04920660699	127.62778107500712
721	cuyoaco, puebla			Puebla	Cuyoaco	840846.2788517552	20180.310692442126	
722	domingoarenas, puebla			Puebla	DomingoArenas	237405.64188763403	5697.735405303217	
723	epatlán, puebla			Puebla	Epatlán	111623.48981488404	2678.963755557217	
724	esperanza, puebla			Puebla	Esperanza	667097.12159794	16010.330918350559	
725	franciscoz.mena, puebla			Puebla	FranciscoZ.Mena	1469890.429868701	35277.37031684882	
726	generalfelipeángeles, puebla			Puebla	GeneralFelipeÁngeles	447245.9739607963	10733.903375059112	
727	guadalupevictoria, puebla			Puebla	GuadalupeVictoria	324764.8322243107	7794.355973383457	
728	hermenegildogaleana, puebla			Puebla	HermenegildoGaleana	122759.0651418015	2946.217563403236	
729	honey, puebla			Puebla	Honey	141360.08460263532	3392.6420304632475	
730	huaquechula, puebla			Puebla	Huaquechula	730492.3545135199	17531.81650832448	
731	huatlatlauca, puebla			Puebla	Huatlatlauca	202062.60009773885	4849.502402345732	
732	huauchinango, puebla	283600000.0	16570.748	Puebla	Huauchinango	2091180.1075835873	50188.3225820061	202.87300598624816
733	huehuetla, puebla			Puebla	Huehuetla	159716.03676482552	3833.1848823558125	
734	huehuetlánelgrande, puebla			Puebla	HuehuetlánelGrande	249702.90784796557	5992.869788351173	
735	huejotzingo, puebla	177460000.0	10368.9878	Puebla	Huejotzingo	2533593.6711521847	60806.248107652435	486.4241455434293
736	hueyapan, puebla			Puebla	Hueyapan	270949.18938446016	6502.780545227043	
737	hueytamalco, puebla			Puebla	Hueytamalco	963052.4239844132	23113.258175625917	
738	hueytlalpan, puebla			Puebla	Hueytlalpan	166029.08394123358	3984.698014589606	
739	huitzilandeserdán, puebla			Puebla	HuitzilandeSerdán	210283.75333209665	5046.81007997032	
740	huitziltepec, puebla			Puebla	Huitziltepec	188156.1313425202	4515.747152220485	
741	ixtacamaxtitlán, puebla			Puebla	Ixtacamaxtitlán	831481.3594437476	19955.552626649944	
742	ixtepec, puebla			Puebla	Ixtepec	84355.20987563445	2024.5250370152266	
743	izúcardematamoros, puebla	239000000.0	13964.77	Puebla	IzúcardeMatamoros	1264791.4893124255	30354.995743498213	117.36839019545766
744	jalpan, puebla			Puebla	Jalpan	885992.8390552874	21263.828137326895	
745	jonotla, puebla			Puebla	Jonotla	127668.21940110752	3064.0372656265804	
746	jopala, puebla			Puebla	Jopala	335315.45627725346	8047.5709506540825	
747	juanc.bonilla, puebla			Puebla	JuanC.Bonilla	423345.32995885407	10160.287919012499	
748	juangalindo, puebla			Puebla	JuanGalindo	148227.10611178438	3557.4505466828255	
749	lamagdalenatlatlauquitepec, puebla			Puebla	LaMagdalenaTlatlauquitepec	12785.020895582202	306.84050149397285	
750	lafragua, puebla			Puebla	Lafragua	312940.7508564655	7510.578020555172	
751	libres, puebla			Puebla	Libres	1471699.7717802483	35320.794522725955	
752	losreyesdejuárez, puebla			Puebla	LosReyesdeJuárez	486043.5096325095	11665.044231180229	
753	mazapiltepecdejuárez, puebla			Puebla	MazapiltepecdeJuárez	204555.17082208087	4909.32409972994	
754	mixtla, puebla			Puebla	Mixtla	140364.10787138212	3368.7385889131706	
755	molcaxac, puebla			Puebla	Molcaxac	179134.1167726192	4299.21880254286	
756	naupan, puebla			Puebla	Naupan	289798.09932659066	6955.154383838176	
757	nauzontla, puebla			Puebla	Nauzontla	58346.11134507699	1400.3066722818478	
758	nealtican, puebla			Puebla	Nealtican	119777.2684189335	2874.654442054404	
759	nicolásbravo, puebla			Puebla	NicolásBravo	175843.6375632833	4220.247301518799	
760	nopalucan, puebla			Puebla	Nopalucan	737149.3402857528	17691.584166858065	
761	ocotepec, puebla			Puebla	Ocotepec	323614.86662501394	7766.756799000334	
762	ocoyucan, puebla			Puebla	Ocoyucan	1992852.5070548374	47828.460169316095	
763	olintla, puebla			Puebla	Olintla	192331.87303709082	4615.96495289018	
764	oriental, puebla			Puebla	Oriental	875012.0539909742	21000.289295783383	
765	pahuatlán, puebla			Puebla	Pahuatlán	286387.89765356504	6873.309543685561	
766	palmardebravo, puebla	106620000.0	6229.8066	Puebla	PalmardeBravo	2295540.822999188	55092.979751980514	784.3449450257496
767	pantepec, puebla			Puebla	Pantepec	479938.90391249635	11518.533693899913	
768	puebla, puebla	5573000000.0	325630.39	Puebla	Puebla	31695516.613752194	760692.3987300528	133.60608287514341
769	quecholac, puebla	115310000.0	6737.5633	Puebla	Quecholac	1722212.2297629155	41333.09351430997	513.4724331912395
770	quimixtlán, puebla			Puebla	Quimixtlán	404415.89470194816	9705.981472846755	
771	rafaellaragrajales, puebla			Puebla	RafaelLaraGrajales	32745.353011735824	785.8884722816597	
772	sanandréscholula, puebla	376600000.0	22004.738	Puebla	SanAndrésCholula	7546027.0643027825	181104.64954326677	723.0257026612485
773	sandiegolamesatochimiltzingo, puebla			Puebla	SanDiegolaMesaTochimiltzingo	62259.246592830474	1494.2219182279314	
774	sanfelipeteotlalcingo, puebla			Puebla	SanFelipeTeotlalcingo	566341.7620598979	13592.20228943755	
775	sanfelipetepatlán, puebla			Puebla	SanFelipeTepatlán	116131.56710321855	2787.1576104772453	
