	municipality	res_com_non_electricity	res_com_non_electricity-adjusted (metric tonnes CO2/year)	state	city	graced_emissions_2019(kgC/hr)	graced_emissions_2019(metric tonnes/year)	absolute_percent_error_graced (percent error)
244	lolotla, hidalgo			Hidalgo	Lolotla	193147.67751071893	4635.544260257255	
245	metepec, hidalgo			Hidalgo	Metepec	348793.07255398243	8371.033741295578	
246	metztitlán, hidalgo			Hidalgo	Metztitlán	443365.6252690978	10640.775006458347	
247	mineraldelareforma, hidalgo	438300000.0	25609.869	Hidalgo	MineraldelaReforma	1739270.7957031145	41742.499096874744	62.99380171321746
248	mineraldelchico, hidalgo			Hidalgo	MineraldelChico	1348965.7744906275	32375.17858777506	
249	mineraldelmonte, hidalgo			Hidalgo	MineraldelMonte	249311.9450901482	5983.486682163557	
250	mixquiahualadejuárez, hidalgo	131170000.0	7664.2631	Hidalgo	MixquiahualadeJuárez	1088044.8044688269	26113.075307251846	240.71214631517338
251	molangodeescamilla, hidalgo			Hidalgo	MolangodeEscamilla	300659.07307699404	7215.817753847857	
252	nicolásflores, hidalgo			Hidalgo	NicolásFlores	129281.52349175149	3102.7565638020355	
253	nopaladevillagrán, hidalgo			Hidalgo	NopaladeVillagrán	1297028.3813277367	31128.68115186568	
254	omitlándejuárez, hidalgo			Hidalgo	OmitlándeJuárez	257302.06982041636	6175.249675689993	
255	pachucadesoto, hidalgo	1098900000.0	64208.727	Hidalgo	PachucadeSoto	2643605.7382860333	63446.5377188648	1.1870493572239813
256	pacula, hidalgo			Hidalgo	Pacula	246405.18503756652	5913.724440901596	
257	pisaflores, hidalgo			Hidalgo	Pisaflores	288981.9309477117	6935.566342745081	
258	progresodeobregón, hidalgo			Hidalgo	ProgresodeObregón	4666828.501604954	112003.8840385189	
259	sanagustínmetzquititlán, hidalgo			Hidalgo	SanAgustínMetzquititlán	416089.43003512145	9986.146320842914	
260	sanagustíntlaxiaca, hidalgo			Hidalgo	SanAgustínTlaxiaca	1721145.4622561082	41307.49109414659	
261	sanbartolotutotepec, hidalgo			Hidalgo	SanBartoloTutotepec	438261.6890328468	10518.280536788325	
262	sanfelipeorizatlán, hidalgo	98610000.0	5761.7823	Hidalgo	SanFelipeOrizatlán	383931.36018405063	9214.352644417215	59.92191590468829
263	sansalvador, hidalgo	88580000.0	5175.7294	Hidalgo	SanSalvador	4183073.6155258734	100393.76677262096	1839.7027745040332
264	santiagodeanaya, hidalgo			Hidalgo	SantiagodeAnaya	188811.663375424	4531.4799210101755	
265	santiagotulantepecdelugoguer, hidalgo	94800000.0	5539.164	Hidalgo	SantiagoTulantepecdeLugoGuer	725884.5540295017	17421.22929670804	214.5100830505838
266	singuilucan, hidalgo			Hidalgo	Singuilucan	877592.3853233719	21062.217247760924	
267	tasquillo, hidalgo			Hidalgo	Tasquillo	600157.4609131383	14403.77906191532	
268	tecozautla, hidalgo	95670000.0	5589.9981	Hidalgo	Tecozautla	660698.4834019494	15856.763601646784	183.6631304337435
269	tenangodedoria, hidalgo			Hidalgo	TenangodeDoria	482994.7107037854	11591.873056890849	
270	tepeapulco, hidalgo	171230000.0	10004.9689	Hidalgo	Tepeapulco	1322526.3546732324	31740.63251215758	217.24868742128302
271	tepehuacándeguerrero, hidalgo			Hidalgo	TepehuacándeGuerrero	366041.51199053694	8784.996287772887	
272	tepejidelríodeocampo, hidalgo	245570000.0	14348.6551	Hidalgo	TepejidelRíodeOcampo	3433796.298489203	82411.11116374088	474.3472861351366
273	tepetitlán, hidalgo			Hidalgo	Tepetitlán	211358.90624882112	5072.613749971706	
274	tetepango, hidalgo			Hidalgo	Tetepango	140188.16691951297	3364.516006068311	
275	tezontepecdealdama, hidalgo	145370000.0	8493.9691	Hidalgo	TezontepecdeAldama	1051879.1134080822	25245.098721793973	197.21203861918892
276	tianguistengo, hidalgo			Hidalgo	Tianguistengo	190102.98925678254	4562.471742162781	
277	tizayuca, hidalgo	309300000.0	18072.399	Hidalgo	Tizayuca	2363875.6185089676	56733.01484421522	213.92077412752576
278	tlahuelilpan, hidalgo			Hidalgo	Tlahuelilpan	172285.2472635577	4134.845934325385	
279	tlahuiltepa, hidalgo			Hidalgo	Tlahuiltepa	137455.93240530664	3298.9423777273596	
280	tlanalapa, hidalgo			Hidalgo	Tlanalapa	401716.17529574607	9641.188207097906	
281	tlanchinol, hidalgo	85551000.0	4998.74493	Hidalgo	Tlanchinol	837745.6194930834	20105.894867834002	302.2188599215844
282	tlaxcoapan, hidalgo			Hidalgo	Tlaxcoapan	9665812.371703962	231979.4969208951	
283	tolcayuca, hidalgo			Hidalgo	Tolcayuca	808447.9334638686	19402.750403132846	
284	tuladeallende, hidalgo	369000000.0	21560.670000000002	Hidalgo	TuladeAllende	56594741.35917246	1358273.7926201392	6199.77543657103
285	tulancingodebravo, hidalgo	511700000.0	29898.631	Hidalgo	TulancingodeBravo	1773096.543066144	42554.31703358745	42.3286471998917
286	villadetezontepec, hidalgo			Hidalgo	VilladeTezontepec	474035.0271994623	11376.840652787096	
287	xochiatipan, hidalgo			Hidalgo	Xochiatipan	246962.7009749825	5927.10482339958	
288	xochicoatlán, hidalgo			Hidalgo	Xochicoatlán	165698.5038364811	3976.764092075546	
289	yahualica, hidalgo			Hidalgo	Yahualica	293469.9425195922	7043.278620470212	
290	zacualtipándeángeles, hidalgo	100430000.0	5868.1249	Hidalgo	ZacualtipándeÁngeles	641911.2931535188	15405.871035684451	162.53481816115487
291	zapotlándejuárez, hidalgo			Hidalgo	ZapotlándeJuárez	562313.6637634443	13495.527930322662	
292	zempoala, hidalgo	112810000.0	6591.4883	Hidalgo	Zempoala	1559339.872770363	37424.15694648871	467.76489987077287
293	zimapán, hidalgo	113300000.0	6620.119000000001	Hidalgo	Zimapán	1275507.9113852854	30612.189873246847	362.41147437450667
294	acatic, jalisco			Jalisco	Acatic	1623661.2278337341	38967.86946800962	
295	acatlándejuárez, jalisco			Jalisco	AcatlándeJuárez	864476.6921288252	20747.440611091806	
296	amacueca, jalisco			Jalisco	Amacueca	292654.0630434747	7023.697513043392	
297	amatitán, jalisco			Jalisco	Amatitán	581601.9951696652	13958.447884071964	
298	ameca, jalisco	198150000.0	11577.9045	Jalisco	Ameca	1602957.0057114651	38470.968137075164	232.27919730271708
299	arandas, jalisco	232600000.0	13590.818000000001	Jalisco	Arandas	1811071.0090162987	43465.70421639117	219.81668959433617
300	atemajacdebrizuela, jalisco			Jalisco	AtemajacdeBrizuela	332822.24622146727	7987.733909315214	
301	atotonilcoelalto, jalisco	172240000.0	10063.9832	Jalisco	AtotonilcoelAlto	1716968.0763337174	41207.23383200922	309.4525300082895
302	atoyac, jalisco			Jalisco	Atoyac	858562.7359590663	20605.505663017593	
303	ayotlán, jalisco	108590000.0	6344.9137	Jalisco	Ayotlán	844196.3635925828	20260.712726221987	219.32211664631444
304	cañadasdeobregón, jalisco			Jalisco	CañadasdeObregón	97236.60828877261	2333.678598930542	
305	chapala, jalisco	173770000.0	10153.3811	Jalisco	Chapala	1260439.1550561602	30250.539721347846	197.9356277816445
306	chiquilistlán, jalisco			Jalisco	Chiquilistlán	373678.1240140705	8968.274976337692	
307	cocula, jalisco			Jalisco	Cocula	662305.3747039374	15895.328992894498	
308	concepcióndebuenosaires, jalisco			Jalisco	ConcepcióndeBuenosAires	129282.55751306462	3102.781380313551	
309	cuquío, jalisco			Jalisco	Cuquío	643522.2967645022	15444.535122348052	
310	degollado, jalisco			Jalisco	Degollado	877243.2067235343	21053.83696136482	
311	elarenal, jalisco			Jalisco	ElArenal	787112.83130511	18890.70795132264	
312	elsalto, jalisco	422500000.0	24686.675	Jalisco	ElSalto	2713880.113663878	65133.12272793306	163.83918744801827
313	encarnacióndedíaz, jalisco	150410000.0	8788.4563	Jalisco	EncarnacióndeDíaz	3216265.562820601	77190.37350769443	778.3154956086478
314	gómezfarías, jalisco			Jalisco	GómezFarías	663941.1199316914	15934.586878360595	
315	guadalajara, jalisco	6089000000.0	355780.27	Jalisco	Guadalajara	30675153.574901253	736203.6857976301	106.92650713813616
316	ixtlahuacándelosmembrillos, jalisco	116980000.0	6835.1414	Jalisco	IxtlahuacándelosMembrillos	1253583.6459887505	30086.007503730016	340.16657071249494
317	ixtlahuacándelrío, jalisco			Jalisco	IxtlahuacándelRío	2320880.419124401	55701.130058985626	
318	jalostotitlán, jalisco			Jalisco	Jalostotitlán	1716411.7848020368	41193.882835248885	
319	jamay, jalisco			Jalisco	Jamay	751480.4573540124	18035.5309764963	
320	jesúsmaría, jalisco			Jalisco	JesúsMaría	699431.3300502216	16786.351921205318	
321	jocotepec, jalisco	113400000.0	6625.962	Jalisco	Jocotepec	1141074.234773209	27385.781634557017	313.31027305253207
322	juanacatlán, jalisco			Jalisco	Juanacatlán	597811.6339791669	14347.479215500005	
323	juchitlán, jalisco			Jalisco	Juchitlán	315608.7264236531	7574.6094341676735	
324	labarca, jalisco	196810000.0	11499.6083	Jalisco	LaBarca	1789301.3341535972	42943.23201968634	273.4321282898509
325	lamanzanilladelapaz, jalisco			Jalisco	LaManzanilladelaPaz	238188.3023972354	5716.51925753365	
326	lagosdemoreno, jalisco	443500000.0	25913.705	Jalisco	LagosdeMoreno	6103297.9393619215	146479.1505446861	465.25745949753644
327	mascota, jalisco			Jalisco	Mascota	1064714.1814805295	25553.140355532705	
328	mazamitla, jalisco			Jalisco	Mazamitla	768543.3301899375	18445.0399245585	
329	mexticacán, jalisco			Jalisco	Mexticacán	379665.6983065383	9111.97675935692	
330	ocotlán, jalisco	299200000.0	17482.256	Jalisco	Ocotlán	1923012.4078884243	46152.29778932218	163.99509187671305
331	ojuelosdejalisco, jalisco			Jalisco	OjuelosdeJalisco	1640859.8215853854	39380.63571804925	
332	poncitlán, jalisco	128500000.0	7508.255	Jalisco	Poncitlán	1050597.9686207299	25214.351246897517	235.821722183084
333	puertovallarta, jalisco	1041400000.0	60849.002	Jalisco	PuertoVallarta	1730297.0061191514	41527.12814685963	31.753805679738793
334	sancristóbaldelabarranca, jalisco			Jalisco	SanCristóbaldelaBarranca	483912.17350986815	11613.892164236837	
335	sandiegodealejandría, jalisco			Jalisco	SanDiegodeAlejandría	302842.7572488616	7268.226173972678	
336	sanignaciocerrogordo, jalisco			Jalisco	SanIgnacioCerroGordo	618686.0608090968	14848.465459418323	
337	sanjuandeloslagos, jalisco	205900000.0	12030.737000000001	Jalisco	SanJuandelosLagos	2751719.07885473	66041.25789251352	448.93775745005075
338	sanjulián, jalisco			Jalisco	SanJulián	234527.19551824933	5628.652692437984	
339	sanmartínhidalgo, jalisco			Jalisco	SanMartínHidalgo	573610.3179362607	13766.647630470257	
340	sanmiguelelalto, jalisco			Jalisco	SanMiguelelAlto	1114010.115011375	26736.242760273	
341	sanpedrotlaquepaque, jalisco	1409900000.0	82380.457	Jalisco	SanPedroTlaquepaque	13339376.463021833	320145.03511252406	288.61769741399235
342	sayula, jalisco	104340000.0	6096.5862	Jalisco	Sayula	817050.3884190407	19609.20932205698	221.6424516733148
343	tala, jalisco	210020000.0	12271.4686	Jalisco	Tala	1420858.4437626214	34100.60265030291	177.8852618365736
344	tapalpa, jalisco			Jalisco	Tapalpa	666917.7777081982	16006.026664996756	
345	techalutademontenegro, jalisco			Jalisco	TechalutadeMontenegro	383569.10363087524	9205.658487141005	
346	tecolotlán, jalisco			Jalisco	Tecolotlán	832676.105749565	19984.226537989558	
347	teocaltiche, jalisco	121440000.0	7095.7392	Jalisco	Teocaltiche	1334733.3864776809	32033.60127546434	351.44840266204176
348	teocuitatlándecorona, jalisco			Jalisco	TeocuitatlándeCorona	389719.987304728	9353.279695313473	
349	tepatitlándemorelos, jalisco	447900000.0	26170.797000000002	Jalisco	TepatitlándeMorelos	5039280.104401016	120942.72250562438	362.12854161691894
350	tequila, jalisco	119870000.0	7004.0041	Jalisco	Tequila	2363827.024176801	56731.84858024323	709.9916529209803
351	teuchitlán, jalisco			Jalisco	Teuchitlán	552796.4063085824	13267.113751405977	
352	tizapánelalto, jalisco			Jalisco	TizapánelAlto	513414.4057265492	12321.945737437181	
353	tlajomulcodezúñiga, jalisco	1250200000.0	73049.186	Jalisco	TlajomulcodeZúñiga	13708274.880575744	328998.59713381785	350.37955266718217
354	tonalá, jalisco	1264800000.0	73902.264	Jalisco	Tonalá	13449992.103291258	322799.8104789902	336.79285722422554
355	tototlán, jalisco			Jalisco	Tototlán	773911.2937932907	18573.871051038976	
356	tuxcueca, jalisco			Jalisco	Tuxcueca	438334.86749507254	10520.036819881741	
357	unióndesanantonio, jalisco			Jalisco	UnióndeSanAntonio	1973499.4201111635	47363.98608266792	
358	valledeguadalupe, jalisco			Jalisco	ValledeGuadalupe	904434.2100079035	21706.42104018968	
359	valledejuárez, jalisco			Jalisco	ValledeJuárez	120687.25069133427	2896.4940165920225	
360	villacorona, jalisco			Jalisco	VillaCorona	415598.01890857297	9974.352453805752	
361	villahidalgo, jalisco			Jalisco	VillaHidalgo	542288.3814401701	13014.921154564083	
362	yahualicadegonzálezgallo, jalisco			Jalisco	YahualicadeGonzálezGallo	877481.1125616727	21059.546701480143	
363	zacoalcodetorres, jalisco			Jalisco	ZacoalcodeTorres	2044307.1642337805	49063.371941610734	
364	zapopan, jalisco	4402000000.0	257208.86000000002	Jalisco	Zapopan	28100210.95537246	674405.0629289391	162.20133432765073
365	zapotlándelrey, jalisco			Jalisco	ZapotlándelRey	1207498.33833001	28979.960119920237	
366	zapotlanejo, jalisco	201720000.0	11786.499600000001	Jalisco	Zapotlanejo	4662138.172430835	111891.31613834003	849.3176085827893
367	acambayderuízcastañeda, méxico	140990000.0	8238.0457	México	AcambaydeRuízCastañeda	1735909.8632645628	41661.83671834951	405.7247584624288
368	acolman, méxico	378200000.0	22098.226	México	Acolman	3159254.080754727	75822.09793811345	243.11395827933637
369	aculco, méxico	114890000.0	6713.0227	México	Aculco	1883629.0891940703	45207.09814065768	573.4238831139015
370	almoloyadealquisiras, méxico			México	AlmoloyadeAlquisiras	154529.69334790594	3708.7126403497423	
371	almoloyadejuárez, méxico	359500000.0	21005.585	México	AlmoloyadeJuárez	3116242.076415242	74789.8098339658	256.04725997379177
372	almoloyadelrío, méxico			México	AlmoloyadelRío	123494.93545052144	2963.878450812515	
373	amanalco, méxico			México	Amanalco	848258.3035099332	20358.1992842384	
374	amecameca, méxico	140800000.0	8226.944	México	Amecameca	473940.97673274716	11374.583441585932	38.26012966158433
375	apaxco, méxico			México	Apaxco	500348.4675544225	12008.36322130614	
376	atenco, méxico	145270000.0	8488.1261	México	Atenco	3221595.068800477	77318.28165121144	810.8993049857194
377	atizapán, méxico			México	Atizapán	134362.1498911631	3224.6915973879145	
378	atizapándezaragoza, méxico	1527700000.0	89263.511	México	AtizapándeZaragoza	6740043.990090981	161761.05576218356	81.21744702847681
379	atlacomulco, méxico	291200000.0	17014.816	México	Atlacomulco	1946416.2723254552	46713.990535810924	174.54890217920033
380	atlautla, méxico			México	Atlautla	432029.19884738844	10368.700772337323	
381	axapusco, méxico			México	Axapusco	1838854.8492372297	44132.51638169351	
382	ayapango, méxico			México	Ayapango	251835.7685209257	6044.058444502217	
383	calimaya, méxico	122470000.0	7155.9221	México	Calimaya	1179699.4475178071	28312.78674042737	295.65532358754115
384	capulhuac, méxico	99300000.0	5802.099	México	Capulhuac	225483.3503757539	5411.600409018094	6.730298655398781
385	chalco, méxico	917100000.0	53586.153	México	Chalco	5654628.9690989	135711.09525837362	153.25776839843985
386	chapademota, méxico			México	ChapadeMota	815702.2954314963	19576.85509035591	
387	chapultepec, méxico			México	Chapultepec	336602.336503849	8078.456076092376	
388	chiautla, méxico			México	Chiautla	405786.7446948944	9738.881872677466	
389	chicoloapan, méxico	513500000.0	30003.805	México	Chicoloapan	1676577.840216032	40237.868165184766	34.109217698171165
390	chiconcuac, méxico			México	Chiconcuac	141587.34329599145	3398.096239103795	
391	chimalhuacán, méxico	1744400000.0	101925.292	México	Chimalhuacán	4666360.9581398675	111992.66299535683	9.877205939578602
392	coacalcodeberriozábal, méxico	904800000.0	52867.464	México	CoacalcodeBerriozábal	17035100.803570006	408842.41928568017	673.334653021526
393	coatepecharinas, méxico	94110000.0	5498.8473	México	CoatepecHarinas	348380.4847284615	8361.131633483075	52.052442581612965
394	cocotitlán, méxico			México	Cocotitlán	464769.14878844086	11154.45957092258	
395	coyotepec, méxico	99520000.0	5814.9536	México	Coyotepec	764863.8044614963	18356.731307075912	215.68147520688575
396	cuautitlán, méxico	474900000.0	27748.407	México	Cuautitlán	2140047.835760976	51361.148058263425	85.09584372992448
397	cuautitlánizcalli, méxico	1773100000.0	103602.23300000001	México	CuautitlánIzcalli	7575078.308377712	181801.8794010651	75.48065725674569
398	donatoguerra, méxico	72949000.0	4262.41007	México	DonatoGuerra	589980.0148091274	14159.520355419058	232.19516946709584
399	ecatepecdemorelos, méxico	5059000000.0	295597.37	México	EcatepecdeMorelos	51205446.04502005	1228930.7050804812	315.74480350771773
400	ecatzingo, méxico			México	Ecatzingo	156004.10253948363	3744.0984609476072	
401	eloro, méxico	84880000.0	4959.5384	México	ElOro	701674.1183340598	16840.178840017437	239.55133485845045
402	huehuetoca, méxico	294200000.0	17190.106	México	Huehuetoca	1853258.940238532	44478.21456572477	158.74310819098363
403	hueypoxtla, méxico	105630000.0	6171.9609	México	Hueypoxtla	5279098.031768836	126698.35276245206	1952.8054991802048
404	huixquilucan, méxico	758900000.0	44342.527	México	Huixquilucan	5433512.993948115	130404.31185475476	194.0840783718861
405	isidrofabela, méxico			México	IsidroFabela	254608.27848828648	6110.598683718875	
406	ixtapaluca, méxico	1352400000.0	79020.732	México	Ixtapaluca	7670788.671108604	184098.9281066065	132.9754780132972
407	ixtapandelasal, méxico	110690000.0	6467.6167000000005	México	IxtapandelaSal	476995.02894202736	11447.880694608657	77.00307896429076
408	ixtlahuaca, méxico	371500000.0	21706.745	México	Ixtlahuaca	2170193.38375824	52084.64121019776	139.94680552149924
409	jaltenco, méxico			México	Jaltenco	846266.4433272799	20310.39463985472	
410	jilotepec, méxico	235740000.0	13774.2882	México	Jilotepec	2691973.955195501	64607.37492469202	369.043292739381
411	jilotzingo, méxico			México	Jilotzingo	724861.7310633948	17396.681545521475	
412	jiquipilco, méxico	157220000.0	9186.3646	México	Jiquipilco	1023324.0477707752	24559.777146498607	167.35034168465953
413	jocotitlán, méxico	198500000.0	11598.355	México	Jocotitlán	1703657.2088161965	40887.77301158872	252.530794337548
414	joquicingo, méxico			México	Joquicingo	300339.3727221546	7208.14494533171	
415	juchitepec, méxico			México	Juchitepec	401345.15687383054	9632.283764971933	
416	lapaz, méxico	777500000.0	45429.325000000004	México	LaPaz	3871856.07639869	92924.54583356857	104.54749401090278
417	lerma, méxico	427800000.0	24996.354	México	Lerma	3575834.4971517567	85820.02793164217	243.33018300045745
418	malinalco, méxico			México	Malinalco	725955.0595528482	17422.921429268357	
419	melchorocampo, méxico	130080000.0	7600.5744	México	MelchorOcampo	471831.6577838373	11323.959786812095	48.98821050698607
420	metepec, méxico	812100000.0	47451.003000000004	México	Metepec	3051923.3551196055	73246.16052287054	54.36166970563412
421	mexicaltzingo, méxico			México	Mexicaltzingo	431835.10316558334	10364.042475974002	
422	morelos, méxico			México	Morelos	681316.7355923303	16351.601654215929	
423	naucalpandejuárez, méxico	2912000000.0	170148.16	México	NaucalpandeJuárez	11175499.880217265	268211.9971252144	57.63438001634245
424	nextlalpan, méxico	87530000.0	5114.3779	México	Nextlalpan	3607676.394673043	86584.23347215304	1592.9572895298375
425	nezahualcóyotl, méxico	3446000000.0	201349.78	México	Nezahualcóyotl	10196490.493329152	244715.77183989965	21.537640537724776
426	nicolásromero, méxico	1062400000.0	62076.032	México	NicolásRomero	4077850.316042192	97868.4075850126	57.658929593007166
427	nopaltepec, méxico			México	Nopaltepec	638153.7762622333	15315.690630293599	
428	ocoyoacac, méxico	179590000.0	10493.4437	México	Ocoyoacac	887602.0450745552	21302.449081789327	103.00722709161082
429	ocuilan, méxico	80380000.0	4696.6034	México	Ocuilan	1024136.0279472058	24579.264670732937	423.34128682726197
430	otumba, méxico	93160000.0	5443.3388	México	Otumba	522477.8469677084	12539.468327225002	130.36354685886906
431	otzolotepec, méxico	179170000.0	10468.9031	México	Otzolotepec	1542697.0025698089	37024.728061675414	253.66387202184933
432	ozumba, méxico			México	Ozumba	186904.80669383748	4485.7153606521	
433	papalotla, méxico			México	Papalotla	60640.56896136079	1455.373655072659	
434	polotitlán, méxico			México	Polotitlán	823224.6211910603	19757.390908585447	
435	rayón, méxico			México	Rayón	372804.6431617605	8947.311435882251	
436	sanantoniolaisla, méxico			México	SanAntoniolaIsla	420618.853386556	10094.852481277343	
437	sanfelipedelprogreso, méxico	269470000.0	15745.1321	México	SanFelipedelProgreso	1517501.577996349	36420.03787191238	131.30982732061278
438	sanjosédelrincón, méxico	191580000.0	11194.019400000001	México	SanJosédelRincón	1768209.9761859325	42437.039428462376	279.10457282629307
439	sanmartíndelaspirámides, méxico			México	SanMartíndelasPirámides	544452.3427501458	13066.8562260035	
440	sanmateoatenco, méxico	215600000.0	12597.508	México	SanMateoAtenco	647408.6257157959	15537.807017179102	23.340322682701235
441	sansimóndeguerrero, méxico			México	SanSimóndeGuerrero	319273.4698301558	7662.563275923738	
442	soyaniquilpandejuárez, méxico			México	SoyaniquilpandeJuárez	783555.3855431423	18805.329253035416	
443	tecámac, méxico	1151900000.0	67305.517	México	Tecámac	49168274.23592637	1180038.581662233	1653.2568417270056
444	temamatla, méxico			México	Temamatla	364453.755646131	8746.890135507145	
445	temascalapa, méxico	101100000.0	5907.273	México	Temascalapa	1771659.4345045972	42519.82642811033	619.7877333265338
446	temascalcingo, méxico	164730000.0	9625.1739	México	Temascalcingo	1524543.2366488997	36589.037679573594	280.1389778482194
447	temascaltepec, méxico	78143000.0	4565.89549	México	Temascaltepec	1124468.1811337671	26987.23634721041	491.0611928441317
448	temoaya, méxico	207500000.0	12124.225	México	Temoaya	1343112.749753614	32234.705994086737	165.87023907991426
449	tenancingo, méxico	254200000.0	14852.906	México	Tenancingo	1211590.968115702	29078.183234776847	95.77437058294751
450	tenangodelaire, méxico			México	TenangodelAire	183814.0418634768	4411.537004723443	
451	tenangodelvalle, méxico	213930000.0	12499.929900000001	México	TenangodelValle	1182989.0165978256	28391.736398347814	127.13516496078758
452	teoloyucan, méxico	177340000.0	10361.976200000001	México	Teoloyucan	634660.6771320206	15231.856251168494	46.997599272313444
453	teotihuacán, méxico	158890000.0	9283.9427	México	Teotihuacán	1422613.3584518959	34142.720602845504	267.7610009683225
454	tepetlaoxtoc, méxico			México	Tepetlaoxtoc	1382890.3591059444	33189.36861854266	
455	tepetlixpa, méxico			México	Tepetlixpa	168487.16788007203	4043.6920291217284	
456	tepotzotlán, méxico	272800000.0	15939.704	México	Tepotzotlán	3286103.954351006	78866.49490442415	394.78017223170616
457	tequixquiac, méxico	100750000.0	5886.8225	México	Tequixquiac	1453566.3215115115	34885.59171627627	492.6047832472657
458	texcaltitlán, méxico			México	Texcaltitlán	177601.3906759634	4262.433376223122	
459	texcalyacac, méxico			México	Texcalyacac	384037.16563807987	9216.891975313916	
460	texcoco, méxico	712600000.0	41637.218	México	Texcoco	11998186.482285712	287956.4755748571	591.5843310541475
461	tezoyuca, méxico	101100000.0	5907.273	México	Tezoyuca	534156.1575956171	12819.74778229481	117.0163420971878
462	tianguistenco, méxico	205700000.0	12019.051	México	Tianguistenco	1568680.7555249524	37648.33813259886	213.23885831417857
463	timilpan, méxico			México	Timilpan	476558.0350853671	11437.39284204881	
464	tlalmanalco, méxico	131740000.0	7697.568200000001	México	Tlalmanalco	821263.5703456713	19710.32568829611	156.05912381907973
465	tlalnepantladebaz, méxico	2388000000.0	139530.84	México	TlalnepantladeBaz	10538942.04463377	252934.6090712105	81.27505651883877
466	toluca, méxico	2701000000.0	157819.43	México	Toluca	13864138.324467028	332739.3197872087	110.83545909854618
467	tonanitla, méxico			México	Tonanitla	9618665.541536698	230847.97299688077	
468	tonatico, méxico			México	Tonatico	292327.462755439	7015.859106130536	
469	tultepec, méxico	382100000.0	22326.103	México	Tultepec	5121585.123000069	122918.04295200165	450.5575377485343
470	tultitlán, méxico	1491800000.0	87165.874	México	Tultitlán	15260973.160065068	366263.3558415616	320.19122740805835
471	valledebravo, méxico	197000000.0	11510.710000000001	México	ValledeBravo	1241944.3502664543	29806.664406394902	158.94722746376982
472	valledechalcosolidaridad, méxico	1065700000.0	62268.851	México	ValledeChalcoSolidaridad	3551821.95220108	85243.72685282593	36.896257894377925
473	villadeallende, méxico	106339000.0	6213.38777	México	VilladeAllende	1042831.28691037	25027.95088584888	302.80683923657443
474	villadelcarbón, méxico	114250000.0	6675.6275000000005	México	VilladelCarbón	882261.0710334543	21174.2657048029	217.18764572772972
475	villaguerrero, méxico	155820000.0	9104.562600000001	México	VillaGuerrero	1304019.3328622167	31296.463988693202	243.74483831538703
476	villavictoria, méxico	196520000.0	11482.6636	México	VillaVictoria	2090071.1039407828	50161.706494578786	336.8473051372748
477	xalatlaco, méxico			México	Xalatlaco	452834.8489836936	10868.036375608646	
478	xonacatlán, méxico	125250000.0	7318.3575	México	Xonacatlán	382626.2266382263	9183.029439317432	25.479377569590326
479	zacualpan, méxico			México	Zacualpan	191999.52852728625	4607.98868465487	
480	zinacantepec, méxico	446100000.0	26065.623	México	Zinacantepec	2632709.0077067222	63185.016184961336	142.40746589851827
481	zumpahuacán, méxico			México	Zumpahuacán	465677.0028737915	11176.248068970997	
482	zumpango, méxico	454300000.0	26544.749	México	Zumpango	2395178.5580503065	57484.285393207356	116.55614597526372
483	acuitzio, michoacán			Michoacán	Acuitzio	185828.4124360241	4459.8818984645795	
484	álvaroobregón, michoacán			Michoacán	ÁlvaroObregón	1135008.5543991313	27240.20530557915	
485	angamacutiro, michoacán			Michoacán	Angamacutiro	430944.4007406008	10342.665617774419	
486	angangueo, michoacán			Michoacán	Angangueo	130951.67566357591	3142.840215925822	
487	aporo, michoacán			Michoacán	Aporo	127441.92855798926	3058.6062853917424	
488	briseñas, michoacán			Michoacán	Briseñas	413048.32443571155	9913.159786457076	
489	charo, michoacán			Michoacán	Charo	1020614.3710100045	24494.74490424011	
490	chavinda, michoacán			Michoacán	Chavinda	301109.5798226285	7226.629915743085	
491	chilchota, michoacán	98960000.0	5782.2328	Michoacán	Chilchota	801942.7634549647	19246.626322919154	232.85803233171717
492	chucándiro, michoacán			Michoacán	Chucándiro	654397.7862223363	15705.546869336073	
493	churintzio, michoacán			Michoacán	Churintzio	994572.2627449442	23869.73430587866	
494	coeneo, michoacán			Michoacán	Coeneo	7575268.107202019	181806.43457284843	
495	cojumatlánderégules, michoacán			Michoacán	CojumatlándeRégules	384860.0745054741	9236.64178813138	
496	contepec, michoacán			Michoacán	Contepec	898469.6281896738	21563.27107655217	
497	copándaro, michoacán			Michoacán	Copándaro	428856.46093993355	10292.555062558406	
498	cuitzeo, michoacán			Michoacán	Cuitzeo	1070979.087854477	25703.49810850745	
499	ecuandureo, michoacán			Michoacán	Ecuandureo	1308456.189685554	31402.948552453294	
500	epitaciohuerta, michoacán			Michoacán	EpitacioHuerta	422422.77586047916	10138.1466206515	
501	erongarícuaro, michoacán			Michoacán	Erongarícuaro	878355.1022465351	21080.522453916845	
502	hidalgo, michoacán	347500000.0	20304.425	Michoacán	Hidalgo	2679523.355959648	64308.56054303154	216.72189950235747
503	huandacareo, michoacán			Michoacán	Huandacareo	371181.91272217286	8908.365905332148	
504	huaniqueo, michoacán			Michoacán	Huaniqueo	699307.1782694284	16783.372278466286	
505	huiramba, michoacán			Michoacán	Huiramba	119923.96034655784	2878.1750483173882	
506	indaparapeo, michoacán			Michoacán	Indaparapeo	605965.7417948886	14543.177803077328	
