	NAME	LABEL	FIPSCODE	municipality	graced_emissions_2019(kgC/hr)	graced_emissions_2019(metric tonnes/year)
852	Cherry Grove	Cherry Grove Township	15060	Cherry Grove Township-15060	439782.94680649374	10554.79072335585
853	Rolland	Rolland Township	69300	Rolland Township-69300	326845.0723701003	7844.281736882407
854	Gaines	Gaines Township	31240	Gaines Township-31240	3054646.5254453095	73311.51661068744
855	Volinia	Volinia Township	82580	Volinia Township-82580	315732.12467557256	7577.570992213741
856	Freeman	Freeman Township	30560	Freeman Township-30560	348489.05674365594	8363.737361847743
857	Sheridan	Sheridan Township	73000	Sheridan Township-73000	513417.17456497345	12322.012189559362
858	Hanover	Hanover Township	36400	Hanover Township-36400	406771.6980760815	9762.520753825956
859	Cornell	Cornell Township	18280	Cornell Township-18280	250597.87247520578	6014.348939404938
860	Bridgeport	Bridgeport Township	10460	Bridgeport Township-10460	968968.8109117306	23255.251461881533
861	Dewitt	Dewitt Township	22140	Dewitt Township-22140	3833101.162184954	91994.42789243891
862	Oliver	Oliver Township	60520	Oliver Township-60520	260504.0475579435	6252.097141390644
863	Edwards	Edwards Township	25020	Edwards Township-25020	471920.2368847785	11326.085685234684
864	Liberty	Liberty Township	47360	Liberty Township-47360	598045.0828305745	14353.081987933789
865	Pulaski	Pulaski Township	66440	Pulaski Township-66440	435428.44845499744	10450.282762919938
866	Grand Island	Grand Island Township	33380	Grand Island Township-33380	358889.9971868599	8613.359932484638
867	Center	Center Township	14300	Center Township-14300	152549.61240115674	3661.190697627762
868	West Branch	West Branch Township	85540	West Branch Township-85540	394686.71028434276	9472.481046824227
869	Raisinville	Raisinville Township	66900	Raisinville Township-66900	1927060.897210293	46249.46153304703
870	Weesaw	Weesaw Township	85120	Weesaw Township-85120	360836.009152342	8660.064219656208
871	Hebron	Hebron Township	37480	Hebron Township-37480	494982.8547445382	11879.588513868917
872	Excelsior	Excelsior Township	26860	Excelsior Township-26860	358378.5929191108	8601.08623005866
873	Drummond	Drummond Township	23080	Drummond Township-23080	731502.2177212955	17556.053225311094
874	Metz	Metz Township	53440	Metz Township-53440	124065.26424471295	2977.5663418731106
875	Columbus	Columbus Township	17520	Columbus Township-17520	515246.63326594816	12365.919198382755
876	Martiny	Martiny Township	52060	Martiny Township-52060	328947.8046705183	7894.747312092441
877	Prairieville	Prairieville Township	66260	Prairieville Township-66260	339500.15801408293	8148.0037923379905
878	St Clair	St Clair Township	70700	St Clair Township-70700	1435727.183500684	34457.45240401642
879	Wheatfield	Wheatfield Township	86520	Wheatfield Township-86520	595068.1067350294	14281.634561640705
880	Markey	Markey Township	51780	Markey Township-51780	501646.0635978034	12039.505526347282
881	Bronson	Bronson Township	10880	Bronson Township-10880	413305.4612480263	9919.331069952632
882	West Branch	West Branch Township	85520	West Branch Township-85520	256132.9513289747	6147.190831895393
883	Antrim	Antrim Township	03120	Antrim Township-03120	381728.90740581375	9161.49377773953
884	Selma	Selma Township	72380	Selma Township-72380	444858.0459819685	10676.593103567244
885	Chippewa	Chippewa Township	15560	Chippewa Township-15560	490786.87188111106	11778.884925146665
886	Custer	Custer Township	19440	Custer Township-19440	338477.3507042391	8123.4564169017385
887	Michigamme	Michigamme Township	53540	Michigamme Township-53540	411470.7697652008	9875.29847436482
888	Summerfield	Summerfield Township	77140	Summerfield Township-77140	578162.062296137	13875.889495107287
889	Baldwin	Baldwin Township	04920	Baldwin Township-04920	353671.5737325635	8488.117769581524
890	Clayton	Clayton Township	16260	Clayton Township-16260	1063537.9057679868	25524.909738431685
891	Gilmore	Gilmore Township	32200	Gilmore Township-32200	355686.7703040179	8536.48248729643
892	Moorland	Moorland Township	55440	Moorland Township-55440	286063.1634465121	6865.515922716289
893	Bruce	Bruce Township	11300	Bruce Township-11300	665288.585881472	15966.926061155327
894	Pine	Pine Township	64200	Pine Township-64200	316699.6707469186	7600.792097926047
895	Hillsdale	Hillsdale Township	38480	Hillsdale Township-38480	304085.1259322703	7298.043022374488
896	Nelson	Nelson Township	56920	Nelson Township-56920	521515.6691045335	12516.376058508804
897	Cascade	Cascade Township	13660	Cascade Township-13660	1736146.2816014157	41667.51075843398
898	Fort Gratiot	Fort Gratiot Township	29760	Fort Gratiot Township-29760	1066262.8234886872	25590.30776372849
899	Washington	Washington Township	84140	Washington Township-84140	238900.6812101897	5733.616349044553
900	Nottawa	Nottawa Township	59360	Nottawa Township-59360	318195.68525777746	7636.696446186659
901	Lake	Lake Township	44400	Lake Township-44400	401085.9975740014	9626.063941776034
902	Tallmadge	Tallmadge Township	77980	Tallmadge Township-77980	1702590.7858792625	40862.1788611023
903	Lincoln	Lincoln Township	47680	Lincoln Township-47680	555731.1869501632	13337.548486803917
904	Bengal	Bengal Township	07240	Bengal Township-07240	213833.91064913623	5132.01385557927
905	Beaver	Beaver Township	06580	Beaver Township-06580	140321.49490517288	3367.7158777241493
906	Oronoko	Oronoko Township	61180	Oronoko Township-61180	704254.9269141636	16902.118245939924
907	Torch Lake	Torch Lake Township	80100	Torch Lake Township-80100	221171.81946297092	5308.123667111302
908	Gaines	Gaines Township	31220	Gaines Township-31220	790443.7592481815	18970.65022195636
909	Gustin	Gustin Township	35740	Gustin Township-35740	238068.18137323734	5713.636352957696
910	Antioch	Antioch Township	03060	Antioch Township-03060	268349.8191159891	6440.395658783737
911	McKinley	McKinley Township	50340	McKinley Township-50340	290029.1835444907	6960.700405067777
912	Breitung	Breitung Township	10220	Breitung Township-10220	1188330.9569235037	28519.94296616409
913	Millbrook	Millbrook Township	54020	Millbrook Township-54020	399295.9491922759	9583.102780614621
914	Chandler	Chandler Township	14560	Chandler Township-14560	180248.5588923787	4325.965413417089
915	Alamo	Alamo Township	00840	Alamo Township-00840	796798.0924951382	19123.154219883316
916	Port Austin	Port Austin Township	65700	Port Austin Township-65700	213860.26994146503	5132.646478595161
917	Schoolcraft	Schoolcraft Township	71840	Schoolcraft Township-71840	338054.0902117159	8113.298165081182
918	Marion	Marion Township	51720	Marion Township-51720	239417.39394081203	5746.017454579489
919	Salem	Salem Township	71100	Salem Township-71100	353112.61130175396	8474.702671242096
920	Carp Lake	Carp Lake Township	13500	Carp Lake Township-13500	345221.5272052995	8285.316652927188
921	Readmond	Readmond Township	67540	Readmond Township-67540	174698.98664163964	4192.775679399351
922	Solon	Solon Township	74460	Solon Township-74460	553758.774941876	13290.210598605021
923	Orange	Orange Township	60920	Orange Township-60920	683943.2206443535	16414.637295464487
924	Delhi	Delhi Township	21420	Delhi Township-21420	2817844.3273094916	67628.2638554278
925	Dayton	Dayton Township	19980	Dayton Township-19980	304016.2172849711	7296.389214839306
926	Marenisco	Marenisco Township	51560	Marenisco Township-51560	1277152.5728460262	30651.66174830463
927	Gibson	Gibson Township	32040	Gibson Township-32040	454392.3293863757	10905.415905273017
928	Laketon	Laketon Township	45160	Laketon Township-45160	3239036.186279513	77736.86847070832
929	Redford	Redford Township	67625	Redford Township-67625	2940278.484310332	70566.68362344797
930	Fork	Fork Township	29680	Fork Township-29680	377846.50785670796	9068.31618856099
931	Pine Grove	Pine Grove Township	64280	Pine Grove Township-64280	366505.9412171321	8796.14258921117
932	Mendon	Mendon Township	53000	Mendon Township-53000	350071.3148486967	8401.71155636872
933	Grand Rapids	Grand Rapids Township	34020	Grand Rapids Township-34020	1355143.9190722455	32523.454057733892
934	Harrisville	Harrisville Township	36880	Harrisville Township-36880	283811.7457433774	6811.4818978410585
935	Gilead	Gilead Township	32120	Gilead Township-32120	379871.0067658336	9116.904162380006
936	Benton	Benton Township	07400	Benton Township-07400	1583069.5144340275	37993.668346416656
937	Iosco	Iosco Township	40900	Iosco Township-40900	342650.03283806465	8223.600788113552
938	Bowne	Bowne Township	09780	Bowne Township-09780	548526.4652061723	13164.635164948135
939	Courtland	Courtland Township	18500	Courtland Township-18500	795780.3549053669	19098.728517728807
940	Spurr	Spurr Township	76000	Spurr Township-76000	553021.862704718	13272.524704913232
941	Davison	Davison Township	19900	Davison Township-19900	1078772.5831441428	25890.541995459425
942	Benton	Benton Township	07440	Benton Township-07440	591732.3294973418	14201.575907936201
943	Bainbridge	Bainbridge Township	04840	Bainbridge Township-04840	748808.9896053965	17971.415750529515
944	Freesoil	Freesoil Township	30620	Freesoil Township-30620	232717.65496484732	5585.223719156336
945	Napoleon	Napoleon Township	56640	Napoleon Township-56640	911678.0200205653	21880.272480493568
946	Mackinaw	Mackinaw Township	50300	Mackinaw Township-50300	200538.00585093588	4812.912140422462
947	Cleon	Cleon Township	16380	Cleon Township-16380	241675.18288779273	5800.204389307026
948	Alabaster	Alabaster Township	00760	Alabaster Township-00760	243232.36226705392	5837.576694409294
949	Mason	Mason Township	52120	Mason Township-52120	237590.4897522617	5702.171754054281
950	Eureka	Eureka Township	26520	Eureka Township-26520	730562.5844631076	17533.502027114584
951	Kalkaska	Kalkaska Township	42280	Kalkaska Township-42280	919306.5991199613	22063.35837887907
952	Olive	Olive Township	60460	Olive Township-60460	1181550.996337803	28357.223912107274
953	Park	Park Township	62460	Park Township-62460	1536296.074081545	36871.105777957084
954	Sheridan	Sheridan Township	72980	Sheridan Township-72980	662183.13235428	15892.39517650272
955	Butman	Butman Township	12180	Butman Township-12180	267263.73614416027	6414.329667459847
956	Grout	Grout Township	35620	Grout Township-35620	383792.838666736	9211.028128001664
957	Portage	Portage Township	65600	Portage Township-65600	253304.6938825965	6079.312653182316
958	Elba	Elba Township	25120	Elba Township-25120	334923.3139772976	8038.159535455143
959	Brooks	Brooks Township	11060	Brooks Township-11060	371084.4588928007	8906.027013427216
960	Greenwood	Greenwood Township	35200	Greenwood Township-35200	487169.36534332705	11692.064768239848
961	Lynn	Lynn Township	49800	Lynn Township-49800	287371.3531703549	6896.912476088518
962	Marquette	Marquette Township	51920	Marquette Township-51920	2690772.1156390407	64578.53077533698
963	Lee	Lee Township	46600	Lee Township-46600	361721.58394155715	8681.318014597371
964	Lyndon	Lyndon Township	49780	Lyndon Township-49780	519284.49133895617	12462.827792134947
965	Littlefield	Littlefield Township	48020	Littlefield Township-48020	222106.51261883666	5330.556302852079
966	Hendricks	Hendricks Township	37660	Hendricks Township-37660	331339.320872623	7952.143700942952
967	Mikado	Mikado Township	53880	Mikado Township-53880	325824.09109038225	7819.778186169174
968	Secord	Secord Township	72240	Secord Township-72240	168068.11883955833	4033.6348521494
969	James	James Township	41480	James Township-41480	211563.54459538567	5077.525070289256
970	Vienna	Vienna Township	82380	Vienna Township-82380	1144595.9536182655	27470.30288683837
971	Richland	Richland Township	68320	Richland Township-68320	241351.09578071636	5792.426298737192
972	Maple Grove	Maple Grove Township	51000	Maple Grove Township-51000	203896.85234248466	4893.524456219632
973	Mueller	Mueller Township	56060	Mueller Township-56060	341194.39795632346	8188.665550951763
974	Eaton	Eaton Township	24520	Eaton Township-24520	529642.4608061046	12711.41905934651
975	Rogers	Rogers Township	69240	Rogers Township-69240	3864712.0280840164	92753.08867401638
976	Richmond	Richmond Township	68440	Richmond Township-68440	549217.2255796195	13181.21341391087
977	Vernon	Vernon Township	82000	Vernon Township-82000	545897.1462028685	13101.531508868846
978	Billings	Billings Township	08360	Billings Township-08360	213720.82225404246	5129.299734097019
979	Royal Oak	Royal Oak Township	70060	Royal Oak Township-70060	215879.69211044314	5181.112610650635
980	Berrien	Berrien Township	07820	Berrien Township-07820	738596.8998306463	17726.325595935512
981	Wilson	Wilson Township	87700	Wilson Township-87700	255741.13316371414	6137.78719592914
982	Ovid	Ovid Township	61880	Ovid Township-61880	253741.55849523813	6089.797403885715
983	Maple Ridge	Maple Ridge Township	51220	Maple Ridge Township-51220	295918.42505886796	7102.042201412831
984	Ann Arbor	Ann Arbor Township	03020	Ann Arbor Township-03020	1059211.557939367	25421.077390544804
985	Tuscola	Tuscola Township	80940	Tuscola Township-80940	319649.89587337116	7671.597500960908
986	Tecumseh	Tecumseh Township	79140	Tecumseh Township-79140	292829.14985699725	7027.899596567934
987	Pentwater	Pentwater Township	63560	Pentwater Township-63560	272625.8869126305	6543.021285903133
988	Rush	Rush Township	70260	Rush Township-70260	382124.7304041621	9170.99352969989
989	Plymouth	Plymouth Township	65080	Plymouth Township-65080	2269306.339792193	54463.35215501263
990	Humboldt	Humboldt Township	39940	Humboldt Township-39940	520384.80955825443	12489.235429398106
991	Mentor	Mentor Township	53120	Mentor Township-53120	824544.2848115552	19789.06283547732
992	Baltimore	Baltimore Township	05020	Baltimore Township-05020	319663.7086476811	7671.929007544346
993	Georgetown	Georgetown Township	31880	Georgetown Township-31880	2312576.0862453138	55501.82606988753
994	Rose Lake	Rose Lake Township	69760	Rose Lake Township-69760	289938.6071321224	6958.526571170937
995	Lakefield	Lakefield Township	44560	Lakefield Township-44560	117798.48233854135	2827.1635761249922
996	Novesta	Novesta Township	59420	Novesta Township-59420	208198.55367941738	4996.765288306017
997	Ashland	Ashland Township	03700	Ashland Township-03700	314705.37580486044	7552.929019316651
998	Elk Rapids	Elk Rapids Township	25340	Elk Rapids Township-25340	113362.29125406223	2720.6949900974937
999	Nunda	Nunda Township	59500	Nunda Township-59500	685874.9845122773	16460.999628294656
1000	Foster	Foster Township	29860	Foster Township-29860	603826.3649599237	14491.832759038169
1001	Roscommon	Roscommon Township	69560	Roscommon Township-69560	1242293.5856060097	29815.046054544233
1002	Echo	Echo Township	24640	Echo Township-24640	246773.62025719197	5922.566886172607
1003	Rollin	Rollin Township	69340	Rollin Township-69340	302773.58441619034	7266.566025988568
1004	Escanaba	Escanaba Township	26380	Escanaba Township-26380	810633.505231159	19455.204125547818
1005	Texas	Texas Township	79300	Texas Township-79300	1897308.4033866082	45535.4016812786
1006	Martin	Martin Township	52000	Martin Township-52000	502746.5850351151	12065.918040842762
1007	Clayton	Clayton Township	16240	Clayton Township-16240	327445.8955308715	7858.701492740916
1008	Salem	Salem Township	71130	Salem Township-71130	1678261.0622572298	40278.26549417351
1009	North Plains	North Plains Township	58720	North Plains Township-58720	345356.238208473	8288.549717003352
1010	Hope	Hope Township	39160	Hope Township-39160	225565.55258638153	5413.573262073156
1011	Addison	Addison Township	00400	Addison Township-00400	495679.4397616187	11896.306554278848
1012	Dafter	Dafter Township	19540	Dafter Township-19540	828158.0071606461	19875.792171855508
1013	Springvale	Springvale Township	75900	Springvale Township-75900	296980.09852412686	7127.522364579045
1014	Hope	Hope Township	39120	Hope Township-39120	325720.2380363823	7817.285712873176
1015	Clyde	Clyde Township	16760	Clyde Township-16760	548450.9990067182	13162.823976161237
1016	Slagle	Slagle Township	74220	Slagle Township-74220	264872.4308261095	6356.938339826627
1017	Clay	Clay Township	16180	Clay Township-16180	797923.4110438676	19150.16186505282
1018	Wells	Wells Township	85240	Wells Township-85240	719225.4940014232	17261.41185603416
1019	Dayton	Dayton Township	19960	Dayton Township-19960	290537.033109976	6972.888794639423
1020	Kimball	Kimball Township	43160	Kimball Township-43160	1183284.827715123	28398.835865162953
1021	Mottville	Mottville Township	55780	Mottville Township-55780	365851.5617116444	8780.437481079467
1022	Powell	Powell Township	66120	Powell Township-66120	364062.82105782186	8737.507705387725
1023	Pleasant Plains	Pleasant Plains Township	64880	Pleasant Plains Township-64880	359582.06094415777	8629.969462659787
1024	Boon	Boon Township	09580	Boon Township-09580	232196.91381078295	5572.725931458791
1025	Albee	Albee Township	00920	Albee Township-00920	353103.8331152296	8474.49199476551
1026	Homer	Homer Township	38940	Homer Township-38940	969793.9842848887	23275.055622837328
1027	Ingallston	Ingallston Township	40600	Ingallston Township-40600	483599.8601805534	11606.396644333281
1028	Hadley	Hadley Township	35840	Hadley Township-35840	395608.712955568	9494.609110933632
1029	Columbia	Columbia Township	17420	Columbia Township-17420	305627.25199758104	7335.054047941945
1030	Scipio	Scipio Township	71980	Scipio Township-71980	424967.75305863936	10199.226073407344
1031	Huron	Huron Township	40040	Huron Township-40040	2234663.8986998773	53631.93356879705
1032	Assyria	Assyria Township	03860	Assyria Township-03860	325920.79040041246	7822.0989696098995
1033	Coldwater	Coldwater Township	17040	Coldwater Township-17040	709461.3589192864	17027.072614062876
1034	White Pigeon	White Pigeon Township	86940	White Pigeon Township-86940	449572.528132579	10789.740675181896
1035	Dundee	Dundee Township	23400	Dundee Township-23400	991491.6022140074	23795.798453136176
1036	Sturgis	Sturgis Township	76980	Sturgis Township-76980	441467.0130779178	10595.208313870027
1037	Rockland	Rockland Township	69140	Rockland Township-69140	305718.37977009924	7337.241114482383
1038	Denver	Denver Township	21700	Denver Township-21700	188426.80929414372	4522.24342305945
1039	Lincoln	Lincoln Township	47620	Lincoln Township-47620	318937.206858477	7654.492964603447
1040	Seneca	Seneca Township	72440	Seneca Township-72440	374929.61855977494	8998.310845434598
1041	South Haven	South Haven Township	75000	South Haven Township-75000	5954491.86411001	142907.80473864026
1042	Helena	Helena Township	37500	Helena Township-37500	138568.82905738192	3325.651897377166
1043	Rome	Rome Township	69360	Rome Township-69360	240865.07349312335	5780.761763834961
1044	Orleans	Orleans Township	61160	Orleans Township-61160	309885.67922114325	7437.256301307438
1045	Moffatt	Moffatt Township	54800	Moffatt Township-54800	477421.0132873148	11458.104318895555
1046	Warren	Warren Township	84020	Warren Township-84020	579522.3567972231	13908.536563133355
1047	Hartland	Hartland Township	37040	Hartland Township-37040	1321440.4291380306	31714.570299312734
1048	Loud	Loud Township	49480	Loud Township-49480	268180.1937087896	6436.32464901095
1049	Colon	Colon Township	17370	Colon Township-17370	383376.9247072952	9201.046192975085
1050	Ewing	Ewing Township	26840	Ewing Township-26840	153888.39319887338	3693.321436772961
1051	Logan	Logan Township	49160	Logan Township-49160	234311.08421232342	5623.466021095762
1052	Yates	Yates Township	89040	Yates Township-89040	247893.67986155883	5949.448316677412
1053	Mecosta	Mecosta Township	52780	Mecosta Township-52780	540767.7040884042	12978.424898121699
1054	Meade	Meade Township	52600	Meade Township-52600	425412.29415567534	10209.895059736207
1055	Merrill	Merrill Township	53160	Merrill Township-53160	248583.4555576949	5966.002933384678
1056	Ishpeming	Ishpeming Township	41240	Ishpeming Township-41240	585621.1288267486	14054.907091841966
1057	Almer	Almer Township	01620	Almer Township-01620	338075.1868415049	8113.804484196117
1058	Climax	Climax Township	16460	Climax Township-16460	462551.93342253735	11101.246402140896
1059	Bedford	Bedford Township	06720	Bedford Township-06720	1330430.5935936756	31930.334246248214
1060	Cato	Cato Township	14000	Cato Township-14000	376472.8632500275	9035.348718000661
1061	Burns	Burns Township	11880	Burns Township-11880	301211.2255225752	7229.069412541805
1062	Day	Day Township	19920	Day Township-19920	318941.7564171801	7654.602154012322
1063	Rudyard	Rudyard Township	70220	Rudyard Township-70220	778353.1108150814	18680.474659561954
1064	Burlington	Burlington Township	11840	Burlington Township-11840	261315.21732800017	6271.565215872005
1065	Cooper	Cooper Township	17980	Cooper Township-17980	1493486.4922563448	35843.67581415227
1066	Forest	Forest Township	29420	Forest Township-29420	312067.6467370819	7489.623521689964
1067	Pennfield	Pennfield Township	63440	Pennfield Township-63440	1369809.2496830714	32875.42199239371
1068	Mancelona	Mancelona Township	50640	Mancelona Township-50640	660939.5566447703	15862.549359474488
1069	Franklin	Franklin Township	30280	Franklin Township-30280	378595.60523430386	9086.294525623292
1070	Ida	Ida Township	40260	Ida Township-40260	513772.4459977964	12330.538703947113
1071	Little Traverse	Little Traverse Township	48080	Little Traverse Township-48080	255343.39031880046	6128.2413676512115
1072	London	London Township	49180	London Township-49180	752515.0259614135	18060.360623073924
1073	Leroy	Leroy Township	47060	Leroy Township-47060	956955.1502335111	22966.92360560427
1074	Argyle	Argyle Township	03460	Argyle Township-03460	215015.5596278612	5160.373431068668
1075	Haynes	Haynes Township	37380	Haynes Township-37380	312356.4867396759	7496.555681752222
1076	Summit	Summit Township	77200	Summit Township-77200	2107454.6172264316	50578.91081343436
1077	Crystal	Crystal Township	19100	Crystal Township-19100	198402.7354671339	4761.665651211213
1078	Republic	Republic Township	68000	Republic Township-68000	447293.52475606604	10735.044594145586
1079	Dover	Dover Township	22840	Dover Township-22840	316619.973822915	7598.87937174996
1080	Jordan	Jordan Township	41960	Jordan Township-41960	224425.25907740113	5386.206217857627
1081	Olive	Olive Township	60440	Olive Township-60440	1189439.9980503644	28546.559953208744
1082	Jerome	Jerome Township	41760	Jerome Township-41760	498267.0918899574	11958.410205358976
1083	Homer	Homer Township	38980	Homer Township-38980	1345729.7470054391	32297.51392813054
1084	Norman	Norman Township	57900	Norman Township-57900	593035.2398642986	14232.845756743167
1085	Douglass	Douglass Township	22760	Douglass Township-22760	295834.8956060448	7100.037494545075
1086	Au Train	Au Train Township	04460	Au Train Township-04460	1097976.6261249403	26351.439026998567
1087	Minden	Minden Township	54540	Minden Township-54540	166844.47832200906	4004.267479728217
1088	Ypsilanti	Ypsilanti Township	89160	Ypsilanti Township-89160	2860703.895776421	68656.8934986341
1089	Case	Case Township	13740	Case Township-13740	413283.5684389625	9918.8056425351
1090	Lasalle	Lasalle Township	46260	Lasalle Township-46260	70086031.20916589	1682064.7490199814
1091	Summit	Summit Township	77220	Summit Township-77220	335550.26037281984	8053.206248947677
1092	Montcalm	Montcalm Township	55140	Montcalm Township-55140	336086.33821435005	8066.072117144401
1093	Berlin	Berlin Township	07700	Berlin Township-07700	622648.6204507443	14943.566890817861
1094	Orange	Orange Township	60940	Orange Township-60940	314401.7745189511	7545.642588454826
1095	Oakfield	Oakfield Township	59580	Oakfield Township-59580	468447.22971432516	11242.733513143803
1096	Matchwood	Matchwood Township	52320	Matchwood Township-52320	413728.1729106035	9929.476149854485
1097	Sylvan	Sylvan Township	77800	Sylvan Township-77800	651514.8691605818	15636.356859853964
1098	Manistique	Manistique Township	50780	Manistique Township-50780	751990.7845217871	18047.778828522893
1099	Otisco	Otisco Township	61580	Otisco Township-61580	545012.2983947329	13080.295161473588
1100	China	China Township	15540	China Township-15540	4605322.033627618	110527.72880706283
1101	Fulton	Fulton Township	31080	Fulton Township-31080	317546.30281607434	7621.111267585784
1102	Akron	Akron Township	00720	Akron Township-00720	524260.45490802056	12582.250917792493
1103	Byron	Byron Township	12240	Byron Township-12240	3130892.92634439	75141.43023226535
1104	Sugar Island	Sugar Island Township	77020	Sugar Island Township-77020	590839.9340876369	14180.158418103285
1105	Suttons Bay	Suttons Bay Township	77620	Suttons Bay Township-77620	226361.7210893364	5432.6813061440735
1106	Waterloo	Waterloo Township	84300	Waterloo Township-84300	420195.8153746895	10084.699568992548
1107	Otto	Otto Township	61780	Otto Township-61780	224645.7128891484	5391.497109339562
1108	Lapeer	Lapeer Township	46060	Lapeer Township-46060	477674.972956649	11464.199350959576
1109	Cannon	Cannon Township	13080	Cannon Township-13080	889263.6688759673	21342.328053023215
1110	Mt Haley	Mt Haley Township	55940	Mt Haley Township-55940	2075433.4904982736	49810.40377195857
1111	Grant	Grant Township	34280	Grant Township-34280	205950.68373396836	4942.816409615241
1112	Wawatam	Wawatam Township	84840	Wawatam Township-84840	310696.13453440263	7456.707228825663
1113	Meade	Meade Township	52640	Meade Township-52640	207837.2504271679	4988.09401025203
1114	Forsyth	Forsyth Township	29720	Forsyth Township-29720	956233.847300794	22949.612335219055
1115	Constantine	Constantine Township	17860	Constantine Township-17860	459061.7613945321	11017.48227346877
1116	Ash	Ash Township	03680	Ash Township-03680	1455123.705320737	34922.968927697686
1117	Ferry	Ferry Township	27940	Ferry Township-27940	215178.64774148015	5164.287545795523
1118	Leavitt	Leavitt Township	46560	Leavitt Township-46560	189220.61955178203	4541.294869242769
1119	Clam Union	Clam Union Township	15900	Clam Union Township-15900	238099.1860533752	5714.380465281004
1120	Croton	Croton Township	18980	Croton Township-18980	335781.3539202546	8058.752494086111
1121	Silver Creek	Silver Creek Township	73940	Silver Creek Township-73940	412448.23254309467	9898.757581034273
1122	Algansee	Algansee Township	01120	Algansee Township-01120	411116.76952882623	9866.802468691829
1123	South Branch	South Branch Township	74760	South Branch Township-74760	819574.7612034584	19669.794268883
1124	Dover	Dover Township	22820	Dover Township-22820	317104.35459624283	7610.504510309828
1125	Grant	Grant Township	34200	Grant Township-34200	313801.3240009459	7531.2317760227015
1126	Riga	Riga Township	68580	Riga Township-68580	708345.9613705567	17000.303072893363
1127	Wells	Wells Township	85260	Wells Township-85260	531404.8506686804	12753.71641604833
1128	Negaunee	Negaunee Township	56880	Negaunee Township-56880	1010585.7152335132	24254.057165604314
1129	Blackman	Blackman Township	08760	Blackman Township-08760	2558459.5586669	61403.0294080056
1130	Sebewa	Sebewa Township	72120	Sebewa Township-72120	543513.7576049231	13044.330182518155
1131	Crockery	Crockery Township	18800	Crockery Township-18800	836719.0146106357	20081.256350655258
1132	McMillan	McMillan Township	50440	McMillan Township-50440	2482948.7080335864	59590.76899280608
1133	Allouez	Allouez Township	01520	Allouez Township-01520	472963.3104207323	11351.119450097576
1134	Watervliet	Watervliet Township	84520	Watervliet Township-84520	246220.10747034158	5909.282579288198
1135	Colfax	Colfax Township	17140	Colfax Township-17140	409303.6696991489	9823.288072779573
1136	Worth	Worth Township	88760	Worth Township-88760	540420.6391699626	12970.095340079102
1137	Resort	Resort Township	68060	Resort Township-68060	358138.14927717077	8595.3155826521
1138	Presque Isle	Presque Isle Township	66340	Presque Isle Township-66340	440858.9589203574	10580.615014088578
1139	Dallas	Dallas Township	19620	Dallas Township-19620	259451.86707150424	6226.844809716102
1140	Coldwater	Coldwater Township	17060	Coldwater Township-17060	335501.8720250375	8052.0449286009
1141	Pleasant View	Pleasant View Township	64960	Pleasant View Township-64960	294589.05637551134	7070.137353012272
1142	Ogemaw	Ogemaw Township	60300	Ogemaw Township-60300	530817.1278009458	12739.611067222699
1143	Marilla	Marilla Township	51580	Marilla Township-51580	192624.72314878218	4622.993355570773
1144	Kinross	Kinross Township	43480	Kinross Township-43480	1065898.7474440176	25581.56993865642
1145	Keene	Keene Township	42520	Keene Township-42520	519014.20856056066	12456.341005453456
1146	Saline	Saline Township	71160	Saline Township-71160	710009.385454565	17040.22525090956
1147	Pittsford	Pittsford Township	64620	Pittsford Township-64620	337291.1520562953	8094.987649351087
1148	Bear Lake	Bear Lake Township	06440	Bear Lake Township-06440	478332.11225072114	11479.970694017307
1149	Union	Union Township	81340	Union Township-81340	787559.2172022207	18901.421212853296
1150	Jasper	Jasper Township	41560	Jasper Township-41560	335445.3229480089	8050.687750752213
1151	Commerce	Commerce Township	17640	Commerce Township-17640	2927079.456060579	70249.9069454539
1152	Oscoda	Oscoda Township	61340	Oscoda Township-61340	1000511.7411343731	24012.281787224954
1153	Acme	Acme Township	00200	Acme Township-00200	396132.03901454346	9507.168936349044
1154	Brockway	Brockway Township	10820	Brockway Township-10820	283447.5866690135	6802.742080056324
1155	Chippewa	Chippewa Township	15600	Chippewa Township-15600	327367.1857932006	7856.812459036815
1156	Carmel	Carmel Township	13380	Carmel Township-13380	735677.462518383	17656.259100441195
1157	Chase	Chase Township	14880	Chase Township-14880	431710.51946700626	10361.05246720815
1158	Masonville	Masonville Township	52220	Masonville Township-52220	1076266.2244811263	25830.38938754703
1159	Rapid River	Rapid River Township	67180	Rapid River Township-67180	404204.63233180763	9700.911175963383
1160	Union	Union Township	81280	Union Township-81280	378171.0320440145	9076.104769056348
1161	Newton	Newton Township	57620	Newton Township-57620	679236.2825441258	16301.67078105902
1162	Denver	Denver Township	21680	Denver Township-21680	573364.0619033235	13760.737485679765
1163	Egelston	Egelston Township	25080	Egelston Township-25080	763806.3107687966	18331.351458451118
1164	New Haven	New Haven Township	57400	New Haven Township-57400	472179.85752118466	11332.316580508432
1165	Ironwood	Ironwood Township	41080	Ironwood Township-41080	896287.530388402	21510.900729321653
1166	Mussey	Mussey Township	56380	Mussey Township-56380	379449.1249936476	9106.778999847542
1167	Almont	Almont Township	01680	Almont Township-01680	637642.7635927247	15303.426326225392
