	municipality	res_com_non_electricity	res_com_non_electricity-adjusted (metric tonnes CO2/year)	NAME	LABEL	FIPSCODE	edgar_emission_2015(tons_CO2)	absolute_percent_error_edgar (percent error)
1250	hamlin township-36200			Hamlin	Hamlin Township	36200	7471.4112690752445	
1251	holland township-38660			Holland	Holland Township	38660	26321.40194267631	
1252	hartwick township-37060			Hartwick	Hartwick Township	37060	845.8923495401552	
1253	chippewa township-15580			Chippewa	Chippewa Township	15580	1632.8140430003605	
1254	cedar creek township-14100			Cedar Creek	Cedar Creek Township	14100	2371.8125008316574	
1255	casco township-13720			Casco	Casco Township	13720	6088.842039034704	
1256	bridgewater township-10560			Bridgewater	Bridgewater Township	10560	4794.621405666724	
1257	richland township-68300			Richland	Richland Township	68300	2006.8586841708727	
1258	washington township-84120			Washington	Washington Township	84120	16775.706072233646	
1259	juniata township-42140			Juniata	Juniata Township	42140	4957.927123438783	
1260	weare township-85040			Weare	Weare Township	85040	1215.2276672039845	
1261	nottawa township-59400	79515564.070428	4145.1463549914115	Nottawa	Nottawa Township	59400	2629.537740650201	36.563452398156656
1262	hatton township-37160			Hatton	Hatton Township	37160	1718.768951321896	
1263	peninsula township-63340			Peninsula	Peninsula Township	63340	3570.558092619591	
1264	leroy township-47080	75151706.42631201	3917.658456003645	Leroy	Leroy Township	47080	4181.8779943540485	6.744322949988107
1265	thornapple township-79620	267281997.38954404	13933.41052391693	Thornapple	Thornapple Township	79620	9523.008800676165	31.6534255247144
1266	covert township-18560			Covert	Covert Township	18560	12366.533293410992	
1267	sheridan township-73040			Sheridan	Sheridan Township	73040	2193.7731491799805	
1268	columbia township-17440	10386205.674154399	541.4329017936687	Columbia	Columbia Township	17440	2162.9560314657915	299.4873647870884
1269	north allis township-57940			North Allis	North Allis Township	57940	170.28944609070615	
1270	new buffalo township-57230	32557936.9279744	1697.2452520553054	New Buffalo	New Buffalo Township	57230	3278.7227047301285	93.17907655123551
1271	new buffalo township-57230	39735704.8297592	2071.422292775347	New Buffalo	New Buffalo Township	57230	3278.7227047301285	58.283644825372996
1272	laketown township-45180			Laketown	Laketown Township	45180	59553.805958323035	
1273	bois blanc township-09500			Bois Blanc	Bois Blanc Township	09500	27.25100938255787	
1274	irving township-41120	24228850.3391864	1263.0499681817869	Irving	Irving Township	41120	1856.379701323563	46.97595091949522
1275	williams township-87380			Williams	Williams Township	87380	9722.752100234342	
1276	wakefield township-82800			Wakefield	Wakefield Township	82800	69.48689156042838	
1277	baldwin township-04900			Baldwin	Baldwin Township	04900	532.9024331622744	
1278	north star township-58880			North Star	North Star Township	58880	507.66989462969144	
1279	victor township-82320			Victor	Victor Township	82320	3611.026722291608	
1280	westphalia township-86140	35383576.418604	1844.5458387018266	Westphalia	Westphalia Township	86140	1463.71922975093	20.64609081327676
1281	dover township-22800			Dover	Dover Township	22800	514.5299395634518	
1282	frankenmuth township-30220			Frankenmuth	Frankenmuth Township	30220	5048.489256857293	
1283	monroe township-55040			Monroe	Monroe Township	55040	21130.572397586137	
1284	gladwin township-32340			Gladwin	Gladwin Township	32340	1103.5819580856228	
1285	hematite township-37580			Hematite	Hematite Township	37580	70.91887293729766	
1286	caldwell township-12440			Caldwell	Caldwell Township	12440	864.7729576957572	
1287	camden township-12780	15329918.127738	799.148631998982	Camden	Camden Township	12780	1902.005421627995	138.00396390222664
1288	camden township-12780	9729955.332240641	507.2225714697046	Camden	Camden Township	12780	1902.005421627995	274.98438133713813
1289	grant township-34400	18618340.829621598	970.5741074481739	Grant	Grant Township	34400	1673.115523155414	72.3841085720241
1290	burt township-11980			Burt	Burt Township	11980	736.7606039882492	
1291	brampton township-09980			Brampton	Brampton Township	09980	814.7926276975713	
1292	moscow township-55640			Moscow	Moscow Township	55640	3956.1276059940787	
1293	cherry valley township-15100			Cherry Valley	Cherry Valley Township	15100	445.89108525910217	
1294	evart township-26660			Evart	Evart Township	26660	2376.2141347625216	
1295	oxford township-62040	194601043.164908	10144.552380186653	Oxford	Oxford Township	62040	14509.042548766422	43.02299406629378
1296	webster township-85100			Webster	Webster Township	85100	30235.549514071216	
1297	lexington township-47300	118019593.54010801	6152.36141124583	Lexington	Lexington Township	47300	922.1089110606223	85.0121140579435
1298	somerset township-74560			Somerset	Somerset Township	74560	6986.689211739122	
1299	au sable township-04300			Au Sable	Au Sable Township	04300	4548.268064949687	
1300	watertown township-84400			Watertown	Watertown Township	84400	12667.40445909432	
1301	arthur township-03620			Arthur	Arthur Township	03620	1433.5958682579503	
1302	gilmore township-32180	20117743.9692728	1048.737993118191	Gilmore	Gilmore Township	32180	427.54367699596594	59.232555719206935
1303	sheridan township-73120			Sheridan	Sheridan Township	73120	8373.627842066095	
1304	putnam township-66540	83132690.624688	4333.7071622649855	Putnam	Putnam Township	66540	23362.66527542351	439.0919229349396
1305	west branch township-85560			West Branch	West Branch Township	85560	260.507570902657	
1306	fairgrove township-27100	21443478.0849884	1117.8485125704453	Fairgrove	Fairgrove Township	27100	836.5723219088563	25.16228160601174
1307	owosso township-61960			Owosso	Owosso Township	61960	8648.51922698111	
1308	lovells township-49520			Lovells	Lovells Township	49520	1471.6544645627034	
1309	muskegon township-56340			Muskegon	Muskegon Township	56340	12005.211602417632	
1310	paris township-62360			Paris	Paris Township	62360	459.25750243293504	
1311	pleasanton township-64860			Pleasanton	Pleasanton Township	64860	620.175428368063	
1312	fabius township-26920			Fabius	Fabius Township	26920	10863.899356390893	
1313	hamilton township-36140			Hamilton	Hamilton Township	36140	897.8566572439352	
1314	white water township-87040			White Water	White Water Township	87040	1770.9607982530479	
1315	forest township-29440			Forest	Forest Township	29440	449.7697502264552	
1316	bohemia township-09460			Bohemia	Bohemia Township	09460	179.772299816736	
1317	leelanau township-46700	39158766.017069206	2041.3464724698176	Leelanau	Leelanau Township	46700	911.1463953023963	55.365421422067385
1318	howell township-39560			Howell	Howell Township	39560	15960.737660183355	
1319	wise township-88040			Wise	Wise Township	88040	1638.4805250601787	
1320	marion township-51620			Marion	Marion Township	51620	4061.8180687664185	
1321	centerville township-14340			Centerville	Centerville Township	14340	1757.2737962441029	
1322	waucedah township-84700			Waucedah	Waucedah Township	84700	386.7862069862282	
1323	homestead township-39000	16333126.680374801	851.4458938479384	Homestead	Homestead Township	39000	955.8622102859688	12.263411825987193
1324	columbus township-17480			Columbus	Columbus Township	17480	712.5085884137553	
1325	munising township-56220			Munising	Munising Township	56220	1803.3278974437167	
1326	rives township-68920			Rives	Rives Township	68920	3482.3501839599353	
1327	aetna township-00520			Aetna	Aetna Township	00520	338.9562470252073	
1328	fairfield township-27040			Fairfield	Fairfield Township	27040	799.4803286264091	
1329	dryden township-23160	38285831.37362	1995.8403895068107	Dryden	Dryden Township	23160	7040.898679016236	252.77864482721003
1330	vassar township-81860			Vassar	Vassar Township	81860	5333.054173449593	
1331	allis township-01480			Allis	Allis Township	01480	595.381494870494	
1332	windsor township-87840	47867177.04848839	2495.3159395376997	Windsor	Windsor Township	87840	81063.59211524863	3148.6303970897993
1333	milan township-53900			Milan	Milan Township	53900	16740.47850133232	
1334	grant township-34420			Grant	Grant Township	34420	2670.1707773141625	
1335	big prairie township-08280			Big Prairie	Big Prairie Township	08280	801.3175926510262	
1336	joyfield township-42000			Joyfield	Joyfield Township	42000	860.1027240069947	
1337	norway township-59240			Norway	Norway Township	59240	344.4324317121502	
1338	imlay township-40300			Imlay	Imlay Township	40300	6559.683185661057	
1339	breen township-10200			Breen	Breen Township	10200	154.1276711972382	
1340	macon township-50520			Macon	Macon Township	50520	9614.938086821878	
1341	wilcox township-87200			Wilcox	Wilcox Township	87200	491.28223992717597	
1342	exeter township-26880	25287771.911012	1318.2515497210557	Exeter	Exeter Township	26880	16689.94394233053	1166.0667037229846
1343	lake township-44380			Lake	Lake Township	44380	3722.6981368931997	
1344	pioneer township-64460			Pioneer	Pioneer Township	64460	314.7597027600732	
1345	marcellus township-51480	52057842.456112	2713.7753272371183	Marcellus	Marcellus Township	51480	2573.617033450866	5.164697769175561
1346	delaware township-21380			Delaware	Delaware Township	21380	458.22661041698194	
1347	grayling township-34660			Grayling	Grayling Township	34660	5280.494409872891	
1348	clarendon township-16020			Clarendon	Clarendon Township	16020	4199.934630616578	
1349	sharon township-72760			Sharon	Sharon Township	72760	2194.395168371465	
1350	north branch township-58090	42047650.165156	2191.9440031095824	North Branch	North Branch Township	58090	1126.8256993081104	48.592404837461686
1351	brady township-09940	10151002.735083202	529.1717725798873	Brady	Brady Township	09940	4261.022769726297	705.2248798064952
1352	bushnell township-12120			Bushnell	Bushnell Township	12120	2622.3874365891243	
1353	leonidas township-47020			Leonidas	Leonidas Township	47020	1908.3205524935204	
1354	burleigh township-11740			Burleigh	Burleigh Township	11740	689.1527863381723	
1355	friendship township-30860			Friendship	Friendship Township	30860	692.1959411893831	
1356	bethany township-08020			Bethany	Bethany Township	08020	4394.93574046444	
1357	garfield township-31560			Garfield	Garfield Township	31560	1252.1415339123864	
1358	melrose township-52880			Melrose	Melrose Township	52880	1882.526690600291	
1359	leland township-46820			Leland	Leland Township	46820	1387.8645555451928	
1360	coloma township-17340			Coloma	Coloma Township	17340	2005.1763602267472	
1361	spring arbor township-75640			Spring Arbor	Spring Arbor Township	75640	65732.52417522157	
1362	aurelius township-04240			Aurelius	Aurelius Township	04240	39796.38931669752	
1363	grim township-35340			Grim	Grim Township	35340	657.1611911389361	
1364	odessa township-60200	121412940.225496	6329.2565739551055	Odessa	Odessa Township	60200	2168.454170383866	65.73919630139413
1365	ray township-67420			Ray	Ray Township	67420	7171.6900770278	
1366	bangor township-05160			Bangor	Bangor Township	05160	4461.682702156737	
1367	white river township-86980			White River	White River Township	86980	5580.6097564963775	
1368	rutland township-70420			Rutland	Rutland Township	70420	6810.690911955673	
1369	lake township-44260			Lake	Lake Township	44260	28591.222766152376	
1370	jonesfield township-41900	36693962.285388	1912.8562539372763	Jonesfield	Jonesfield Township	41900	2712.5279319595647	41.80511088464205
1371	whitehall township-86800			Whitehall	Whitehall Township	86800	266.0066786253798	
1372	nahma township-56500			Nahma	Nahma Township	56500	381.5632210837159	
1373	maple valley township-51380			Maple Valley	Maple Valley Township	51380	2281.494488400722	
1374	dexter township-22180			Dexter	Dexter Township	22180	22156.870985372676	
1375	geneva township-31820			Geneva	Geneva Township	31820	3527.1735376469246	
1376	star township-76260			Star	Star Township	76260	831.6412340751239	
1377	corwith township-18320	37974808.14185201	1979.626748434745	Corwith	Corwith Township	18320	1193.495892909156	39.71106453007712
1378	portland township-65880			Portland	Portland Township	65880	2881.293236074072	
1379	garfield township-31600			Garfield	Garfield Township	31600	734.5496764407591	
1380	reno township-67960			Reno	Reno Township	67960	721.8362357166646	
1381	broomfield township-11140			Broomfield	Broomfield Township	11140	2789.955762373531	
1382	ganges township-31360			Ganges	Ganges Township	31360	4120.773697546468	
1383	richmond township-68420			Richmond	Richmond Township	68420	7420.364579939799	
1384	fairbanks township-26960			Fairbanks	Fairbanks Township	26960	483.9630285184652	
1385	wexford township-86500			Wexford	Wexford Township	86500	1347.1203305740278	
1386	duplain township-23460	46465948.86932801	2422.269914558069	Duplain	Duplain Township	23460	2078.2591909258535	14.201997950958267
1387	cleveland township-16400			Cleveland	Cleveland Township	16400	829.328588405294	
1388	livingston township-48140			Livingston	Livingston Township	48140	2647.603646696927	
1389	port huron township-65840			Port Huron	Port Huron Township	65840	17253.156722780954	
1390	garfield township-31640			Garfield	Garfield Township	31640	3932.1570540260745	
1391	locke township-49040			Locke	Locke Township	49040	2297.539766717107	
1392	boston township-09680	64195649.748168	3346.5192213719974	Boston	Boston Township	09680	7298.8252609283145	118.10199727273525
1393	riverton township-68860			Riverton	Riverton Township	68860	2282.1273960438693	
1394	wellington township-85180			Wellington	Wellington Township	85180	702.6729746515161	
1395	lincoln township-47700			Lincoln	Lincoln Township	47700	523.342771695962	
1396	handy township-36340	165819198.17969602	8644.154801107554	Handy	Handy Township	36340	9429.48798173896	9.085135547674165
1397	soo township-74620			Soo	Soo Township	74620	32084.389181686645	
1398	portage township-65540			Portage	Portage Township	65540	11501.805139785138	
1399	superior township-77560			Superior	Superior Township	77560	59265.481947287764	
1400	caledonia township-12460			Caledonia	Caledonia Township	12460	1151.0595325246586	
1401	thompson township-79580			Thompson	Thompson Township	79580	7744.068605627227	
1402	bangor township-05120			Bangor	Bangor Township	05120	11088.223239679592	
1403	lagrange township-44140	94994596.46810801	4952.068313882471	Lagrange	Lagrange Township	44140	3020.261871202263	39.01009275790164
1404	fremont township-30740			Fremont	Fremont Township	30740	5339.741082188883	
1405	jefferson township-41620			Jefferson	Jefferson Township	41620	1392.5804866416818	
1406	backus township-04720			Backus	Backus Township	04720	2355.250732281427	
1407	fillmore township-28120			Fillmore	Fillmore Township	28120	16994.788254159714	
1408	lamotte township-45460			Lamotte	Lamotte Township	45460	659.5301371996567	
1409	blue lake township-09320			Blue Lake	Blue Lake Township	09320	277.21753062735706	
1410	ellsworth township-25440			Ellsworth	Ellsworth Township	25440	666.5447055318381	
1411	sunfield township-77440	20981001.036496	1093.7395840325364	Sunfield	Sunfield Township	77440	3774.6887515417056	245.11768675544405
1412	wilmot township-87640			Wilmot	Wilmot Township	87640	905.9078454317635	
1413	chesterfield township-15340			Chesterfield	Chesterfield Township	15340	22416.259124634846	
1414	empire township-26000	33181752.2045768	1729.7647424245886	Empire	Empire Township	26000	1230.2138337879378	28.87970233087517
1415	banks township-05240	18418631.417244397	960.1632557809504	Banks	Banks Township	05240	3176.8158873129723	230.8620558208202
1416	blair township-08880			Blair	Blair Township	08880	21984.20135349265	
1417	raisin township-66840			Raisin	Raisin Township	66840	8342.035344355269	
1418	wright township-88780	21575500.740752	1124.7308536154017	Wright	Wright Township	88780	4077.7493710969375	262.55334847347507
1419	sherman township-73200	110252168.47720799	5747.445542716852	Sherman	Sherman Township	73200	1278.8081377408369	77.74997382339117
1420	sigel township-73880			Sigel	Sigel Township	73880	438.1123838540607	
1421	glen arbor township-32380			Glen Arbor	Glen Arbor Township	32380	360.28323453549365	
1422	conway township-17920			Conway	Conway Township	17920	2417.509487865634	
1423	matteson township-52400			Matteson	Matteson Township	52400	2384.695407746737	
1424	superior township-77540			Superior	Superior Township	77540	3745.8273357351613	
1425	hay township-37300			Hay	Hay Township	37300	213.156646386682	
1426	birch run township-08560	79457763.51897639	4142.133212244239	Birch Run	Birch Run Township	08560	7362.378528986609	77.74364443961514
1427	rose township-69600			Rose	Rose Township	69600	448.3810845329723	
1428	elba township-25160			Elba	Elba Township	25160	21308.275867583667	
1429	hersey township-37840	18277889.8065204	952.8263956139083	Hersey	Hersey Township	37840	1242.0615562064831	30.355494130304816
1430	norwich township-59300			Norwich	Norwich Township	59300	1712.419065578813	
1431	burdell township-11680	9373724.49530936	488.65225794047694	Burdell	Burdell Township	11680	4009.2198292595776	720.4648119620362
1432	sanborn township-71240			Sanborn	Sanborn Township	71240	838.8463875809962	
1433	lyon township-49820			Lyon	Lyon Township	49820	59544.67357484459	
1434	fruitport township-31020	72910570.34451601	3800.8280320596195	Fruitport	Fruitport Township	31020	18752.69877008097	393.3845628348285
1435	meridian township-53140			Meridian	Meridian Township	53140	22482.46682983971	
1436	brighton township-10640			Brighton	Brighton Township	10640	27659.844845071268	
1437	tyrone township-81140	34814339.868864	1814.8715373638802	Tyrone	Tyrone Township	81140	3467.298932896895	91.04927602386574
1438	daggett township-19580	8040303.6771008	419.1410306872647	Daggett	Daggett Township	19580	278.2526817724357	33.613590319185555
1439	edenville township-24830			Edenville	Edenville Township	24830	3090.482009702415	
1440	emmett township-25935			Emmett	Emmett Township	25935	10904.993140454048	
1441	turin township-80780			Turin	Turin Township	80780	247.97678165570244	
1442	limestone township-47540			Limestone	Limestone Township	47540	580.7341537146929	
1443	waverly township-84820			Waverly	Waverly Township	84820	3947.513504184586	
1444	ogden township-60260			Ogden	Ogden Township	60260	4779.402612336256	
1445	delta township-21520			Delta	Delta Township	21520	82487.05309206544	
1446	genesee township-31800			Genesee	Genesee Township	31800	7031.755607950872	
1447	hart township-36940			Hart	Hart Township	36940	2508.1414786431305	
1448	alcona township-01040			Alcona	Alcona Township	01040	711.5273300874951	
1449	maple valley township-51340			Maple Valley	Maple Valley Township	51340	1492.5176317374476	
1450	sweetwater township-77740			Sweetwater	Sweetwater Township	77740	595.4046218328039	
1451	colfax township-17180			Colfax	Colfax Township	17180	406.76240758030974	
1452	marion township-51640			Marion	Marion Township	51640	24256.064366029685	
1453	elmer township-25500			Elmer	Elmer Township	25500	846.1268129937978	
1454	grass lake township-34500	55674969.010372	2902.3361345106923	Grass Lake	Grass Lake Township	34500	4053.353255497732	39.65829826878721
1455	reynolds township-68120	60210739.421792	3138.785846058017	Reynolds	Reynolds Township	68120	3561.903320862116	13.480291283188045
1456	ingersoll township-40620			Ingersoll	Ingersoll Township	40620	18056.679194051623	
1457	highland township-38080			Highland	Highland Township	38080	22620.696699252843	
1458	prairie ronde township-66200			Prairie Ronde	Prairie Ronde Township	66200	28087.27178084635	
1459	hayes township-37340			Hayes	Hayes Township	37340	1799.9256940440903	
1460	hastings township-37140			Hastings	Hastings Township	37140	5430.548316874326	
1461	pierson township-64040	6884800.74603028	358.9046628905585	Pierson	Pierson Township	64040	4595.507852594732	1180.4257864980846
1462	saginaw township-70540			Saginaw	Saginaw Township	70540	46361.969700523085	
1463	raber township-66760			Raber	Raber Township	66760	1121.2870769194576	
1464	wilber township-87180			Wilber	Wilber Township	87180	4961.870726409097	
1465	brevort township-10360			Brevort	Brevort Township	10360	220.97582711643872	
1466	north shade township-58800			North Shade	North Shade Township	58800	2133.447240411579	
1467	berlin township-07760			Berlin	Berlin Township	07760	2730.3672621072546	
1468	brandon township-10040	53361958.216051996	2781.7588818027903	Brandon	Brandon Township	10040	11821.705327867017	324.9723225546298
1469	fremont township-30760	35453544.651255205	1848.1932826699338	Fremont	Fremont Township	30760	4692.084870928669	153.8741437340578
1470	bagley township-04780			Bagley	Bagley Township	04780	6239.0358676095	
1471	krakow township-43900			Krakow	Krakow Township	43900	717.7737257176275	
1472	vermontville township-81980	29512982.9867224	1538.5118030978385	Vermontville	Vermontville Township	81980	1670.5573605239108	8.582680819230289
1473	bertrand township-07920			Bertrand	Bertrand Township	07920	23425.631234565044	
1474	burlington township-11820	7172816.727209999	373.9189359894572	Burlington	Burlington Township	11820	1535.6763556022288	310.6976694129039
1475	shiawassee township-73520	19379829.3682028	1010.270504964412	Shiawassee	Shiawassee Township	73520	8565.552123714895	747.8473915277401
1476	bennington township-07280			Bennington	Bennington Township	07280	22859.718324475674	
1477	jefferson township-41600			Jefferson	Jefferson Township	41600	4189.373530083534	
1478	mason township-52140			Mason	Mason Township	52140	967.6299901932505	
1479	calvin township-12620			Calvin	Calvin Township	12620	1406.3796965410836	
1480	lyons township-49920	24476690.2368448	1275.9698620467193	Lyons	Lyons Township	49920	1421.6534093201649	11.417475569506157
1481	lyons township-49920	17951261.38921228	935.7992562196362	Lyons	Lyons Township	49920	1421.6534093201649	51.918629970197
1482	lyons township-49920	23301293.583291203	1214.6964344969704	Lyons	Lyons Township	49920	1421.6534093201649	17.03775272123026
1483	crystal township-19080			Crystal	Crystal Township	19080	1457.184575310822	
1484	sumner township-77300			Sumner	Sumner Township	77300	4498.541196237913	
1485	cohoctah township-16920			Cohoctah	Cohoctah Township	16920	5547.525406543824	
1486	bellevue township-07080	48232050.205156006	2514.3367771947824	Bellevue	Bellevue Township	07080	2880.080773166388	14.546340780158426
1487	hazelton township-37440	18532641.841818403	966.1066192139933	Hazelton	Hazelton Township	37440	6454.7693488955965	568.1218429232043
1488	casco township-13700			Casco	Casco Township	13700	6150.776707034733	
1489	au gres township-04140			Au Gres	Au Gres Township	04140	1384.0057004046378	
1490	springville township-75940	16853279.5048972	878.561460590291	Springville	Springville Township	75940	1109.3923899624092	26.27373720866685
1491	frederic township-30480			Frederic	Frederic Township	30480	1368.3066040320316	
1492	mayfield township-52480			Mayfield	Mayfield Township	52480	7119.734410144004	
1493	independence township-40400			Independence	Independence Township	40400	41442.35123405549	
1494	felch township-27660			Felch	Felch Township	27660	220.1998862514061	
1495	higgins township-38020	51666100.44648801	2693.35381627542	Higgins	Higgins Township	38020	1414.0274590607535	47.49937975040423
1496	long rapids township-49360			Long Rapids	Long Rapids Township	49360	705.1357765619771	
1497	bunker hill township-11640			Bunker Hill	Bunker Hill Township	11640	1303.8745664817166	
1498	blissfield township-09020	247288833.33766	12891.166881892215	Blissfield	Blissfield Township	09020	1842.1855401168282	85.70970683263371
1499	van buren township-81660			Van Buren	Van Buren Township	81660	116312.25039805926	
1500	leighton township-46760			Leighton	Leighton Township	46760	14471.654282007965	
1501	argentine township-03420			Argentine	Argentine Township	03420	22383.990252066837	
1502	elm river township-25660			Elm River	Elm River Township	25660	210.27909034911394	
1503	bentley township-07360			Bentley	Bentley Township	07360	732.3392424425226	
1504	middlebury township-53680			Middlebury	Middlebury Township	53680	2209.4888334694415	
1505	big creek township-08220			Big Creek	Big Creek Township	08220	3094.003090843494	
1506	lincoln township-47640			Lincoln	Lincoln Township	47640	353.9857355524258	
1507	richfield township-68180			Richfield	Richfield Township	68180	3981.770213498994	
1508	goodar township-32860			Goodar	Goodar Township	32860	419.2774204316337	
1509	pine river township-64360			Pine River	Pine River Township	64360	6452.6151535082145	
1510	newberg township-57120			Newberg	Newberg Township	57120	1966.6773626165516	
1511	kalamo township-42220			Kalamo	Kalamo Township	42220	1724.7990235163793	
1512	chester township-15300			Chester	Chester Township	15300	5201.720245623699	
1513	burr oak township-11940	30180274.767910797	1573.2977236511897	Burr Oak	Burr Oak Township	11940	2912.5839011844814	85.12604813443562
1514	grant township-34240			Grant	Grant Township	34240	7769.946871100207	
1515	sheridan township-73080			Sheridan	Sheridan Township	73080	1196.6330623892559	
1516	grant township-34380			Grant	Grant Township	34380	2833.7359288560383	
1517	germfask township-31940			Germfask	Germfask Township	31940	331.962353079357	
1518	sheridan township-73060			Sheridan	Sheridan Township	73060	243.7980982007473	
1519	sherman township-73220			Sherman	Sherman Township	73220	68.88206188431232	
1520	springdale township-75680			Springdale	Springdale Township	75680	702.7823726451327	
1521	hamburg township-36100			Hamburg	Hamburg Township	36100	38254.18177499525	
1522	lincoln township-47580			Lincoln	Lincoln Township	47580	1394.8010097110928	
1523	kochville township-43800			Kochville	Kochville Township	43800	16494.651585426465	
1524	sauble township-71680			Sauble	Sauble Township	71680	508.7315366340935	
1525	eden township-24800			Eden	Eden Township	24800	271.8677396099226	
1526	grand haven township-33360			Grand Haven	Grand Haven Township	33360	32334.097931267417	
1527	hayes township-37320			Hayes	Hayes Township	37320	2443.1212712135093	
1528	kasson township-42320			Kasson	Kasson Township	42320	1496.0789650533761	
1529	rubicon township-70140	15668042.1604916	816.7750378264271	Rubicon	Rubicon Township	70140	111.98030522046776	86.28994520713245
1530	brant township-10100			Brant	Brant Township	10100	3939.0829636609183	
1531	merritt township-53220			Merritt	Merritt Township	53220	764.6472591017489	
1532	highland township-38100			Highland	Highland Township	38100	1453.8972538283979	
