	state	city	municipality	edgar_emission_2015(tons_CO2)
369	Guerrero	AjuchitlándelProgreso	AjuchitlándelProgreso, Guerrero	19825.386195067018
370	Guerrero	AlcozaucadeGuerrero	AlcozaucadeGuerrero, Guerrero	14164.823800086338
371	Guerrero	Alpoyeca	Alpoyeca, Guerrero	872.3636179272119
372	Guerrero	Apaxtla	Apaxtla, Guerrero	7043.240274713868
373	Guerrero	Arcelia	Arcelia, Guerrero	8924.129256745215
374	Guerrero	AtenangodelRío	AtenangodelRío, Guerrero	5326.291388674092
375	Guerrero	AtlamajalcingodelMonte	AtlamajalcingodelMonte, Guerrero	3176.336946548176
376	Guerrero	Atlixtac	Atlixtac, Guerrero	12134.53305747761
377	Guerrero	AtoyacdeÁlvarez	AtoyacdeÁlvarez, Guerrero	14820.131407022815
378	Guerrero	AyutladelosLibres	AyutladelosLibres, Guerrero	17334.08177401182
379	Guerrero	Azoyú	Azoyú, Guerrero	11491.137294562219
380	Guerrero	BenitoJuárez	BenitoJuárez, Guerrero	14555.30719839821
381	Guerrero	BuenavistadeCuéllar	BuenavistadeCuéllar, Guerrero	5797.454230381472
382	Guerrero	ChilapadeÁlvarez	ChilapadeÁlvarez, Guerrero	39036.49510766727
383	Guerrero	ChilpancingodelosBravo	ChilpancingodelosBravo, Guerrero	68693.6843802717
384	Guerrero	CoahuayutladeJoséMaríaIzazag	CoahuayutladeJoséMaríaIzazag, Guerrero	7616.082192610873
385	Guerrero	CochoapaelGrande	CochoapaelGrande, Guerrero	15639.337807911768
386	Guerrero	Cocula	Cocula, Guerrero	12205.637715831774
387	Guerrero	Copala	Copala, Guerrero	8163.560092949362
388	Guerrero	Copalillo	Copalillo, Guerrero	3612.9407204571044
389	Guerrero	Copanatoyac	Copanatoyac, Guerrero	13156.881283663703
390	Guerrero	CoyucadeBenítez	CoyucadeBenítez, Guerrero	34405.291984753196
391	Guerrero	CoyucadeCatalán	CoyucadeCatalán, Guerrero	35200.730260532924
392	Guerrero	Cuajinicuilapa	Cuajinicuilapa, Guerrero	14876.685390984894
393	Guerrero	Cualác	Cualác, Guerrero	5491.5592925761075
394	Guerrero	Cuautepec	Cuautepec, Guerrero	6404.8451022132385
395	Guerrero	CuetzaladelProgreso	CuetzaladelProgreso, Guerrero	4600.305711372448
396	Guerrero	CutzamaladePinzón	CutzamaladePinzón, Guerrero	10977.344761762217
397	Guerrero	EduardoNeri	EduardoNeri, Guerrero	14436.27858908108
398	Guerrero	FlorencioVillarreal	FlorencioVillarreal, Guerrero	8912.902448830258
399	Guerrero	GeneralCanutoA.Neri	GeneralCanutoA.Neri, Guerrero	4197.048257918796
400	Guerrero	GeneralHeliodoroCastillo	GeneralHeliodoroCastillo, Guerrero	14745.76163737373
401	Guerrero	Huamuxtitlán	Huamuxtitlán, Guerrero	3206.628485452826
402	Guerrero	HuitzucodelosFigueroa	HuitzucodelosFigueroa, Guerrero	10866.999349741864
403	Guerrero	IgualadelaIndependencia	IgualadelaIndependencia, Guerrero	33079.31308663415
404	Guerrero	Igualapa	Igualapa, Guerrero	4159.103940493972
405	Guerrero	Iliatenco	Iliatenco, Guerrero	2751.792037600133
406	Guerrero	IxcateopandeCuauhtémoc	IxcateopandeCuauhtémoc, Guerrero	10022.600607052833
407	Guerrero	JoséJoaquíndeHerrera	JoséJoaquíndeHerrera, Guerrero	2811.5909868778554
408	Guerrero	JuanR.Escudero	JuanR.Escudero, Guerrero	5466.680451025222
409	Guerrero	Juchitán	Juchitán, Guerrero	5738.010820696106
410	Guerrero	LaUnióndeIsidoroMontesdeOc	LaUnióndeIsidoroMontesdeOc, Guerrero	9746.990127238601
411	Guerrero	LeonardoBravo	LeonardoBravo, Guerrero	7618.772797089552
412	Guerrero	Malinaltepec	Malinaltepec, Guerrero	12648.432794345468
413	Guerrero	Marquelia	Marquelia, Guerrero	4749.892783696638
414	Guerrero	MártirdeCuilapan	MártirdeCuilapan, Guerrero	8130.338673971326
415	Guerrero	Metlatónoc	Metlatónoc, Guerrero	12352.808872585592
416	Guerrero	Mochitlán	Mochitlán, Guerrero	9563.098752104275
417	Guerrero	Olinalá	Olinalá, Guerrero	9387.376967026656
418	Guerrero	Ometepec	Ometepec, Guerrero	25194.878757158232
419	Guerrero	PedroAscencioAlquisiras	PedroAscencioAlquisiras, Guerrero	4716.852207344584
420	Guerrero	Petatlán	Petatlán, Guerrero	11399.647015346796
421	Guerrero	Pilcaya	Pilcaya, Guerrero	5890.716822660804
422	Guerrero	Pungarabato	Pungarabato, Guerrero	3237.5498600372366
423	Guerrero	Quechultenango	Quechultenango, Guerrero	25008.57474976505
424	Guerrero	SanLuisAcatlán	SanLuisAcatlán, Guerrero	25782.437680594965
425	Guerrero	SanMarcos	SanMarcos, Guerrero	29299.28735433134
426	Guerrero	SanMiguelTotolapan	SanMiguelTotolapan, Guerrero	20219.531510693814
427	Guerrero	TaxcodeAlarcón	TaxcodeAlarcón, Guerrero	31518.280885603403
428	Guerrero	Tecoanapa	Tecoanapa, Guerrero	26252.58655288619
429	Guerrero	TécpandeGaleana	TécpandeGaleana, Guerrero	24882.96273114061
430	Guerrero	Teloloapan	Teloloapan, Guerrero	22328.82431002135
431	Guerrero	TepecoacuilcodeTrujano	TepecoacuilcodeTrujano, Guerrero	13958.34436877584
432	Guerrero	Tetipac	Tetipac, Guerrero	8088.047978492006
433	Guerrero	TixtladeGuerrero	TixtladeGuerrero, Guerrero	15817.801032741974
434	Guerrero	Tlacoachistlahuaca	Tlacoachistlahuaca, Guerrero	11652.171920029698
435	Guerrero	Tlacoapa	Tlacoapa, Guerrero	7127.464632305923
436	Guerrero	Tlalchapa	Tlalchapa, Guerrero	8599.865928616255
437	Guerrero	TlalixtaquilladeMaldonado	TlalixtaquilladeMaldonado, Guerrero	2067.0483086392396
438	Guerrero	TlapadeComonfort	TlapadeComonfort, Guerrero	23077.925075276107
439	Guerrero	Tlapehuala	Tlapehuala, Guerrero	5174.021286092964
440	Guerrero	Xalpatláhuac	Xalpatláhuac, Guerrero	8161.461595984562
441	Guerrero	Xochihuehuetlán	Xochihuehuetlán, Guerrero	2674.4188528890836
442	Guerrero	Xochistlahuaca	Xochistlahuaca, Guerrero	4626.507030038955
443	Guerrero	ZapotitlánTablas	ZapotitlánTablas, Guerrero	12227.806272795036
444	Guerrero	ZihuatanejodeAzueta	ZihuatanejodeAzueta, Guerrero	30419.6180578189
445	Guerrero	Zirándaro	Zirándaro, Guerrero	11774.076503452865
446	Guerrero	Zitlala	Zitlala, Guerrero	4878.259534020677
447	Hidalgo	Acatlán	Acatlán, Hidalgo	13347.900206521399
448	Hidalgo	Acaxochitlán	Acaxochitlán, Hidalgo	27646.57272971195
449	Hidalgo	Actopan	Actopan, Hidalgo	7361.0414643881595
450	Hidalgo	AguaBlancadeIturbide	AguaBlancadeIturbide, Hidalgo	3596.42814468657
451	Hidalgo	Ajacuba	Ajacuba, Hidalgo	15551.580525176869
452	Hidalgo	Alfajayucan	Alfajayucan, Hidalgo	18641.033807188443
453	Hidalgo	Almoloya	Almoloya, Hidalgo	4543.838935269499
454	Hidalgo	Apan	Apan, Hidalgo	11269.790749906251
455	Hidalgo	Atitalaquia	Atitalaquia, Hidalgo	4531.625775314166
456	Hidalgo	Atlapexco	Atlapexco, Hidalgo	7744.775504243557
457	Hidalgo	AtotonilcodeTula	AtotonilcodeTula, Hidalgo	8239.547992312595
458	Hidalgo	AtotonilcoelGrande	AtotonilcoelGrande, Hidalgo	7111.006139498169
459	Hidalgo	Calnali	Calnali, Hidalgo	12690.131218503508
460	Hidalgo	Cardonal	Cardonal, Hidalgo	5457.838311819036
461	Hidalgo	Chapantongo	Chapantongo, Hidalgo	5860.4766729786925
462	Hidalgo	Chapulhuacán	Chapulhuacán, Hidalgo	18477.057549365993
463	Hidalgo	Chilcuautla	Chilcuautla, Hidalgo	10647.197850951647
464	Hidalgo	CuautepecdeHinojosa	CuautepecdeHinojosa, Hidalgo	24227.058686971606
465	Hidalgo	ElArenal	ElArenal, Hidalgo	1771.8686951149182
466	Hidalgo	Eloxochitlán	Eloxochitlán, Hidalgo	4614.480307798687
467	Hidalgo	EmilianoZapata	EmilianoZapata, Hidalgo	9726.667508628618
468	Hidalgo	Epazoyucan	Epazoyucan, Hidalgo	5200.7064603187955
469	Hidalgo	FranciscoI.Madero	FranciscoI.Madero, Hidalgo	8621.326440841474
470	Hidalgo	HuascadeOcampo	HuascadeOcampo, Hidalgo	9670.936897576388
471	Hidalgo	Huautla	Huautla, Hidalgo	10467.564361873186
472	Hidalgo	Huazalingo	Huazalingo, Hidalgo	9060.6342016774
473	Hidalgo	Huehuetla	Huehuetla, Hidalgo	9721.35874577054
474	Hidalgo	HuejutladeReyes	HuejutladeReyes, Hidalgo	32322.752018847215
475	Hidalgo	Huichapan	Huichapan, Hidalgo	17928.107775914657
476	Hidalgo	Ixmiquilpan	Ixmiquilpan, Hidalgo	16742.530499036562
477	Hidalgo	JacaladeLedezma	JacaladeLedezma, Hidalgo	9554.469565639907
478	Hidalgo	Jaltocán	Jaltocán, Hidalgo	4225.109635707227
479	Hidalgo	JuárezHidalgo	JuárezHidalgo, Hidalgo	2702.3102201680395
480	Hidalgo	LaMisión	LaMisión, Hidalgo	8447.128311017375
481	Hidalgo	Lolotla	Lolotla, Hidalgo	6980.330620364496
482	Hidalgo	Metepec	Metepec, Hidalgo	6925.226173818366
483	Hidalgo	Metztitlán	Metztitlán, Hidalgo	21430.42564111138
484	Hidalgo	MineraldelaReforma	MineraldelaReforma, Hidalgo	14714.727881961335
485	Hidalgo	MineraldelChico	MineraldelChico, Hidalgo	7816.336222040245
486	Hidalgo	MineraldelMonte	MineraldelMonte, Hidalgo	2608.7714231630307
487	Hidalgo	MixquiahualadeJuárez	MixquiahualadeJuárez, Hidalgo	12621.851573466154
488	Hidalgo	MolangodeEscamilla	MolangodeEscamilla, Hidalgo	5341.39775648717
489	Hidalgo	NicolásFlores	NicolásFlores, Hidalgo	2956.2781405057917
490	Hidalgo	NopaladeVillagrán	NopaladeVillagrán, Hidalgo	12240.684834312971
491	Hidalgo	OmitlándeJuárez	OmitlándeJuárez, Hidalgo	3644.0891605613674
492	Hidalgo	PachucadeSoto	PachucadeSoto, Hidalgo	47873.074398512406
493	Hidalgo	Pacula	Pacula, Hidalgo	2782.0914219554425
494	Hidalgo	Pisaflores	Pisaflores, Hidalgo	15865.814561280404
495	Hidalgo	ProgresodeObregón	ProgresodeObregón, Hidalgo	3388.753810282381
496	Hidalgo	SanAgustínMetzquititlán	SanAgustínMetzquititlán, Hidalgo	5430.908157449268
497	Hidalgo	SanAgustínTlaxiaca	SanAgustínTlaxiaca, Hidalgo	23437.672811265813
498	Hidalgo	SanBartoloTutotepec	SanBartoloTutotepec, Hidalgo	9261.04923149782
499	Hidalgo	SanFelipeOrizatlán	SanFelipeOrizatlán, Hidalgo	12555.244030278931
500	Hidalgo	SanSalvador	SanSalvador, Hidalgo	12367.859430443219
501	Hidalgo	SantiagodeAnaya	SantiagodeAnaya, Hidalgo	2038.8406390663547
502	Hidalgo	SantiagoTulantepecdeLugoGuer	SantiagoTulantepecdeLugoGuer, Hidalgo	13725.487106387282
503	Hidalgo	Singuilucan	Singuilucan, Hidalgo	34404.77128694588
504	Hidalgo	Tasquillo	Tasquillo, Hidalgo	7489.424259704986
505	Hidalgo	Tecozautla	Tecozautla, Hidalgo	15702.9527995642
506	Hidalgo	TenangodeDoria	TenangodeDoria, Hidalgo	7451.766849467827
507	Hidalgo	Tepeapulco	Tepeapulco, Hidalgo	5986.377614256818
508	Hidalgo	TepehuacándeGuerrero	TepehuacándeGuerrero, Hidalgo	20064.55184821637
509	Hidalgo	TepejidelRíodeOcampo	TepejidelRíodeOcampo, Hidalgo	38771.057635716825
510	Hidalgo	Tepetitlán	Tepetitlán, Hidalgo	2455.0273836181127
511	Hidalgo	Tetepango	Tetepango, Hidalgo	2403.9062766361085
512	Hidalgo	TezontepecdeAldama	TezontepecdeAldama, Hidalgo	18052.01490389371
513	Hidalgo	Tianguistengo	Tianguistengo, Hidalgo	7887.172889184786
514	Hidalgo	Tizayuca	Tizayuca, Hidalgo	9251.388258389226
515	Hidalgo	Tlahuelilpan	Tlahuelilpan, Hidalgo	2094.672675302522
516	Hidalgo	Tlahuiltepa	Tlahuiltepa, Hidalgo	11290.367267463844
517	Hidalgo	Tlanalapa	Tlanalapa, Hidalgo	1446.5741327742867
518	Hidalgo	Tlanchinol	Tlanchinol, Hidalgo	24009.63255408174
519	Hidalgo	Tlaxcoapan	Tlaxcoapan, Hidalgo	3924.620143965786
520	Hidalgo	Tolcayuca	Tolcayuca, Hidalgo	4109.170251050391
521	Hidalgo	TuladeAllende	TuladeAllende, Hidalgo	36868.87215854889
522	Hidalgo	TulancingodeBravo	TulancingodeBravo, Hidalgo	18077.288342685522
523	Hidalgo	VilladeTezontepec	VilladeTezontepec, Hidalgo	8651.298536150041
524	Hidalgo	Xochiatipan	Xochiatipan, Hidalgo	7854.481008814632
525	Hidalgo	Xochicoatlán	Xochicoatlán, Hidalgo	7112.824916994586
526	Hidalgo	Yahualica	Yahualica, Hidalgo	10251.708017918705
527	Hidalgo	ZacualtipándeÁngeles	ZacualtipándeÁngeles, Hidalgo	8736.54630254991
528	Hidalgo	ZapotlándeJuárez	ZapotlándeJuárez, Hidalgo	20337.675257482042
529	Hidalgo	Zempoala	Zempoala, Hidalgo	27985.470742819998
530	Hidalgo	Zimapán	Zimapán, Hidalgo	15857.726069677019
531	Jalisco	Acatic	Acatic, Jalisco	11132.687004838353
532	Jalisco	AcatlándeJuárez	AcatlándeJuárez, Jalisco	9768.4745036092
533	Jalisco	AhualulcodeMercado	AhualulcodeMercado, Jalisco	5930.460466584328
534	Jalisco	Amacueca	Amacueca, Jalisco	4848.497489640058
535	Jalisco	Amatitán	Amatitán, Jalisco	1051.079960073185
536	Jalisco	Ameca	Ameca, Jalisco	24219.69059371204
537	Jalisco	Arandas	Arandas, Jalisco	17554.14028913443
538	Jalisco	AtemajacdeBrizuela	AtemajacdeBrizuela, Jalisco	4631.673092724007
539	Jalisco	Atengo	Atengo, Jalisco	2150.0351729417916
540	Jalisco	Atenguillo	Atenguillo, Jalisco	2643.0245649474655
541	Jalisco	AtotonilcoelAlto	AtotonilcoelAlto, Jalisco	17492.213588139435
542	Jalisco	Atoyac	Atoyac, Jalisco	5751.9718939603445
543	Jalisco	AutlándeNavarro	AutlándeNavarro, Jalisco	14232.256056555188
544	Jalisco	Ayotlán	Ayotlán, Jalisco	11121.046180576837
545	Jalisco	Ayutla	Ayutla, Jalisco	5727.835153347335
546	Jalisco	Bolaños	Bolaños, Jalisco	3799.374183139989
547	Jalisco	CaboCorrientes	CaboCorrientes, Jalisco	6596.953742128063
548	Jalisco	CañadasdeObregón	CañadasdeObregón, Jalisco	2159.155106882643
549	Jalisco	CasimiroCastillo	CasimiroCastillo, Jalisco	13142.797707811025
550	Jalisco	Chapala	Chapala, Jalisco	12280.967949209504
551	Jalisco	Chimaltitán	Chimaltitán, Jalisco	3229.4251248960886
552	Jalisco	Chiquilistlán	Chiquilistlán, Jalisco	4057.976159258754
553	Jalisco	Cihuatlán	Cihuatlán, Jalisco	12036.862296913594
554	Jalisco	Cocula	Cocula, Jalisco	8493.965304113497
555	Jalisco	Colotlán	Colotlán, Jalisco	5953.489015523711
556	Jalisco	ConcepcióndeBuenosAires	ConcepcióndeBuenosAires, Jalisco	2983.8072387618795
557	Jalisco	CuautitlándeGarcíaBarragán	CuautitlándeGarcíaBarragán, Jalisco	9367.071222019356
558	Jalisco	Cuautla	Cuautla, Jalisco	1511.8556349564246
559	Jalisco	Cuquío	Cuquío, Jalisco	6078.182368995309
560	Jalisco	Degollado	Degollado, Jalisco	7115.437802761973
561	Jalisco	Ejutla	Ejutla, Jalisco	1499.9896724868804
562	Jalisco	ElArenal	ElArenal, Jalisco	3505.0667435674522
563	Jalisco	ElGrullo	ElGrullo, Jalisco	2827.6082298895944
564	Jalisco	ElLimón	ElLimón, Jalisco	751.0700713011115
565	Jalisco	ElSalto	ElSalto, Jalisco	38284.77784821691
566	Jalisco	EncarnacióndeDíaz	EncarnacióndeDíaz, Jalisco	21439.94897196425
567	Jalisco	Etzatlán	Etzatlán, Jalisco	9946.50765132977
568	Jalisco	GómezFarías	GómezFarías, Jalisco	2964.6992844121564
569	Jalisco	Guachinango	Guachinango, Jalisco	6356.499260251228
570	Jalisco	Guadalajara	Guadalajara, Jalisco	100698.49039867232
571	Jalisco	Hostotipaquillo	Hostotipaquillo, Jalisco	5737.867422717817
572	Jalisco	Huejúcar	Huejúcar, Jalisco	2908.2180937374583
573	Jalisco	HuejuquillaelAlto	HuejuquillaelAlto, Jalisco	4436.895016654779
574	Jalisco	IxtlahuacándelosMembrillos	IxtlahuacándelosMembrillos, Jalisco	13500.439173460894
575	Jalisco	IxtlahuacándelRío	IxtlahuacándelRío, Jalisco	10502.825037787496
576	Jalisco	Jalostotitlán	Jalostotitlán, Jalisco	12940.789286129913
577	Jalisco	Jamay	Jamay, Jalisco	4238.510355576049
578	Jalisco	JesúsMaría	JesúsMaría, Jalisco	6051.122972619853
579	Jalisco	JilotlándelosDolores	JilotlándelosDolores, Jalisco	4941.395978032117
580	Jalisco	Jocotepec	Jocotepec, Jalisco	26617.55027635299
581	Jalisco	Juanacatlán	Juanacatlán, Jalisco	7438.247176308102
582	Jalisco	Juchitlán	Juchitlán, Jalisco	1557.6993925250645
583	Jalisco	LaBarca	LaBarca, Jalisco	15228.349001260334
584	Jalisco	LaHuerta	LaHuerta, Jalisco	14795.516008928267
585	Jalisco	LaManzanilladelaPaz	LaManzanilladelaPaz, Jalisco	1566.1659132465368
586	Jalisco	LagosdeMoreno	LagosdeMoreno, Jalisco	43116.06765175601
587	Jalisco	Magdalena	Magdalena, Jalisco	6078.011665938168
588	Jalisco	Mascota	Mascota, Jalisco	4749.304069901415
589	Jalisco	Mazamitla	Mazamitla, Jalisco	8225.160357807543
590	Jalisco	Mexticacán	Mexticacán, Jalisco	3198.882727448233
591	Jalisco	Mezquitic	Mezquitic, Jalisco	10726.258274556421
592	Jalisco	Mixtlán	Mixtlán, Jalisco	2322.1170513786997
593	Jalisco	Ocotlán	Ocotlán, Jalisco	13616.759338586058
594	Jalisco	OjuelosdeJalisco	OjuelosdeJalisco, Jalisco	11955.469184731912
595	Jalisco	Pihuamo	Pihuamo, Jalisco	3312.4912857756535
596	Jalisco	Poncitlán	Poncitlán, Jalisco	32474.379976411226
597	Jalisco	PuertoVallarta	PuertoVallarta, Jalisco	53592.337258361484
598	Jalisco	Quitupan	Quitupan, Jalisco	11460.467282578054
599	Jalisco	SanCristóbaldelaBarranca	SanCristóbaldelaBarranca, Jalisco	1356.780257311551
600	Jalisco	SanDiegodeAlejandría	SanDiegodeAlejandría, Jalisco	13147.988948817958
601	Jalisco	SanGabriel	SanGabriel, Jalisco	9407.077894446666
602	Jalisco	SanIgnacioCerroGordo	SanIgnacioCerroGordo, Jalisco	3216.073547239845
603	Jalisco	SanJuandelosLagos	SanJuandelosLagos, Jalisco	13975.113485105592
604	Jalisco	SanJuanitodeEscobedo	SanJuanitodeEscobedo, Jalisco	3307.552472742934
605	Jalisco	SanJulián	SanJulián, Jalisco	3417.4861804151674
606	Jalisco	SanMarcos	SanMarcos, Jalisco	1394.2598237647294
607	Jalisco	SanMartíndeBolaños	SanMartíndeBolaños, Jalisco	2377.9799917774317
608	Jalisco	SanMartínHidalgo	SanMartínHidalgo, Jalisco	14820.25973821695
609	Jalisco	SanMiguelelAlto	SanMiguelelAlto, Jalisco	12183.159257603984
610	Jalisco	SanPedroTlaquepaque	SanPedroTlaquepaque, Jalisco	176761.31267152028
611	Jalisco	SanSebastiándelOeste	SanSebastiándelOeste, Jalisco	4514.41807609962
612	Jalisco	SantaMaríadelosÁngeles	SantaMaríadelosÁngeles, Jalisco	1511.9903678210435
613	Jalisco	SantaMaríadelOro	SantaMaríadelOro, Jalisco	1644.6811410783966
614	Jalisco	Sayula	Sayula, Jalisco	3041.2421213375183
615	Jalisco	Tala	Tala, Jalisco	15658.887279672206
616	Jalisco	TalpadeAllende	TalpadeAllende, Jalisco	6147.118976191282
617	Jalisco	TamazuladeGordiano	TamazuladeGordiano, Jalisco	9624.397955900811
618	Jalisco	Tapalpa	Tapalpa, Jalisco	11859.542744669568
619	Jalisco	Tecalitlán	Tecalitlán, Jalisco	3028.406954424182
620	Jalisco	TechalutadeMontenegro	TechalutadeMontenegro, Jalisco	826.1533456654608
621	Jalisco	Tecolotlán	Tecolotlán, Jalisco	11272.559150588813
622	Jalisco	Tenamaxtlán	Tenamaxtlán, Jalisco	3870.685237181829
623	Jalisco	Teocaltiche	Teocaltiche, Jalisco	14084.840294976333
624	Jalisco	TeocuitatlándeCorona	TeocuitatlándeCorona, Jalisco	7344.349556627508
625	Jalisco	TepatitlándeMorelos	TepatitlándeMorelos, Jalisco	31954.610755507994
626	Jalisco	Tequila	Tequila, Jalisco	8621.886546383688
627	Jalisco	Teuchitlán	Teuchitlán, Jalisco	5638.418142746911
628	Jalisco	TizapánelAlto	TizapánelAlto, Jalisco	3947.864491403631
629	Jalisco	TlajomulcodeZúñiga	TlajomulcodeZúñiga, Jalisco	296194.3865794543
630	Jalisco	Tolimán	Tolimán, Jalisco	8587.271458544557
631	Jalisco	Tomatlán	Tomatlán, Jalisco	16063.464636187171
632	Jalisco	Tonalá	Tonalá, Jalisco	27686.967341155043
633	Jalisco	Tonaya	Tonaya, Jalisco	1813.9648657616306
634	Jalisco	Tonila	Tonila, Jalisco	1815.7803361837086
635	Jalisco	Totatiche	Totatiche, Jalisco	3118.3259055335884
636	Jalisco	Tototlán	Tototlán, Jalisco	5518.981976479711
637	Jalisco	Tuxcacuesco	Tuxcacuesco, Jalisco	5156.102380344574
638	Jalisco	Tuxcueca	Tuxcueca, Jalisco	5926.845633342062
639	Jalisco	Tuxpan	Tuxpan, Jalisco	23424.90194546078
640	Jalisco	UnióndeSanAntonio	UnióndeSanAntonio, Jalisco	20582.43982053151
641	Jalisco	UnióndeTula	UnióndeTula, Jalisco	5716.913726153937
642	Jalisco	ValledeGuadalupe	ValledeGuadalupe, Jalisco	3577.792620086818
643	Jalisco	ValledeJuárez	ValledeJuárez, Jalisco	2268.523714407529
644	Jalisco	VillaCorona	VillaCorona, Jalisco	10574.707190495656
645	Jalisco	VillaGuerrero	VillaGuerrero, Jalisco	2039.0419476686955
646	Jalisco	VillaHidalgo	VillaHidalgo, Jalisco	4751.0885658120305
647	Jalisco	VillaPurificación	VillaPurificación, Jalisco	4395.451013887705
648	Jalisco	YahualicadeGonzálezGallo	YahualicadeGonzálezGallo, Jalisco	6650.311951552967
649	Jalisco	ZacoalcodeTorres	ZacoalcodeTorres, Jalisco	15463.46256864469
650	Jalisco	Zapopan	Zapopan, Jalisco	267757.614351952
651	Jalisco	Zapotiltic	Zapotiltic, Jalisco	6031.2764518210915
652	Jalisco	ZapotitlándeVadillo	ZapotitlándeVadillo, Jalisco	1672.8918064414033
653	Jalisco	ZapotlándelRey	ZapotlándelRey, Jalisco	8587.814535886715
654	Jalisco	ZapotlánelGrande	ZapotlánelGrande, Jalisco	16829.445014175144
655	Jalisco	Zapotlanejo	Zapotlanejo, Jalisco	22390.509846368604
656	México	AcambaydeRuízCastañeda	AcambaydeRuízCastañeda, México	18158.828443430935
657	México	Acolman	Acolman, México	20535.278307408455
658	México	Aculco	Aculco, México	22294.415377622492
659	México	AlmoloyadeAlquisiras	AlmoloyadeAlquisiras, México	8257.81846695247
660	México	AlmoloyadeJuárez	AlmoloyadeJuárez, México	59774.30808738117
661	México	AlmoloyadelRío	AlmoloyadelRío, México	1340.0605003740068
662	México	Amanalco	Amanalco, México	13917.110209918068
663	México	Amatepec	Amatepec, México	13119.604203096756
664	México	Amecameca	Amecameca, México	4138.636053319619
665	México	Apaxco	Apaxco, México	1961.7394969978288
666	México	Atenco	Atenco, México	33840.43328642958
667	México	Atizapán	Atizapán, México	1428.6439925478971
668	México	AtizapándeZaragoza	AtizapándeZaragoza, México	110495.0293256763
669	México	Atlacomulco	Atlacomulco, México	20123.137158042806
670	México	Atlautla	Atlautla, México	5286.022149464293
671	México	Axapusco	Axapusco, México	15274.148501144464
672	México	Ayapango	Ayapango, México	3994.77799352474
673	México	Calimaya	Calimaya, México	41497.89651576501
674	México	Capulhuac	Capulhuac, México	2833.732871678689
675	México	Chalco	Chalco, México	42900.98707203441
676	México	ChapadeMota	ChapadeMota, México	15462.423989816563
677	México	Chapultepec	Chapultepec, México	3594.8454777589923
678	México	Chiautla	Chiautla, México	3091.0875886146914
679	México	Chicoloapan	Chicoloapan, México	9222.609246956088
680	México	Chiconcuac	Chiconcuac, México	1143.49521798972
681	México	Chimalhuacán	Chimalhuacán, México	36796.39394825568
682	México	CoacalcodeBerriozábal	CoacalcodeBerriozábal, México	46140.31100161831
683	México	CoatepecHarinas	CoatepecHarinas, México	15244.738609618544
684	México	Cocotitlán	Cocotitlán, México	4229.226238505547
685	México	Coyotepec	Coyotepec, México	7667.720213270772
686	México	Cuautitlán	Cuautitlán, México	11597.119173435494
687	México	CuautitlánIzcalli	CuautitlánIzcalli, México	74338.62888121579
688	México	DonatoGuerra	DonatoGuerra, México	12629.052780196718
689	México	EcatepecdeMorelos	EcatepecdeMorelos, México	160476.86002665095
690	México	Ecatzingo	Ecatzingo, México	2101.4734716849443
691	México	ElOro	ElOro, México	15362.56950527079
692	México	Huehuetoca	Huehuetoca, México	23148.58984757543
693	México	Hueypoxtla	Hueypoxtla, México	7520.055264593474
694	México	Huixquilucan	Huixquilucan, México	144506.46054834928
695	México	IsidroFabela	IsidroFabela, México	19798.751786260174
696	México	Ixtapaluca	Ixtapaluca, México	29152.150066434246
697	México	IxtapandelaSal	IxtapandelaSal, México	14260.138591662553
698	México	IxtapandelOro	IxtapandelOro, México	4988.821339701863
699	México	Ixtlahuaca	Ixtlahuaca, México	37207.61738412293
700	México	Jaltenco	Jaltenco, México	703.2248372579945
701	México	Jilotepec	Jilotepec, México	27518.544105807658
702	México	Jilotzingo	Jilotzingo, México	29124.195326207097
703	México	Jiquipilco	Jiquipilco, México	17188.359144413946
704	México	Jocotitlán	Jocotitlán, México	23887.52175254303
705	México	Joquicingo	Joquicingo, México	8954.759478660302
706	México	Juchitepec	Juchitepec, México	12483.023925135714
707	México	LaPaz	LaPaz, México	28128.64109916826
708	México	Lerma	Lerma, México	38800.66912171615
709	México	Luvianos	Luvianos, México	12481.389409854546
710	México	Malinalco	Malinalco, México	9255.44205932765
711	México	MelchorOcampo	MelchorOcampo, México	2601.735252616694
712	México	Metepec	Metepec, México	22008.11059553562
713	México	Mexicaltzingo	Mexicaltzingo, México	4950.220936784263
714	México	Morelos	Morelos, México	14416.103392166948
715	México	NaucalpandeJuárez	NaucalpandeJuárez, México	206433.8145767981
716	México	Nextlalpan	Nextlalpan, México	9400.756660144585
717	México	Nezahualcóyotl	Nezahualcóyotl, México	72755.85986119996
718	México	NicolásRomero	NicolásRomero, México	98950.14960952572
719	México	Nopaltepec	Nopaltepec, México	4607.48428571149
720	México	Ocoyoacac	Ocoyoacac, México	32704.857991698405
721	México	Ocuilan	Ocuilan, México	17559.217399222627
722	México	Otumba	Otumba, México	5853.448210655715
723	México	Otzoloapan	Otzoloapan, México	7272.135699202173
724	México	Otzolotepec	Otzolotepec, México	13187.175454433069
725	México	Ozumba	Ozumba, México	4698.945811827451
726	México	Papalotla	Papalotla, México	391.1413382856877
727	México	Polotitlán	Polotitlán, México	4550.15137697565
728	México	Rayón	Rayón, México	5699.796488599247
729	México	SanAntoniolaIsla	SanAntoniolaIsla, México	7384.238878801046
