	state	city	municipality	edgar_emission_2015(tons_CO2)
730	México	SanFelipedelProgreso	SanFelipedelProgreso, México	54133.986207064525
731	México	SanJosédelRincón	SanJosédelRincón, México	56808.45591436201
732	México	SanMartíndelasPirámides	SanMartíndelasPirámides, México	5697.6453542615045
733	México	SanMateoAtenco	SanMateoAtenco, México	3626.892854929007
734	México	SanSimóndeGuerrero	SanSimóndeGuerrero, México	5126.002327990026
735	México	SantoTomás	SantoTomás, México	3205.416257381524
736	México	SoyaniquilpandeJuárez	SoyaniquilpandeJuárez, México	4526.067053337371
737	México	Sultepec	Sultepec, México	18238.52713237079
738	México	Tecámac	Tecámac, México	35293.19253931116
739	México	Tejupilco	Tejupilco, México	27307.665058291106
740	México	Temamatla	Temamatla, México	10527.372701584864
741	México	Temascalapa	Temascalapa, México	10859.177312872689
742	México	Temascalcingo	Temascalcingo, México	26885.488992186303
743	México	Temascaltepec	Temascaltepec, México	20608.78878672246
744	México	Temoaya	Temoaya, México	17638.719961714174
745	México	Tenancingo	Tenancingo, México	14047.905178036328
746	México	TenangodelAire	TenangodelAire, México	7525.070516746142
747	México	TenangodelValle	TenangodelValle, México	33420.17666886113
748	México	Teoloyucan	Teoloyucan, México	5762.15676927799
749	México	Teotihuacán	Teotihuacán, México	6438.918191664848
750	México	Tepetlaoxtoc	Tepetlaoxtoc, México	7215.432418331686
751	México	Tepetlixpa	Tepetlixpa, México	4309.644996954694
752	México	Tepotzotlán	Tepotzotlán, México	38451.60330516139
753	México	Tequixquiac	Tequixquiac, México	9737.091142456633
754	México	Texcaltitlán	Texcaltitlán, México	6269.315616338649
755	México	Texcalyacac	Texcalyacac, México	6201.976450626408
756	México	Texcoco	Texcoco, México	64935.665755645176
757	México	Tezoyuca	Tezoyuca, México	4214.71377310598
758	México	Tianguistenco	Tianguistenco, México	14154.778719163483
759	México	Timilpan	Timilpan, México	9527.641918775298
760	México	Tlalmanalco	Tlalmanalco, México	3314.119792163432
761	México	TlalnepantladeBaz	TlalnepantladeBaz, México	123445.28090637538
762	México	Tlatlaya	Tlatlaya, México	18695.786610814834
763	México	Toluca	Toluca, México	157245.8005183462
764	México	Tonanitla	Tonanitla, México	1482.3691691264137
765	México	Tonatico	Tonatico, México	4382.468439939402
766	México	Tultepec	Tultepec, México	5128.3312473278365
767	México	Tultitlán	Tultitlán, México	70076.66402476796
768	México	ValledeBravo	ValledeBravo, México	27838.998761606075
769	México	ValledeChalcoSolidaridad	ValledeChalcoSolidaridad, México	40519.756554403
770	México	VilladeAllende	VilladeAllende, México	29520.598368724477
771	México	VilladelCarbón	VilladelCarbón, México	14147.50660797055
772	México	VillaGuerrero	VillaGuerrero, México	20974.893135396153
773	México	VillaVictoria	VillaVictoria, México	50453.59585341762
774	México	Xalatlaco	Xalatlaco, México	16269.634578410902
775	México	Xonacatlán	Xonacatlán, México	5702.145583257262
776	México	Zacazonapan	Zacazonapan, México	3155.768276399186
777	México	Zacualpan	Zacualpan, México	13017.011665317334
778	México	Zinacantepec	Zinacantepec, México	80301.71210144844
779	México	Zumpahuacán	Zumpahuacán, México	11870.5894415508
780	México	Zumpango	Zumpango, México	37411.42523140646
781	Michoacán	Acuitzio	Acuitzio, Michoacán	4253.0465324739835
782	Michoacán	Aguililla	Aguililla, Michoacán	8637.745511448436
783	Michoacán	ÁlvaroObregón	ÁlvaroObregón, Michoacán	6248.294909326166
784	Michoacán	Angamacutiro	Angamacutiro, Michoacán	9193.55093987057
785	Michoacán	Angangueo	Angangueo, Michoacán	2496.3468374327767
786	Michoacán	Apatzingán	Apatzingán, Michoacán	40421.79745709554
787	Michoacán	Aporo	Aporo, Michoacán	2412.36105020015
788	Michoacán	Aquila	Aquila, Michoacán	12844.8541466504
789	Michoacán	Ario	Ario, Michoacán	15991.50347464289
790	Michoacán	Arteaga	Arteaga, Michoacán	8906.041351185995
791	Michoacán	Briseñas	Briseñas, Michoacán	4181.450634856656
792	Michoacán	Buenavista	Buenavista, Michoacán	16564.530212321388
793	Michoacán	Carácuaro	Carácuaro, Michoacán	4006.725066024128
794	Michoacán	Charapan	Charapan, Michoacán	6150.178776755407
795	Michoacán	Charo	Charo, Michoacán	9952.787501906181
796	Michoacán	Chavinda	Chavinda, Michoacán	8030.42463657292
797	Michoacán	Cherán	Cherán, Michoacán	3291.7663509831614
798	Michoacán	Chilchota	Chilchota, Michoacán	9694.194599105364
799	Michoacán	Chinicuila	Chinicuila, Michoacán	2704.308499739491
800	Michoacán	Chucándiro	Chucándiro, Michoacán	4742.737059579799
801	Michoacán	Churintzio	Churintzio, Michoacán	6201.0247701495955
802	Michoacán	Churumuco	Churumuco, Michoacán	4843.469082521283
803	Michoacán	Coahuayana	Coahuayana, Michoacán	4152.437393116899
804	Michoacán	CoalcomándeVázquezPallares	CoalcomándeVázquezPallares, Michoacán	6594.121203898304
805	Michoacán	Coeneo	Coeneo, Michoacán	11286.037914864619
806	Michoacán	CojumatlándeRégules	CojumatlándeRégules, Michoacán	2602.2699361620384
807	Michoacán	Contepec	Contepec, Michoacán	19548.669566450957
808	Michoacán	Copándaro	Copándaro, Michoacán	5254.883900778183
809	Michoacán	Cotija	Cotija, Michoacán	7571.930082717978
810	Michoacán	Cuitzeo	Cuitzeo, Michoacán	8503.392078458566
811	Michoacán	Ecuandureo	Ecuandureo, Michoacán	7185.2335279047775
812	Michoacán	EpitacioHuerta	EpitacioHuerta, Michoacán	11097.692170833547
813	Michoacán	Erongarícuaro	Erongarícuaro, Michoacán	8791.275574068033
814	Michoacán	GabrielZamora	GabrielZamora, Michoacán	7988.8715061586245
815	Michoacán	Hidalgo	Hidalgo, Michoacán	43075.82891341647
816	Michoacán	Huandacareo	Huandacareo, Michoacán	3011.6213109587106
817	Michoacán	Huaniqueo	Huaniqueo, Michoacán	2652.646998338818
818	Michoacán	Huetamo	Huetamo, Michoacán	13579.947448831601
819	Michoacán	Huiramba	Huiramba, Michoacán	4108.755715994205
820	Michoacán	Indaparapeo	Indaparapeo, Michoacán	8985.07907956882
821	Michoacán	Irimbo	Irimbo, Michoacán	7717.445851773073
822	Michoacán	Ixtlán	Ixtlán, Michoacán	3371.3529391682614
823	Michoacán	Jacona	Jacona, Michoacán	17189.47410486817
824	Michoacán	Jiménez	Jiménez, Michoacán	6087.558393879916
825	Michoacán	Jiquilpan	Jiquilpan, Michoacán	17201.290904746384
826	Michoacán	JoséSixtoVerduzco	JoséSixtoVerduzco, Michoacán	13126.531603738124
827	Michoacán	Juárez	Juárez, Michoacán	6016.82361356238
828	Michoacán	Jungapeo	Jungapeo, Michoacán	13690.129638491904
829	Michoacán	LaHuacana	LaHuacana, Michoacán	15891.279643815915
830	Michoacán	LaPiedad	LaPiedad, Michoacán	26336.242572058887
831	Michoacán	Lagunillas	Lagunillas, Michoacán	4933.374712223149
832	Michoacán	LázaroCárdenas	LázaroCárdenas, Michoacán	41069.9945646258
833	Michoacán	LosReyes	LosReyes, Michoacán	13278.29932870841
834	Michoacán	Madero	Madero, Michoacán	6812.794560849501
835	Michoacán	Maravatío	Maravatío, Michoacán	31914.723968232174
836	Michoacán	MarcosCastellanos	MarcosCastellanos, Michoacán	3771.4353799195023
837	Michoacán	Morelia	Morelia, Michoacán	173196.28395175104
838	Michoacán	Morelos	Morelos, Michoacán	3678.686803299794
839	Michoacán	Múgica	Múgica, Michoacán	11544.404760680532
840	Michoacán	Nahuatzen	Nahuatzen, Michoacán	5188.828061198134
841	Michoacán	Nocupétaro	Nocupétaro, Michoacán	5643.710777966102
842	Michoacán	NuevoParangaricutiro	NuevoParangaricutiro, Michoacán	19921.551412562723
843	Michoacán	NuevoUrecho	NuevoUrecho, Michoacán	5712.915390016688
844	Michoacán	Numarán	Numarán, Michoacán	3873.4749462833497
845	Michoacán	Ocampo	Ocampo, Michoacán	5252.767299253582
846	Michoacán	Pajacuarán	Pajacuarán, Michoacán	8302.183076848643
847	Michoacán	Panindícuaro	Panindícuaro, Michoacán	7703.208468619136
848	Michoacán	Paracho	Paracho, Michoacán	8837.922614945819
849	Michoacán	Parácuaro	Parácuaro, Michoacán	10176.782197434834
850	Michoacán	Pátzcuaro	Pátzcuaro, Michoacán	31769.82631964436
851	Michoacán	Penjamillo	Penjamillo, Michoacán	10904.470856003078
852	Michoacán	Peribán	Peribán, Michoacán	22015.603891961833
853	Michoacán	Purépero	Purépero, Michoacán	2757.401093647743
854	Michoacán	Puruándiro	Puruándiro, Michoacán	27382.34588192507
855	Michoacán	Queréndaro	Queréndaro, Michoacán	7198.852199998311
856	Michoacán	Quiroga	Quiroga, Michoacán	2948.412649736363
857	Michoacán	Sahuayo	Sahuayo, Michoacán	7917.158217287804
858	Michoacán	SalvadorEscalante	SalvadorEscalante, Michoacán	19418.130110196227
859	Michoacán	SanLucas	SanLucas, Michoacán	5733.63011498148
860	Michoacán	SantaAnaMaya	SantaAnaMaya, Michoacán	3083.5378142897302
861	Michoacán	Senguio	Senguio, Michoacán	13221.37498955386
862	Michoacán	Susupuato	Susupuato, Michoacán	6361.35510052878
863	Michoacán	Tacámbaro	Tacámbaro, Michoacán	23586.648033096357
864	Michoacán	Tancítaro	Tancítaro, Michoacán	10620.23340975357
865	Michoacán	Tangamandapio	Tangamandapio, Michoacán	19365.004828739202
866	Michoacán	Tangancícuaro	Tangancícuaro, Michoacán	21573.639062799917
867	Michoacán	Tanhuato	Tanhuato, Michoacán	9448.657388769707
868	Michoacán	Taretan	Taretan, Michoacán	4762.917871318381
869	Michoacán	Tarímbaro	Tarímbaro, Michoacán	16508.25414316198
870	Michoacán	Tepalcatepec	Tepalcatepec, Michoacán	10641.580311059548
871	Michoacán	Tingambato	Tingambato, Michoacán	5527.551082541485
872	Michoacán	Tingüindín	Tingüindín, Michoacán	5358.288651206985
873	Michoacán	TiquicheodeNicolásRomero	TiquicheodeNicolásRomero, Michoacán	8799.251852914147
874	Michoacán	Tlalpujahua	Tlalpujahua, Michoacán	15033.313046403371
875	Michoacán	Tlazazalca	Tlazazalca, Michoacán	2133.218318668663
876	Michoacán	Tocumbo	Tocumbo, Michoacán	10284.242306558905
877	Michoacán	Tumbiscatío	Tumbiscatío, Michoacán	4295.577729855271
878	Michoacán	Turicato	Turicato, Michoacán	17044.321280780845
879	Michoacán	Tuxpan	Tuxpan, Michoacán	12846.384117070553
880	Michoacán	Tuzantla	Tuzantla, Michoacán	15048.580668952354
881	Michoacán	Tzintzuntzan	Tzintzuntzan, Michoacán	7862.163312799271
882	Michoacán	Tzitzio	Tzitzio, Michoacán	5359.841648663744
883	Michoacán	Uruapan	Uruapan, Michoacán	75854.77501756354
884	Michoacán	VenustianoCarranza	VenustianoCarranza, Michoacán	12285.912887492641
885	Michoacán	Villamar	Villamar, Michoacán	11689.13819651742
886	Michoacán	VistaHermosa	VistaHermosa, Michoacán	5449.853164572387
887	Michoacán	Yurécuaro	Yurécuaro, Michoacán	8569.068080109151
888	Michoacán	Zacapu	Zacapu, Michoacán	19387.520856221345
889	Michoacán	Zamora	Zamora, Michoacán	18310.55224645964
890	Michoacán	Zináparo	Zináparo, Michoacán	4427.9073712655745
891	Michoacán	Zinapécuaro	Zinapécuaro, Michoacán	15451.112638007557
892	Michoacán	Ziracuaretiro	Ziracuaretiro, Michoacán	4441.45213707808
893	Michoacán	Zitácuaro	Zitácuaro, Michoacán	55437.286625683526
894	Morelos	Amacuzac	Amacuzac, Morelos	8923.04991871724
895	Morelos	Atlatlahucan	Atlatlahucan, Morelos	6714.077655423398
896	Morelos	Axochiapan	Axochiapan, Morelos	6882.623262048298
897	Morelos	Ayala	Ayala, Morelos	50110.00824095846
898	Morelos	CoatlándelRío	CoatlándelRío, Morelos	4091.2963784667595
899	Morelos	Cuautla	Cuautla, Morelos	18308.65146385471
900	Morelos	Cuernavaca	Cuernavaca, Morelos	54883.59368713565
901	Morelos	EmilianoZapata	EmilianoZapata, Morelos	19021.13891863818
902	Morelos	Huitzilac	Huitzilac, Morelos	5638.819269479343
903	Morelos	Jantetelco	Jantetelco, Morelos	5260.002935986391
904	Morelos	Jiutepec	Jiutepec, Morelos	14479.467531486041
905	Morelos	Jojutla	Jojutla, Morelos	19663.525758860967
906	Morelos	Jonacatepec	Jonacatepec, Morelos	5186.098667465099
907	Morelos	Mazatepec	Mazatepec, Morelos	4645.036848880566
908	Morelos	Miacatlán	Miacatlán, Morelos	26958.92791995034
909	Morelos	Ocuituco	Ocuituco, Morelos	7182.534062200396
910	Morelos	PuentedeIxtla	PuentedeIxtla, Morelos	22885.198651105806
911	Morelos	Temixco	Temixco, Morelos	38062.40794323437
912	Morelos	Temoac	Temoac, Morelos	2594.891585248959
913	Morelos	Tepalcingo	Tepalcingo, Morelos	16503.66799068596
914	Morelos	Tepoztlán	Tepoztlán, Morelos	9782.79775940951
915	Morelos	Tetecala	Tetecala, Morelos	5418.598452402282
916	Morelos	TeteladelVolcán	TeteladelVolcán, Morelos	1542.7334920650273
917	Morelos	Tlalnepantla	Tlalnepantla, Morelos	3863.9104550837737
918	Morelos	TlaltizapándeZapata	TlaltizapándeZapata, Morelos	15256.331458646062
919	Morelos	Tlaquiltenango	Tlaquiltenango, Morelos	10011.170723389487
920	Morelos	Tlayacapan	Tlayacapan, Morelos	3967.188616207355
921	Morelos	Totolapan	Totolapan, Morelos	5083.8937968799855
922	Morelos	Xochitepec	Xochitepec, Morelos	20371.077668612666
923	Morelos	Yautepec	Yautepec, Morelos	21078.46356960442
924	Morelos	Yecapixtla	Yecapixtla, Morelos	14039.137473138137
925	Morelos	Zacatepec	Zacatepec, Morelos	3299.860465470162
926	Morelos	Zacualpan	Zacualpan, Morelos	3689.0093797164054
927	Nayarit	Acaponeta	Acaponeta, Nayarit	10782.323998568741
928	Nayarit	Ahuacatlán	Ahuacatlán, Nayarit	6599.489211550844
929	Nayarit	AmatlándeCañas	AmatlándeCañas, Nayarit	3077.7383710287354
930	Nayarit	BahíadeBanderas	BahíadeBanderas, Nayarit	45864.075767983224
931	Nayarit	Compostela	Compostela, Nayarit	22911.743182667553
932	Nayarit	DelNayar	DelNayar, Nayarit	17967.168283056202
933	Nayarit	Huajicori	Huajicori, Nayarit	5681.692348608856
934	Nayarit	IxtlándelRío	IxtlándelRío, Nayarit	5768.6691963608
935	Nayarit	Jala	Jala, Nayarit	2820.374787863433
936	Nayarit	LaYesca	LaYesca, Nayarit	10265.7693874924
937	Nayarit	Rosamorada	Rosamorada, Nayarit	15159.388926158801
938	Nayarit	Ruíz	Ruíz, Nayarit	4911.715770902523
939	Nayarit	SanBlas	SanBlas, Nayarit	29052.68165114799
940	Nayarit	SanPedroLagunillas	SanPedroLagunillas, Nayarit	8085.604150445476
941	Nayarit	SantaMaríadelOro	SantaMaríadelOro, Nayarit	8260.896857599868
942	Nayarit	SantiagoIxcuintla	SantiagoIxcuintla, Nayarit	43090.64881187942
943	Nayarit	Tecuala	Tecuala, Nayarit	21231.28151296079
944	Nayarit	Tepic	Tepic, Nayarit	43570.366912105776
945	Nayarit	Tuxpan	Tuxpan, Nayarit	9230.322835244211
946	Nayarit	Xalisco	Xalisco, Nayarit	57346.397818139965
947	NuevoLeón	Abasolo	Abasolo, NuevoLeón	2098.4400098985525
948	NuevoLeón	Agualeguas	Agualeguas, NuevoLeón	1776.3436863187867
949	NuevoLeón	Allende	Allende, NuevoLeón	4937.415081940864
950	NuevoLeón	Anáhuac	Anáhuac, NuevoLeón	2826.635284705265
951	NuevoLeón	Apodaca	Apodaca, NuevoLeón	71469.09600520381
952	NuevoLeón	Aramberri	Aramberri, NuevoLeón	8597.805121497173
953	NuevoLeón	Bustamante	Bustamante, NuevoLeón	2672.3892436478814
954	NuevoLeón	CadereytaJiménez	CadereytaJiménez, NuevoLeón	23890.63252949268
955	NuevoLeón	Cerralvo	Cerralvo, NuevoLeón	2463.407773769991
956	NuevoLeón	China	China, NuevoLeón	4358.140635665355
957	NuevoLeón	CiénegadeFlores	CiénegadeFlores, NuevoLeón	14527.541874782622
958	NuevoLeón	DoctorArroyo	DoctorArroyo, NuevoLeón	15784.95851913437
959	NuevoLeón	DoctorCoss	DoctorCoss, NuevoLeón	1114.5793176053774
960	NuevoLeón	DoctorGonzález	DoctorGonzález, NuevoLeón	1069.1751735378764
961	NuevoLeón	ElCarmen	ElCarmen, NuevoLeón	5929.632802967907
962	NuevoLeón	Galeana	Galeana, NuevoLeón	22029.575293750775
963	NuevoLeón	García	García, NuevoLeón	79522.45505194317
964	NuevoLeón	GeneralBravo	GeneralBravo, NuevoLeón	1545.0444497123115
965	NuevoLeón	GeneralEscobedo	GeneralEscobedo, NuevoLeón	38789.74004563774
966	NuevoLeón	GeneralTerán	GeneralTerán, NuevoLeón	3966.6312709893514
967	NuevoLeón	GeneralTreviño	GeneralTreviño, NuevoLeón	525.4450124572525
968	NuevoLeón	GeneralZaragoza	GeneralZaragoza, NuevoLeón	3479.625467726868
969	NuevoLeón	GeneralZuazua	GeneralZuazua, NuevoLeón	26849.309696103282
970	NuevoLeón	Guadalupe	Guadalupe, NuevoLeón	79949.38065713155
971	NuevoLeón	Hidalgo	Hidalgo, NuevoLeón	2317.4345497502404
972	NuevoLeón	Higueras	Higueras, NuevoLeón	113.92267672356081
973	NuevoLeón	Hualahuises	Hualahuises, NuevoLeón	1253.2981397349436
974	NuevoLeón	Iturbide	Iturbide, NuevoLeón	1043.896830873264
975	NuevoLeón	Juárez	Juárez, NuevoLeón	80188.19949894764
976	NuevoLeón	LampazosdeNaranjo	LampazosdeNaranjo, NuevoLeón	2102.288365924772
977	NuevoLeón	Linares	Linares, NuevoLeón	21651.671598609264
978	NuevoLeón	LosAldamas	LosAldamas, NuevoLeón	918.7175148293884
979	NuevoLeón	LosHerreras	LosHerreras, NuevoLeón	973.8259837137185
980	NuevoLeón	LosRamones	LosRamones, NuevoLeón	1505.390524154262
981	NuevoLeón	Marín	Marín, NuevoLeón	1529.0496321074193
982	NuevoLeón	MelchorOcampo	MelchorOcampo, NuevoLeón	60.9948890620137
983	NuevoLeón	MieryNoriega	MieryNoriega, NuevoLeón	3241.0990349544154
984	NuevoLeón	Mina	Mina, NuevoLeón	4641.236336754406
985	NuevoLeón	Montemorelos	Montemorelos, NuevoLeón	22450.59693221289
986	NuevoLeón	Monterrey	Monterrey, NuevoLeón	267634.2251711618
987	NuevoLeón	Parás	Parás, NuevoLeón	497.7695480038987
988	NuevoLeón	Pesquería	Pesquería, NuevoLeón	5344.293378155933
989	NuevoLeón	Rayones	Rayones, NuevoLeón	1609.1438699050273
990	NuevoLeón	SabinasHidalgo	SabinasHidalgo, NuevoLeón	5394.040755696941
991	NuevoLeón	SalinasVictoria	SalinasVictoria, NuevoLeón	7397.223483666799
992	NuevoLeón	SanNicolásdelosGarza	SanNicolásdelosGarza, NuevoLeón	51867.99033940276
993	NuevoLeón	SanPedroGarzaGarcía	SanPedroGarzaGarcía, NuevoLeón	61452.41769238506
994	NuevoLeón	SantaCatarina	SantaCatarina, NuevoLeón	187166.84648280495
995	NuevoLeón	Santiago	Santiago, NuevoLeón	17083.464588100105
996	NuevoLeón	Vallecillo	Vallecillo, NuevoLeón	908.9890490025113
997	NuevoLeón	Villaldama	Villaldama, NuevoLeón	3373.8361317236263
998	Oaxaca	Abejones	Abejones, Oaxaca	1186.6978179587893
999	Oaxaca	AcatlándePérezFigueroa	AcatlándePérezFigueroa, Oaxaca	25237.149322800422
1000	Oaxaca	ÁnimasTrujano	ÁnimasTrujano, Oaxaca	447.72366416234684
1001	Oaxaca	AsunciónCacalotepec	AsunciónCacalotepec, Oaxaca	1753.8792942930909
1002	Oaxaca	AsunciónCuyotepeji	AsunciónCuyotepeji, Oaxaca	598.3588509439489
1003	Oaxaca	AsunciónIxtaltepec	AsunciónIxtaltepec, Oaxaca	7315.710400560188
1004	Oaxaca	AsunciónNochixtlán	AsunciónNochixtlán, Oaxaca	2649.973511240804
1005	Oaxaca	AsunciónOcotlán	AsunciónOcotlán, Oaxaca	236.3331455987251
1006	Oaxaca	AsunciónTlacolulita	AsunciónTlacolulita, Oaxaca	694.0078981388629
1007	Oaxaca	AyoquezcodeAldama	AyoquezcodeAldama, Oaxaca	4819.490551565333
1008	Oaxaca	Ayotzintepec	Ayotzintepec, Oaxaca	1399.6503787988386
1009	Oaxaca	Calihualá	Calihualá, Oaxaca	797.054256832517
1010	Oaxaca	CandelariaLoxicha	CandelariaLoxicha, Oaxaca	5053.659324598149
1011	Oaxaca	CapulálpamdeMéndez	CapulálpamdeMéndez, Oaxaca	544.0142464755114
1012	Oaxaca	Chahuites	Chahuites, Oaxaca	332.05203935808686
1013	Oaxaca	ChalcatongodeHidalgo	ChalcatongodeHidalgo, Oaxaca	3073.5635760469695
1014	Oaxaca	ChiquihuitlándeBenitoJuárez	ChiquihuitlándeBenitoJuárez, Oaxaca	993.3869683834903
1015	Oaxaca	CiénegadeZimatlán	CiénegadeZimatlán, Oaxaca	1342.373194585535
1016	Oaxaca	CiudadIxtepec	CiudadIxtepec, Oaxaca	3610.2114390005295
1017	Oaxaca	CoatecasAltas	CoatecasAltas, Oaxaca	2519.1319016241678
1018	Oaxaca	CoicoyándelasFlores	CoicoyándelasFlores, Oaxaca	2080.778725965424
1019	Oaxaca	ConcepciónBuenavista	ConcepciónBuenavista, Oaxaca	206.74216101046267
1020	Oaxaca	ConcepciónPápalo	ConcepciónPápalo, Oaxaca	4082.87766587242
1021	Oaxaca	ConstanciadelRosario	ConstanciadelRosario, Oaxaca	1582.2442714634033
1022	Oaxaca	Cosolapa	Cosolapa, Oaxaca	4364.05064393852
1023	Oaxaca	Cosoltepec	Cosoltepec, Oaxaca	551.674156245081
1024	Oaxaca	CuilápamdeGuerrero	CuilápamdeGuerrero, Oaxaca	32007.36535098466
1025	Oaxaca	CuyamecalcoVilladeZaragoza	CuyamecalcoVilladeZaragoza, Oaxaca	2567.0829338198205
1026	Oaxaca	ElBarriodelaSoledad	ElBarriodelaSoledad, Oaxaca	6868.520514489943
1027	Oaxaca	ElEspinal	ElEspinal, Oaxaca	2931.381630338042
1028	Oaxaca	EloxochitlándeFloresMagón	EloxochitlándeFloresMagón, Oaxaca	1828.5088264187473
1029	Oaxaca	FresnillodeTrujano	FresnillodeTrujano, Oaxaca	935.0319974592821
1030	Oaxaca	GuadalupedeRamírez	GuadalupedeRamírez, Oaxaca	830.0993641746467
1031	Oaxaca	GuadalupeEtla	GuadalupeEtla, Oaxaca	97.87281180773115
1032	Oaxaca	GuelataodeJuárez	GuelataodeJuárez, Oaxaca	116.46714307929375
1033	Oaxaca	GueveadeHumboldt	GueveadeHumboldt, Oaxaca	1821.1145810897656
1034	Oaxaca	HeroicaCiudaddeEjutladeCres	HeroicaCiudaddeEjutladeCres, Oaxaca	8930.939694626479
1035	Oaxaca	HeroicaCiudaddeHuajuapandeL	HeroicaCiudaddeHuajuapandeL, Oaxaca	13923.411308379773
1036	Oaxaca	HeroicaCiudaddeJuchitándeZa	HeroicaCiudaddeJuchitándeZa, Oaxaca	11594.589106853513
1037	Oaxaca	HeroicaCiudaddeTlaxiaco	HeroicaCiudaddeTlaxiaco, Oaxaca	10883.778055808587
1038	Oaxaca	HeroicaVillaTezoatlándeSegur	HeroicaVillaTezoatlándeSegur, Oaxaca	9191.839610565436
1039	Oaxaca	Huautepec	Huautepec, Oaxaca	3211.895810836744
1040	Oaxaca	HuautladeJiménez	HuautladeJiménez, Oaxaca	8672.803744530565
1041	Oaxaca	IxpantepecNieves	IxpantepecNieves, Oaxaca	446.4744185124913
1042	Oaxaca	IxtlándeJuárez	IxtlándeJuárez, Oaxaca	6920.661784964961
1043	Oaxaca	LaCompañía	LaCompañía, Oaxaca	3628.7335239669874
1044	Oaxaca	LaPe	LaPe, Oaxaca	863.1039887654662
1045	Oaxaca	LaReforma	LaReforma, Oaxaca	1988.5119832654996
1046	Oaxaca	LaTrinidadVistaHermosa	LaTrinidadVistaHermosa, Oaxaca	106.93062326708457
1047	Oaxaca	LomaBonita	LomaBonita, Oaxaca	11864.743492299494
1048	Oaxaca	MagdalenaApasco	MagdalenaApasco, Oaxaca	349.4998901413678
1049	Oaxaca	MagdalenaJaltepec	MagdalenaJaltepec, Oaxaca	2068.097037255524
1050	Oaxaca	MagdalenaMixtepec	MagdalenaMixtepec, Oaxaca	400.9731115678641
1051	Oaxaca	MagdalenaOcotlán	MagdalenaOcotlán, Oaxaca	907.780164916593
1052	Oaxaca	MagdalenaPeñasco	MagdalenaPeñasco, Oaxaca	1153.1380430721279
1053	Oaxaca	MagdalenaTeitipac	MagdalenaTeitipac, Oaxaca	2582.8050219374068
1054	Oaxaca	MagdalenaTequisistlán	MagdalenaTequisistlán, Oaxaca	4364.172170285177
1055	Oaxaca	MagdalenaTlacotepec	MagdalenaTlacotepec, Oaxaca	3221.63402091852
1056	Oaxaca	MagdalenaYodoconodePorfirioD	MagdalenaYodoconodePorfirioD, Oaxaca	492.1463238350551
1057	Oaxaca	MagdalenaZahuatlán	MagdalenaZahuatlán, Oaxaca	232.8065385184742
1058	Oaxaca	MariscaladeJuárez	MariscaladeJuárez, Oaxaca	3770.6954978749504
1059	Oaxaca	MártiresdeTacubaya	MártiresdeTacubaya, Oaxaca	1411.2724441402095
1060	Oaxaca	MatíasRomeroAvendaño	MatíasRomeroAvendaño, Oaxaca	11692.83781685489
1061	Oaxaca	MazatlánVilladeFlores	MazatlánVilladeFlores, Oaxaca	11243.704248284892
1062	Oaxaca	MesonesHidalgo	MesonesHidalgo, Oaxaca	4404.756650794255
1063	Oaxaca	MiahuatlándePorfirioDíaz	MiahuatlándePorfirioDíaz, Oaxaca	14800.725628775885
1064	Oaxaca	MixistlándelaReforma	MixistlándelaReforma, Oaxaca	1219.3242366526758
1065	Oaxaca	Monjas	Monjas, Oaxaca	355.89052813133515
1066	Oaxaca	Natividad	Natividad, Oaxaca	27.418006639791844
1067	Oaxaca	NazarenoEtla	NazarenoEtla, Oaxaca	101.15580453225101
1068	Oaxaca	NejapadeMadero	NejapadeMadero, Oaxaca	3599.717536466855
1069	Oaxaca	NuevoZoquiápam	NuevoZoquiápam, Oaxaca	742.376086559183
1070	Oaxaca	OaxacadeJuárez	OaxacadeJuárez, Oaxaca	4009.6366875537597
1071	Oaxaca	OcotlándeMorelos	OcotlándeMorelos, Oaxaca	5208.483612596999
1072	Oaxaca	PinotepadeDonLuis	PinotepadeDonLuis, Oaxaca	3374.750837649697
1073	Oaxaca	PlumaHidalgo	PlumaHidalgo, Oaxaca	1233.1328530667743
1074	Oaxaca	PutlaVilladeGuerrero	PutlaVilladeGuerrero, Oaxaca	13652.619761816133
1075	Oaxaca	ReformadePineda	ReformadePineda, Oaxaca	457.8038887436982
1076	Oaxaca	ReyesEtla	ReyesEtla, Oaxaca	277.4491771824916
1077	Oaxaca	RojasdeCuauhtémoc	RojasdeCuauhtémoc, Oaxaca	846.4611569749186
1078	Oaxaca	SalinaCruz	SalinaCruz, Oaxaca	12374.880238798407
1079	Oaxaca	SanAgustínAmatengo	SanAgustínAmatengo, Oaxaca	1777.0751684112354
1080	Oaxaca	SanAgustínAtenango	SanAgustínAtenango, Oaxaca	2472.271377492598
1081	Oaxaca	SanAgustínChayuco	SanAgustínChayuco, Oaxaca	1876.9015423176127
1082	Oaxaca	SanAgustíndelasJuntas	SanAgustíndelasJuntas, Oaxaca	3856.869514817225
1083	Oaxaca	SanAgustínEtla	SanAgustínEtla, Oaxaca	628.7953058529454
1084	Oaxaca	SanAgustínLoxicha	SanAgustínLoxicha, Oaxaca	6737.402014429205
1085	Oaxaca	SanAgustínTlacotepec	SanAgustínTlacotepec, Oaxaca	242.54856019270528
1086	Oaxaca	SanAgustínYatareni	SanAgustínYatareni, Oaxaca	45.608181224574416
