	region_encoded	total_area_ghs	nres_area_ghs	res_area_ghs	avgPOP2015	sumPOP2015	boundary_area	sum_population_density	cluster
802	1	5048036.0	45501.0	5002535.0	337.94060529141353	87526.6167704761	209384521.45653826	0.0004180185629845801	0
803	1	4372634.0	16838.0	4355796.0	1262.8952566999378	41675.543471097946	31136574.170265965	0.001338475557497145	0
804	1	5023769.0	36247.0	4987522.0	587.2742470377967	61663.79593896866	83240769.0189206	0.0007407883981099754	0
807	1	9077802.0	668000.0	8409802.0	443.23602884449065	113468.4233841896	208326454.69959024	0.000544666415735883	0
808	1	4277043.0	19038.0	4258005.0	245.06652462877184	37005.04521894455	122814307.613008	0.00030130891048580987	0
811	1	20877367.0	683234.0	20194133.0	510.5444471304956	271609.64587342367	430522153.4702822	0.0006308842499371456	0
812	1	3312040.0	11407.0	3300633.0	2802.268047514416	58847.628997802734	16559450.121186376	0.003553718786985101	0
813	1	4638976.0	180920.0	4458056.0	394.44640754212105	64689.21083690785	133046172.75325993	0.0004862162473239789	0
815	1	2356195.0	62695.0	2293500.0	246.24304914264167	48263.63763195777	160605684.48635873	0.0003005101456172749	0
816	1	24357846.0	3537190.0	20820656.0	6237.690721597672	623769.0721597672	80599866.8710695	0.007739083157017753	0
817	1	58467906.0	5603487.0	52864419.0	1654.988397108035	883763.8040556908	429851651.16158855	0.0020559739660589763	0
820	1	6113472.0	85928.0	6027544.0	5217.266127109528	166952.51606750488	26868559.201602146	0.00621367579909345	0
821	1	20118327.0	2579769.0	17538558.0	6073.506815577128	504101.0656929016	66274961.5179377	0.007606206841123005	0
822	1	6443495.0	64073.0	6379422.0	145.95475064081475	71663.78256464005	403290775.8001369	0.00017769754942313689	0
823	1	11892218.0	149448.0	11742770.0	6426.2571543758195	379149.17210817337	47066933.06158204	0.00805553171718449	0
824	1	4177297.0	78089.0	4099208.0	139.31925959992654	54055.8727247715	311133635.76119804	0.00017373844069453351	0
825	1	3672051.0	1144.0	3670907.0	131.81599324198552	49694.629452228546	304822042.3135245	0.00016302833310563274	0
826	1	14902357.0	1514128.0	13388229.0	238.62063718938768	65859.295864271	230657470.54076475	0.0002855285619402104	0
827	1	7092746.0	14925.0	7077821.0	217.70658318646625	112772.01009058952	426491147.2129963	0.00026441817333729893	0
829	1	2633859.0	3841.0	2630018.0	688.5044082568241	44752.78653669357	53726596.29523899	0.0008329726731760108	0
831	1	12781930.0	96470.0	12685460.0	561.4759830759717	216168.25348424911	312117974.20964974	0.000692585084315102	0
833	1	15099152.0	312858.0	14786294.0	721.3878814830397	197660.27952635288	224820818.07744607	0.0008791902868099299	0
842	1	2368366.0	361.0	2368005.0	113.11940563642062	42646.01592493057	305882565.2834871	0.00013941957066237798	0
853	1	9146438.0	7780.0	9138658.0	87.32740778865366	123655.60942873359	1149745624.2215097	0.00010755040664969743	6
860	1	4121626.0	61349.0	4060277.0	463.56918823963974	67681.1014829874	119448993.84190331	0.0005666108964682173	0
862	1	3575527.0	2.0	3575525.0	117.22352174871804	35401.50356811285	244110462.4547546	0.00014502247553061946	0
864	1	8443288.0	122316.0	8320972.0	292.6236281857612	103296.14074957371	285906606.758399	0.00036129329755874625	0
866	1	12978384.0	1500903.0	11477481.0	135.2058555809255	191451.49150259048	1156053699.6330864	0.00016560778410497213	6
868	1	7188564.0	15542.0	7173022.0	104.61048184136092	90801.89823830128	700914772.2329408	0.00012954770228201773	6
870	1	46630786.0	1406731.0	45224055.0	520.0176388031341	767546.034873426	1198670929.8628635	0.0006403308996250027	6
877	1	5180005.0	61021.0	5118984.0	179.18107408498412	96399.41785772145	440591919.3704751	0.00021879524707456847	0
880	1	8490399.0	48474.0	8441925.0	79.12452176159807	70579.07341134548	722076204.1622581	9.77446327749164e-05	6
883	1	5091561.0	63170.0	5028391.0	528.7130594179497	85122.8025662899	128786757.92910703	0.0006609592782291117	0
888	1	6642931.0	100855.0	6542076.0	368.235666552801	115994.23496413231	257305643.87324855	0.00045080330620836395	0
893	1	18852159.0	335469.0	18516690.0	279.2200469158515	350700.3789263095	1018557409.5531814	0.0003443108612602936	6
898	1	5372445.0	107719.0	5264726.0	133.31005677033914	75320.18207524161	457302970.2977612	0.00016470521069696702	0
899	1	11261330.0	244560.0	11016770.0	475.24708342081624	198653.28086990118	336674769.8306563	0.0005900450484300371	0
901	1	6061455.0	26731.0	6034724.0	68.09991647440621	49440.539360418916	600057805.4822279	8.239296099262759e-05	0
902	1	9966391.0	111608.0	9854783.0	273.64859368434895	174587.80277061462	515783366.1889285	0.00033849056447986367	0
905	1	3538257.0	39596.0	3498661.0	210.38396013605183	36606.80906367302	142190826.08895382	0.00025744845902204685	0
906	1	7230885.0	223561.0	7007324.0	189.95439650044327	87948.88557970524	378758258.94287163	0.0002322032153838014	0
908	1	12522915.0	326048.0	12196867.0	1567.2703377432074	189639.7108669281	97749857.87907688	0.0019400510136958471	0
909	1	25078931.0	565238.0	24513693.0	1485.979774912977	368522.9841784183	200700999.36932778	0.0018361791188705858	0
910	1	8847976.0	239799.0	8608177.0	1187.7301489933427	98581.60236644745	68532998.45000768	0.0014384545342541685	0
913	1	11599113.0	600983.0	10998130.0	2930.766053616161	208084.38980674744	56088933.78279724	0.0037099009692811804	0
914	1	4615902.0	64888.0	4551014.0	323.115905752794	60422.674375772476	154374820.78251532	0.0003914023936642913	0
919	1	4563162.0	39015.0	4524147.0	180.83246000265393	66365.51282097399	299464001.80252886	0.00022161432566688408	0
920	1	7773993.0	80194.0	7693799.0	935.6813307528496	116960.1663441062	103298232.83247551	0.0011322571852103898	0
923	1	3433950.0	7074.0	3426876.0	179.70073507493515	54089.921257555485	243798376.9212902	0.000221863336173966	0
927	1	4391309.0	47042.0	4344267.0	186.6180681196162	56172.03850400448	239594077.23165023	0.00023444669064041533	0
931	1	6786067.0	67947.0	6718120.0	650.9023103884289	72901.05876350403	93702905.6412406	0.0007780021149250121	0
932	1	10342731.0	52639.0	10290092.0	491.1902291426843	114447.32339024544	192652073.36612302	0.0005940622459471047	0
933	1	4293697.0	68467.0	4225230.0	241.9341891132019	52257.784848451614	177663434.2596102	0.0002941392249127081	0
934	1	2800242.0	21405.0	2778837.0	1064.3398377648716	30865.855295181274	26432623.706447832	0.0011677181818183272	0
936	1	11345861.0	187839.0	11158022.0	186.4611964591567	179562.1321901679	775553926.932975	0.00023152759073797588	6
937	1	22812922.0	637376.0	22175546.0	207.10407467604207	425184.6653099144	1643225528.2396107	0.00025875003643925567	6
938	1	3988372.0	20546.0	3967826.0	84.55768045773611	53440.45404928923	506219485.62426716	0.00010556775384374378	0
941	1	4014122.0	8777.0	4005345.0	145.10519221134302	35695.87728399038	191211582.78505445	0.00018668260972514925	0
943	1	30799513.0	7316692.0	23482821.0	2085.587954943447	604820.5069335997	225494288.26731074	0.002682198789073625	0
946	1	11300764.0	1471093.0	9829671.0	67.73231111712916	99634.22965329699	1145241814.3106039	8.699842112669748e-05	6
949	1	6793088.0	12290.0	6780798.0	5.76372807787152	37216.39219881641	5074948248.095833	7.333354032286012e-06	7
953	1	5861121.0	24338.0	5836783.0	4.4404273084572665	40305.75867886661	7098528296.997587	5.678044376594856e-06	7
954	1	12326801.0	1751267.0	10575534.0	296.8787425420706	397817.51500637457	1035784448.3265601	0.00038407365127860214	6
956	1	19427063.0	2812785.0	16614278.0	2236.7686749645845	433933.1229431294	148992571.71096423	0.002912448036570112	0
960	1	6317689.0	1603440.0	4714249.0	1733.7946731195752	402240.36416374147	185836743.6404992	0.0021644824176529623	0
966	1	13563191.0	711361.0	12851830.0	1431.1566350591258	455107.809948802	249078351.2596424	0.0018271672654296314	0
968	1	7029582.0	213509.0	6816073.0	26.643086305570925	85764.09481763281	2519814855.4381437	3.4035871577048945e-05	3
974	1	7458830.0	291473.0	7167357.0	26.454346984232433	63754.97623200016	1876778029.1482427	3.397044042599685e-05	6
975	1	58876473.0	4992377.0	53884096.0	2633.935683873585	1116788.7299624	326131565.820507	0.003424350314428156	0
979	1	4958129.0	54896.0	4903233.0	18.320406527512805	36970.58037252084	1547218326.6548405	2.389486973855396e-05	6
980	1	6405286.0	1063488.0	5341798.0	15.499860021908065	33557.19694743096	1673972870.4238656	2.0046440142685205e-05	6
981	1	22012315.0	4437370.0	17574945.0	5279.7722772940615	411822.23762893677	60667497.75299494	0.006788185649351371	0
982	1	11669450.0	1063370.0	10606080.0	1466.235739049512	133427.4522535056	70933250.76435219	0.0018810283021818046	0
983	1	15018853.0	3576864.0	11441989.0	226.09315312657768	267920.38645499456	920071402.2942159	0.0002911952113574336	6
984	1	4856899.0	56092.0	4800807.0	44.51184306087113	42375.27459394932	742112571.6510013	5.710087150211686e-05	6
987	1	4436757.0	23135.0	4413622.0	50.797699302285906	46987.87185461447	758482817.562551	6.194981714366844e-05	6
991	1	15867608.0	325483.0	15542125.0	2297.5224385027573	245834.90091979504	90615416.42050749	0.002712947869477089	0
1002	1	12112882.0	414668.0	11698214.0	152.90638715492355	165138.89812731743	884361473.7130774	0.00018673235213873096	6
1010	1	3488649.0	40345.0	3448304.0	135.0061933073062	53327.446356385946	327410636.23847544	0.00016287634075987665	0
1011	1	1071804.0	5962.0	1065842.0	87.64028464057388	47588.67455983162	446534764.2870066	0.00010657328021440315	0
1018	1	6931791.0	88393.0	6843398.0	1718.4485892189873	92796.22381782532	43914774.07018446	0.002113098058287142	0
1019	1	2182290.0	20224.0	2162066.0	4042.827274576823	60642.409118652344	9467896.580841817	0.006405056139012078	0
1024	1	862857.0	4215.0	858642.0	71.56038656138435	44510.560441181064	514124247.7631629	8.657549344314403e-05	0
1025	1	4808961.0	4161.0	4804800.0	58.349571053255666	55548.79164269939	791268921.9034288	7.020216528797134e-05	6
1030	1	3529021.0	7862.0	3521159.0	400.09513562796064	39209.323291540146	81624198.65451771	0.0004803639599268519	0
1032	1	6159961.0	11767.0	6148194.0	313.7440644491551	67454.97385656834	177193303.87745497	0.00038068579557170787	0
1034	1	4713132.0	21701.0	4691431.0	324.1940400327955	56733.95700573921	140989984.57492802	0.00040239707222315777	0
1041	1	7076507.0	42720.0	7033787.0	845.5673078666715	143746.44233733416	135912776.45111313	0.0010576374502145407	0
1045	1	12110267.0	464640.0	11645627.0	360.5700877311336	129444.66149547696	295378891.276138	0.0004382326067249819	0
1055	1	3696361.0	28548.0	3667813.0	97.13383462560981	46721.37445491832	391792557.1804098	0.00011925028589403346	0
1060	1	3248594.0	22444.0	3226150.0	85.26015056182842	34445.10082697868	327076140.9165054	0.00010531217816884931	0
1061	1	6286810.0	50518.0	6236292.0	67.71059300436826	63851.08920311928	763860029.3519737	8.359003842273017e-05	6
1066	1	4076958.0	292170.0	3784788.0	921.4583130608435	42387.0824007988	36934733.97429134	0.0011476211641405784	0
1070	1	8685461.0	1497850.0	7187611.0	2404.303443784299	110597.95841407776	38230162.84057744	0.0028929502308237425	0
1071	1	1471721.0	3139.0	1468582.0	211.2471249584566	48164.34449052811	182684684.7295452	0.00026364741281861045	0
1083	1	4497401.0	34204.0	4463197.0	324.08219452661183	102085.89127588272	252152674.79103324	0.00040485745931699704	0
1086	1	6839197.0	405096.0	6434101.0	312.2546184415636	66510.23372805305	173829476.38536185	0.0003826176958653824	0
1094	1	6666766.0	198830.0	6467936.0	114.68658667437055	75693.14720508456	539682030.5544249	0.00014025508154741348	0
1117	1	4512244.0	57857.0	4454387.0	103.00886584295833	46560.00736101717	364030420.86328393	0.00012790141892702792	0
1119	1	79746692.0	3724953.0	76021739.0	2301.322021354123	1546488.3983499706	550119472.1849205	0.0028111864359350006	0
1120	1	4594413.0	2196.0	4592217.0	226.58575898591087	51888.13880777359	188030510.61506718	0.00027595595330801443	0
1123	1	11255033.0	228124.0	11026909.0	1729.2613940304273	126236.08176422119	58802912.29122985	0.002146765812193432	0
1132	1	9556748.0	622883.0	8933865.0	1370.5931050517343	150765.24155569077	90036065.47568354	0.0016744983330753012	0
1138	1	9803780.0	66013.0	9737767.0	1380.0899670571089	132488.63683748245	77167195.41414778	0.0017169036159268279	0
1148	1	8693755.0	144357.0	8549398.0	350.5057824382911	77812.28370130062	180898615.422224	0.00043014305841801995	0
1149	1	19422922.0	711319.0	18711603.0	419.0642501606478	284544.6258590799	556022591.0098221	0.0005117501167395074	0
1156	1	7556172.0	152505.0	7403667.0	310.36044307294884	82245.51741433144	218908482.96210986	0.0003757073106598936	0
1166	1	4989657.0	238647.0	4751010.0	830.2885363896688	94652.89314842224	93299407.34707353	0.001014506906740723	0
1170	1	7371432.0	118081.0	7253351.0	105.18328238067068	51119.07523700595	398132245.78498584	0.00012839722423441474	0
1172	1	3585148.0	60455.0	3524693.0	99.84297441004131	38938.76001991611	315574372.6289051	0.00012339012098965828	0
1178	1	4473070.0	6753.0	4466317.0	152.18340640655936	55546.943338394165	295974518.5703091	0.00018767474851115915	0
1186	1	3333687.0	1969.0	3331718.0	205.3517514479657	78855.07255601883	313957153.8647196	0.00025116507646134585	0
1187	1	2363081.0	3141.0	2359940.0	226.93062004872732	41301.37284886837	146786635.65495646	0.00028137011700406645	0
1194	1	3504261.0	2591.0	3501670.0	249.97790355980396	55995.05039739609	177548699.03972206	0.0003153785451554821	0
1195	1	5712998.0	25779.0	5687219.0	134.80322010170903	81690.75138163567	491944845.36271673	0.00016605672800861266	0
1202	1	7690418.0	18703.0	7671715.0	75.63733913681723	67392.86917090416	716839845.3500943	9.401384368915827e-05	6
1204	1	8804450.0	106933.0	8697517.0	42.27266172587801	71060.34436120093	1353938798.0911267	5.2484162845016735e-05	6
1205	1	7455959.0	215112.0	7240847.0	62.66627397567151	63668.934359282255	814331819.600306	7.818549248208491e-05	6
1206	1	14313510.0	411277.0	13902233.0	663.1521168335279	198945.63505005836	236677787.16986543	0.0008405758623527842	0
1207	1	19697466.0	2566223.0	17131243.0	181.02715100571834	168717.30473732948	751978419.4766082	0.00022436455670464593	6
1208	1	6497041.0	220918.0	6276123.0	110.27479495108128	41904.422081410885	301790184.62335867	0.000138852832916712	0
1209	1	5941545.0	26318.0	5915227.0	77.94990553745933	37182.1049413681	389855096.8033785	9.53741665717422e-05	0
1212	1	7489130.0	226072.0	7263058.0	178.08827154078887	71591.48515939713	324568689.0403988	0.0002205742191924317	0
1215	1	62875423.0	4530832.0	58344591.0	1010.1366034687611	863666.7959657907	685877969.2360408	0.0012592134967212584	6
1217	1	25088467.0	1181657.0	23906810.0	288.8713467650753	276738.75020094216	774629409.1551685	0.0003572530902264101	6
1218	1	8034550.0	99439.0	7935111.0	154.45635575918607	71513.29271650314	371765397.56726676	0.00019236134719494334	0
1220	1	4611427.0	1602.0	4609825.0	5.47471722085735	40978.258398117265	6094963493.320356	6.723298415655238e-06	7
1221	1	31923965.0	2695351.0	29228614.0	287.6486240636719	747023.4766933558	2119414369.47156	0.00035246693023017176	3
1222	1	3276109.0	53032.0	3223077.0	140.19276220206893	84536.23560784757	487707021.8577052	0.000173334054707361	0
1223	1	5235040.0	23738.0	5211302.0	5.229687345788133	83973.08971132006	13018806294.559767	6.4501374251501315e-06	1
1225	1	2582153.0	683.0	2581470.0	6.6746328610848735	39460.42947473377	4811111551.201531	8.201936092061487e-06	7
1227	1	18430368.0	415492.0	18014876.0	21.349110106246716	223695.9756932531	8633130279.532394	2.5911340203401796e-05	5
1228	1	10788595.0	649756.0	10138839.0	81.88096222336873	216001.9783452467	2126289490.6444438	0.00010158634527219527	3
1229	1	2172356.0	36431.0	2135925.0	15.325040772902659	38036.7511983444	1995941769.745856	1.9057044536518534e-05	3
1240	1	3983318.0	55002.0	3928316.0	68.65164647374584	44417.61526851356	520685284.96045756	8.530606981122344e-05	0
1241	1	14728587.0	483972.0	14244615.0	57.87116204546466	176738.52888684906	2435796875.1223645	7.255881255614569e-05	3
1243	1	4941932.0	4735.0	4937197.0	50.85593976320539	44498.94729280472	701856935.4561244	6.340173480495087e-05	6
1248	1	10706257.0	70664.0	10635593.0	60.401010338758226	99782.46907962859	1307783800.9307039	7.62989027762975e-05	6
1250	1	7355966.0	45051.0	7310915.0	51.799346330126795	57393.67573378049	881312548.29013	6.51229530830263e-05	6
1253	1	11345965.0	267700.0	11078265.0	25.357493128749812	97905.28097010302	3078991498.453544	3.179784063037426e-05	3
1256	1	57321649.0	6042718.0	51278931.0	433.3986662030856	809155.3098011608	1487804121.327572	0.0005438587635307456	6
1261	1	4772475.0	13523.0	4758952.0	19.94543126177358	42623.386606410146	1709404514.3751526	2.493464024926276e-05	6
1262	1	14226300.0	191101.0	14035199.0	803.2462333834375	306840.0611524731	306986055.52994454	0.0009995244266804908	0
1264	1	4579915.0	81460.0	4498455.0	224.4783660766741	98321.52434158325	355569474.8228773	0.00027651846208272225	0
1267	1	5227614.0	191435.0	5036179.0	17.152330427509547	39947.777565669734	1852111131.1621354	2.1568780022721365e-05	6
1276	1	6670014.0	729854.0	5940160.0	40.42192726252509	51780.48882329464	1024255537.1357392	5.055426790085533e-05	6
1281	1	29199852.0	1215613.0	27984239.0	97.20875217140997	433745.4521888313	3462453782.9374385	0.00012527111678032425	3
1282	1	62253884.0	795127.0	61458757.0	116.7991670494451	913135.8879925618	6114887611.170555	0.00014932995437634262	7
1283	1	8432456.0	61380.0	8371076.0	19.002929343023613	102083.73643072286	4186938300.070341	2.4381476180102255e-05	3
1284	1	24599075.0	427280.0	24171795.0	85.15924179521605	297801.8685578705	2714051740.810491	0.00010972593634819158	3
1285	1	27595607.0	932565.0	26663042.0	142.00303855460982	455261.74160607904	2530967980.90031	0.00017987653144633397	3
1286	1	14661348.0	246028.0	14415320.0	50.35116117782609	132524.25622003828	2068835292.3969553	6.405742240915443e-05	3
1288	1	9511010.0	450174.0	9060836.0	16.190048015792158	86746.27726861437	3957104745.8388505	2.1921653036815276e-05	3
1302	1	10984581.0	179919.0	10804662.0	6.4193628089422505	92849.66366854071	10705462022.783789	8.673111302523364e-06	5
1311	1	13501509.0	482570.0	13018939.0	15.395140105824035	161110.14120744853	7941407227.68521	2.0287354191557998e-05	5
1312	1	66385571.0	2830754.0	63554817.0	38.25926392072354	862669.8828844744	16981527878.93302	5.0800486801584396e-05	1
1323	1	16257852.0	905372.0	15352480.0	45.9435616381255	169347.9681981306	2820213976.224793	6.0047914670937105e-05	3
1324	1	14562577.0	1702613.0	12859964.0	103.20891189144518	246978.92615622832	1759556707.028187	0.00014036428901081837	6
1328	1	4447576.0	30995.0	4416581.0	8.49949096508893	72016.1869471985	6206669969.401971	1.1603031464896376e-05	7
1332	1	15566811.0	157113.0	15409698.0	16.070583938094842	195948.62995719042	8890362732.91108	2.204056638002087e-05	5
1345	1	43675138.0	2574910.0	41100228.0	344.2001246300438	718001.4599782713	1724819391.2518885	0.0004162763148535452	6
1346	1	8086773.0	183409.0	7903364.0	234.12450752816926	155224.54849117622	539209640.0066878	0.0002878742087942845	0
1348	1	16825804.0	1925415.0	14900389.0	128.98620682335903	264679.69640153274	1666051907.2984924	0.00015886641661165982	6
1353	1	9980490.0	485054.0	9495436.0	3350.8305040677387	201049.83024406433	46654309.70676351	0.0043093517299414245	0
1354	1	12293146.0	78731.0	12214415.0	56.80098418505493	116782.82348447293	1645644901.7100356	7.096477700816296e-05	6
1356	1	8230819.0	86929.0	8143890.0	11.244892584751707	45395.63136464264	3256626441.2277365	1.3939465328276538e-05	3
1368	1	26768048.0	1164331.0	25603717.0	253.75885648218784	406014.17037150054	1227559843.4038181	0.00033074898348392625	6
1373	1	45660379.0	2899621.0	42760758.0	169.84904371250542	692474.5512158846	3157885241.2751956	0.00021928426725736694	3
1374	1	11064278.0	368429.0	10695849.0	61.9848825419829	127440.91850631684	1589315463.136523	8.018604327602241e-05	6
1376	1	13342054.0	330246.0	13011808.0	2137.256249412456	290666.849920094	114287705.74625835	0.0025432906192502697	0
1378	1	7193753.0	101725.0	7092028.0	54.093685769806726	62910.95655028522	904466917.8519481	6.955584036140844e-05	6
1379	1	22756900.0	289719.0	22467181.0	187.044951197772	348464.74408144923	1470677393.5043848	0.000236941660775185	6
1385	1	5193047.0	203299.0	4989748.0	1426.4852096384222	78456.68653011322	44080622.97050324	0.0017798452300143964	0
1389	1	3039026.0	100943.0	2938083.0	152.84090975726065	48450.568393051624	255764811.0272137	0.00018943406717469207	0
1390	1	5035568.0	52303.0	4983265.0	732.3893175456942	71041.76380193233	77869464.40167189	0.0009123186392483656	0
1391	1	2476166.0	39186.0	2436980.0	1105.413048221219	34267.80449485779	26390858.309155963	0.0012984725276240455	0
1397	1	5823098.0	111102.0	5711996.0	211.96782135949738	92206.00229138136	351097443.82398766	0.00026262225462856433	0
1399	1	3623839.0	56002.0	3567837.0	189.75192064829548	37570.8802883625	162449743.10270095	0.0002312769449232686	0
1416	1	4187057.0	116.0	4186941.0	1054.1659549836602	73791.61684885621	59342504.04033089	0.0012434867392637373	0
1431	1	6739360.0	103991.0	6635369.0	1532.8472969688353	93503.68511509895	52453278.5709304	0.0017826089743591105	0
1432	1	4607837.0	43519.0	4564318.0	60.530830760055984	43219.01316267997	578696213.2370287	7.468342141194876e-05	0
1439	1	2411640.0	48657.0	2362983.0	834.4551385243734	37550.4812335968	36884641.717400305	0.0010180519447985416	0
1440	1	3603576.0	125554.0	3478022.0	1163.548807432777	44214.854682445526	29935987.424761143	0.0014769799991923372	0
1444	1	3617621.0	30715.0	3586906.0	40.76915527671716	43419.15036970377	862633724.7627367	5.033324008013482e-05	6
1446	1	9639324.0	20805.0	9618519.0	66.73456642113729	106641.83714097738	1282379272.2864835	8.31593581131695e-05	6
1449	1	4037663.0	26780.0	4010883.0	151.3389698556154	61140.943821668625	330250056.8780068	0.00018513530141269248	0
1451	1	3759936.0	186892.0	3573044.0	239.39840347804721	45246.29825735092	152210844.78942823	0.00029726067363955325	0
1457	1	3067845.0	2724.0	3065121.0	85.96464619123019	55877.02002429962	524281104.1427551	0.00010657835955324649	0
1461	1	7918835.0	232959.0	7685876.0	2878.8394463561303	123790.0961933136	37152849.748300634	0.003331913891719053	0
1464	1	1708602.0	17295.0	1691307.0	1680.3678038024902	42009.195095062256	20977603.942023546	0.0020025735642242256	0
1472	1	4645550.0	8130.0	4637420.0	45.67843915175085	53352.416929244995	941460588.7774467	5.6669835748012444e-05	6
1480	1	4853224.0	169783.0	4683441.0	369.2088052964678	94148.24535059929	203361543.64763176	0.00046295992674864656	0
1481	1	21835905.0	2325749.0	19510156.0	856.3022238657896	321113.3339496711	308548703.8841442	0.0010407217074885032	0
1482	1	3636048.0	174043.0	3462005.0	150.26521178586142	52592.8241250515	279427230.29558504	0.00018821653161510963	0
1486	1	11214993.0	234332.0	10980661.0	1025.9282847277973	201081.94380664825	160950468.4299227	0.00124934053170649	0
1488	1	2857738.0	1256.0	2856482.0	294.63819682777824	58633.001168727875	159027492.371363	0.00036869726293493546	0
1489	1	8601005.0	392881.0	8208124.0	378.7587793566725	128777.98498126864	280736327.66461635	0.00045871507279640053	0
1496	1	6665128.0	156548.0	6508580.0	148.1637862416768	76748.84127318859	417577072.622498	0.0001837956303280372	0
1499	1	3522235.0	99126.0	3423109.0	900.5953489466558	71147.03256678581	61600193.58281084	0.0011549806652984115	0
1501	1	2928586.0	9116.0	2919470.0	236.97928990529277	60192.73963594437	204001920.0054723	0.0002950596721556822	0
1511	1	4524863.0	466313.0	4058550.0	418.35643501508804	70283.88108253479	138036470.04536828	0.0005091689251357606	0
1512	1	3217323.0	35559.0	3181764.0	167.50284971100416	43215.73522543907	209040057.87894705	0.00020673422914217168	0
1526	1	1392714.0	11296.0	1381418.0	377.8512216764338	32117.353842496872	69471828.55746262	0.0004623075930113379	0
1527	1	7563445.0	285071.0	7278374.0	204.88797258222104	102443.98629111052	400730877.66780865	0.0002556428565907338	0
1529	1	5412926.0	83389.0	5329537.0	182.90543985998073	89806.57097125053	398642258.24283886	0.00022528111135810275	0
1531	1	14060634.0	835539.0	13225095.0	63.184334612551176	165290.21934643388	2138553242.9955263	7.72906729761414e-05	3
1538	1	1848947.0	13375.0	1835572.0	444.4257204595365	33776.354754924774	65076846.06002294	0.0005190226140303651	0
1540	1	6712828.0	414455.0	6298373.0	3696.12384178358	125668.21062064171	27925368.20660666	0.004500145161592204	0
1542	1	9883843.0	75343.0	9808500.0	26.141829741202777	99704.9386329474	3183311882.36407	3.1321134188995026e-05	3
1543	1	14487129.0	319234.0	14167895.0	89.15925654411578	162091.5283972025	1464302692.61505	0.00011069537003153942	6
1546	1	5492307.0	437683.0	5054624.0	102.57858154632132	77651.98623056524	612161473.9146061	0.0001268488618435948	0
1548	1	12095427.0	543943.0	11551484.0	2508.1993794441223	200655.95035552979	64494259.8459931	0.0031112218488076214	0
1549	1	3666075.0	385523.0	3280552.0	227.35509173936495	67979.17243007012	293176583.49384797	0.00023187108472289225	0
1553	1	2137809.0	138826.0	1998983.0	2171.43330688609	39085.79952394962	15270421.038788483	0.0025595757592189214	0
1564	1	7888402.0	115654.0	7772748.0	63.58902865757502	104095.23991245031	1308127920.607265	7.957573435488385e-05	6
1567	1	3405665.0	780.0	3404885.0	25.269100098562845	36311.69684163481	1158593576.3350873	3.134118605809772e-05	6
1577	1	3524944.0	42718.0	3482226.0	86.2092923523864	55001.528520822525	525739792.98564607	0.00010461739677050506	0
1578	1	10102084.0	252368.0	9849716.0	53.812454435057916	101059.78942903876	1530094168.299454	6.604808483216205e-05	6
1579	1	8308641.0	48590.0	8260051.0	113.66462845003139	101729.84246277809	722089070.4905938	0.0001408826786336233	6
1583	1	5082301.0	15264.0	5067037.0	33.43728126417583	37984.751516103745	923061741.0897799	4.115082428967146e-05	6
1586	1	3137162.0	409.0	3136753.0	290.06312545441904	61203.319470882416	169040742.431605	0.0003620625335081315	0
1592	1	10879827.0	285235.0	10594592.0	124.92783073068766	148789.046400249	952294323.0179343	0.00015624271068708965	6
1595	1	31585091.0	2048152.0	29536939.0	1929.624782659433	584676.3091458082	247002697.96623743	0.0023670847078185644	0
1597	1	19661298.0	995591.0	18665707.0	3223.9307177717037	496485.33053684235	125205666.32068197	0.003965358319049423	0
1598	1	1667377.0	4313.0	1663064.0	168.7359874226429	36446.97328329086	179692421.60957307	0.0002028297741041137	0
1604	1	1596032.0	804.0	1595228.0	127.73026052382068	44577.860922813416	283984402.8448782	0.00015697291990772935	0
1622	1	1104184.0	273.0	1103911.0	21.011312351236548	36727.77398996148	1405809000.966273	2.6125721178849262e-05	6
1647	1	6339235.0	95412.0	6243823.0	917.8685742369065	119322.91465079784	102534069.37425171	0.0011637391881450297	0
1656	1	71773700.0	2575998.0	69197702.0	789.4075046598532	869137.6626304984	887578766.8001198	0.0009792231350507575	6
1658	1	2523995.0	357.0	2523638.0	89.54958030105826	35909.38170072436	322705914.13892794	0.00011127587108696445	0
1665	1	4831236.0	79194.0	4752042.0	109.59298994010518	54906.0879599927	406181420.8937581	0.00013517626640622267	0
1685	1	2776121.0	18293.0	2757828.0	12.578029263335832	43293.57672440194	2782913035.1626477	1.5556927642861697e-05	3
1695	1	2404727.0	1804.0	2402923.0	92.95650882213222	39227.6467229398	341474407.4146232	0.00011487726714262664	0
1702	1	6371255.0	31022.0	6340233.0	15.567898847036487	75286.35882426845	3904779691.814722	1.928056504239797e-05	3
1707	1	4215109.0	649796.0	3565313.0	108.41786924670278	46836.5195145756	351454860.09931916	0.00013326468013940643	0
1708	1	5337531.0	315846.0	5021685.0	58.53437261307826	78553.12804675102	1083853714.6604192	7.24757658567996e-05	6
1713	1	12384109.0	189639.0	12194470.0	189.2410891512157	196053.76836065948	820959202.3024929	0.00023881061057699304	6
1715	1	8936478.0	97496.0	8838982.0	31.869658425571632	62209.57324671582	1550587274.9044654	4.012000759554065e-05	6
1716	1	4333952.0	1902.0	4332050.0	98.02549316717518	52933.7663102746	430899088.8949163	0.00012284492512163004	0
