	region	municipality	total_area_ghs	nres_area_ghs	res_area_ghs	msft_commercial_bldg_area	msft_commercial_bldg_count	msft_residential_bldg_area	msft_residential_bldg_count	msft_building_count	msft_area_sum	avgPOP2015	sumPOP2015	boundary_area	sum_population_density	index_gt	city	year	city_id	total_area	population	city_type	wastewater	railway_length	road_length	RES-electricity	COM-electricity	MUN-electricity	IND-electricity	AFF-electricity	RES-coal	COM-coal	MUN-coal	IND-coal	AFF-coal	RES-natural_gas	COM-natural_gas	MUN-natural_gas	IND-natural_gas	AFF-natural_gas	RES-oil	COM-oil	MUN-oil	IND-oil	AFF-oil	RES-kerosene	COM-kerosene	MUN-kerosene	IND-kerosene	AFF-kerosene	RES-lpg	COM-lpg	MUN-lpg	IND-lpg	AFF-lpg	RES-biomass	COM-biomass	MUN-biomass	IND-biomass	AFF-biomass	RES-district_heating	COM-district_heating	MUN-district_heating	IND-district_heating	AFF-district_heating	gt_point_geometry	res_com_electricity	res_com_non_electricity	res_com_non_electricity_adjusted	bottom_up_emissions_estimate_ghs	bottom_up_emissions_estimate_msft	bottom_up_emissions_estimate_ghs_adjusted	absolute_percent_error_ghs	absolute_percent_error_msft	absolute_percent_error_ghs_adjusted	state_x	city_x	state_y	city_y	NAME_x	LABEL_x	FIPSCODE_x	NAME_y	LABEL_y	FIPSCODE_y	graced_emissions_2019(metric tonnes/year)	absolute_percent_error_graced (percent error)	checking_absolute_percentage_error_duke	checking_absolute_percentage_error_graced	edgar_emission_2015(tons_CO2)	absolute_percent_error_edgar (percent error)	checking_absolute_percentage_error_edgar
0	massachusetts	lowell	7479189.0	1005743.0	6473446.0	1997555.0106404368	1671.0	2600389.851466448	18569	20240	4597944.862106885	1792.97450802244	103992.52146530151	37652347.83374677	0.0027619133320577654	22.0	Lowell	2015.0	4942618.0		110558.0	URB				900000000.0	900000000.0		172800000.0	10440000.0						1427169240.0	1046590776.0		390092925.6	2854338.48	934012507.532	140741610.724		9979859.66952	281483.221448																					POINT (-71.31617 42.63342)	1972800000.0	3948586919.52552	230005.18806236153	303220.82007310505	185319.19797803945	179567.3696472928	31.832165451369075	19.428253101928433	21.928991619699236											26801.236740659653	88.34755121549996	21.928991619699236	88.34755121549996	34140.878034313515	85.1564748074044	85.1564748074044
1	massachusetts	beverly	4328152.0	416664.0	3911488.0	941242.3134362283	802.0	1546308.6577697955	10910	11712	2487550.971206024	578.540263697505	35869.49634924531	39937500.64230217	0.0008981407392142113																																																			None				175602.39423588003	100370.47179573236	103991.73786648814														3147.094540640816				14025.932046138792		
2	massachusetts	gloucester	3368092.0	228322.0	3139770.0	676364.7846346117	679.0	1401077.5897692468	10629	11308	2077442.3744038583	241.9067251617844	26851.64649295807	69195424.70973903	0.0003880552306109162																																																			None				136726.534607598	83909.6798090531	80969.45379461953														10226.93924856184				44820.29933857564		
3	massachusetts	chester	299521.0	3109.0	296412.0	26393.77952943456	45.0	118314.38315579203	860	905	144708.1626852266	8.906363887526094	1335.9545831289142	96324714.20181309	1.3869281567032856e-05																																																			None				12172.546010187001	5861.267180564631	7208.581747232742														310.89069239312084				987.0547127857836		
4	massachusetts	winchester	2050784.0	115396.0	1935388.0	386865.6774609762	488.0	1074490.036330695	6668	7156	1461355.7137916712	788.3094940185547	22072.66583251953	16449985.010349138	0.001341804616760016																																																			None				83269.548126108	59095.70545865622	49312.22640028115														18498.270818611825				42790.43221720636		
5	massachusetts	millville	439936.0	9542.0	430394.0	22940.73958358989	36.0	162105.17487082846	1151	1187	185045.91445441835	150.78114147186278	3015.622829437256	12746343.706570735	0.00023658728329149821																																																			None				17875.08402273	7503.655984578123	10585.624758260705														3433.745797681115				10856.279269972169		
6	massachusetts	bridgewater	3378947.0	224805.0	3154142.0	561392.5705010655	485.0	1125754.8921941023	6998	7483	1687147.4626951679	231.5145184360763	27087.198657020926	73507216.65749672	0.00036849713386962265																																																			None				137170.551770811	68135.76891313547	81232.40075867427														10640.188519137071				55434.51039027185		
7	massachusetts	hopedale	703307.0	31032.0	672275.0	168783.0478932306	208.0	289023.6934419789	1916	2124	457806.74133520946	263.46320323510605	5796.190471172333	13862398.855766248	0.0004181231929249627																																																			None				28563.664418928	18475.607312475546	16915.40206888916														3170.9559149155166				8919.730835281454		
8	massachusetts	topsfield	1123540.0	59091.0	1064449.0	211521.57651767175	336.0	393536.2901026642	2194	2530	605057.866620336	123.90972010294597	6319.395725250244	33171684.20830027	0.00019050572426675263																																																			None				45623.217045141	24427.319815508337	27018.069134132496														2332.382814189077				8587.842799897024		
9	massachusetts	boxford	1150832.0	4136.0	1146696.0	217302.9642495647	474.0	519876.2987097068	2665	3139	737179.2629592716	83.31768407073676	8498.403775215149	63251863.951790564	0.00013435815554293357																																																			None				46776.034748952	29793.25251408187	27700.767778329373														8245.945589260678				22372.89296491851		
