	region	municipality	total_area_ghs	nres_area_ghs	res_area_ghs	msft_commercial_bldg_area	msft_commercial_bldg_count	msft_residential_bldg_area	msft_residential_bldg_count	msft_building_count	msft_area_sum	avgPOP2015	sumPOP2015	boundary_area	sum_population_density	index_gt	city	year	city_id	total_area	population	city_type	wastewater	railway_length	road_length	RES-electricity	COM-electricity	MUN-electricity	IND-electricity	AFF-electricity	RES-coal	COM-coal	MUN-coal	IND-coal	AFF-coal	RES-natural_gas	COM-natural_gas	MUN-natural_gas	IND-natural_gas	AFF-natural_gas	RES-oil	COM-oil	MUN-oil	IND-oil	AFF-oil	RES-kerosene	COM-kerosene	MUN-kerosene	IND-kerosene	AFF-kerosene	RES-lpg	COM-lpg	MUN-lpg	IND-lpg	AFF-lpg	RES-biomass	COM-biomass	MUN-biomass	IND-biomass	AFF-biomass	RES-district_heating	COM-district_heating	MUN-district_heating	IND-district_heating	AFF-district_heating	gt_point_geometry	res_com_electricity	res_com_non_electricity	res_com_non_electricity_adjusted	bottom_up_emissions_estimate_ghs	bottom_up_emissions_estimate_msft	bottom_up_emissions_estimate_ghs_adjusted	absolute_percent_error_ghs	absolute_percent_error_msft	absolute_percent_error_ghs_adjusted	state_x	city_x	state_y	city_y	NAME_x	LABEL_x	FIPSCODE_x	NAME_y	LABEL_y	FIPSCODE_y	graced_emissions_2019(metric tonnes/year)	absolute_percent_error_graced (percent error)	checking_absolute_percentage_error_duke	checking_absolute_percentage_error_graced	edgar_emission_2015(tons_CO2)	absolute_percent_error_edgar (percent error)	checking_absolute_percentage_error_edgar
633	mexico	tenangodedoria, hidalgo	814772.0		814772.0	78337.26307379732	154.0	726132.3938139606	9563	9717	804469.6568877579	84.08441023869365	18750.823483228683	177485250.03133595	0.00010564722127567293																																																			None					17759.339635121556					Hidalgo	TenangodeDoria	Hidalgo	TenangodeDoria							2075.666889657836				7451.766849467827		
634	mexico	tepeapulco, hidalgo	5267523.0	486204.0	4781319.0	1938592.201581401	1760.0	1548316.2127222165	15368	17128	3486908.4143036176	174.81920979149714	52620.58214724064	243682525.74942282	0.00021593908707820126	332.0	Tepeapulco	2016.0	8582080.0		53463.0	URB				110000000.0	45000000.0									19000000.0	5500000.0					760000.0				970000.0					120000000.0	25000000.0														POINT (-98.50153 19.8047)	155000000.0	171230000.0	10004.9689	116347.39112345292	73242.8634904768	68900.92502330881	1062.8960798014366	632.0648791869487	588.6670584584107	Hidalgo	Tepeapulco	Hidalgo	Tepeapulco							2681.744779436659	73.19587090933727	588.6670584584107	73.19587090933727	5986.377614256818	40.165954796153166	40.165954796153166
635	mexico	tepehuacándeguerrero, hidalgo	1611136.0	259.0	1610877.0	78989.94122442257	143.0	813759.874177537	11273	11416	892749.8154019597	70.55810691250696	30481.102186203003	348854069.03444684	8.737493666210673e-05																																																			None				35932.88119236264	19726.745614844185	21279.452242117153				Hidalgo	TepehuacándeGuerrero	Hidalgo	TepehuacándeGuerrero							4396.4197860359645				20064.55184821637		
636	mexico	tepejidelríodeocampo, hidalgo	8800651.0	520952.0	8279699.0	1158283.3298700913	1045.0	2885234.6547474205	32888	33933	4043517.9846175117	207.85424520562933	90832.30515486002	355614073.3154889	0.0002554238202892399	559.0	Tepeji del Río de Ocampo	2016.0	8582082.0		88709.0	URB				160000000.0	52000000.0									28000000.0	6300000.0					870000.0				1400000.0					180000000.0	29000000.0														POINT (-99.35263 19.902)	212000000.0	245570000.0	14348.6551	195066.31420879887	87478.95134785943	115518.27127445069	1259.474549003543	509.6665557725994	705.0808279198981	Hidalgo	TepejidelRíodeOcampo	Hidalgo	TepejidelRíodeOcampo							7280.186729417593	49.2622362257659	705.0808279198981	49.2622362257659	38771.057635716825	170.20691044219765	170.20691044219765
637	mexico	tepetitlán, hidalgo	1458703.0		1458703.0	64274.5967729056	131.0	639203.7691964918	7047	7178	703478.3659693974	60.499186936970595	11010.852022528648	148375107.4946417	7.420956391169784e-05																																																			None					15539.745229472355					Hidalgo	Tepetitlán	Hidalgo	Tepetitlán							1544.8693022023338				2455.0273836181127		
638	mexico	tetepango, hidalgo	1579734.0	3321.0	1576413.0	72604.65469005708	146.0	584140.9103947307	6057	6203	656745.5650847879	221.45553030534225	12180.054166793823	45363478.554364964	0.0002684991220899623																																																			None				35225.36680505617	14478.004755333299	20860.46222195426				Hidalgo	Tetepango	Hidalgo	Tetepango							662.4430155055451				2403.9062766361085		
639	mexico	tezontepecdealdama, hidalgo	5413575.0	1286.0	5412289.0	357632.3682007604	665.0	2161304.163876105	22849	23514	2518936.5320768654	272.6493059653862	55620.45841693878	164395995.549998	0.0003383321973923802	444.0	Tezontepec de Aldama	2016.0	8582086.0		52464.0	URB				92000000.0	26000000.0									17000000.0	3100000.0					430000.0				840000.0					110000000.0	14000000.0														POINT (-99.28099 20.17253)	118000000.0	145370000.0	8493.9691	120737.0348612622	55345.3188200879	71500.47204483947	1321.44424402559	551.5837080227652	741.7792813119542	Hidalgo	TezontepecdeAldama	Hidalgo	TezontepecdeAldama							3978.72486179904	53.15823715677232	741.7792813119542	53.15823715677232	18052.01490389371	112.52743789583258	112.52743789583258
640	mexico	tianguistengo, hidalgo	929036.0		929036.0	78464.60330879127	151.0	527706.1002710748	7644	7795	606170.7035798661	45.221998723496526	14516.261590242386	256980448.82745528	5.6487805420516864e-05																																																			None					13336.341407073716					Hidalgo	Tianguistengo	Hidalgo	Tianguistengo							1990.370240803532				7887.172889184786		
641	mexico	tizayuca, hidalgo	10056692.0	497445.0	9559247.0	3121798.073235777	3300.0	3251031.2756760246	34330	37630	6372829.348911802	1741.361912844029	163688.01980733871	77074821.22695147	0.002123754777521306	20.0	Tizayuca Municipality	2016.0	8379477.0		130247.0	URB				190000000.0	93000000.0									34000000.0	11000000.0					1600000.0				1700000.0					210000000.0	51000000.0														POINT (-98.97772 19.83664)	283000000.0	309300000.0	18072.399	223134.93150041447	134845.50740272604	132140.50643454544	1134.6724499631425	646.1406059191479	631.1730248681729	Hidalgo	Tizayuca	Hidalgo	Tizayuca							5524.185788218222	69.43302442460339	631.1730248681729	69.43302442460339	9251.388258389226	48.809296107344544	48.809296107344544
642	mexico	tlahuelilpan, hidalgo	1578892.0	3562.0	1575330.0	156687.74787739	257.0	569097.4490292018	6165	6422	725785.1969065918	497.6129211970738	17416.452241897583	28066179.681601353	0.0006205494456131788																																																			None				35206.02481003488	15821.486877687494	20849.007892502657				Hidalgo	Tlahuelilpan	Hidalgo	Tlahuelilpan							779.4369412737831				2094.672675302522		
643	mexico	tlahuiltepa, hidalgo	749263.0	11.0	749252.0	31930.828833059804	61.0	405397.6829059763	6115	6176	437328.5117390361	15.07837737986916	10027.120957612991	534298389.28949124	1.8766893478655316e-05																																																			None				16710.93568925892	9679.270476370113	9896.216115179132				Hidalgo	Tlahuiltepa	Hidalgo	Tlahuiltepa							1673.5638454967843				11290.367267463844		
644	mexico	tlanalapa, hidalgo	1047881.0	5624.0	1042257.0	133185.52953700905	215.0	405266.31886607764	4420	4635	538451.8484030867	117.93895876816674	12029.773794353008	83435019.67175636	0.0001441813502493272																																																			None				23357.966616118447	11698.228486904576	13832.587830065342				Hidalgo	Tlanalapa	Hidalgo	Tlanalapa							750.4886502248876				1446.574132774287		
645	mexico	tlanchinol, hidalgo	2130417.0		2130417.0	140716.89111581945	251.0	1013602.471510389	13108	13359	1154319.3626262085	77.94266374086597	37802.19191431999	394046485.2529939	9.593333103846731e-05	300.0	Tlanchinol	2016.0	8582091.0		38073.0	URB				62000000.0	4200000.0									11000000.0	520000.0					71000.0				560000.0					71000000.0	2400000.0														POINT (-98.64996 21.03005)	66200000.0	85551000.0	4998.74493		25416.45917338867			408.45681324629356		Hidalgo	Tlanchinol	Hidalgo	Tlanchinol							4300.5816298184345	13.966771858902696		13.966771858902696	24009.63255408174	380.3132164233421	380.3132164233421
646	mexico	tlaxcoapan, hidalgo	2024762.0	7484.0	2017278.0	208554.10523811917	355.0	782032.713129977	8531	8886	990586.8183680961	524.2500257492065	27785.251364707947	42372808.41714327	0.0006557330609567653																																																			None				45141.19456657608	21606.30916000412	26732.61542232635				Hidalgo	Tlaxcoapan	Hidalgo	Tlaxcoapan							1421.6546137244893				3924.620143965786		
647	mexico	tolcayuca, hidalgo	1600949.0	20398.0	1580551.0	256509.17448213242	311.0	445009.4804175805	5252	5563	701518.6548997129	99.21084486454929	14583.994195088744	117696523.73565167	0.00012391185170298346																																																			None				35658.65670792517	15047.196040233139	21117.056502433283				Hidalgo	Tolcayuca	Hidalgo	Tolcayuca							1469.5991047641503				4109.170251050391		
648	mexico	tuladeallende, hidalgo	12029568.0	408473.0	11621095.0	1115030.5747524716	1643.0	4399669.349997237	47276	48919	5514699.924749709	272.88306546894063	114338.00443148613	337711250.45920044	0.00033856735384449246	399.0	Tula de Allende	2016.0	8582094.0		112415.0	URB				210000000.0	130000000.0									38000000.0	16000000.0					2100000.0				1900000.0					240000000.0	71000000.0														POINT (-99.35574 20.04843)	340000000.0	369000000.0	21560.670000000002	267344.1138389695	120392.00334889366	158321.1842154377	1139.9619948682923	458.38711574776505	634.3054933610026	Hidalgo	TuladeAllende	Hidalgo	TuladeAllende							7975.896511354493	63.00719545656748	634.3054933610026	63.00719545656748	36868.87215854889	71.00058652420768	71.00058652420768
649	mexico	tulancingodebravo, hidalgo	10774305.0	122402.0	10651903.0	4435679.154564893	4745.0	4771460.160214868	48319	53064	9207139.314779762	653.5511423842352	173844.60387420654	218388429.20220467	0.0007960339497347854	214.0	Tulancingo de Bravo	2016.0	8582095.0		168028.0	URB				290000000.0	190000000.0									53000000.0	23000000.0					3100000.0				2600000.0					330000000.0	100000000.0														POINT (-98.36049 20.11983)	480000000.0	511700000.0	29898.631	240015.6705916386	194991.95295152965	142137.28012436838	702.7647506390463	552.1768603770843	375.3972853284433	Hidalgo	TulancingodeBravo	Hidalgo	TulancingodeBravo							6825.222334112102	77.17212425508009	375.3972853284433	77.17212425508009	18077.28834268552	39.53807335631681	39.53807335631682
650	mexico	villadetezontepec, hidalgo	1238665.0	13928.0	1224737.0	402705.59499665967	382.0	467788.03281306603	4930	5312	870493.6278097257	112.8281785937043	12523.927823901176	91043955.02772686	0.00013755913635438063																																																			None				27593.671326604202	18474.52980868625	16340.972159615007				Hidalgo	VilladeTezontepec	Hidalgo	VilladeTezontepec							1263.1766457003148				8651.298536150041		
651	mexico	xochiatipan, hidalgo	772377.0		772377.0	60015.019889078314	114.0	516811.3230000591	7363	7477	576826.3428891374	117.47370667457581	19970.530134677887	136233129.8353377	0.00014659084878117294																																																			None					12724.945553495647					Hidalgo	Xochiatipan	Hidalgo	Xochiatipan							2317.3035097378165				7854.481008814632		
652	mexico	xochicoatlán, hidalgo	585984.0	5656.0	580328.0	45967.938917636486	84.0	330012.57392368093	4509	4593	375980.5128413174	32.86275331943463	7689.884276747704	187995406.79206964	4.090463915032254e-05																																																			None				13056.11145066816	8278.239156901409	7731.829201085684				Hidalgo	Xochicoatlán	Hidalgo	Xochicoatlán							1378.110219281311				7112.824916994586		
653	mexico	yahualica, hidalgo	1136737.0	666.0	1136071.0	61725.036984926846	117.0	662250.0625599596	9623	9740	723975.0995448865	128.49312353875354	24799.17284297943	155169917.09971133	0.00015981946311825133																																																			None				25351.31586646548	16002.840818083629	15013.049256120856				Hidalgo	Yahualica	Hidalgo	Yahualica							2466.4100521974933				10251.708017918703		
654	mexico	zacualtipándeángeles, hidalgo	2374953.0	2938.0	2372015.0	440698.944957391	696.0	1122057.2784413556	12478	13174	1562756.2233987465	119.47982648032868	39906.26204442978	274094635.5518651	0.00014559300645954664	197.0	Zacualtipán de Ángeles	2016.0	8582099.0		37076.0	URB				65000000.0	20000000.0									12000000.0	2500000.0					340000.0				590000.0					74000000.0	11000000.0														POINT (-98.59353 20.65608)	85000000.0	100430000.0	5868.1249	52962.18821776692	33825.49059122696	31364.207862561565	802.5402342367818	476.4275840690944	434.4843267150222	Hidalgo	ZacualtipándeÁngeles	Hidalgo	ZacualtipándeÁngeles							3013.7500983708846	48.642025353433006	434.4843267150222	48.642025353433006	8736.54630254991	48.88139655224296	48.881396552242954
655	mexico	zapotlándejuárez, hidalgo	2748234.0	75983.0	2672251.0	375028.50249322044	471.0	894597.9005659109	9740	10211	1269626.4030591315	135.46238819817472	19371.121512338985	117638641.38315377	0.00016466631444039264																																																			None				61116.99838142256	27441.0895126801	36193.48644147844				Hidalgo	ZapotlándeJuárez	Hidalgo	ZapotlándeJuárez							1022.7962877597894				20337.67525748204		
656	mexico	zempoala, hidalgo	6346069.0	126646.0	6219423.0	1025959.2527801065	1320.0	2053791.6613326324	22634	23954	3079750.914112739	138.57948776368562	54600.318178892136	321521977.0529072	0.00016981830815847315	586.0	Zempoala	2016.0	8582101.0		47761.0	URB				79000000.0	12000000.0									14000000.0	1400000.0					190000.0				720000.0					90000000.0	6500000.0														POINT (-98.66871 19.9385)	91000000.0	112810000.0	6591.4883	141241.93518676359	66292.82168959574	83643.47401760139	2042.7927769630355	905.7337383060476	1168.9618825175096	Hidalgo	Zempoala	Hidalgo	Zempoala							5445.86478061854	17.380346702298784	1168.9618825175096	17.380346702298784	27985.47074282	324.56983110809733	324.56983110809745
657	mexico	zimapán, hidalgo	5636880.0	52716.0	5584164.0	301661.0332601545	462.0	1698088.9931656178	18979	19441	1999750.0264257723	39.19625972955055	42802.315624669194	877091262.0222343	4.88002987579463e-05	27.0	Zimapán	2016.0	8582102.0		41403.0	URB				75000000.0	19000000.0									14000000.0	2300000.0					320000.0				680000.0					85000000.0	11000000.0														POINT (-99.3554 20.7438)	94000000.0	113300000.0	6620.119000000001	125597.3685951024	43896.484545000545	74378.76168201963	1797.2071135745803	563.0769710484138	1023.5260526588663	Hidalgo	Zimapán	Hidalgo	Zimapán							4129.215579538605	37.62626352277648	1023.5260526588663	37.62626352277648	15857.72606967702	139.53838397281103	139.53838397281106
658	mexico	acatic, jalisco	4268233.0	647692.0	3620541.0	2504617.937360108	2423.0	1385243.362073419	13387	15810	3889861.299433527	55.59548851431802	23906.06006115675	340880216.0014423	7.013038287049079e-05																																																			None				93682.97563049893	80908.40921518738	55479.05816838146				Jalisco	Acatic	Jalisco	Acatic							2187.7537211851627				11132.687004838352		
659	mexico	acatlándejuárez, jalisco	2058561.0	20701.0	2037860.0	1142419.9007564117	707.0	830127.1433493532	8417	9124	1972547.044105765	125.54574368066258	23728.145555645227	154359703.1164916	0.00015371981855742597																																																			None				45864.16048902205	41326.71442867047	27160.755841598853				Jalisco	AcatlándeJuárez	Jalisco	AcatlándeJuárez							1743.0550593594987				9768.4745036092		
660	mexico	amacueca, jalisco	620077.0		620077.0	688840.3663412853	286.0	306251.0384265514	3209	3495	995091.4047678367	37.339324560302956	5824.934631407261	125355804.5393649	4.646721109414669e-05																																																			None					20585.373319966788					Jalisco	Amacueca	Jalisco	Amacueca							777.2979160886746				4848.497489640058		
661	mexico	amatitán, jalisco	1302552.0	1726.0	1300826.0	1284726.8370641654	451.0	531406.7841328132	5564	6015	1816133.6211969785	72.69242889723844	15701.564641803503	173732462.71092692	9.037783956317539e-05																																																			None				29047.04576122608	37505.92764708923	17201.660499798083				Jalisco	Amatitán	Jalisco	Amatitán							683.2601164971925				1051.079960073185		
662	mexico	ameca, jalisco	6170409.0	91756.0	6078653.0	42986.04896851428	15.0	3308.3517791671998	33	48	46294.40074768148	57.200015096957316	59716.815761223435	843005865.6522572	7.083795996486793e-05	488.0	Ameca	2016.0	8582108.0		60849.0	URB				120000000.0	51000000.0									22000000.0	6200000.0					850000.0				1100000.0					140000000.0	28000000.0														POINT (-104.05076 20.53572)	171000000.0	198150000.0	11577.9045	137405.61871188518	932.1466798808622	81371.6074011784	1086.7917783557912	91.94891718202666	602.8180911422994	Jalisco	Ameca	Jalisco	Ameca							4903.118895985274	57.651068066891774	602.8180911422994	57.651068066891774	24219.69059371204	109.18889591559542	109.18889591559542
663	mexico	arandas, jalisco	7923709.0	54231.0	7869478.0	3411307.77934713	3907.0	3459102.3156168303	32848	36755	6870410.09496396	67.86545822275419	80556.29891040921	954559963.1447352	8.439103044404016e-05	46.0	Arandas	2016.0	8582110.0		80951.0	URB				140000000.0	67000000.0									25000000.0	8200000.0					1100000.0				1300000.0					160000000.0	37000000.0														POINT (-102.30385 20.76204)	207000000.0	232600000.0	13590.818000000001	176597.4322633072	145267.18407881225	104580.99938633051	1199.3878092055031	968.8626989104869	669.4974606114989	Jalisco	Arandas	Jalisco	Arandas							5316.827553210932	60.8792675083212	669.4974606114989	60.8792675083212	17554.14028913443	29.161764134685846	29.161764134685846
664	mexico	atemajacdebrizuela, jalisco	635714.0	1253.0	634461.0	473564.1492026822	251.0	382519.96977581416	4306	4557	856084.1189784963	15.620610911665219	6998.033688426018	357843456.92761713	1.9556131467401812e-05																																																			None				14175.52990999776	17987.70667152298	8394.748812700673				Jalisco	AtemajacdeBrizuela	Jalisco	AtemajacdeBrizuela							1042.037409426042				4631.673092724007		
665	mexico	atotonilcoelalto, jalisco	6548855.0	44092.0	6504763.0	2469857.639609429	2710.0	2366810.1619831063	22701	25411	4836667.801592535	98.52349551288312	62857.99013721943	513760862.32137835	0.0001223487321576068	352.0	Atotonilco el Alto	2016.0	8582115.0		63103.0	URB				110000000.0	45000000.0									20000000.0	5500000.0					750000.0				990000.0					120000000.0	25000000.0														POINT (-102.5367 20.54993)	155000000.0	172240000.0	10063.9832	145957.46384920858	102106.38304325701	86436.01009150132	1350.295185798885	914.5722723708143	758.8648090300997	Jalisco	AtotonilcoelAlto	Jalisco	AtotonilcoelAlto							5060.244992213621	49.7192623273296	758.8648090300997	49.719262327329595	17492.213588139435	73.81004360320706	73.81004360320706
666	mexico	atoyac, jalisco	938119.0	19751.0	918368.0	591054.0047298698	371.0	493644.1116053687	5308	5679	1084698.1163352383	16.018681066364127	9066.573483562097	454122384.37558085	1.996504421606227e-05																																																			None				20876.938342171565	22812.20732768423	12363.322886234				Jalisco	Atoyac	Jalisco	Atoyac							1316.303099194086				5751.9718939603445		
667	mexico	ayotlán, jalisco	4597515.0	26557.0	4570958.0	1415109.9121478703	1337.0	1661640.048700688	16786	18123	3076749.960848558	78.21685170739069	42628.184180527925	433050807.1928485	9.843691195694853e-05	201.0	Ayotlán	2016.0	8582118.0		41291.0	URB				70000000.0	21000000.0									13000000.0	2600000.0					360000.0				630000.0					80000000.0	12000000.0														POINT (-102.35079 20.49393)	91000000.0	108590000.0	6344.9137	102477.28242449701	65317.277435282296	60687.046651787125	1515.1091609724654	929.4431181196728	856.467645127894	Jalisco	Ayotlán	Jalisco	Ayotlán							3622.0194512317694	42.91459864565582	856.467645127894	42.91459864565582	11121.046180576835	75.27497939927595	75.27497939927592
668	mexico	cañadasdeobregón, jalisco	1015124.0	30038.0	985086.0	228484.30776800058	300.0	295153.5810130822	2981	3281	523637.88878108276	12.294013628961414	4167.670620217919	272979406.8333832	1.5267344407271407e-05																																																			None				22570.37740442016	11145.320233595885	13366.177498897618				Jalisco	CañadasdeObregón	Jalisco	CañadasdeObregón							482.5315554516158				2159.155106882643		
669	mexico	chapala, jalisco	6046933.0	31083.0	6015850.0	758806.8041623045	1277.0	2414123.5712107113	24070	25347	3172930.3753730156	236.4519856983175	56748.4765675962	633105926.7917073	8.963504236198143e-05	203.0	Chapala	2016.0	8582130.0		53285.0	URB				96000000.0	64000000.0									18000000.0	7800000.0					1100000.0				870000.0					110000000.0	36000000.0														POINT (-103.1642 20.33026)	160000000.0	173770000.0	10153.3811	134793.37211197216	68994.7860188226	79824.63496470991	1227.5712866916042	579.52522750104	686.187715978768	Jalisco	Chapala	Jalisco	Chapala							3838.538504940153	62.19448017232258	686.187715978768	62.19448017232258	12280.967949209504	20.954466578719316	20.954466578719313
670	mexico	chiquilistlán, jalisco	452319.0	2979.0	449340.0	232228.0994092437	168.0	310644.2911169362	3247	3415	542872.3905261799	17.77450247397215	6523.242407947779	298935808.4831733	2.1821549051106612e-05																																																			None				10081.204858901161	11565.569903077221	5970.089517441267				Jalisco	Chiquilistlán	Jalisco	Chiquilistlán							778.6126685408213				4057.976159258754		
671	mexico	cocula, jalisco	3528826.0	24212.0	3504614.0	881419.296915596	708.0	1013266.3791372824	10149	10857	1894685.6760528784	64.47527728134422	27208.56701272726	333342130.49345446	8.162354687194732e-05																																																			None				78647.57484011784	40199.557486862526	46575.09382031778				Jalisco	Cocula	Jalisco	Cocula							2636.7503086344486				8493.965304113497		
672	mexico	concepcióndebuenosaires, jalisco	779715.0	1429.0	778286.0	161122.15478189316	297.0	498832.42846089357	5122	5419	659954.5832427867	20.750040936441053	6826.763468089106	267216702.0902888	2.554766754730188e-05																																																			None				17386.8018527034	14342.899905995288	10296.464057170953				Jalisco	ConcepcióndeBuenosAires	Jalisco	ConcepcióndeBuenosAires							523.6079241183104				2983.8072387618795		
673	mexico	cuquío, jalisco	2516226.0	9835.0	2506391.0	405771.2213758488	580.0	1164186.4827491692	12684	13264	1569957.704125018	23.873511896426997	19194.303564727306	646046774.821513	2.9710392982041004e-05																																																			None				56096.92442224944	34067.65808740605	33220.598642856115				Jalisco	Cuquío	Jalisco	Cuquío							1727.7247673154498				6078.182368995309		
674	mexico	degollado, jalisco	4335036.0	26718.0	4308318.0	1180711.6981211796	1357.0	1586365.9025411347	14894	16251	2767077.6006623143	43.19304429221962	22935.506519168615	429272551.19073355	5.342877492527575e-05																																																			None				96622.78528825345	58957.8810049827	57220.013447703685				Jalisco	Degollado	Jalisco	Degollado							2945.19859809859				7115.437802761973		
675	mexico	elarenal, jalisco	2116782.0	52467.0	2064315.0	553527.7702486634	756.0	937188.1707558406	9016	9772	1490715.941004504	144.15332654096943	19893.15906265378	112658007.21848504	0.000176580072325207																																																			None				47088.50575369248	31955.322050374234	27885.813107336686				Jalisco	ElArenal	Jalisco	ElArenal							1219.900229048951				3505.066743567452		
676	mexico	elsalto, jalisco	11604832.0	1285554.0	10319278.0	3151672.1749358373	2889.0	3647824.8546588323	38836	41725	6799497.02959467	1601.1648727053405	160116.48727053404	82081473.35780276	0.0019507019150663573	491.0	El Salto	2016.0	8582170.0		159761.0	URB				250000000.0	140000000.0									45000000.0	17000000.0					2300000.0				2200000.0					280000000.0	76000000.0														POINT (-103.22784 20.52877)	390000000.0	422500000.0	24686.675	255823.27874687087	144291.8094241877	151498.5456738969	936.2808225363314	484.49268451173634	513.6855031060153	Jalisco	ElSalto	Jalisco	ElSalto							7042.241996351141	71.47350950927517	513.6855031060153	71.47350950927517	38284.77784821691	55.08276366994304	55.082763669943034
677	mexico	encarnacióndedíaz, jalisco	8202988.0	79155.0	8123833.0	2774045.5044451146	3119.0	2503315.0847821585	23404	26523	5277360.589227273	34.80388223963534	54955.330056384206	1259767363.7769256	4.3623395586008746e-05	24.0	Encarnación de Díaz	2016.0	8582135.0		55634.0	URB				95000000.0	33000000.0									17000000.0	4000000.0					550000.0				860000.0					110000000.0	18000000.0														POINT (-102.17733 21.58032)	128000000.0	150410000.0	8788.4563	182768.0531000047	111225.00480713506	108235.24104582278	1979.6377300073132	1165.580677770851	1131.5614637103306	Jalisco	EncarnacióndeDíaz	Jalisco	EncarnacióndeDíaz							5080.405245959831	42.19229097196705	1131.5614637103306	42.19229097196705	21439.94897196425	143.95580111110357	143.95580111110357
678	mexico	gómezfarías, jalisco	1488294.0		1488294.0	72781.75525874669	29.0	5599.613329540804	71	100	78381.3685882875	34.674878718602386	15256.94663618505	355454212.49652565	4.292239647134349e-05																																																			None					1578.2198047510067					Jalisco	GómezFarías	Jalisco	GómezFarías							1488.737956803391				2964.6992844121564		
679	mexico	guadalajara, jalisco	62011393.0	2953266.0	59058127.0	45629852.14516927	26505.0	8846895.543697214	79789	106294	54476747.68886649	7492.388994446507	1416061.5199503899	152205638.21241212	0.009303607517969806	462.0	Guadalajara	2016.0	8582140.0		1513499.0	URB				2900000000.0	3200000000.0									520000000.0	390000000.0					53000000.0				26000000.0					3300000000.0	1800000000.0														POINT (-103.29785 20.71076)	6100000000.0	6089000000.0	355780.27	1376156.9326979222	1108466.2697273449	814960.1355437095	286.79967629962226	211.5592300065838	129.0627683046363	Jalisco	Guadalajara	Jalisco	Guadalajara							55500.45263822084	84.40035681623918	129.0627683046363	84.40035681623918	100698.49039867232	71.6964376920979	71.6964376920979
680	mexico	ixtlahuacándelosmembrillos, jalisco	5102802.0	231038.0	4871764.0	1977161.192042824	1560.0	1453312.1569928206	14334	15894	3430473.3490356444	282.51900523757934	70629.75130939484	202945312.83235773	0.0003480235651844706	241.0	Ixtlahuacán de los Membrillos	2016.0	8582145.0		55043.0	URB				80000000.0	15000000.0									15000000.0	1800000.0					250000.0				730000.0					91000000.0	8200000.0														POINT (-103.20482 20.40211)	95000000.0	116980000.0	6835.1414	113269.36357444248	71894.12772976892	67078.11710878483	1557.1619655804411	951.8308769701372	881.3713160167371	Jalisco	IxtlahuacándelosMembrillos	Jalisco	IxtlahuacándelosMembrillos							4272.547622503955	37.4914522982077	881.3713160167371	37.4914522982077	13500.439173460894	97.51514099563316	97.51514099563316
681	mexico	ixtlahuacándelrío, jalisco	3162905.0	35318.0	3127587.0	517713.2281559347	809.0	1288681.627416099	13493	14302	1806394.855572034	18.772658975207367	19579.883311141282	836407159.0002402	2.3409511863271436e-05																																																			None				70460.43517749781	39079.59356732901	41726.6697121142				Jalisco	IxtlahuacándelRío	Jalisco	IxtlahuacándelRío							6171.403763313424				10502.825037787496		
682	mexico	jalostotitlán, jalisco	4483051.0	44448.0	4438603.0	1557935.3872120336	1683.0	1373532.9383068488	12540	14223	2931468.3255188824	53.7501501162968	35260.0984762907	523433833.1066937	6.73630480991539e-05																																																			None				99882.59608790606	61743.55440421718	59150.473403257965				Jalisco	Jalostotitlán	Jalisco	Jalostotitlán							2491.36673002423				12940.789286129911		
683	mexico	jamay, jalisco	2208209.0	22126.0	2186083.0	697383.652242359	927.0	866732.1744933105	8053	8980	1564115.8267356695	120.0876051482851	24137.608634805307	164135995.30878875	0.00014705859363386604																																																			None				49198.46234968116	33256.490519881474	29135.32940348118				Jalisco	Jamay	Jalisco	Jamay							2144.5230910009263				4238.510355576049		
684	mexico	jesúsmaría, jalisco	3815099.0	24945.0	3790154.0	1247339.1402370606	1562.0	1592009.1329477518	14669	16231	2839348.2731848126	23.068059653474624	19146.489512383938	668213654.109448	2.865324495336921e-05																																																			None				85030.66691269957	60414.18221958872	50355.16094570068				Jalisco	JesúsMaría	Jalisco	JesúsMaría							1227.7010942563754				6051.122972619853		
685	mexico	jocotepec, jalisco	4615613.0	36818.0	4578795.0	7991359.800655181	2859.0	2083405.0400495506	21852	24711	10074764.840704732	106.21087891332054	43227.82771772146	325921786.83769214	0.00013263251940640828	532.0	Jocotepec	2016.0	8582150.0		45767.0	URB				71000000.0	27000000.0									13000000.0	3300000.0					460000.0				640000.0					81000000.0	15000000.0														POINT (-103.41594 20.29063)	98000000.0	113400000.0	6625.962	102856.96768267332	206040.75075860744	60911.89626167913	1452.3325923492064	3009.5975310242866	819.2913611892	Jalisco	Jocotepec	Jalisco	Jocotepec							2619.9285382844823	60.45965041326101	819.2913611892	60.45965041326101	26617.55027635299	301.7160115973045	301.7160115973045
686	mexico	juanacatlán, jalisco	1499755.0	36616.0	1463139.0	316494.93016199063	426.0	711925.9671397771	7383	7809	1028420.8973017678	89.65391663545688	15151.511911392212	138681152.52010992	0.00010925429761766017																																																			None				33363.8400400974	22198.103113540357	19758.066071745678				Jalisco	Juanacatlán	Jalisco	Juanacatlán							1989.9512135206523				7438.247176308102		
