	region	municipality	total_area_ghs	nres_area_ghs	res_area_ghs	msft_commercial_bldg_area	msft_commercial_bldg_count	msft_residential_bldg_area	msft_residential_bldg_count	msft_building_count	msft_area_sum	avgPOP2015	sumPOP2015	boundary_area	sum_population_density	index_gt	city	year	city_id	total_area	population	city_type	wastewater	railway_length	road_length	RES-electricity	COM-electricity	MUN-electricity	IND-electricity	AFF-electricity	RES-coal	COM-coal	MUN-coal	IND-coal	AFF-coal	RES-natural_gas	COM-natural_gas	MUN-natural_gas	IND-natural_gas	AFF-natural_gas	RES-oil	COM-oil	MUN-oil	IND-oil	AFF-oil	RES-kerosene	COM-kerosene	MUN-kerosene	IND-kerosene	AFF-kerosene	RES-lpg	COM-lpg	MUN-lpg	IND-lpg	AFF-lpg	RES-biomass	COM-biomass	MUN-biomass	IND-biomass	AFF-biomass	RES-district_heating	COM-district_heating	MUN-district_heating	IND-district_heating	AFF-district_heating	gt_point_geometry	res_com_electricity	res_com_non_electricity	res_com_non_electricity_adjusted	bottom_up_emissions_estimate_ghs	bottom_up_emissions_estimate_msft	bottom_up_emissions_estimate_ghs_adjusted	absolute_percent_error_ghs	absolute_percent_error_msft	absolute_percent_error_ghs_adjusted	state_x	city_x	state_y	city_y	NAME_x	LABEL_x	FIPSCODE_x	NAME_y	LABEL_y	FIPSCODE_y
906	mexico	ayala, morelos	7230885.0	223561.0	7007324.0	1578686.309398046	1545.0	3037704.812680834	32924	34469	4616391.12207888	189.95439650044327	87948.88557970524	378758258.94287163	0.0002322032153838014	93.0	Ayala	2016.0	8582373.0		86651.0	URB				160000000.0	44000000.0									28000000.0	5400000.0					730000.0				1400000.0					180000000.0	24000000.0														POINT (-98.95106 18.72604)	204000000.0	239530000.0	13995.7379	160749.8787893886	99274.27133569673	95196.07821907592	1048.563083546946	609.3178798075144	580.1790580765013	Morelos	Ayala	Morelos	Ayala						
907	mexico	coatlándelrío, morelos	1150171.0	5994.0	1144177.0	263076.9507137029	260.0	498883.85233319545	5876	6136	761960.8030468983	104.45902882076444	10968.198026180267	83986809.2091993	0.0001305942936689026																																																			None				25638.496885310044	16379.914408097873	15183.117855480607				Morelos	CoatlándelRío	Morelos	CoatlándelRío						
908	mexico	cuautla, morelos	12522915.0	326048.0	12196867.0	3304840.3850334804	3513.0	5507903.179191231	55108	58621	8812743.564224713	1567.2703377432074	189639.7108669281	97749857.87907688	0.0019400510136958471	7.0	Cuautla	2016.0	8582375.0		190870.0	URB				360000000.0	260000000.0									65000000.0	32000000.0					4400000.0				3200000.0					410000000.0	150000000.0														POINT (-98.95286 18.82507)	620000000.0	664600000.0	38832.578	278539.78094603826	188836.0196387843	164951.25827624384	617.2837738098104	386.2824704524749	324.7754508501697	Morelos	Cuautla	Morelos	Cuautla						
909	mexico	cuernavaca, morelos	25078931.0	565238.0	24513693.0	3760092.2364880964	5487.0	7079468.652082125	69523	75010	10839560.888570221	1485.979774912977	368522.9841784183	200700999.36932778	0.0018361791188705858	157.0	Cuernavaca	2016.0	8582376.0		389949.0	URB				760000000.0	670000000.0									140000000.0	82000000.0					11000000.0				6900000.0					860000000.0	370000000.0														POINT (-99.24002 18.95532)	1430000000.0	1469900000.0	85886.257	558020.6215767213	232977.57801269955	330459.8120977343	549.7205036851487	171.26293093981215	284.76448228234506	Morelos	Cuernavaca	Morelos	Cuernavaca						
910	mexico	emilianozapata, morelos	8847976.0	239799.0	8608177.0	1069878.5554762501	1203.0	1707708.4670092904	18421	19624	2777587.0224855407	1187.7301489933427	98581.60236644745	68532998.45000768	0.0014384545342541685	331.0	Emiliano Zapata	2016.0	8582377.0		95556.0	URB				170000000.0	58000000.0									30000000.0	7000000.0					960000.0				1500000.0					190000000.0	32000000.0														POINT (-99.18711 18.81062)	228000000.0	261460000.0	15277.1078	196778.26675578026	59451.05490716452	116532.08957277307	1188.0596859817947	289.151243059007	662.7889460384188	Morelos	EmilianoZapata	Morelos	EmilianoZapata						
911	mexico	huitzilac, morelos	1453244.0	1494.0	1451750.0	169946.42775586437	306.0	991830.8603104962	10966	11272	1161777.2880663606	85.93413883925	19850.78607186675	190255791.61883914	0.00010433735500486664																																																			None				32408.501028716157	25514.54780666903	19192.314309205707				Morelos	Huitzilac	Morelos	Huitzilac						
912	mexico	jantetelco, morelos	2245508.0	17399.0	2228109.0	689801.1399531529	611.0	785153.5041145228	8499	9110	1474954.6440676756	136.91459380462766	17525.06800699234	102770983.41445783	0.00017052544818333337																																																			None				50041.38624475033	31285.615095566733	29634.50893414114				Morelos	Jantetelco	Morelos	Jantetelco						
913	mexico	jiutepec, morelos	11599113.0	600983.0	10998130.0	1445985.8827279147	1906.0	3752373.7669622432	38832	40738	5198359.649690158	2930.766053616161	208084.38980674744	56088933.78279724	0.0037099009692811804	72.0	Jiutepec	2016.0	8582380.0		215333.0	URB				400000000.0	190000000.0									73000000.0	23000000.0					3200000.0				3600000.0					460000000.0	110000000.0														POINT (-99.1503 18.8783)	590000000.0	672800000.0	39311.704	257294.10611685138	112563.86818262191	152369.56964239938	554.4974649708682	186.33678199912654	287.5933987557481	Morelos	Jiutepec	Morelos	Jiutepec						
914	mexico	jojutla, morelos	4615902.0	64888.0	4551014.0	682681.8869215	946.0	2051710.298509623	23718	24664	2734392.185431123	323.115905752794	60422.674375772476	154374820.78251532	0.0003914023936642913	580.0	Jojutla	2016.0	8582381.0		59284.0	URB				110000000.0	71000000.0									21000000.0	8600000.0					1200000.0				1000000.0					130000000.0	39000000.0														POINT (-99.22129 18.58999)	181000000.0	200800000.0	11732.744	102797.8737082265	59391.7229824488	60876.90081001173	776.1622490717132	406.2048825274702	418.8632839002686	Morelos	Jojutla	Morelos	Jojutla						
915	mexico	jonacatepec, morelos	1784985.0	5833.0	1779152.0	394839.7900150048	408.0	707755.4072711365	7695	8103	1102595.1972861413	143.85893524149517	15968.341811805964	90756054.44866902	0.0001759479508977282																																																			None				39797.255412711005	23669.502746397917	23567.934655407455				Morelos	Jonacatepec	Morelos	Jonacatepec						
916	mexico	mazatepec, morelos	1237053.0	67897.0	1169156.0	272951.40258698625	190.0	400897.76123397896	5029	5219	673849.1638209652	141.291695266575	10879.460535526276	58543026.88035196	0.0001858370008397637																																																			None				27431.708360265722	14391.687543218879	16245.05769094936				Morelos	Mazatepec	Morelos	Mazatepec						
917	mexico	miacatlán, morelos	2424176.0	27240.0	2396936.0	284374.696390495	305.0	934794.3597083336	11706	12011	1219169.0560988286	105.2362141878085	27992.83297395706	216472261.85296917	0.0001293137177684694																																																			None				54003.276718813446	26527.393490216207	31980.74047288132				Morelos	Miacatlán	Morelos	Miacatlán						
918	mexico	ocuituco, morelos	1414738.0	807.0	1413931.0	186136.93265469014	220.0	757518.3296465552	9423	9643	943655.2623012454	188.48662353719322	19414.122224330902	87101084.67333908	0.0002228918537253693																																																			None				31551.298120329124	20611.926374293384	18684.678746858906				Morelos	Ocuituco	Morelos	Ocuituco						
919	mexico	puentedeixtla, morelos	4563162.0	39015.0	4524147.0	410841.99307299487	636.0	2065720.2896134076	24882	25518	2476562.2826864026	180.83246000265393	66365.51282097399	299464001.80252886	0.00022161432566688408	456.0	Puente de Ixtla	2016.0	6951543.0		66886.0	URB				110000000.0	44000000.0									21000000.0	5300000.0					730000.0				1000000.0					130000000.0	24000000.0														POINT (-99.31806 18.61472)	154000000.0	182030000.0	10636.0129	101682.01292772529	54276.00035347022	60216.08805579891	856.0162617678404	410.3040101941793	466.1528302189151	Morelos	PuentedeIxtla	Morelos	PuentedeIxtla						
920	mexico	temixco, morelos	7773993.0	80194.0	7693799.0	544503.533883171	862.0	2719692.2067546602	31452	32314	3264195.7406378314	935.6813307528496	116960.1663441062	103298232.83247551	0.0011322571852103898	176.0	Temixco	2016.0	8582386.0		118106.0	URB				210000000.0	82000000.0									39000000.0	10000000.0					1400000.0				1900000.0					240000000.0	46000000.0														POINT (-99.25538 18.85274)	292000000.0	338300000.0	19766.869	173197.66656278772	71530.66430471597	102567.65813848288	776.2018231758794	261.87149469506767	418.8867196847558	Morelos	Temixco	Morelos	Temixco						
921	mexico	temoac, morelos	1487590.0	4383.0	1483207.0	364697.83815952507	366.0	540178.4118294714	6465	6831	904876.2499889964	364.42669730836695	16034.774681568146	37253250.19021153	0.00043042619367964196																																																			None				33167.781263707206	19330.11515158854	19641.960064367406				Morelos	Temoac	Morelos	Temoac						
922	mexico	tepalcingo, morelos	2709990.0	20628.0	2689362.0	642603.1146240757	527.0	1113576.0387800494	13382	13909	1756179.153404125	57.69494081489035	26308.89301159	371200168.02914214	7.08752184873056e-05																																																			None				60393.28119057721	37668.02204706352	35764.90112105982				Morelos	Tepalcingo	Morelos	Tepalcingo						
923	mexico	tepoztlán, morelos	3433950.0	7074.0	3426876.0	446586.1762075167	661.0	1967467.092899279	22182	22843	2414053.2691067955	179.70073507493515	54089.921257555485	243798376.9212902	0.000221863336173966	247.0	Tepoztlán	2016.0	8582388.0		46500.0	URB				82000000.0	25000000.0									15000000.0	3000000.0					410000.0				750000.0					94000000.0	14000000.0														POINT (-99.09972 18.96424)	107000000.0	127160000.0	7429.9588	76571.5514635908	52798.39165579842	45345.67277673847	930.5784126769422	610.6148644565623	510.3085359872853	Morelos	Tepoztlán	Morelos	Tepoztlán						
924	mexico	tetecala, morelos	837742.0	6082.0	831660.0	143416.55427989986	135.0	293211.1988466137	3778	3913	436627.75312651356	97.15883498019483	8064.183303356171	68088372.85457186	0.00011843701009833565																																																			None				18670.12543197288	9403.337444899646	11056.448280814338				Morelos	Tetecala	Morelos	Tetecala						
925	mexico	teteladelvolcán, morelos	1399590.0		1399590.0	202868.90856279957	261.0	753818.6805724796	10199	10460	956687.5891352792	179.89318079967052	21946.968057559803	98847136.61343001	0.00022202937595845287																																																			None					20863.52207768944					Morelos	TeteladelVolcán	Morelos	TeteladelVolcán						
926	mexico	tlalnepantla, morelos	591552.0		591552.0	37848.55350042426	71.0	282921.36704858154	3444	3515	320769.9205490058	54.201781865294656	7100.4334243536	108689865.48016012	6.532746538038258e-05																																																			None					7065.82401198556					Morelos	Tlalnepantla	Morelos	Tlalnepantla						
927	mexico	tlaltizapándezapata, morelos	4391309.0	47042.0	4344267.0	560902.5515844566	769.0	1969376.57955288	21038	21807	2530279.1311373366	186.6180681196162	56172.03850400448	239594077.23165023	0.00023444669064041533	26.0	Tlaltizapán de Zapata	2016.0	8582392.0		52923.0	URB				99000000.0	24000000.0									18000000.0	2900000.0					400000.0				900000.0					110000000.0	13000000.0														POINT (-99.12618 18.70815)	123000000.0	145200000.0	8484.036	97830.39942252036	55123.68706822718	57935.16253801656	1053.1115547190084	549.7342428559613	582.8726627045967	Morelos	TlaltizapándeZapata	Morelos	TlaltizapándeZapata						
928	mexico	tlaquiltenango, morelos	2742714.0	8436.0	2734278.0	180892.95523888624	320.0	1013690.0637478398	12130	12450	1194583.018986726	48.510590739525966	32502.095795482397	546429693.8206878	5.948083744904983e-05																																																			None				61151.59770358535	26220.6618935459	36213.97616006324				Morelos	Tlaquiltenango	Morelos	Tlaquiltenango						
929	mexico	tlayacapan, morelos	1438390.0		1438390.0	237769.72688544827	287.0	726831.6335249102	7962	8249	964601.3604103584	264.78390273494995	18270.089288711548	57866825.1814685	0.0003157264845862398																																																			None					20958.535866455193					Morelos	Tlayacapan	Morelos	Tlayacapan						
930	mexico	totolapan, morelos	874392.0		874392.0	76649.21492553577	135.0	487789.31524087914	5701	5836	564438.5301664149	153.05883939544876	11785.530633449554	60247657.626317434	0.0001956180721008046																																																			None					12409.81914490464					Morelos	Totolapan	Morelos	Totolapan						
931	mexico	xochitepec, morelos	6786067.0	67947.0	6718120.0	966125.0759441217	1382.0	2190178.3303822502	23883	25265	3156303.406326372	650.9023103884289	72901.05876350403	93702905.6412406	0.0007780021149250121	174.0	Xochitepec	2016.0	8582396.0		71589.0	URB				120000000.0	45000000.0									21000000.0	5500000.0					750000.0				1100000.0					130000000.0	25000000.0														POINT (-99.23266 18.77045)	165000000.0	183350000.0	10713.1405	151192.3520054639	68139.89170817593	89536.11085763572	1311.2794656754843	536.0403068379056	735.7596995730219	Morelos	Xochitepec	Morelos	Xochitepec						
932	mexico	yautepec, morelos	10342731.0	52639.0	10290092.0	1443696.7840109859	1941.0	3648831.5762349996	38846	40787	5092528.360245985	491.1902291426843	114447.32339024544	192652073.36612302	0.0005940622459471047	529.0	Yautepec	2016.0	8582397.0		109044.0	URB				200000000.0	84000000.0									36000000.0	10000000.0					1400000.0				1800000.0					230000000.0	46000000.0														POINT (-99.04341 18.88465)	284000000.0	325200000.0	19001.436	230553.07706161044	110208.83666442713	136533.53223588568	1113.345544313653	480.00267276866396	618.5432313425453	Morelos	Yautepec	Morelos	Yautepec						
933	mexico	yecapixtla, morelos	4293697.0	68467.0	4225230.0	1308284.1191732436	1114.0	1945851.9786151198	20799	21913	3254136.0977883637	241.9341891132019	52257.784848451614	177663434.2596102	0.0002941392249127081	276.0	Yecapixtla	2016.0	8582398.0		52546.0	URB				87000000.0	21000000.0									16000000.0	2600000.0					350000.0				790000.0					100000000.0	12000000.0														POINT (-98.87216 18.85913)	108000000.0	131740000.0	7697.568200000001	95603.31518090508	69522.97921805274	56616.28325013198	1141.9937400607257	803.1810750056458	635.5086928639616	Morelos	Yecapixtla	Morelos	Yecapixtla						
934	mexico	zacatepec, morelos	2800242.0	21405.0	2778837.0	360159.7336137528	528.0	1153133.0778862615	12481	13009	1513292.8115000143	1064.3398377648716	30865.855295181274	26432623.706447832	0.0011677181818183272	595.0	Zacatepec	2016.0	8582399.0		37128.0	URB				74000000.0	31000000.0									14000000.0	3800000.0					510000.0				670000.0					84000000.0	17000000.0														POINT (-99.20767 18.65225)	105000000.0	119980000.0	7010.4314	62404.375267788484	32910.34630863767	36955.871033584335	790.1645520386732	369.44823265281036	427.15544771730214	Morelos	Zacatepec	Morelos	Zacatepec						
935	mexico	zacualpan, morelos	1647943.0	18259.0	1629684.0	954910.8747933782	771.0	514745.3646676222	6548	7319	1469656.2394610003	164.16918758314048	10999.335568070412	54005663.79294603	0.00020367003746572028																																																			None				36711.767486943725	30548.448868412343	21740.708705768073				Morelos	Zacualpan	Morelos	Zacualpan						
936	mexico	bahíadebanderas, nayarit	11345861.0	187839.0	11158022.0	2093321.827175559	2606.0	2498960.97787574	24377	26983	4592282.805051299	186.4611964591567	179562.1321901679	775553926.932975	0.00023152759073797588	45.0	Bahía de Banderas	2016.0	8582421.0		163481.0	URB				250000000.0	250000000.0									47000000.0	31000000.0					4200000.0				2300000.0					290000000.0	140000000.0														POINT (-105.30913 20.80426)	500000000.0	514500000.0	30062.235	252610.41106216764	97534.97543095872	149595.88543101566	740.2915187848396	224.4435266737776	397.620637424382	Nayarit	BahíadeBanderas	Nayarit	BahíadeBanderas						
937	mexico	tepic, nayarit	22812922.0	637376.0	22175546.0	6188138.269949021	8638.0	8212584.280252965	79927	88565	14400722.550201986	207.10407467604207	425184.6653099144	1643225528.2396107	0.00025875003643925567	267.0	Tepic	2016.0	8582418.0		437463.0	URB				780000000.0	480000000.0									140000000.0	59000000.0					8000000.0				7100000.0					900000000.0	270000000.0														POINT (-104.87194 21.56234)	1260000000.0	1384100000.0	80872.963	507312.9408502289	306733.71886877745	300430.7235715055	527.2960975230114	279.27844793911834	271.4847489531273	Nayarit	Tepic	Nayarit	Tepic						
938	mexico	xalisco, nayarit	3988372.0	20546.0	3967826.0	664496.1328747193	1017.0	1535311.6366890846	15074	16091	2199807.769563804	84.55768045773611	53440.45404928923	506219485.62426716	0.00010556775384374378	165.0	Xalisco	2016.0	8582409.0		56724.0	URB				99000000.0	29000000.0									18000000.0	3600000.0					490000.0				900000.0					110000000.0	16000000.0														POINT (-104.92389 21.39832)	128000000.0	148990000.0	8705.485700000001	88905.48007745089	47511.24191304228	52649.82530186641	921.2581255225183	445.76210392307314	504.78906193443527	Nayarit	Xalisco	Nayarit	Xalisco						
939	mexico	abasolo, nuevoleón	375825.0	24551.0	351274.0	65549.55636372665	85.0	153016.3216077761	1464	1549	218565.87797150278	46.456051591535406	2787.3630954921246	47085634.274892576	5.919773914946341e-05																																																			None				8324.7763371102	4721.668927901082	4929.93254683666				NuevoLeón	Abasolo	NuevoLeón	Abasolo						
940	mexico	agualeguas, nuevoleón	1367978.0		1367978.0	146377.83752019747	268.0	314613.00205988204	2224	2492	460990.83958007954	2.5645665041663044	3272.386859316204	984799769.2008126	3.32289563996529e-06																																																			None					9939.798006606366					NuevoLeón	Agualeguas	NuevoLeón	Agualeguas						
941	mexico	allende, nuevoleón	4014122.0	8777.0	4005345.0	1119026.22794692	1616.0	2204562.5703586577	21669	23285	3323588.798305578	145.10519221134302	35695.87728399038	191211582.78505445	0.00018668260972514925	474.0	Allende	2016.0	8582425.0		35661.0	URB				70000000.0	36000000.0									13000000.0	4400000.0					600000.0				640000.0					80000000.0	20000000.0														POINT (-100.00649 25.30539)	106000000.0	118640000.0	6932.1352	89507.26643757409	71513.88778971286	53006.20318433137	1191.1933171409305	931.6285780132052	664.6446824108591	NuevoLeón	Allende	NuevoLeón	Allende						
942	mexico	anáhuac, nuevoleón	3159963.0	6249.0	3153714.0	439782.9436742075	632.0	702182.8190206424	5402	6034	1141965.7626948499	3.1362740298027205	18679.648121505004	4556150364.295692	4.099875251679183e-06																																																			None				70462.69129442053	24442.656181809787	41728.00578455583				NuevoLeón	Anáhuac	NuevoLeón	Anáhuac						
943	mexico	apodaca, nuevoleón	30799513.0	7316692.0	23482821.0	8700378.730321094	7733.0	6017148.625907855	61092	68825	14717527.356228948	2085.587954943447	604820.5069335997	225494288.26731074	0.002682198789073625	555.0	Apodaca	2016.0	8582427.0		613751.0	URB				1000000000.0	430000000.0									180000000.0	53000000.0					7200000.0				9100000.0					1100000000.0	240000000.0														POINT (-100.18639 25.79002)	1430000000.0	1589300000.0	92862.799	669844.1783245022	307933.7425287649	396681.72240377014	621.3267159053672	231.600754925301	327.1696811591584	NuevoLeón	Apodaca	NuevoLeón	Apodaca						
944	mexico	aramberri, nuevoleón	2074419.0	90486.0	1983933.0	478774.2066909028	440.0	809878.1936101369	9427	9867	1288652.4003010397	4.664626508313003	16027.65668256348	2700778824.6684318	5.934457326223726e-06																																																			None				46054.90620938556	27623.198119294306	27273.715457198126				NuevoLeón	Aramberri	NuevoLeón	Aramberri						
945	mexico	bustamante, nuevoleón	855770.0	978.0	854792.0	96889.7760543819	173.0	211032.02305234942	1642	1815	307921.7991067313	6.933114593138235	4215.333672628047	468515003.48904455	8.99722237545508e-06																																																			None				19084.124633180403	6641.416655669536	11301.618607769435				NuevoLeón	Bustamante	NuevoLeón	Bustamante						
946	mexico	cadereytajiménez, nuevoleón	11300764.0	1471093.0	9829671.0	2847780.2228517863	3574.0	5259809.113117438	55202	58776	8107589.335969225	67.73231111712916	99634.22965329699	1145241814.3106039	8.699842112669748e-05	518.0	Cadereyta Jiménez	2016.0	8582430.0		97888.0	URB				180000000.0	70000000.0									33000000.0	8600000.0					1200000.0				1600000.0					210000000.0	39000000.0														POINT (-99.96078 25.48866)	250000000.0	293400000.0	17143.362	248608.38169456777	174175.9977252371	147225.88363952303	1350.1728522944786	915.9967322934503	758.7923631287902	NuevoLeón	CadereytaJiménez	NuevoLeón	CadereytaJiménez						
947	mexico	cerralvo, nuevoleón	2432242.0	50011.0	2382231.0	1115.1995977389274	3.0	10434.440273369011	86	89	11549.639871107938	5.821956429772893	7597.653140853625	1012048378.7176603	7.507203509856327e-06																																																			None				54130.00715661168	254.9900719005208	32055.790238145437				NuevoLeón	Cerralvo	NuevoLeón	Cerralvo						
948	mexico	ciénegadeflores, nuevoleón	3443151.0	299397.0	3143754.0	560515.1709892515	500.0	754231.5239061895	8709	9209	1314746.694895441	379.6161636458041	68710.52561989054	139115709.30535793	0.0004939091779280761																																																			None				76094.22909415285	28014.330413008716	45063.002469557316				NuevoLeón	CiénegadeFlores	NuevoLeón	CiénegadeFlores						
949	mexico	doctorarroyo, nuevoleón	6793088.0	12290.0	6780798.0	373340.5219403624	596.0	1539729.0890741232	20745	21341	1913069.6110144854	5.76372807787152	37216.39219881641	5074948248.095833	7.333354032286012e-06	265.0	Doctor Arroyo	2016.0	8582435.0		37317.0	URB				64000000.0	12000000.0									12000000.0	1500000.0					200000.0				590000.0					74000000.0	6600000.0														POINT (-100.28746 23.79735)	76000000.0	94890000.0	5544.4227	151478.89422057074	41795.87226757855	89705.80115742199	2632.0949793487202	653.8363239797453	1517.9466467703119	NuevoLeón	DoctorArroyo	NuevoLeón	DoctorArroyo						
950	mexico	doctorcoss, nuevoleón	964965.0		964965.0	2258.9052998686666	4.0	12449.150184248667	95	99	14708.055484117333	1.795142368087895	1671.2775446898304	723179140.2940431	2.3110145903963608e-06																																																			None					322.762446175413					NuevoLeón	DoctorCoss	NuevoLeón	DoctorCoss						
951	mexico	doctorgonzález, nuevoleón	1398941.0	114210.0	1284731.0	242328.57843142038	327.0	380107.9324911432	3766	4093	622436.5109225635	5.134289456358027	4081.7601178046316	617033937.4613712	6.615130659746193e-06																																																			None				30934.194048464044	13316.521036250759	18319.229715500405				NuevoLeón	DoctorGonzález	NuevoLeón	DoctorGonzález						
952	mexico	elcarmen, nuevoleón	3100871.0	412234.0	2688637.0	980253.8689877312	1017.0	1090825.2988761507	12330	13347	2071079.167863882	303.279204488458	41245.97181043029	104923636.51009077	0.0003931046729062194																																																			None				68196.83141834605	43902.93137256271	40386.163565944524				NuevoLeón	ElCarmen	NuevoLeón	ElCarmen						
953	mexico	galeana, nuevoleón	5861121.0	24338.0	5836783.0	1228815.310794794	1054.0	2202400.401591859	25889	26943	3431215.712386653	4.4404273084572665	40305.75867886661	7098528296.997587	5.678044376594856e-06	138.0	Galeana	2016.0	8582438.0		41703.0	URB				77000000.0	8200000.0									14000000.0	1000000.0					140000.0				700000.0					88000000.0	4500000.0														POINT (-100.3695 24.8504)	85200000.0	108340000.0	6330.3062	130664.91885302486	73657.96976656029	77379.76494476132	1964.1168803655162	1063.5767281930262	1122.3700165524588	NuevoLeón	Galeana	NuevoLeón	Galeana						
954	mexico	garcía, nuevoleón	12326801.0	1751267.0	10575534.0	6029800.389351174	5174.0	4759463.010493032	55751	60925	10789263.399844205	296.8787425420706	397817.51500637457	1035784448.3265601	0.00038407365127860214	448.0	García	2016.0	8582439.0		194434.0	URB				290000000.0	70000000.0									53000000.0	8600000.0					1200000.0				2600000.0					330000000.0	39000000.0														POINT (-100.61982 25.80693)	360000000.0	434400000.0	25381.992000000002	270838.12066222285	226556.32600763283	160390.33505616835	967.0483256878454	792.5868624008424	531.9060184723419	NuevoLeón	García	NuevoLeón	García						
955	mexico	generalbravo, nuevoleón	1793138.0	10122.0	1783016.0	18030.05478498706	28.0	17657.187152247538	135	163	35687.2419372346	2.1720052892310786	5310.552932169987	1897544422.9187708	2.798644852804755e-06																																																			None				39969.07916304312	753.8419345030051	23669.688680354135				NuevoLeón	GeneralBravo	NuevoLeón	GeneralBravo						
956	mexico	generalescobedo, nuevoleón	19427063.0	2812785.0	16614278.0	8294622.501297912	7839.0	5614631.247206401	53629	61468	13909253.748504313	2236.7686749645845	433933.1229431294	148992571.71096423	0.002912448036570112	286.0	General Escobedo	2016.0	8582442.0		411504.0	URB				670000000.0	210000000.0									120000000.0	26000000.0					3600000.0				6100000.0					770000000.0	120000000.0														POINT (-100.35796 25.82493)	880000000.0	1045700000.0	61100.251000000004	426718.17413448374	290854.0409868821	252702.50272244125	598.3902146891078	376.0275714528278	313.58668513888955	NuevoLeón	GeneralEscobedo	NuevoLeón	GeneralEscobedo						
957	mexico	generalterán, nuevoleón	2882245.0	29968.0	2852277.0	766181.5677028128	698.0	1001537.9286848047	9757	10455	1767719.4963876177	4.595084707855336	14713.461234552786	2490286116.2541394	5.908341671472116e-06																																																			None				64213.3110193074	37636.869873714924	38027.12278563384				NuevoLeón	GeneralTerán	NuevoLeón	GeneralTerán						
958	mexico	generaltreviño, nuevoleón	552848.0		552848.0	104609.06191901688	136.0	141960.78022583516	1147	1283	246569.84214485204	2.1831781179708716	1102.50494957529	388855019.9334161	2.8352596547784637e-06																																																			None					5255.048311458501					NuevoLeón	GeneralTreviño	NuevoLeón	GeneralTreviño						
959	mexico	generalzaragoza, nuevoleón	584724.0		584724.0	34351.42659718647	64.0	288757.1601167218	4486	4550	323108.5867139083	3.6337131318403966	6075.568356437143	1313327079.7065747	4.6260893042687845e-06																																																			None					7126.149059059543					NuevoLeón	GeneralZaragoza	NuevoLeón	GeneralZaragoza						
960	mexico	generalzuazua, nuevoleón	6317689.0	1603440.0	4714249.0	1927089.5034956657	1034.0	1516195.9947173612	18964	19998	3443285.4982130267	1733.7946731195752	402240.36416374147	185836743.6404992	0.0021644824176529623	216.0	General Zuazua	2016.0	8582446.0		78129.0	URB				110000000.0	55000000.0									21000000.0	6700000.0					920000.0				1000000.0					130000000.0	31000000.0														POINT (-100.1365 25.88958)	165000000.0	190620000.0	11137.9266	137160.8590411732	72296.79015823691	81226.66072418276	1131.4756953163362	549.1045663583104	629.2799067663343	NuevoLeón	GeneralZuazua	NuevoLeón	GeneralZuazua						
961	mexico	guadalupe, nuevoleón	29478008.0	3913549.0	25564459.0	12259529.081246065	14253.0	10783986.584915634	92143	106396	23043515.666161697	4336.514530728179	659150.2086706832	118205451.79212824	0.005576309710569362																																																			None				648316.2620638303	485319.78426033363	383932.8903942003				NuevoLeón	Guadalupe	NuevoLeón	Guadalupe						
962	mexico	hidalgo, nuevoleón	1544596.0	40790.0	1503806.0	218006.20914275295	388.0	843235.5365807109	7979	8367	1061241.7457234638	78.69722939040011	17549.482154059224	171103013.8019552	0.00010256676235038174																																																			None				34354.192044018244	23160.070659786004	20344.5525284676				NuevoLeón	Hidalgo	NuevoLeón	Hidalgo						
963	mexico	higueras, nuevoleón	469845.0	11398.0	458447.0	53011.27563887719	92.0	160201.63014031327	1524	1616	213212.90577919045	3.0670099138032865	1769.6647202644963	444660633.20323545	3.979809742805943e-06																																																			None				10452.433504847402	4631.555692092547	6189.931121570631				NuevoLeón	Higueras	NuevoLeón	Higueras						
964	mexico	hualahuises, nuevoleón	864638.0	4214.0	860424.0	113321.88933110959	201.0	474095.4570243615	4796	4997	587417.3463554711	43.529271210657384	7138.8004785478115	128664957.29636678	5.5483642388380104e-05																																																			None				19274.35378092552	12836.694579039358	11414.272309064092				NuevoLeón	Hualahuises	NuevoLeón	Hualahuises						
965	mexico	iturbide, nuevoleón	417442.0		417442.0	22655.356145936836	44.0	184279.98176036467	2727	2771	206935.3379063015	4.928604636657828	3538.73812912032	563221106.1819389	6.283035366180314e-06																																																			None					4562.4227572867985					NuevoLeón	Iturbide	NuevoLeón	Iturbide						
966	mexico	juárez, nuevoleón	13563191.0	711361.0	12851830.0	4576594.239193355	6084.0	7399919.356404107	82081	88165	11976513.59559746	1431.1566350591258	455107.809948802	249078351.2596424	0.0018271672654296314	459.0	Juárez	2016.0	8582451.0		345867.0	URB				500000000.0	92000000.0									91000000.0	11000000.0					1500000.0				4500000.0					570000000.0	51000000.0														POINT (-100.11647 25.60368)	592000000.0	729000000.0	42595.47	300841.6100163513	256428.83970218126	178158.4014516832	606.2760664839507	502.00964962279147	318.2566865717955	NuevoLeón	Juárez	NuevoLeón	Juárez						
967	mexico	lampazosdenaranjo, nuevoleón	2153254.0	8132.0	2145122.0	192837.57690312635	320.0	306763.276021465	2411	2731	499600.8529245914	1.414038073063058	6363.171328783761	3441883515.7891426	1.8487468560727384e-06																																																			None				48005.46414943416	10692.447678817167	28428.835869294908				NuevoLeón	LampazosdeNaranjo	NuevoLeón	LampazosdeNaranjo						
