	municipality	total_area_ghs	nres_area_ghs	res_area_ghs	msft_commercial_bldg_area	msft_commercial_bldg_count	msft_residential_bldg_area	msft_residential_bldg_count	msft_building_count	msft_area_sum	avgPOP2015	sumPOP2015	boundary_area	sum_population_density	index_gt	city	year	city_id	total_area	population	city_type	wastewater	railway_length	road_length	RES-electricity	COM-electricity	MUN-electricity	IND-electricity	AFF-electricity	RES-coal	COM-coal	MUN-coal	IND-coal	AFF-coal	RES-natural_gas	COM-natural_gas	MUN-natural_gas	IND-natural_gas	AFF-natural_gas	RES-oil	COM-oil	MUN-oil	IND-oil	AFF-oil	RES-kerosene	COM-kerosene	MUN-kerosene	IND-kerosene	AFF-kerosene	RES-lpg	COM-lpg	MUN-lpg	IND-lpg	AFF-lpg	RES-biomass	COM-biomass	MUN-biomass	IND-biomass	AFF-biomass	RES-district_heating	COM-district_heating	MUN-district_heating	IND-district_heating	AFF-district_heating	gt_point_geometry	res_com_electricity	res_com_non_electricity	res_com_non_electricity_adjusted	bottom_up_emissions_estimate_ghs	bottom_up_emissions_estimate_msft	bottom_up_emissions_estimate_ghs_adjusted	absolute_percent_error_ghs	absolute_percent_error_msft	absolute_percent_error_ghs_adjusted
169	worcester	14893739.0	1973382.0	12920357.0	4223914.455642237	3015	5435713.263148446	38800	41815	9659627.718790682	1162.561092947103	183684.65268564224	99631119.35745429	0.0018436473851771412	2.0	Worcester	2015.0	4956184.0		184508.0	URB				1692000000.0	2448000000.0		540000000.0							2759193864.0	2759193864.0		1236880008.0		1663309944.92	358251372.752		31986729.71																						POINT (-71.80229 42.26259)	4680000000.0	8808815783.382	513113.5193820015	603844.3018849142	389307.64727379533	357596.59557624615	17.682399522856006	24.128359014457278	30.308483002564678
170	swampscott	1263062.0	47141.0	1215921.0	240638.65467486464	339	620224.1622682288	4191	4530	860862.8169430936	1062.7352000645228	14878.29280090332	8035779.789358879	0.0018515057892210308																																																			None				51303.98920214701	34802.323816493816	30382.222405511457			
171	wayland	1745006.0	135603.0	1609403.0	408119.8125834542	644	759858.5017404427	4376	5020	1167978.3143238968	202.73126730611247	12569.338572978973	41095137.0461777	0.00030585951225457856																																																			None				70824.233121381	47153.625307145434	41942.11085448182			
172	milton	3427171.0	55136.0	3372035.0	422665.56844060693	622	1202526.839488291	8519	9141	1625192.4079288978	524.094645764611	28825.205517053604	34490513.313189074	0.0008357430130223933																																																			None				139264.907934024	65727.0777494345	82472.67847852901			
173	adams	1245589.0	59076.0	1186513.0	249333.10865324986	253	491995.7307351011	3469	3722	741328.839388351	89.75766693827008	8257.705358320847	59500152.50917886	0.00013878460827553279																																																			None				50584.30692382801	29936.60348663497	29956.026560290942			
174	millis	1126391.0	95740.0	1030651.0	198906.913901713	208	436169.8141717967	2880	3088	635076.7280735098	158.05668167273203	8060.890765309334	31783567.806747768	0.0002536181845386778																																																			None				45710.131636908	25657.506701744223	27069.539955376917			
175	brimfield	689795.0	15371.0	674424.0	63603.44132102035	121	248311.479388621	1648	1769	311914.92070964136	24.699480661294526	3556.725215226412	91545475.88337903	3.885200421872699e-05																																																			None				28026.806393061	12628.51214290412	16597.47474597072			
176	ashburnham	868998.0	7577.0	861421.0	378698.37599377346	150	388471.1767880872	2650	2800	767169.5527818607	36.62333198619031	6152.719773679972	106112994.24770765	5.798271754840137e-05																																																			None				35317.256074191006	30884.711043115138	20914.879047135913			
177	colrain	405025.0	4383.0	400642.0	55163.077502595545	85	154617.89232702117	1103	1188	209780.96982961672	9.232334634938905	1587.9615572094917	112370644.88224095	1.4131462526299456e-05																																																			None				16460.091582273002	8483.618668296629	9747.66623502207			
178	northfield	772155.0	47608.0	724547.0	116671.75275754459	162	227721.3801679897	1502	1664	344393.1329255343	20.424327029509747	2879.8301111608744	91676207.81016017	3.141305885082337e-05																																																			None				31349.110525487995	13906.740405748304	18564.94325319399			
179	plympton	592209.0	24758.0	567451.0	141210.03030897764	94	193778.86223875603	1309	1403	334988.8925477337	47.65275953610738	2859.165572166443	39151876.33498415	7.302754911931605e-05																																																			None				24052.68539253	13505.075309074291	14244.000289456264			
180	berkley	1155585.0	29060.0	1126525.0	81670.29135725625	140	392225.2810895161	2587	2727	473895.57244677236	94.40626517338539	6325.219766616821	42978523.15398545	0.0001471716406809636																																																			None				46949.53172994	19198.45875435036	27803.512690470463			
181	kingston	2231760.0	202880.0	2028880.0	387633.34015991556	324	735926.003870529	5171	5495	1123559.3440304445	157.4747025527452	11968.077394008636	49249253.88833827	0.00024301032907307775																																																			None				90556.74331776	45364.267956769945	53627.70339277747			
182	montague	1572130.0	133379.0	1438751.0	275852.90993899544	271	467204.83354480145	3199	3470	743057.743483797	60.515675412823065	7806.522128254175	81485851.16651812	9.580217935382888e-05																																																			None				63798.884825589004	29985.9146762922	37781.699593713805			
183	west stockbridge	463273.0	8556.0	454717.0	55626.70286835573	119	161009.29929976253	1068	1187	216636.00216811826	15.703245575297368	1146.336926996708	48413823.10975208	2.3677884813971637e-05																																																			None				18824.471687340003	8761.897194998275	11147.852133242748			
184	danvers	4411910.0	617388.0	3794522.0	1221358.5480713192	818	1226104.3765413852	7851	8669	2447462.9246127047	469.53496394838606	26293.95798110962	35727247.29876551	0.0007359637243034439																																																			None				178848.324019908	98519.51172447232	105913.97748458952			
185	otis	530243.0	6079.0	524164.0	41244.77719383751	75	255276.42677991427	1886	1961	296521.2039737518	9.9390741617851	1520.6783467531204	98642031.3768352	1.5416129671374874e-05																																																			None				21548.643095313	12020.460594122293	12761.106441044358			
186	becket	532023.0	7336.0	524687.0	42083.188138038844	77	282624.4501189839	2131	2208	324707.6382570227	8.950204973675541	1736.339764893055	123868813.16183242	1.401757004504885e-05																																																			None				21620.003231519997	13165.526943402649	12803.36591370614			
187	great barrington	1545261.0	74309.0	1470952.0	382811.7024634675	482	521135.29518464964	3461	3943	903946.9976481171	36.35492118165681	6907.435024514794	118631131.63114783	5.8226158088010484e-05																																																			None				62753.40596090701	36441.22267445124	37162.567010049126			
188	rowe	118641.0	3338.0	115303.0	9504.291239494376	19	48095.96695506196	341	360	57600.258194556336	4.566062742471695	456.6062742471695	62200451.654035814	7.340883580506011e-06																																																			None				4819.909871646	2333.8357819354424	2854.3506259887613			
189	middlefield	112894.0	679.0	112215.0	12493.097793802122	26	57535.89504924673	411	437	70028.99284304885	5.346849959823165	540.0318459421396	62526771.38004061	8.636810025897564e-06																																																			None				4588.406513361	2836.6792124447265	2717.254337212384			
190	groton	1584682.0	74038.0	1510644.0	275756.70828899206	327	656918.3631070462	3911	4238	932675.0713960383	76.07563473166321	10574.513227701187	87544971.99170074	0.00012078949809594605																																																			None				64356.014789513996	37693.60290040856	38111.63195835018			
191	truro	1071480.0	7267.0	1064213.0	67512.17650105766	131	341233.5179649362	2454	2585	408745.69446599385	22.14202391162557	1948.4981042230502	57032131.12745831	3.4164918366253006e-05																																																			None				43548.03970211701	16561.423323721683	25789.149111593688			
192	winchendon	1509850.0	22016.0	1487834.0	196964.29244745473	254	527459.1577002112	3668	3922	724423.4501476659	57.83731443295767	10526.391226798296	114303903.14353755	9.209126667861675e-05																																																			None				61355.352075696	29290.830194902068	36334.63949922717			
193	wellfleet	1163420.0	10563.0	1152857.0	60573.592426456016	106	428799.21671276	3333	3439	489372.809139216	30.442909221111357	2648.533102236688	54440478.4920829	4.865007023444615e-05																																																			None				47282.633907813	19844.25970595653	28000.775800206855			
194	amesbury	2009283.0	111646.0	1897637.0	411647.5912851864	364	656171.8383465596	4908	5272	1067819.4296317461	284.41431188583374	16496.030089378357	35563290.30148917	0.0004638499404732415																																																			None				81585.56981961	43079.553170295025	48314.97444717304			
195	hancock	308692.0	17796.0	290896.0	78918.76549867446	112	86329.1709315686	619	731	165247.93643024305	5.515717793256044	810.8105156086385	92445536.83946426	8.770683186324577e-06																																																			None				12533.720005692001	6654.648371983233	7422.468987370802			
196	westborough	3183455.0	640742.0	2542713.0	1163387.9338284375	752	817009.3433405879	4823	5575	1980397.2771690255	203.90926806663765	17332.2877856642	55616990.193373084	0.0003116365651108066																																																			None				128895.317574642	79579.94122543247	76331.80706770299			
197	halifax	1040683.0	10451.0	1030232.0	127485.51900256003	114	384884.75768411224	2789	2903	512370.27668667224	105.4468247727172	7697.618208408356	45064817.647744164	0.00017081214593117698																																																			None				42293.678436764996	20726.167975316137	25046.31637025223			
198	worthington	283527.0	3153.0	280374.0	30987.4992370057	67	125848.25210133844	881	948	156835.75133834413	9.075835654827264	1179.8586351275444	83201032.53502172	1.4180817222801986e-05																																																			None				11522.383146639	6350.600759383044	6823.555299439616			
199	norwell	2086714.0	151109.0	1935605.0	456521.28655610123	531	655794.9194113367	3836	4367	1112316.205967438	123.96959405853634	10413.445900917053	55044657.25235796	0.00018918177386727155																																																			None				84701.806086051	44852.793417592125	50160.409564159396			
200	brewster	2718635.0	21228.0	2697407.0	252635.1984853979	426	947030.3380636439	6162	6588	1199665.5365490417	95.75972955731245	9959.011873960495	66139392.68798437	0.00015057610100749778																																																			None				110490.967502748	48564.57669046712	65432.75095512736			
201	edgartown	1982429.0	11715.0	1970714.0	220179.91125942415	424	708549.6417321903	5005	5429	928729.5529916143	39.09996602096415	4261.896296285093	69212498.1877481	6.157697537118415e-05																																																			None				80573.004118557	37577.161782667834	47715.33303900945			
202	clinton	1522217.0	93613.0	1428604.0	445671.63466704555	374	548672.5094663633	3981	4355	994344.1441334089	456.8999115029971	13706.997345089912	18817540.240066443	0.0007284159975332416																																																			None				61801.446590019004	40066.01318953546	36598.81667060925			
203	stow	1053798.0	118988.0	934810.0	185168.7559139886	248	460236.0540872672	2667	2915	645404.8100012558	91.48780855250685	6678.610024333	46638366.28249019	0.00014319991364792733																																																			None				42740.974221732	26088.186099129758	25311.20493410969			
204	attleboro	5880810.0	545172.0	5335638.0	1003699.5786587087	706	1969303.617454608	14465	15171	2973003.196113317	383.1509619780949	42912.90774154663	71979339.68076007	0.0005961836817602421	24.0	Attleboro	2015.0	4929399.0		44434.0	URB				468000000.0	432000000.0		360000000.0	10440000.0						799214774.4	447179695.2		837272620.8	2854338.48	498992983.476	69091336.1736		19192037.826	281483.221448																					POINT (-71.28561 41.94454)	1260000000.0	2670943447.8756	155582.4558387537	238613.627238012	120053.8774482061	141306.9900503507	53.367952672833596	22.835851381192725	9.175498427147952
205	harwich	3938234.0	85046.0	3853188.0	342469.54343410867	518	1449393.628113348	9116	9634	1791863.1715474569	129.08213024059037	11488.309591412544	58323170.590221055	0.00019697676712621603																																																			None				160015.077582858	72565.3527746444	94760.9289445685			
206	stoughton	4291546.0	589289.0	3702257.0	978994.4510118628	763	1175170.9959363996	8272	9035	2154165.4469482624	418.131632712834	28432.951024472713	42678546.37435599	0.0006662117958534093																																																			None				173977.95249596698	86789.08865644182	103029.74346811164			
207	somerset	2565476.0	138488.0	2426988.0	299045.30333877617	280	1084267.6457470483	7499	7779	1383312.9490858244	480.6611292362213	15381.156135559082	21173866.558742296	0.0007264216997347841																																																			None				104172.620366376	55992.83186963674	61691.02578096786			
208	newbury	1338198.0	131340.0	1206858.0	173707.51842240593	222	453852.4963458309	3173	3395	627560.0147682368	58.53429508442972	5970.498098611832	62659803.47098378	9.528434128231224e-05																																																			None				54291.570844644004	25371.887336051273	32151.468254198175			
209	hanover	2723022.0	247230.0	2475792.0	584772.3062603426	542	803534.9183117234	4739	5281	1388307.224572066	216.88915398007347	13664.016700744629	40478489.707233556	0.00033756241400238936																																																			None				110490.62119158602	55969.953507209095	65432.54586965723			
210	uxbridge	2101404.0	147440.0	1953964.0	433377.99842942966	467	746341.343074175	4957	5424	1179719.3415036045	116.1009553812318	13699.912734985352	78448174.6764998	0.0001746364755009315																																																			None				85301.829446832	47610.90915299486	50515.743398413906			
211	groveland	923205.0	52212.0	870993.0	138645.14779527579	132	359032.0884635809	2423	2555	497677.23625885666	164.73397449851035	6589.358979940414	24350712.281025328	0.000270602309447638																																																			None				37485.388606212	20120.099167557237	22198.847132598745			
212	millbury	2254796.0	227246.0	2027550.0	456428.502043995	357	733334.9669962863	5074	5431	1189763.4690402811	208.6414301945613	13561.692962646484	42624080.53938988	0.00031816974796943285																																																			None				91473.853354434	48000.96232645726	54170.81595649581			
213	pelham	198686.0	2902.0	195784.0	16725.239581722963	35	85254.61966059144	570	605	101979.8592423144	14.941049717436984	1583.7512700483203	68801048.26012895	2.30192898233227e-05																																																			None				8073.94357089	4132.080153555805	4781.389382681057			
214	wakefield	3089528.0	280985.0	2808543.0	494716.3452440818	404	1130345.9847236725	8002	8406	1625062.3299677544	800.310298796623	24809.619262695312	20721562.807708684	0.0011972851417107314																																																			None				125361.762316479	65664.82919764385	74239.23564381886			
215	rockland	2668700.0	183710.0	2484990.0	462709.534319609	386	745816.1763974319	5340	5726	1208525.7107170408	434.04256818170956	17795.74529545009	26229086.739212725	0.0006784736911501112																																																			None				108332.74400661001	48758.64898976502	64154.65100071444			
216	medway	1452255.0	89420.0	1362835.0	259480.92238872335	268	693695.2312044825	4387	4655	953176.1535932058	259.1705611685048	11921.84581375122	30239251.798425052	0.00039425068759049606																																																			None				58960.92871926	38539.803105610794	34916.66198754577			
217	west brookfield	645528.0	7058.0	638470.0	90141.56428065021	121	244996.86508915655	1637	1758	335138.4293698068	43.61983189528639	3838.545206785202	54707051.225473	7.016545620353007e-05																																																			None				26234.002398942	13551.526865022599	15535.776220653452			
218	new salem	188979.0	2328.0	186651.0	13624.414217183172	32	61544.760619698	403	435	75169.17483688117	4.502079087309539	1039.9802691685036	152096718.86757982	6.837624617490553e-06																																																			None				7679.824814160001	3044.7242212016413	4547.992254945552			
219	chatham	3226788.0	26819.0	3199969.0	305463.6736742508	591	1066199.9609930979	6590	7181	1371663.6346673486	79.53585032845886	5647.0453733205795	44171212.63180529	0.00012784447238051256																																																			None				131142.07659741302	55514.2334835068	77662.33776098798			
220	waltham	5665389.0	1052074.0	4613315.0	1832728.839144749	1333	1737072.3649474974	13007	14340	3569801.2040922465	1076.3264897329766	61350.60991477966	35665141.732459076	0.0017201841051130346	3.0	Waltham	2015.0	4954380.0		63002.0	URB				612000000.0	1980000000.0		255600000.0							951446160.0	2378615400.0		570867696.0		614145210.432	281483221.448		16633099.4492																						POINT (-71.23561 42.37649)	2847600000.0	4813190787.3292	280368.3633619259	229456.39999836602	143657.26604900643	135884.08007903234	18.158954438749532	48.76124241465857	51.53373281862748
221	holbrook	1541484.0	67263.0	1474221.0	268461.8731132026	190	522866.1174585962	3889	4079	791327.9905717988	379.1654453277588	10995.797914505005	19085211.686018065	0.0005761423082648117																																																			None				62605.44787738499	31953.85877553891	37074.946232987386			
222	pepperell	1659594.0	55305.0	1604289.0	191458.9717173137	237	619522.9905008693	4141	4378	810981.9622181831	120.94851705875803	11369.160603523254	60095935.51192866	0.00018918351976177403																																																			None				67415.866072767	32813.63439595975	39923.675888292615			
223	gill	427871.0	24445.0	403426.0	68875.89663023225	104	108063.64424676358	714	818	176939.54087699583	24.67452253144363	1431.1223068237305	38362245.81073233	3.730548815844759e-05																																																			None				17372.881060803003	7137.831189851198	10288.220164207538			
224	dennis	5547855.0	106981.0	5440874.0	412064.12707890215	625	1812826.828442667	12585	13210	2224890.955521569	157.8763447801272	13261.612961530685	54108268.07977496	0.00024509402041806845																																																			None				225426.010045851	90112.15420811709	133497.28314915294			
225	leverett	268832.0	606.0	268226.0	29581.141463678483	47	101669.30737059846	665	712	131250.44883427693	19.274429823442173	1792.521973580122	59504398.74852891	3.0124192686249726e-05																																																			None				10927.070721522	5311.714860901201	6471.011281285329			
226	brookfield	530241.0	10032.0	520209.0	56417.72014271489	86	210985.36761859004	1456	1542	267403.0877613049	50.285648965660265	3419.424129664898	42975177.49391215	7.956742308159849e-05																																																			None				21545.43667956	10824.864926691782	12759.207601635431			
227	north attleborough	3592152.0	222911.0	3369241.0	759327.457166078	595	1369861.0845955212	9157	9752	2129188.541761599	368.6250254548626	29858.627061843872	50227267.75830075	0.0005944704618520549																																																			None				145838.45882333702	85947.48313579953	86365.53531518017			
228	weymouth	6440694.0	607279.0	5833415.0	998876.8674022632	927	2103708.1793782073	15497	16424	3102585.0467804703	711.0502356626619	50484.56673204899	46221051.11037766	0.0010922418577519989	7.0	Weymouth	2015.0	4955336.0		55972.0	URB				1357854900.7028	1777296.9989419		37625.595617225							2431705501.6617	1453349.5160584		35037.618032741		1578117435.2116	419729.24985102		19286.169559305		7102984.1930572			332.7274646527																	POINT (-70.93977 42.22093)	1359669823.2973592	4018853656.3473234	234098.2254822316	261322.83105236097	125324.96533643882	154755.38054920814	11.629565116970854	46.4647948192366	33.89297153772987
229	westhampton	377712.0	6973.0	370739.0	49409.31732320235	80	146442.75374441384	958	1038	195852.0710676162	14.809339960986698	1643.8367356695235	70910690.35241391	2.3181790044631326e-05																																																			None				15347.818410939004	7921.982081483202	9088.978062958078			
230	west boylston	1403115.0	145203.0	1257912.0	332757.3340467537	349	407540.3543176908	2553	2902	740297.6883644445	135.81791006109933	7469.985053360462	35925794.93661689	0.00020792817713677865																																																			None				56919.37350201301	29828.736397644647	33707.6529878921			
231	leicester	1336724.0	49079.0	1287645.0	197387.83769297265	223	551033.113063515	3909	4132	748420.9507564878	109.72996803557518	11082.726771593094	63834201.712172344	0.00017361737868306048																																																			None				54296.688323601	30265.951709288405	32154.49882523651			
232	hinsdale	482286.0	11256.0	471030.0	46815.62138371076	87	195610.70942770925	1384	1471	242426.33081142002	22.868168472901157	1989.5306571424007	56221746.56148968	3.538720831033687e-05																																																			None				19595.182290264005	9817.194637570943	11604.266952294343			
233	shrewsbury	4911745.0	413528.0	4498217.0	999615.2463496791	911	1764319.5734532282	10903	11814	2763934.8198029073	397.0211125782558	36128.92124462128	56387602.28422386	0.0006407245525800524																																																			None				199326.90645532802	111558.84318549247	118041.39400284525			
234	provincetown	524803.0	85189.0	439614.0	98841.85058432062	137	239009.73183728548	1922	2059	337851.5824216061	50.21480690908026	2209.4515039995313	27066341.878468078	8.163096121080193e-05																																																			None				21264.974712603	13654.93360649129	12593.118024803496			
235	upton	1088885.0	38024.0	1050861.0	121670.3183489828	206	483208.3108478949	2954	3160	604878.6291968777	90.83232816685451	8084.077206850052	56588387.31498313	0.0001428575294406667																																																			None				44231.206927824	24491.06774758789	26193.720742657373			
236	billerica	6079365.0	1174340.0	4905025.0	1392072.8001265777	771	1785529.086814081	12797	13568	3177601.8869406586	375.0161918276832	39376.70014190674	68193554.62885153	0.0005774255405253083																																																			None				246187.13940306002	128063.41994410861	145792.02395449212			
237	rochester	1247264.0	46725.0	1200539.0	198537.41043176016	192	384579.0409529534	2463	2655	583116.4513847135	36.601030870251456	5343.750507056713	93387974.84716849	5.7220969999637325e-05																																																			None				50662.157056947006	23545.704606738153	30002.129409124016			
238	harvard	1546530.0	224003.0	1322527.0	637783.7902936939	478	413845.24980876927	2360	2838	1051629.0401024632	64.9289530527539	7336.97169496119	70378352.16983803	0.00010425040468772993																																																			None				62686.645151733006	42242.665932778174	37123.03125885628			
239	woburn	5733596.0	1614798.0	4118798.0	1852467.9193695048	920	1495281.6358283598	10790	11710	3347749.555197865	722.4069429131655	37565.161031484604	33543851.622866794	0.0011198821606364514																																																			None				231784.02289974602	134615.65045102447	137262.49836122958			
240	wilbraham	2682026.0	98892.0	2583134.0	436245.4220184195	518	922591.6293553978	4975	5493	1358837.0513738173	159.62944574670476	14526.279562950134	57884560.49925427	0.000250952575914216																																																			None				108941.4770409	54889.463348791985	64515.14270362098			
241	georgetown	1154511.0	16889.0	1137622.0	175536.41577092803	199	465531.5597781363	2999	3198	641067.9755490643	150.970544885706	8152.409423828125	34072708.52454043	0.00023926508272614888																																																			None				46915.497526887004	25919.516406296698	27783.357635422482			
242	carver	2033848.0	58714.0	1975134.0	351690.76570506435	237	644433.7439624682	4861	5098	996124.5096675325	73.65048773413055	12005.02950066328	102959008.06344165	0.00011660008897197202																																																			None				82625.94043003801	40212.68029089158	48931.081922668505			
243	eastham	2185113.0	58111.0	2127002.0	101074.00354736057	146	840836.2402336347	6174	6320	941910.2437809953	77.82340442236134	4591.580860919319	37209579.040008694	0.000123397817964625																																																			None				88775.074376865	38207.095209039915	52572.59904597945			
244	melrose	2068863.0	114805.0	1954058.0	241627.56198375058	245	1028937.5980827765	8446	8691	1270565.160066527	1373.3362133026124	27466.724266052246	12357818.922608312	0.0022226190914484576																																																			None				84004.895027979	51455.224466493964	49747.69883556916			
245	manchester	767801.0	32001.0	735800.0	170810.64270765576	299	314005.7477164797	1906	2205	484816.3904241355	149.52127805063802	4635.159619569778	20176383.163400307	0.00022973193867461324																																																			None				31184.466464079	19571.899273430336	18467.44104002758			
246	sutton	1478810.0	64892.0	1413918.0	278089.1224602862	316	567245.2043114075	3666	3982	845334.3267716937	66.32666505841043	9219.406443119049	88187843.1688917	0.00010454282712712038																																																			None				60059.734021332	34141.51071807454	35567.374487432804			
247	framingham	7555681.0	906649.0	6649032.0	1740370.7333218358	1327	2595563.010899971	16748	18075	4335933.7442218065	609.9732149427182	65267.13399887085	68686942.35583457	0.0009502116670262112																																																			None				306408.426503607	174872.22699642507	181455.07017543606			
248	holyoke	4059876.0	526213.0	3533663.0	1440840.2964685552	915	1163057.9213438318	7963	8878	2603898.2178123873	447.18952420186463	39799.86765396595	59091884.88998084	0.0006735250995642907																																																			None				164610.838812051	104704.81685205708	97482.53874449659			
249	new ashford	69090.0	525.0	68565.0	16745.46877823821	23	24350.46702651623	161	184	41095.93580475444	4.072677847418705	232.14263730286618	34916557.42152013	6.6484972874155586e-06																																																			None				2807.9724055949996	1657.239341877195	1662.8812585933586			
250	new marlborough	461096.0	1312.0	459784.0	73172.39706515502	154	196595.99688077607	1299	1453	269768.3939459311	7.585718506228853	1426.1150791710243	124166099.54055461	1.148554303024742e-05																																																			None				18741.707333280003	10907.764750900504	11098.839082768416			
251	montgomery	180387.0	706.0	179681.0	10474.446786375036	24	75185.49118465598	469	493	85659.93797103102	14.987011676929036	914.2077122926712	39052557.87601858	2.3409675627267134e-05																																																			None				7331.857370262	3473.6456293896285	4341.925934669156			
252	andover	5660191.0	907814.0	4752377.0	1510383.0342984549	1258	1714150.365911547	9457	10715	3224533.400210002	253.15785954793293	34176.31103897095	83329344.0377529	0.00041013536628210046																																																			None				229359.157889202	129877.57133097711	135826.4933019854			
253	east brookfield	330147.0	3131.0	327016.0	49235.383040505505	68	131798.22137154997	861	929	181033.60441205546	53.65530417182229	2360.8333835601807	27016938.756503478	8.738345246431313e-05																																																			None				13417.421860916998	7319.774880940176	7945.797226035046			
254	spencer	1547807.0	25950.0	1521857.0	284411.62715448946	294	651363.898827312	4578	4872	935775.5259818016	86.95880226703251	11826.397108316422	88146204.40433359	0.0001341679677331063																																																			None				62895.127526586	37812.78863677081	37246.494521244225			
255	wilmington	3792624.0	810808.0	2981816.0	1115433.4893524928	426	1103506.5876195072	7688	8114	2218940.0769720003	341.10398288454326	23877.27880191803	44426925.79487973	0.0005374506197471337																																																			None				153522.521253	89314.19940765304	90916.0370860266			
256	richmond	394885.0	5528.0	389357.0	70180.4982729175	138	177745.7010616362	1119	1257	247926.1993345537	18.322487708962996	1484.1215044260025	49314006.30986108	3.0095334276850875e-05																																																			None				16047.013146047997	10022.283109909251	9503.041185089623			
257	douglas	1130118.0	21035.0	1109083.0	104174.62131753813	124	486086.32836725784	3410	3534	590260.9496847959	55.80847261234736	8706.121727526188	98232542.16803369	8.862767404139611e-05																																																			None				45920.687114349006	23910.716241302725	27194.23090911748			
258	abington	2269493.0	121605.0	2147888.0	355605.96209741855	361	702225.7251771258	4742	5103	1057831.6872745443	410.3070765937247	16822.590140342712	26411005.85649746	0.0006369537847875692																																																			None				92154.77715501901	42717.87371674473	54574.059031202254			
259	southwick	2075208.0	60685.0	2014523.0	379492.6496122696	525	613269.5049129263	4006	4531	992762.1545251961	76.07366783694019	9661.355815291405	82017157.19533372	0.00011779676528268012																																																			None				84305.59375581902	40054.02713764316	49925.77262219602			
260	yarmouth	6454094.0	509111.0	5944983.0	705826.5192337001	862	2009300.9512465552	12848	13710	2715127.4704802553	226.16847142426656	22390.678671002388	64584625.19687535	0.0003466874446162407																																																			None				261945.126153153	109807.17020621005	155123.90370789717			
261	alford	177710.0	607.0	177103.0	34964.33040363012	72	71401.05245731625	437	509	106365.38286094638	9.640579640865326	443.466663479805	29891053.01764801	1.4836100394923435e-05																																																			None				7223.120276697001	4295.92474542383	4277.531827859963			
262	springfield	15353996.0	2326328.0	13027668.0	3571728.0010737944	2507	5432256.39834148	38455	40962	9003984.399415273	1131.0544428359296	150430.24089717865	85734892.51931633	0.0017545976495309218		Springfield	2015.0	4951788.0		154074.0	URB				1512000000.0	1548000000.0		180000000.0							2473760016.0	1712603088.0		399607387.2		1663309944.92	230304453.912		12410851.12748																						POINT (-72.58981 42.10148)	3240000000.0	6491995741.15948	378158.7519225397	622273.914398376	363172.4934214823	368510.61210671824	64.55361967289328	3.9629542949536627	2.551346429712611
263	bedford	2471618.0	612002.0	1859616.0	824665.0007278103	574	712070.1282011281	4053	4627	1536735.1289289384	227.9966721875327	12767.813642501831	35864112.677674055	0.00035600528464907444																																																			None				99983.111616126	61813.63604605508	59209.99869906981			
264	ashland	2052277.0	101583.0	1950694.0	430332.8281379786	571	767282.8891888306	4768	5339	1197615.7173268092	310.8662803173065	16786.779137134552	33366678.52462541	0.0005031000950467847																																																			None				83341.15608996898	48340.77289298983	49354.632636479626			
265	monroe	39711.0	1277.0	38434.0	4734.417259871539	4	13151.208946599943	103	107	17885.626206471483	1.7171111453596193	82.42133497726172	27950098.96765911	2.948874530735328e-06																																																			None				1613.1730197150002	723.2764861572327	955.3210622752231			
266	oakham	350617.0	1111.0	349506.0	26770.162323803033	52	130116.98752789662	850	902	156887.14985169965	22.706512754103716	1930.053584098816	54994485.701651804	3.5095402011202825e-05																																																			None				14251.088446857002	6356.024114726885	8439.494578228716			
267	hanson	1494317.0	44522.0	1449795.0	180744.69961151207	211	547323.4746215722	3762	3973	728068.1742330842	159.4789101784046	10366.129161596298	40778838.1224623	0.000254203641861152																																																			None				60706.170293598	29451.80455070645	35950.19404786873			
268	raynham	2532665.0	366892.0	2165773.0	524709.1106023093	436	738753.1786495239	4636	5072	1263462.2892518332	165.54473626476596	14402.392055034637	53816342.4300273	0.00026762116124411117																																																			None				102658.341579372	50942.7097152965	60794.2698833041			
269	weston	1875873.0	120328.0	1755545.0	680231.8255635317	1219	594998.9113317297	3090	4309	1275230.7368952616	167.4510321012685	11889.023279190063	44914758.14746333	0.0002647019324952443																																																			None				76155.823333872	51298.125056437406	45099.478578318995			
270	gardner	2310427.0	215458.0	2094969.0	621148.875407224	485	840232.5728596534	6016	6501	1461381.4482668776	215.02680886536837	20642.573651075363	59639522.20325199	0.00034612238476232755																																																			None				93744.47526629399	58911.53448646939	55515.47825269929			
271	orange	1459470.0	83762.0	1375708.0	277579.7465643729	251	415801.6514588998	2965	3216	693381.3980232727	53.806509273452356	7694.330826103687	93323956.40710786	8.244754211382386e-05																																																			None				59258.678867982	27965.29308277505	35092.98962561894			
272	dartmouth	6397546.0	421780.0	5975766.0	1140131.424204572	1153	1890891.695502824	12267	13420	3031023.119707396	135.02645460440803	33351.534287288785	160589889.88316423	0.00020768140703971715																																																			None				259715.59020658804	122304.42690369792	153803.57252034143			
273	cummington	272501.0	1457.0	271044.0	43157.7897656741	66	99987.67835229979	683	749	143145.46811797388	9.189035749683777	882.1474319696426	59786665.50661607	1.4754919420485544e-05																																																			None				11075.536369215	5784.493277438237	6558.932637849122			
274	granby	1242011.0	49548.0	1192463.0	126288.1737952113	197	455338.6923761635	2824	3021	581626.8661713748	52.961980528301666	6196.551721811295	72770273.27956472	8.515223926679143e-05																																																			None				50446.400033916005	23542.273584327744	29874.358100085057			
