	municipality	total_area_ghs	nres_area_ghs	res_area_ghs	msft_commercial_bldg_area	msft_commercial_bldg_count	msft_residential_bldg_area	msft_residential_bldg_count	msft_building_count	msft_area_sum	avgPOP2015	sumPOP2015	boundary_area	sum_population_density	index_gt	city	year	city_id	total_area	population	city_type	wastewater	railway_length	road_length	RES-electricity	COM-electricity	MUN-electricity	IND-electricity	AFF-electricity	RES-coal	COM-coal	MUN-coal	IND-coal	AFF-coal	RES-natural_gas	COM-natural_gas	MUN-natural_gas	IND-natural_gas	AFF-natural_gas	RES-oil	COM-oil	MUN-oil	IND-oil	AFF-oil	RES-kerosene	COM-kerosene	MUN-kerosene	IND-kerosene	AFF-kerosene	RES-lpg	COM-lpg	MUN-lpg	IND-lpg	AFF-lpg	RES-biomass	COM-biomass	MUN-biomass	IND-biomass	AFF-biomass	RES-district_heating	COM-district_heating	MUN-district_heating	IND-district_heating	AFF-district_heating	gt_point_geometry	res_com_electricity	res_com_non_electricity	res_com_non_electricity_adjusted	bottom_up_emissions_estimate_ghs	bottom_up_emissions_estimate_msft	bottom_up_emissions_estimate_ghs_adjusted	absolute_percent_error_ghs	absolute_percent_error_msft	absolute_percent_error_ghs_adjusted
69	lancaster	1397953.0	148384.0	1249569.0	271460.8881025091	293	453981.75940720935	2747	3040	725442.6475097184	69.38913946229508	7910.361898701638	72521134.37676463	0.00010907664319762867																																																			None				56707.032445848	29273.364082905307	33581.90461443119			
70	dighton	1402686.0	91074.0	1311612.0	191577.95075888134	190	519126.8065361072	3357	3547	710704.7572949885	77.63238312689106	6909.282098293304	57457470.32020581	0.00012025037057476491																																																			None				56944.728113022	28737.447640353006	33722.667988531626			
71	athol	1685843.0	97447.0	1588396.0	245397.5733629948	243	618897.0347736704	4370	4613	864294.6081366651	86.76037495114186	11712.65061840415	86463356.18926865	0.00013546375175126337																																																			None				68449.52577572099	34938.05786242598	40535.809164381964			
72	cheshire	622774.0	11381.0	611393.0	76150.49263277791	98	278950.0685002386	1955	2053	355100.5611330165	28.349331451313837	3175.1251225471497	71307604.47144608	4.4527160126639435e-05																																																			None				25305.674534163	14374.013455063814	14986.020459131329			
73	essex	667856.0	11962.0	655894.0	100156.56155665741	156	209124.6329604488	1433	1589	309281.1945171062	58.65970346096315	3343.6030972748995	36943529.09409184	9.050578489020482e-05																																																			None				27137.719529910006	12492.558023754289	16070.957505612703			
74	ware	1544064.0	40817.0	1503247.0	261358.87000001292	277	579294.3935697951	3971	4248	840653.263569808	62.46161394830076	10056.319845676422	103614694.0126391	9.705495867651488e-05																																																			None				62731.22774499901	33964.46011909788	37149.433070588406			
75	nantucket	3997272.0	26007.0	3971265.0	416186.23287814076	728	1366881.3093131552	9826	10554	1783067.542191296	52.348168635156426	10260.241052490659	126767554.64993745	8.093743766552746e-05																																																			None				162461.54325147302	72149.54772180202	96209.72591352231			
76	tewksbury	4693704.0	451929.0	4241775.0	908285.6993870267	751	1377970.12970424	9359	10110	2286255.8290912667	335.4696060446806	28850.38611984253	54804846.79365237	0.000526420340676585																																																			None				190433.563172991	92214.23141526873	112774.75611104527			
77	egremont	429956.0	2673.0	427283.0	69970.38494058739	133	177522.31972336996	1104	1237	247492.70466395735	15.325361422018	1164.727468073368	48946137.7088951	2.3796105731580518e-05																																																			None				17474.844926151	10004.8284201192	10348.60316526662			
78	brookline	3056099.0	237850.0	2818249.0	1184852.5490749513	1317	1081433.4406804761	6571	7888	2266285.9897554275	2232.999511577465	60290.98681259155	17685328.851906676	0.003409096167645846	25.0	Brookline	2015.0	4931482.0		59126.0	URB																																												POINT (-71.12116 42.33176)				124037.033227902	91183.84725563443	73454.73107756356			
79	lenox	1115248.0	32456.0	1082792.0	353125.0386821747	464	368250.25170374446	2225	2689	721375.2903859192	55.90639983911763	5087.4823853597045	56153726.83202175	9.059919389817881e-05																																																			None				45307.21857804	29043.47199597293	26830.93484191529			
80	pittsfield	6865371.0	934994.0	5930377.0	1622534.4850439883	1234	2368110.6732846447	16036	17270	3990645.1583286333	251.2325624198068	43212.00073620677	110041925.15610157	0.0003926867025900152																																																			None				278326.125748422	160930.0086104348	164824.73166821548			
81	everett	2288170.0	303839.0	1984331.0	760620.4724018453	442	1003804.1013491851	8151	8593	1764424.5737510305	3064.618490072397	39840.04037094116	8895603.049715089	0.004478621645804797	11.0	Everett	2015.0	4936008.0		46340.0	URB				356400000.0	360000000.0		61200000.0							580382157.6	390092925.6		123688000.8		345456680.868	56296644.2896		6397345.942																						POINT (-71.05366 42.40843)	777600000.0	1502313755.0995998	87509.7762345517	92769.895931769	71119.44468487991	54938.3323707936	6.010893780734454	18.729714844363127	37.22034870304906
82	tyngsborough	1915082.0	186387.0	1728695.0	296529.82788024057	283	556361.5117844268	3582	3865	852891.3396646673	150.16793301900228	11262.59497642517	46831114.64838982	0.00024049384818160442																																																			None				77697.37629213299	34434.11140224418	46012.38624020115			
83	malden	3438867.0	323922.0	3114945.0	814214.7604986522	590	1426710.860718886	11602	12192	2240925.621217538	2938.8149230957033	58776.29846191406	13135472.158394665	0.004474623961221759	4.0	Malden	2015.0	4942939.0		60840.0	URB				504000000.0	432000000.0		118800000.0							827758159.2	399607387.2		237861540.0		511787675.36	70370805.362		7165027.45504																						POINT (-71.06616 42.4251)	1054800000.0	2054550594.5770402	119677.57213411259	139527.83596339799	90446.00745181189	82628.38445752428	16.586452645480538	24.42526545370033	30.957502743346428
84	stoneham	2254441.0	187735.0	2066706.0	368172.07845351525	309	889742.7253954933	6191	6500	1257914.8038490086	763.5793244750412	20616.64176082611	17224728.62202792	0.0011969211366535221																																																			None				91490.65939815302	50840.96747783494	54180.76849558621			
85	northampton	3771408.0	415126.0	3356282.0	974211.0697170041	889	1282579.3512589755	8888	9777	2256790.4209759794	196.99454985365068	28761.204278633	92643807.69197834	0.0003104492895440795																																																			None				152972.94194649	90964.39564468092	90590.57622071137			
86	braintree	5850887.0	982479.0	4868408.0	1233940.7160108278	822	1534266.8008881256	10907	11729	2768207.5168989534	616.8687472507871	35778.387340545654	37399843.574895844	0.0009566453739010136																																																			None				237051.588355425	111547.27038445689	140381.95062408267			
87	scituate	2994702.0	57484.0	2937218.0	287748.9785631159	466	1226412.274268017	8137	8603	1514161.2528311328	240.81199090872238	16134.4033908844	44895192.01219119	0.00035937931586311377																																																			None				121683.9445137	61320.51669483692	72061.23194101313			
88	nahant	318371.0	3135.0	315236.0	41679.03773488401	78	190965.8445909735	1432	1510	232644.8823258575	373.7139237324397	2242.283542394638	3251481.02284412	0.0006896191386758513																																																			None				12938.744930193001	9423.656717529244	7662.324747660295			
89	wenham	709882.0	57329.0	652553.0	133994.31568789718	237	235325.74128205952	1309	1546	369320.0569699567	144.22632511924294	4903.69505405426	21098079.06653499	0.0002324237689407622																																																			None				28810.137056534997	14906.281514929862	17061.363164880026			
90	bellingham	2320984.0	225087.0	2095897.0	573762.272334697	392	871185.7343616284	6005	6397	1444948.0066963255	222.75917137993707	18043.492881774902	48956127.724026255	0.0003685645438194998																																																			None				94165.986431529	58281.00625742053	55765.097164751474			
91	sturbridge	1533080.0	141923.0	1391157.0	348346.9804917112	322	579239.7427164945	3797	4119	927586.7232082057	61.6587011681449	9557.09868106246	100988052.81455229	9.463593380310517e-05																																																			None				62204.816119653	37429.38284245415	36837.6921060585			
92	belmont	2489730.0	123131.0	2366599.0	314315.3568891813	385	1067811.7312774775	7689	8074	1382127.0881666588	1252.930283939137	21299.814826965332	12226959.751426982	0.0017420368807936476																																																			None				101105.81894150101	55932.556669935686	59874.86597715689			
93	west bridgewater	2009616.0	368127.0	1641489.0	461329.54336409393	293	450542.4139389442	3061	3354	911871.9573030381	120.51572105801496	7351.458984538913	40622324.42249017	0.00018097090919959386																																																			None				81396.339758505	36701.2846289315	48202.91240498666			
94	carlisle	835733.0	11787.0	823946.0	178557.5036759672	408	332474.64547180734	1706	2114	511032.14914777456	82.20444157719612	5261.084260940552	40232367.660958104	0.00013076745334195087																																																			None				33961.763808981006	20631.399507408125	20112.15652767855			
95	saugus	3791889.0	198042.0	3593847.0	597853.1173613049	454	1196406.920785092	8831	9285	1794260.038146397	571.9397364448994	26881.16761291027	29390654.791093033	0.0009146161527866581																																																			None				153977.07859457404	72460.882865925	91185.22594370674			
96	hubbardston	682335.0	2595.0	679740.0	88569.04638012615	126	278746.4115637357	1863	1989	367315.45794386184	26.34161776526455	4504.416637860239	108811009.1572874	4.139669940335779e-05																																																			None				27733.670772525	14860.709886307975	16423.879831489303			
97	fairhaven	2676572.0	216345.0	2460227.0	361377.83205810114	300	911041.4416358013	7006	7306	1272419.2736939024	294.2033846718924	14415.96584892273	32163261.593939174	0.0004482121878969907																																																			None				108626.926795551	51435.92008577728	64328.8660483253			
98	sandwich	3797540.0	126172.0	3671368.0	433912.64173194306	549	1381948.5833153985	9455	10004	1815861.2250473418	111.49174768898074	19957.022836327553	113854392.1769844	0.00017528548925284108																																																			None				154263.600038052	73468.53952604676	91354.9039425344			
99	marshfield	4011946.0	125359.0	3886587.0	458155.78035945323	610	1455892.5413221295	10566	11176	1914048.3216815828	214.44732742815947	24232.54799938202	74012184.39987896	0.00032741295498666095																																																			None				162979.47103133702	77440.50710657376	96516.44274475778			
100	goshen	262942.0	1090.0	261852.0	18481.21126902844	42	100928.90397822749	717	759	119410.11524725593	14.443979944257686	1039.9665559865534	45868666.17101069	2.2672701057172213e-05																																																			None				10687.269905406	4839.201305567297	6329.0012379814325			
101	dunstable	594298.0	5751.0	588547.0	49600.77263191345	96	222470.87538244142	1303	1399	272071.64801435487	46.97691848783782	3100.476620197296	43408073.99084771	7.14262655572097e-05																																																			None				24152.625927585003	11020.022989037367	14303.185074315837			
102	savoy	148415.0	1465.0	146950.0	11769.827096978415	25	76028.08496520417	596	621	87797.91206218257	4.629052733089775	694.3579099634662	93378399.9360216	7.435958534727592e-06																																																			None				6031.6515433350005	3559.5264429475583	3571.944043962987			
103	arlington	3222490.0	153093.0	3069397.0	331211.6019546239	357	1591378.2101928568	12565	12922	1922589.812147481	1967.8581717354912	41325.02160644531	14213332.700242057	0.002907482887932507	5.0	Arlington	2015.0	4929180.0		45052.0	URB																																												POINT (-71.15644 42.41537)				130867.542117603	77888.06186149854	77499.75844204449			
104	hardwick	523076.0	5708.0	517368.0	117083.30924102035	171	173896.7914404066	1111	1282	290980.100681427	16.425115239667882	2759.4193602642044	105887260.31033407	2.6059975035494414e-05																																																			None				21257.610402996004	11735.268860860248	12588.756880654233			
105	mount washington	57308.0	1025.0	56283.0	8215.627166769054	20	31767.021274516665	223	243	39982.64844128572	1.8360217130118675	167.07797588407993	58031980.088915296	2.879067294069353e-06																																																			None				2328.6594631590006	1618.7295893845899	1379.03213408276			
106	ashby	520926.0	5263.0	515663.0	56335.639555701004	103	205452.76919669227	1387	1490	261788.40875239327	32.223900725232795	3029.0466681718826	62387078.534290306	4.855246854534154e-05																																																			None				21170.568473001003	10596.70295226474	12537.210649711193			
107	hull	986051.0	29027.0	957024.0	114103.32103757276	161	616938.4002374621	4420	4581	731041.7212750348	592.3957520562869	7701.1447767317295	8289800.0076650195	0.0009289904182985114																																																			None				40058.297742284994	29625.35863632514	23722.52392298117			
108	northborough	2407912.0	311377.0	2096535.0	633871.3010877635	390	819677.4454071412	5050	5440	1453548.7464949046	205.4283884062202	15817.985907278955	48578059.53767042	0.00032561996213563687																																																			None				97631.239134663	58583.09092698437	57817.219815547425			
109	westfield	7023960.0	929310.0	6094650.0	1666316.1734822947	1139	2052278.7784503722	13445	14584	3718594.951932667	212.11721070992385	40514.387245595455	122639398.9464915	0.00033035376554048666																																																			None				284776.98434469	149837.03190675343	168644.9301289254			
110	salem	3572066.0	482524.0	3089542.0	964188.8395162639	884	1192727.0521491906	8761	9645	2156915.8916654545	1106.8911674499511	38741.19086074829	21622557.606132276	0.0017917025157912438																																																			None				144816.756124212	86912.594272891	85760.48297675834			
111	marlborough	4961700.0	828692.0	4133008.0	1637015.4862802767	927	1471232.260342491	10225	11152	3108247.7466227678	432.35709044726735	38047.42395935953	57268003.77876995	0.0006643748943360977																																																			None				201029.27389585198	125050.65155419032	119049.53600112353			
112	belchertown	2506407.0	161411.0	2344996.0	274270.3304262912	423	927603.9039988639	5830	6253	1201874.234425155	66.61721218499221	14789.02110506827	143255507.15860203	0.0001032352710091274																																																			None				101753.446792077	48637.25232486906	60258.39119026799			
113	freetown	2031789.0	184592.0	1847197.0	325238.44636113936	282	585334.1667226015	3888	4170	910572.6130837408	59.83096257345938	8555.827648004692	91931909.73111211	9.306700658160243e-05																																																			None				82442.730442824	36756.057965334665	48822.58496824037			
114	florida	156952.0	3566.0	153386.0	10381.22975480987	21	74057.37892860487	563	584	84438.60868341474	7.340109431040809	711.9906148109585	63740760.615520865	1.1170099131788347e-05																																																			None				6377.004651042	3424.074428112366	3776.462154347072			
115	hadley	1750343.0	280643.0	1469700.0	542774.0999975144	556	459549.88770031143	2581	3137	1002323.9876978259	55.90581915992321	5646.487735152245	63793157.27319712	8.85124357612667e-05																																																			None				70926.508693197	40313.61365082924	42002.67844811126			
116	north adams	1819864.0	231634.0	1588230.0	485985.66935339227	416	631590.8053868241	4610	5026	1117576.4747402163	155.36481006089144	12739.914424993098	53424469.35913225	0.00023846590481511946																																																			None				73791.16053852599	45043.32049957101	43699.12527091509			
117	mansfield	3107261.0	296958.0	2810303.0	1027126.7596180565	480	1032315.1293536453	6747	7227	2059441.8889717017	280.5853598433805	23288.58486700058	52933380.50090243	0.0004399602792533446																																																			None				126069.949939626	82900.69006928572	74658.62435424651			
118	bernardston	527060.0	19994.0	507066.0	66577.57711374019	116	164976.8419852457	1087	1203	231554.41909898588	21.822806042019682	2204.103410243988	60680220.875886686	3.632325951403816e-05																																																			None				21408.258954293997	9359.647284470282	12677.970952732903			
119	dracut	4073764.0	153269.0	3920495.0	503729.7294619548	643	1273167.7071710208	8626	9269	1776897.4366329755	333.80377602839206	30376.14361858368	55556172.20246601	0.0005467645162428119																																																			None				165470.19964541102	71829.53456633048	97991.4522300124			
120	shutesbury	246066.0	335.0	245731.0	13504.591712916246	28	116374.88600532962	774	802	129879.47771824588	14.782284081206724	1655.615817095153	70256638.7923572	2.3565257967838584e-05																																																			None				10001.886951752998	5268.696908835844	5923.117452828125			
121	franklin	4186975.0	770806.0	3416169.0	1237422.7813077155	805	1438657.4345113873	9277	10082	2676080.2158191027	291.18459926048916	31447.936720132828	70054498.3220689	0.0004489067436548318																																																			None				169583.82284118602	107799.70418971275	100427.53988655035			
122	westminster	1234593.0	60826.0	1173767.0	331472.09405344515	250	517526.7633469124	3272	3522	848998.8574003575	49.41845359285673	7412.768038928509	96555675.99721272	7.677195527213224e-05																																																			None				50135.95529307	34248.264545402635	29690.51272455605			
123	revere	3451569.0	517637.0	2933932.0	647250.8678818425	467	1403119.675151769	10595	11062	2050370.5430336117	2057.615712890625	51440.392822265625	15972255.063009823	0.003220609276481975	20.0	Revere	2015.0	4832294.0		53157.0	URB				468000000.0	313200000.0		36000000.0							780185851.2	294948309.6		78970031.28		486198291.592	52458236.7244		2942779.13332																						POINT (-71.01199 42.40843)	817200000.0	1695703499.5297203	98774.72884760621	139891.004935659	82832.27385375445	82843.45312289725	41.626311271872694	16.140216409450687	16.128898464797004
124	wrentham	1791868.0	239658.0	1552210.0	355068.321657816	362	674199.6625057919	4332	4694	1029267.9841636078	125.68211834209481	12191.165479183197	58588879.96129668	0.00020807985213638797																																																			None				72646.828661862	41557.234270757705	43021.45193355467			
125	avon	1420526.0	361565.0	1058961.0	475906.1727383136	188	236929.68147025447	1673	1861	712835.8542085681	264.86204685884366	4502.654796600342	11763371.771265203	0.00038276906350942106																																																			None				57456.051057963	28599.291918086165	34025.47343652569			
126	acushnet	2129993.0	11532.0	2118461.0	121846.68645003285	173	661173.7317097224	4552	4725	783020.4181597553	149.1269368171692	11184.52026128769	48933442.73029571	0.00022856597936370254																																																			None				86571.36686055601	31732.07993336132	51267.56345482126			
127	marion	1103957.0	10016.0	1093941.0	203945.32253028455	306	402155.9311684865	2617	2923	606101.253698771	80.94285404263881	4613.742680430412	36597509.7447312	0.00012606712075798092																																																			None				44865.999578232	24475.72122377112	26569.644950228987			
128	burlington	4059135.0	680619.0	3378516.0	1062295.7265543465	636	1088811.3996961403	7011	7647	2151107.126250487	537.557554648847	26340.320177793503	30742774.267612662	0.0008567971110383125																																																			None				164458.649863269	86598.91787215076	97392.41244902789			
129	hawley	114876.0	40.0	114836.0	12740.626849365502	28	43492.1625674901	323	351	56232.78941685561	2.704670391842723	338.08379898034036	79128552.11240473	4.272589222915151e-06																																																			None				4669.476514488001	2275.692025320446	2765.263991879794			
130	lawrence	4153763.0	590398.0	3563365.0	1280760.978904154	925	1609780.7261262874	11693	12618	2890541.7050304413	2583.91551749937	80101.38104248047	19248577.64723564	0.004161418184266936	13.0	Lawrence	2015.0	4941720.0		80209.0	URB				576000000.0	612000000.0		352800000.0							913388313.6	627954465.6		675526773.6		562966442.896	95960189.13		16633099.4492																						POINT (-71.16311 42.70704)	1540800000.0	2892429284.2752004	168484.0058090304	168376.438200762	116482.92615408896	99712.52670249125	0.0638444033615458	30.8641045215191	40.81780865567071
131	ludlow	3637434.0	268398.0	3369036.0	523678.39300847845	550	1179089.7800589628	7702	8252	1702768.1730674412	188.3858151568307	22041.14037334919	73439894.82670352	0.0003001248902297556																																																			None				147643.13217717002	68800.53908186997	87434.26287532007			
132	norfolk	1315095.0	117735.0	1197360.0	268047.7496625691	330	598991.6119409901	3545	3875	867039.3616035592	172.6727687797304	10187.693358004093	39905653.29899604	0.00025529448877010115																																																			None				53363.230062345	35031.72075482017	31601.704842920706			
133	whitman	2172691.0	52431.0	2120260.0	230069.40855392488	229	624177.4592978093	4463	4692	854246.8678517342	505.217808787028	15156.53426361084	18035794.10557942	0.0008403585766662819																																																			None				88274.632272129	34541.75279540945	52276.23723155479			
134	clarksburg	296050.0	2744.0	293306.0	22778.6123404996	32	127273.18322278309	911	943	150051.79556328268	40.72911201362257	2199.3720487356186	33145825.648302566	6.635442037474938e-05																																																			None				12031.744499064	6081.334534122198	7125.1990923457			
135	paxton	576298.0	11996.0	564302.0	78688.32781648406	134	285078.3005111049	1621	1755	363766.628327589	77.18235479733524	5248.400126218796	40051105.60837519	0.00013104257788881836																																																			None				23416.020360180002	14724.267569750114	13866.967257298596			
136	southborough	1711074.0	127449.0	1583625.0	511681.58265898476	475	602458.1179229156	3421	3896	1114139.7005819003	154.7862558667622	9751.534119606018	40234076.237210855	0.00024237002639536736																																																			None				69451.403069871	44883.3072587777	41129.1208979776			
137	milford	3492806.0	457770.0	3035036.0	853024.3113899254	666	1225915.097471953	8546	9212	2078939.4088618786	453.5165453125392	28118.025809377432	38939125.71018248	0.0007221021349748651																																																			None				141614.545732758	83830.8700915598	83864.13398293928			
138	boylston	775347.0	54130.0	721217.0	168312.91219443068	196	306157.66903063765	1847	2043	474470.58122506837	61.07832810678814	4825.187920436263	51188326.32680936	9.426344377095057e-05																																																			None				31473.703642086002	19153.334883660085	18638.727296843328			
139	plainville	1336867.0	173456.0	1163411.0	335907.5593915256	300	455388.62699512154	3049	3349	791296.186386647	167.15592559503048	8190.640354156494	29796669.353109617	0.0002748844260776988																																																			None				54204.172422552	31899.245522378056	32099.710908635294			
140	new bedford	8739066.0	1236010.0	7503056.0	2151165.173720341	1378	3123869.6327885166	24015	25393	5275034.806508858	1121.615069460578	91972.4356957674	52560749.62431443	0.0017498311259476645	27.0	New Bedford	2015.0	4945121.0		95032.0	URB				972000000.0	900000000.0		342000000.0	1080000000.0						1617458472.0	884844928.8		751642466.4	294948309.6	1036370042.604	140741610.724		17912568.6376	29427791.3332																					POINT (-70.92701 41.63526)	2214000000.0	4448970089.1656	259152.5076938962	354250.570866678	212720.27852338113	209787.18806724672	36.69579122310059	17.916951521595742	19.04875243767983
141	marblehead	1851797.0	47869.0	1803928.0	320088.0604856408	498	1095708.069529663	6962	7460	1415796.1300153038	1048.849432373047	15732.741485595703	11300914.510247564	0.0013921653394802164																																																			None				75234.459954195	57296.58051241224	44553.84718487428			
142	longmeadow	2281019.0	80834.0	2200185.0	462802.54726147046	822	974709.4353168644	5132	5954	1437511.9825783349	372.71381743694656	14908.552697477862	24868986.914814036	0.0005994837163470092																																																			None				92655.52115016602	58066.46622382989	54870.599625128314			
143	granville	377169.0	4412.0	372757.0	45447.822570775534	83	146406.6895235831	1012	1095	191854.51209435865	8.72477055249546	1457.036682266742	111749098.95733443	1.3038464702279484e-05																																																			None				15327.771059484	7762.620147888534	9077.106021426423			
144	webster	2203217.0	166549.0	2036668.0	461060.1237603952	379	819705.677382252	5719	6098	1280765.8011426472	263.0798125469078	15521.708940267563	37839090.92303161	0.0004102030086251339																																																			None				89425.242537435	51696.38607378387	52957.628630669			
145	southbridge	1899302.0	8817.0	1890485.0	427634.1115510276	390	690265.2680401329	4734	5124	1117899.3795911605	191.27956052375643	17023.880886614323	54070104.33659389	0.00031484830842267857																																																			None				77196.328276023	45102.57694873285	45715.66560506082			
146	salisbury	1757756.0	146834.0	1610922.0	253466.7510912301	283	496378.3837615284	3785	4068	749845.1348527585	116.25173116902836	7091.35560131073	40943971.44603062	0.00017319657451056114																																																			None				71333.619402942	30279.508047144933	42243.76941042225			
147	amherst	2929171.0	401754.0	2527417.0	931918.9599196132	1030	859040.499408372	5033	6063	1790959.459327985	337.40358909685165	37789.201978847384	71931686.71429653	0.0005253484758245871																																																			None				118748.054984382	72062.61802048516	70322.59816175101			
148	aquinnah	165667.0		165667.0	5579.310053926226	14	70368.66132806748	513	527	75947.9713819937	13.596012605523521	299.11227732151747	14972639.722996252	1.9977257374470544e-05																																																			None					3082.741146262161				
149	chilmark	658375.0	2051.0	656324.0	66902.47690834552	153	248205.8310495153	1762	1915	315108.3079578608	10.623035546691145	860.4658792819828	52543428.67275648	1.637627960369724e-05																																																			None				26760.168819981	12755.709624464547	15847.371975192747			
150	chelsea	2136893.0	574106.0	1562787.0	732573.9773617993	498	488807.5113755326	3436	3934	1221381.488737332	3774.5787658691406	33971.208892822266	5745216.114894415	0.005912955790253433																																																			None				86407.08620715	49067.86738009533	51170.276451874226			
151	newton	8534436.0	697022.0	7837414.0	1607162.5220243873	1729	3544680.069732187	22867	24596	5151842.591756574	1132.7796150207519	84958.4711265564	47052236.586814374	0.0018056202486741008	10.0	Newton	2015.0	4945283.0		89045.0	URB				864000000.0	1764000000.0		100800000.0	10440000.0						1427169240.0	1902892320.0		133202462.4	2854338.48	908423123.764	281483221.448		7676815.1304	281483.221448																					POINT (-71.20922 42.33704)	2728800000.0	4660847182.7424	271494.3483947448	346358.82708261	208142.8024588097	205113.69739832162	27.574967630270685	23.33438847272939	24.450104169353708
152	ipswich	2105077.0	51617.0	2053460.0	400073.38734056527	578	689595.1361149849	4453	5031	1089668.5234555502	96.26764796535636	12418.52658753097	85686175.11654411	0.00014493034110392013																																																			None				85526.88515502302	43976.83076145858	50649.02138880463			
153	cohasset	1476811.0	118271.0	1358540.0	240729.54607313042	391	516788.46266802837	3062	3453	757518.0087411588	173.75590105964378	7645.259646624327	26067832.646960273	0.00029328328711346964																																																			None				59936.278390929	30601.466567267304	35494.26406310815			
154	auburn	2920478.0	320647.0	2599831.0	623454.3110733596	417	893187.5452968304	6281	6698	1516641.85637019	254.05203547406552	17021.48637676239	42546208.34724507	0.0004000705829727494																																																			None				118458.820444401	61155.9506536649	70151.31346717427			
155	chicopee	8137515.0	937575.0	7199940.0	1671285.733214449	1305	2549270.928952288	17208	18513	4220556.662166737	576.6225874510008	55932.39098274708	61877420.73242786	0.0009039224699525139	29.0	Chicopee	2015.0	4933002.0		55991.0	URB				612000000.0	432000000.0		223200000.0							1046590776.0	390092925.6		437665233.6		639734594.2	67811866.9852		12794691.884																						POINT (-72.60787 42.1487)	1267200000.0	2594690088.2692	151140.6976416809	330034.510093545	170236.96721098415	195446.43687739735	118.36243661914236	12.634763414005162	29.3142349658561
156	hamilton	993020.0	42425.0	950595.0	221418.94818786738	325	429903.5318525765	2635	2960	651322.4800404438	123.55366929527372	7907.434834897518	38617004.28634809	0.00020476562025016943																																																			None				40330.983339135004	26300.070740209077	23884.008333435748			
157	plymouth	9540302.0	854708.0	8685594.0	1492761.2645230626	1486	2783514.8133256556	20768	22254	4276276.0778487185	133.66312181572619	55737.521797157824	266393245.69989467	0.00020923023649011333	1.0	Plymouth	2015.0	4947597.0		59303.0	URB																																												POINT (-70.66726 41.95844)				387120.856042044	172642.9997487293	229252.97094809843			
158	barre	950024.0	14917.0	935107.0	143806.55685568805	184	343920.44134466414	2312	2496	487726.9982003522	30.109144154009897	5449.755091875792	115657036.79179512	4.711996124962459e-05																																																			None				38605.018240179	19711.558973296625	22861.891801834			
159	bolton	915629.0	50600.0	865029.0	171019.895916217	248	378653.50014261814	2101	2349	549673.3960588351	67.7683812583365	5557.007263183594	52032963.02591194	0.00010679782468694421																																																			None				37178.711876592	22208.057493907167	22017.23317331778			
160	warwick	174445.0	2786.0	171659.0	6398.383215180072	11	53188.11313292794	388	399	59586.49634810801	5.012909537314728	787.0267973584123	97545908.66823177	8.068270705593693e-06																																																			None				7088.681097126	2417.0283175889467	4197.916945718017			
161	falmouth	8121242.0	332388.0	7788854.0	919359.4927299507	1377	3080335.9613468368	20272	21649	3999695.4540767875	158.9118139053646	30193.244642019272	117996796.82536258	0.0002558819006477424																																																			None				329851.48323524406	161853.79562697787	195338.0483719115			
162	seekonk	3144006.0	421970.0	2722036.0	682295.2833995128	604	958884.6757234596	6173	6777	1641179.9591229723	182.25441732406617	13669.081299304962	48361345.2255189	0.00028264477002372916																																																			None				127464.73920055799	66171.68849115858	75484.61855457044			
163	templeton	1450409.0	70803.0	1379606.0	184937.7321433375	239	487996.1961502228	3260	3499	672933.9282935603	62.38582282502005	8172.542790077627	83924029.64895807	9.73802476389918e-05																																																			None				58900.610076525	27207.379166928025	34880.9412873181			
164	palmer	2247759.0	118175.0	2129584.0	404699.400526152	348	736227.816564256	5090	5438	1140927.2170904079	90.43905216852824	12209.272042751312	82931133.63966557	0.000147221815341394																																																			None				91274.039784657	46056.749669866185	54052.48636047387			
165	foxborough	2704785.0	295227.0	2409558.0	715880.9873297019	559	852532.7102065339	5485	6044	1568413.6975362357	202.29455191513588	17599.62601661682	54040973.80388296	0.00032567188889835014																																																			None				109711.374152517	63187.31562777764	64971.07577312057			
166	peabody	6479851.0	892959.0	5586892.0	1441015.1354657041	987	2046068.3440027847	14631	15618	3487083.4794684886	745.8421339504961	51463.10724258423	43548128.82731615	0.0011817524341092539	18.0	Peabody	2015.0	4946863.0		52491.0	URB				576000000.0	756000000.0		154800000.0	10440000.0						932417236.8	732613543.2		342520617.6	2854338.48	601350518.548	118990634.5212		9468071.99416	281483.221448																					POINT (-70.92866 42.52787)	1486800000.0	2737360622.66336	159451.25627014073	262688.64474737697	140604.61217550805	155564.2154193966	64.74542182491963	11.819689938787864	2.437761195282608
167	agawam	5133246.0	498158.0	4635088.0	977867.2790516567	917	1519881.3644921512	9592	10509	2497748.643543808	280.8527567088604	26961.864644050598	63070525.38713172	0.000427487554266539																																																			None				208263.62818110597	100756.03474749971	123333.72060885094			
168	medfield	1535899.0	112900.0	1422999.0	282349.181352889	385	695850.5233146894	3787	4172	978199.7046675783	202.2256033817927	12133.536202907562	37983087.02758008	0.0003194457626389667																																																			None				62342.348214852005	39538.88767890151	36919.138612835355			
