	municipality	state_x	city_x	total_area_ghs	nres_area_ghs	res_area_ghs	msft_commercial_bldg_area	msft_commercial_bldg_count	msft_residential_bldg_area	msft_residential_bldg_count	msft_building_count	msft_area_sum	state_y	city_y	avgPOP2015	sumPOP2015	boundary_area	sum_population_density	index_gt	city	year	city_id	total_area	population	city_type	wastewater	railway_length	road_length	RES-electricity	COM-electricity	MUN-electricity	IND-electricity	AFF-electricity	RES-coal	COM-coal	MUN-coal	IND-coal	AFF-coal	RES-natural_gas	COM-natural_gas	MUN-natural_gas	IND-natural_gas	AFF-natural_gas	RES-oil	COM-oil	MUN-oil	IND-oil	AFF-oil	RES-kerosene	COM-kerosene	MUN-kerosene	IND-kerosene	AFF-kerosene	RES-lpg	COM-lpg	MUN-lpg	IND-lpg	AFF-lpg	RES-biomass	COM-biomass	MUN-biomass	IND-biomass	AFF-biomass	RES-district_heating	COM-district_heating	MUN-district_heating	IND-district_heating	AFF-district_heating	gt_point_geometry	res_com_electricity	res_com_non_electricity	res_com_non_electricity_adjusted	bottom_up_emissions_estimate_ghs	bottom_up_emissions_estimate_msft	bottom_up_emissions_estimate_ghs_adjusted	absolute_percent_error_ghs	absolute_percent_error_msft	absolute_percent_error_ghs_adjusted
1000	camargo, tamaulipas	Tamaulipas	Camargo	2614023.0	23279.0	2590744.0	418490.9470518304	631.0	718472.5309176593	5733	6364	1136963.4779694898	Tamaulipas	Camargo	10.408902281884428	12324.140301751162	934257148.6305634	1.3191379182718505e-05																																																			None				58246.72042460292	24380.803123778012	34493.707835449844			
1001	casas, tamaulipas	Tamaulipas	Casas	1264630.0		1264630.0	52980.258919646345	93.0	230155.99776221017	3321	3414	283136.2566818565	Tamaulipas	Casas	1.2115805223150244	4648.834464122749	3028046712.0201497	1.53525850366466e-06																																																			None					6191.142482648372				
1002	ciudadmadero, tamaulipas	Tamaulipas	CiudadMadero	9980490.0	485054.0	9495436.0	2124302.0442191674	3318.0	5551977.163776087	54533	57851	7676279.207995255	Tamaulipas	CiudadMadero	3350.8305040677387	201049.83024406433	46654309.70676351	0.0043093517299414245	357.0	Ciudad Madero	2016.0	8583458.0		210915.0	URB				430000000.0	160000000.0									79000000.0	20000000.0					2700000.0				3900000.0					490000000.0	89000000.0														POINT (-97.83139 22.27639)	590000000.0	684600000.0	40001.178	221464.31445784442	166245.6246377529	131151.16702193546	453.6444813146363	315.6018221207208	227.86826183452763
1003	elmante, tamaulipas	Tamaulipas	ElMante	12293146.0	78731.0	12214415.0	1182577.7210250855	1735.0	4044410.373899034	43528	45263	5226988.094924119	Tamaulipas	ElMante	56.80098418505493	116782.82348447293	1645644901.7100356	7.096477700816296e-05	563.0	El Mante	2016.0	8583468.0		123261.0	URB				250000000.0	110000000.0									45000000.0	13000000.0					1800000.0				2300000.0					280000000.0	59000000.0														POINT (-98.9382 22.67241)	360000000.0	401100000.0	23436.273	273992.64860678546	113817.39599567995	162258.44650493833	1069.0965052625281	385.6463141374055	592.338950416469
1004	gómezfarías, tamaulipas	Tamaulipas	GómezFarías	1104223.0	4505.0	1099718.0	50510.27379730981	87.0	405792.69986663817	5249	5336	456302.973663948	Tamaulipas	GómezFarías	10.450003228786288	9749.853012457606	734235655.386809	1.327891521056847e-05																																																			None				24617.186134098123	10059.081211081973	14578.297628612907			
1005	gonzález, tamaulipas	Tamaulipas	González	8230819.0	86929.0	8143890.0	453416.10810692474	646.0	1836053.7975304902	22672	23318	2289469.905637415	Tamaulipas	González	11.244892584751707	45395.63136464264	3256626441.2277365	1.3939465328276538e-05	78.0	González	2016.0	8583461.0		46637.0	URB				86000000.0	21000000.0									16000000.0	2500000.0					350000.0				790000.0					99000000.0	12000000.0														POINT (-98.53254 22.75541)	107000000.0	130640000.0	7633.2952000000005	183370.62219238118	50003.837224099705	108592.08246232812	2302.2472259736683	555.0753758887735	1322.6108072216061
1006	güémez, tamaulipas	Tamaulipas	Güémez	2614331.0	30840.0	2583491.0	345145.7753096422	259.0	851115.2495909929	10950	11209	1196261.024900635	Tamaulipas	Güémez	13.050732679842197	20176.432723036036	1213637691.5217159	1.6624757836696617e-05																																																			None				58235.93591209165	25874.578993049006	34487.32124714067			
1007	guerrero, tamaulipas	Tamaulipas	Guerrero	1055767.0		1055767.0	147264.22361107575	263.0	312707.1915819108	2394	2657	459971.41519298655	Tamaulipas	Guerrero	1.548448462503616	4838.9014453238	2446328140.9047146	1.9780263180614234e-06																																																			None					9914.991992296429				
1008	gustavodíazordaz, tamaulipas	Tamaulipas	GustavoDíazOrdaz	2274023.0	59197.0	2214826.0	404228.8513063303	615.0	768076.2785856369	5961	6576	1172305.1298919672	Tamaulipas	GustavoDíazOrdaz	28.998626173631607	16268.22928340733	434114447.6799818	3.7474517078039885e-05																																																			None				50579.76935295252	25202.335036608638	29953.33941081848			
1009	hidalgo, tamaulipas	Tamaulipas	Hidalgo	2459179.0	1226.0	2457953.0	124806.25676559612	232.0	1123363.970999441	15311	15543	1248170.2277650372	Tamaulipas	Hidalgo	7.935615446796183	21735.650708774745	2145887040.563904	1.0128981767401405e-05																																																			None				54844.69469468797	27546.782790614387	32479.028198194213			
1010	jaumave, tamaulipas	Tamaulipas	Jaumave	2456566.0	739.0	2455827.0	53780.92445497232	92.0	499059.38553474884	8214	8306	552840.3099897212	Tamaulipas	Jaumave	4.728664039991792	16030.171095572176	2674412414.380527	5.993903935450149e-06																																																			None				54787.55351534784	12204.53605947234	32445.189191788988			
1011	llera, tamaulipas	Tamaulipas	Llera	3296858.0	36516.0	3260342.0	137786.42891888303	184.0	875649.0413079793	12039	12223	1013435.4702268624	Tamaulipas	Llera	5.253872435483838	17164.401246725698	2579938295.666279	6.653027816811768e-06																																																			None				73445.21835249673	22281.13999137688	43494.25830834856			
1012	mainero, tamaulipas	Tamaulipas	Mainero	474988.0	398.0	474590.0	23836.85685494499	44.0	212153.80329767318	2799	2843	235990.66015261816	Tamaulipas	Mainero	5.627362728811418	2633.605757083744	365775302.6282655	7.200064460777048e-06																																																			None				10592.82234522432	5207.690733030909	6273.069392841841			
1013	matamoros, tamaulipas	Tamaulipas	Matamoros	33558432.0	1604529.0	31953903.0	10445313.512167944	11501.0	8815146.758575447	72182	83683	19260460.270743392	Tamaulipas	Matamoros	103.28856279777307	507766.57471385243	3883058634.5454392	0.00013076459113867922																																																			None				744714.013157625	405181.49351022777	441019.63859194546			
1014	mier, tamaulipas	Tamaulipas	Mier	1101117.0		1101117.0	255635.17573160195	444.0	414999.3212417456	3260	3704	670634.4969733475	Tamaulipas	Mier	3.1190589253336203	3742.8707104003443	927099758.0321833	4.0371822751251485e-06																																																			None					14360.42120451897				
1015	miguelalemán, tamaulipas	Tamaulipas	MiguelAlemán	3693908.0	57003.0	3636905.0	1037134.2549560962	1458.0	841517.6206743771	6288	7746	1878651.8756304733	Tamaulipas	MiguelAlemán	35.43472137789885	29269.079858144454	640544952.946289	4.569402931600138e-05																																																			None				82252.86895891512	39478.379391361945	48710.14899746953			
1016	miquihuana, tamaulipas	Tamaulipas	Miquihuana	678766.0		678766.0	17759.957158275032	37.0	196774.94974733543	2960	2997	214534.90690561046	Tamaulipas	Miquihuana	3.1753965010269463	3578.6718566573686	889325977.9015163	4.024027123442097e-06																																																			None					4743.347537724307				
1017	nuevolaredo, tamaulipas	Tamaulipas	NuevoLaredo	26768048.0	1164331.0	25603717.0	10269835.988931725	10939.0	6858254.053801419	56260	67199	17128090.042733144	Tamaulipas	NuevoLaredo	253.75885648218784	406014.17037150054	1227559843.4038181	0.00033074898348392625	451.0	Nuevo Laredo	2016.0	8583474.0		419266.0	URB				720000000.0	340000000.0									130000000.0	42000000.0					5800000.0				6500000.0					820000000.0	190000000.0														POINT (-99.62697 27.4545)	1060000000.0	1194300000.0	69782.94900000001	594294.5332566584	358032.5331086075	351941.22259459307	751.6328727475508	413.0659254721486	404.3369872410995
1018	nuevomorelos, tamaulipas	Tamaulipas	NuevoMorelos	653422.0		653422.0	21888.183641388656	45.0	188331.68407677824	2315	2360	210219.8677181669	Tamaulipas	NuevoMorelos	9.585146211869436	3699.866437781602	303787556.23063624	1.2179124397619021e-05																																																			None					4637.469520004979				
1019	ocampo, tamaulipas	Tamaulipas	Ocampo	1610964.0		1610964.0	69763.45005448243	139.0	725095.2196465229	9459	9598	794858.6697010053	Tamaulipas	Ocampo	7.116958467127162	13244.659707323648	1483997085.968202	8.924990374009025e-06																																																			None					17565.002557764066				
1020	padilla, tamaulipas	Tamaulipas	Padilla	2033033.0	7232.0	2025801.0	145260.02209248225	110.0	348795.3527571154	4356	4466	494055.37484959763	Tamaulipas	Padilla	8.534403210986582	13689.182750422478	1364912591.3259757	1.0029347547540614e-05																																																			None				45326.252706298925	10679.852843708246	26842.20685267022			
1021	palmillas, tamaulipas	Tamaulipas	Palmillas	488307.0		488307.0	13722.373526326835	28.0	145521.12077159644	2101	2129	159243.4942979233	Tamaulipas	Palmillas	3.272901025636847	1983.3780215359293	482887777.90327346	4.107327027716193e-06																																																			None					3519.5993941312663				
1022	reynosa, tamaulipas	Tamaulipas	Reynosa	45660379.0	2899621.0	42760758.0	18665226.90141095	16510.0	9460989.62582459	78839	95349	28126216.52723554	Tamaulipas	Reynosa	169.84904371250542	692474.5512158846	3157885241.2751956	0.00021928426725736694	228.0	Reynosa	2016.0	7733376.0		691573.0	URB				1200000000.0	600000000.0									210000000.0	74000000.0					10000000.0				11000000.0					1300000000.0	330000000.0														POINT (-98.30832 26.07517)	1800000000.0	1935000000.0	113062.05	1011602.27647561	583723.8446276783	599070.8681288562	794.7319427479069	416.28627344690665	429.86025649531047
1023	ríobravo, tamaulipas	Tamaulipas	RíoBravo	11064278.0	368429.0	10695849.0	1946966.8853506567	2787.0	2671530.298039958	22259	25046	4618497.183390615	Tamaulipas	RíoBravo	61.9848825419829	127440.91850631684	1589315463.136523	8.018604327602241e-05	423.0	Río Bravo	2016.0	8583479.0		129919.0	URB				240000000.0	94000000.0									43000000.0	12000000.0					1600000.0				2200000.0					270000000.0	52000000.0														POINT (-98.03879 25.83854)	334000000.0	380800000.0	22250.144	245908.55666278515	98461.35862230485	145627.04725570136	1005.1998434831934	342.5200961499613	554.4993473107471
1024	sancarlos, tamaulipas	Tamaulipas	SanCarlos	1600715.0	2635.0	1598080.0	15844.444314446602	28.0	90558.72712825605	1306	1334	106403.17144270266	Tamaulipas	SanCarlos	2.4697111332649575	9234.249927277677	2928558183.507478	3.153172772622872e-06																																																			None				35694.9119274066	2336.1364437154657	21138.52684341019			
1025	tampico, tamaulipas	Tamaulipas	Tampico	13342054.0	330246.0	13011808.0	3760717.4231830235	5161.0	6771280.711660542	66732	71893	10531998.134843566	Tamaulipas	Tampico	2137.256249412456	290666.849920094	114287705.74625835	0.0025432906192502697	407.0	Tampico	2016.0	8583484.0		311308.0	URB				640000000.0	480000000.0									120000000.0	59000000.0					8000000.0				5800000.0					730000000.0	270000000.0														POINT (-97.93595 22.29508)	1120000000.0	1192800000.0	69695.304	296799.39885894704	226116.485158424	175764.60400426842	325.8527932655936	224.4357541771021	152.19002417188455
1026	tula, tamaulipas	Tamaulipas	Tula	4878507.0	22633.0	4855874.0	171547.47488495274	266.0	1248623.018678081	17608	17874	1420170.4935630339	Tamaulipas	Tula	7.436113029163165	29090.0741700863	3090713182.9181237	9.412091141572915e-06																																																			None				108753.46476217669	31273.804519026275	64403.80183216103			
1027	vallehermoso, tamaulipas	Tamaulipas	ValleHermoso	7193753.0	101725.0	7092028.0	297008.4998126545	372.0	350053.59619717824	2643	3015	647062.0960098327	Tamaulipas	ValleHermoso	54.093685769806726	62910.95655028522	904466917.8519481	6.955584036140844e-05	313.0	Valle Hermoso	2016.0	8583486.0		66501.0	URB				130000000.0	53000000.0									24000000.0	6400000.0					880000.0				1200000.0					150000000.0	29000000.0														POINT (-97.83819 25.69636)	183000000.0	211480000.0	12356.7764	160206.18676901533	13738.08023281326	94874.10380461087	1196.5046997938339	11.178512810292972	667.7900832179084
1028	victoria, tamaulipas	Tamaulipas	Victoria	22756900.0	289719.0	22467181.0	6535447.944338095	6716.0	10260736.61919222	105341	112057	16796184.563530315	Tamaulipas	Victoria	187.044951197772	348464.74408144923	1470677393.5043848	0.000236941660775185	288.0	Victoria	2016.0	8583487.0		356935.0	URB				640000000.0	330000000.0									120000000.0	41000000.0					5500000.0				5800000.0					730000000.0	180000000.0														POINT (-99.13489 23.75836)	970000000.0	1082300000.0	63238.789000000004	506875.2024636828	359349.26306871	300171.49489899294	701.5257889642428	468.2418476873584	374.6635722246246
1029	villagrán, tamaulipas	Tamaulipas	Villagrán	1023091.0	3668.0	1019423.0	66635.88306964342	122.0	403994.93930233544	5836	5958	470630.82237197884	Tamaulipas	Villagrán	3.6317871612604913	5999.712390402332	1293674069.0321684	4.63773104371712e-06																																																			None				22809.637318427638	10340.986978818177	13507.867219972846			
1030	xicoténcatl, tamaulipas	Tamaulipas	Xicoténcatl	3597580.0	26249.0	3571331.0	167418.2263419589	277.0	920630.6752606814	10963	11240	1088048.9016026403	Tamaulipas	Xicoténcatl	21.634487269434345	23689.76356003061	875839778.0392386	2.704805622446767e-05																																																			None				80176.25283013801	23876.071976139905	47480.376926007724			
1031	acuamanalademiguelhidalgo, tlaxcala	Tlaxcala	AcuamanaladeMiguelHidalgo	493330.0	5257.0	488073.0	102812.45732486612	184.0	244177.45237415165	2331	2515	346989.90969901776	Tlaxcala	AcuamanaladeMiguelHidalgo	294.22081701379074	5590.195523262024	15071341.736502707	0.000370915584093127																																																			None				10990.5625126656	7498.931830710457	6508.611120000567			
1032	amaxacdeguerrero, tlaxcala	Tlaxcala	AmaxacdeGuerrero	924058.0	4979.0	919079.0	111147.16449766669	226.0	413853.77202956704	3966	4192	525000.9365272337	Tlaxcala	AmaxacdeGuerrero	823.2152273995536	11525.01318359375	11581552.282534402	0.000995118176081982																																																			None				20597.823662188322	11449.686688841659	12198.031172747924			
1033	apetatitlándeantoniocarvajal, tlaxcala	Tlaxcala	ApetatitlándeAntonioCarvajal	1060197.0	59589.0	1000608.0	313340.54984889354	382.0	502115.7750706945	4774	5156	815456.324919588	Tlaxcala	ApetatitlándeAntonioCarvajal	900.5529032389323	13508.293548583984	11554484.06566157	0.0011690953461720444																																																			None				23506.65193710348	17455.67704026096	13920.63927715268			
1034	apizaco, tlaxcala	Tlaxcala	Apizaco	5193047.0	203299.0	4989748.0	2721021.461196143	2134.0	1356219.4569317386	12244	14378	4077240.918127882	Tlaxcala	Apizaco	1426.4852096384222	78456.68653011322	44080622.97050324	0.0017798452300143964	493.0	Apizaco	2016.0	8583494.0		83189.0	URB				150000000.0	130000000.0									28000000.0	16000000.0					2200000.0				1400000.0					170000000.0	74000000.0														POINT (-98.127 19.423)	280000000.0	291600000.0	17038.188000000002	115346.88247686948	84582.30149694544	68308.42380280209	576.9903142098765	396.4277979380521	300.9136640750888
1035	atlangatepec, tlaxcala	Tlaxcala	Atlangatepec	808019.0	22910.0	785109.0	85845.91762972441	128.0	294772.01083724166	3528	3656	380617.9284669661	Tlaxcala	Atlangatepec	46.428695128391716	6082.159061819315	108657462.86639081	5.597552990260927e-05																																																			None				17967.91639354236	8288.558748814961	10640.600088255786			
1036	atltzayanca, tlaxcala	Tlaxcala	Atltzayanca	1724454.0	12025.0	1712429.0	348850.86067679024	352.0	696710.284527953	8878	9230	1045561.1452047431	Tlaxcala	Atltzayanca	73.93980545416856	17301.914476275444	188921442.67030045	9.158258708869899e-05																																																			None				38432.76303748176	22504.838805312822	22759.882270796697			
1037	benitojuárez, tlaxcala	Tlaxcala	BenitoJuárez	260578.0	1598.0	258980.0	68355.15905979607	91.0	161332.51163869782	1655	1746	229687.6706984939	Tlaxcala	BenitoJuárez	169.49533271212732	5254.355314075947	25917002.98903134	0.00020273776702883848																																																			None				5807.9917323439195	4963.169780733082	3439.4927038940687			
1038	calpulalpan, tlaxcala	Tlaxcala	Calpulalpan	3039026.0	100943.0	2938083.0	861491.2514060066	1208.0	1168069.9244695476	11785	12993	2029561.1758755543	Tlaxcala	Calpulalpan	152.84090975726065	48450.568393051624	255764811.0272137	0.00018943406717469207	394.0	Calpulalpan	2016.0	8583495.0		49730.0	URB				82000000.0	37000000.0									15000000.0	4500000.0					610000.0				740000.0					94000000.0	20000000.0														POINT (-98.56626 19.57068)	119000000.0	134850000.0	7879.2855	67544.31188669906	43254.241776238894	39999.74149930318	757.2390464427143	448.9614734259711	407.65696330337545
1039	chiautempan, tlaxcala	Tlaxcala	Chiautempan	5035568.0	52303.0	4983265.0	1394906.7414276665	1846.0	2008657.7469336502	19376	21222	3403564.4883613167	Tlaxcala	Chiautempan	732.3893175456942	71041.76380193233	77869464.40167189	0.0009123186392483656	161.0	Chiautempan	2016.0	8583499.0		71728.0	URB				120000000.0	83000000.0									22000000.0	10000000.0					1400000.0				1100000.0					140000000.0	46000000.0														POINT (-98.14946 19.28978)	203000000.0	220500000.0	12883.815	112187.15203308553	72653.45832723085	66437.23143399325	770.7603456979592	463.9126169324136	415.6642767223314
1040	contladejuancuamatzi, tlaxcala	Tlaxcala	ContladeJuanCuamatzi	2476166.0	39186.0	2436980.0	552113.3993960383	750.0	1170016.8724218563	11570	12320	1722130.2718178947	Tlaxcala	ContladeJuanCuamatzi	1105.413048221219	34267.80449485779	26390858.309155963	0.0012984725276240455	551.0	Contla de Juan Cuamatzi	2016.0	8583507.0		38728.0	URB				62000000.0	18000000.0									11000000.0	2200000.0					300000.0				560000.0					71000000.0	10000000.0														POINT (-98.12836 19.31894)	80000000.0	95060000.0	5554.3558	55134.92773470024	37119.9041542543	32650.90420448948	892.6430664506628	568.3025987325892	487.8432239520824
1041	cuapiaxtla, tlaxcala	Tlaxcala	Cuapiaxtla	1273671.0	14519.0	1259152.0	194584.60199440728	210.0	498508.38583800266	6241	6451	693092.9878324099	Tlaxcala	Cuapiaxtla	137.76291473706564	14051.817303180695	84677889.87777485	0.0001659443489140231																																																			None				28373.037187280042	15003.8620963492	16802.51262230724			
1042	cuaxomulco, tlaxcala	Tlaxcala	Cuaxomulco	453547.0	1417.0	452130.0	51030.124916893204	94.0	211462.76976767962	2161	2255	262492.8946845728	Tlaxcala	Cuaxomulco	293.83301907493956	6170.4934005737305	16729292.224764235	0.0003688436616248235																																																			None				10112.24024227908	5735.282778892242	5988.468671477671			
1043	elcarmentequexquitla, tlaxcala	Tlaxcala	ElCarmenTequexquitla	1120885.0	15133.0	1105752.0	57036.26550176994	89.0	465288.82787439035	5723	5812	522325.0933761603	Tlaxcala	ElCarmenTequexquitla	234.0273951722516	16849.972452402115	58961867.36333626	0.0002857774559372213																																																			None				24963.987104667	11516.348353189027	14783.673163383797			
1044	emilianozapata, tlaxcala	Tlaxcala	EmilianoZapata	227582.0		227582.0	41137.76516635445	84.0	170816.212748634	1990	2074	211953.97791498844	Tlaxcala	EmilianoZapata	73.26498172744628	4542.428867101669	50339311.06123317	9.023621442844579e-05																																																			None					4631.20059202331				
1045	españita, tlaxcala	Tlaxcala	Españita	1014392.0	3952.0	1010440.0	83264.9610301818	165.0	472727.3636086387	5645	5810	555992.3246388205	Tlaxcala	Españita	49.83162365621225	8620.87089252472	140470019.64534354	6.137160736711333e-05																																																			None				22614.958694162884	12205.994887483694	13392.57853868326			
1046	huamantla, tlaxcala	Tlaxcala	Huamantla	5823098.0	111102.0	5711996.0	1471037.692153977	1771.0	2023762.7228073783	21429	23200	3494800.4149613553	Tlaxcala	Huamantla	211.96782135949738	92206.00229138136	351097443.82398766	0.00026262225462856433	149.0	Huamantla	2016.0	8583502.0		94226.0	URB				150000000.0	71000000.0									27000000.0	8700000.0					1200000.0				1300000.0					170000000.0	40000000.0														POINT (-97.90689 19.33833)	221000000.0	248200000.0	14502.326000000001	129614.30230276153	74510.55597826929	76757.58982369537	793.7483704528605	413.78348534069147	429.27778498218396
1047	hueyotlipan, tlaxcala	Tlaxcala	Hueyotlipan	1514356.0	36529.0	1477827.0	217461.19029313448	317.0	621694.9050541341	6595	6912	839156.0953472685	Tlaxcala	Hueyotlipan	68.23894224925475	15012.567294836044	176958634.4801915	8.483659098599414e-05																																																			None				33689.69217358344	18208.12287300653	19951.03570519611			
1048	ixtacuixtlademarianomatamoros, tlaxcala	Tlaxcala	IxtacuixtladeMarianoMatamoros	3623839.0	56002.0	3567837.0	438419.2013718446	728.0	1359344.577636659	14462	15190	1797763.7790085035	Tlaxcala	IxtacuixtladeMarianoMatamoros	189.75192064829548	37570.8802883625	162449743.10270095	0.0002312769449232686	32.0	Ixtacuixtla de Mariano Matamoros	2016.0	8583504.0		38706.0	URB				64000000.0	17000000.0									12000000.0	2100000.0					290000.0				580000.0					73000000.0	9500000.0														POINT (-98.39781 19.34892)	81000000.0	97470000.0	5695.1721	80692.44334508557	39072.23362738214	47786.06494895967	1316.856978651893	586.0588748034875	739.0627027576511
1049	ixtenco, tlaxcala	Tlaxcala	Ixtenco	637968.0		637968.0	39438.74026458172	79.0	266768.0282439497	3257	3336	306206.76850853144	Tlaxcala	Ixtenco	141.46377212324967	7356.116150408983	44691322.62910848	0.0001645983094180743																																																			None					6737.306274194285				
