	region	n_total_municipalities	n_groundtruth_estimate_pairs	WAPE_total_emissions_ghs (percent error)	WAPE_total_emissions_msft (percent error)	WAPE_total_emissions_ghs_adjusted (percent error)	MAPE_total_emissions_ghs (percent error)	MAPE_total_emissions_msft (percent error)	MAPE_total_emissions_ghs_adjusted (percent error)	RMSE_total_emissions_ghs	RMSE_total_emissions_msft	RMSE_total_emissions_ghs_adjusted
0	michigan	1534	523	119.06783391509981	47.43183508813256	50.78504931708975	1071.9752204672473	549.4217901937177	599.3296603894296	81824.68475588417	28627.256709444577	31342.36814313645
