	region	n_total_municipalities	n_groundtruth_estimate_pairs	WAPE_total_emissions_ghs (percent error)	WAPE_total_emissions_msft (percent error)	WAPE_total_emissions_ghs_adjusted (percent error)	MAPE_total_emissions_ghs (percent error)	MAPE_total_emissions_msft (percent error)	MAPE_total_emissions_ghs_adjusted (percent error)	RMSE_total_emissions_ghs	RMSE_total_emissions_msft	RMSE_total_emissions_ghs_adjusted
0	mexico	1376	467	566.9875562147191	281.87082033546886	306.2540336122539	1045.1218886078193	486.50765441194744	578.5319662678514	343249.9038632745	199061.92614026772	199195.56656939723
