	municipality	NAME_x	LABEL_x	FIPSCODE_x	total_area_ghs	nres_area_ghs	res_area_ghs	msft_commercial_bldg_area	msft_commercial_bldg_count	msft_residential_bldg_area	msft_residential_bldg_count	msft_building_count	msft_area_sum	NAME_y	LABEL_y	FIPSCODE_y	avgPOP2015	sumPOP2015	boundary_area	sum_population_density	index_gt	city	year	city_id	total_area	population	city_type	wastewater	railway_length	road_length	RES-electricity	COM-electricity	MUN-electricity	IND-electricity	AFF-electricity	RES-coal	COM-coal	MUN-coal	IND-coal	AFF-coal	RES-natural_gas	COM-natural_gas	MUN-natural_gas	IND-natural_gas	AFF-natural_gas	RES-oil	COM-oil	MUN-oil	IND-oil	AFF-oil	RES-kerosene	COM-kerosene	MUN-kerosene	IND-kerosene	AFF-kerosene	RES-lpg	COM-lpg	MUN-lpg	IND-lpg	AFF-lpg	RES-biomass	COM-biomass	MUN-biomass	IND-biomass	AFF-biomass	RES-district_heating	COM-district_heating	MUN-district_heating	IND-district_heating	AFF-district_heating	gt_point_geometry	res_com_electricity	res_com_non_electricity	res_com_non_electricity_adjusted	bottom_up_emissions_estimate_ghs	bottom_up_emissions_estimate_msft	bottom_up_emissions_estimate_ghs_adjusted	absolute_percent_error_ghs	absolute_percent_error_msft	absolute_percent_error_ghs_adjusted
1093	homer township-38980	Homer	Homer Township	38980	893380.0	23173.0	870207.0	122686.96770371165	170	356645.5494445323	2198	2368	479332.51714824396	Homer	Homer Township	38980	43.23037296734499	3847.503194093704	55126816.42641495	6.979367653543852e-05																																																			None				32712.394241091235	18159.975226972274	19372.279869574228			
1094	norman township-57900	Norman	Norman Township	57900	429869.0	5250.0	424619.0	27250.81746508656	46	172636.45002884205	1427	1473	199887.2674939286	Norman	Norman Township	57900	4.964255495070844	1469.41962654097	187320557.96726614	7.844411966772744e-06																																																			None				15707.707003240197	7440.9493057924665	9302.104087318843			
1095	douglass township-22760	Douglass	Douglass Township	22760	719602.0	5976.0	713626.0	78446.63898072421	120	258339.49399309015	1788	1908	336786.1329738143	Douglass	Douglass Township	22760	16.34184665773429	2500.3025386333466	92357071.58193056	2.707212881273863e-05																																																			None				26279.225643930477	12716.665293828342	15562.557426335627			
1096	au train township-04460	Au Train	Au Train Township	04460	329433.0	1524.0	327909.0	22134.645760037194	49	163433.4957314616	1314	1363	185568.14149149877	Au Train	Au Train Township	04460	1.65976554016161	1080.507366645208	383311609.5002771	2.8188746175829746e-06																																																			None				12023.91210402252	6890.446106154406	7120.560748002135			
1097	minden township-54540	Minden	Minden Township	54540	304883.0	1038.0	303845.0	57132.714129779386	107	87064.53434456464	554	661	144197.24847434403	Minden	Minden Township	54540	3.6180546311927695	506.5276483669877	93588058.21946068	5.412310694375113e-06	471.0	Minden City	2015.0	5002142.0		188.0	RUR				2988000.0	1008000.0		1008000.0							7326135.432	865816.0056		2188326.168		67811.8669852	78047.6204924		66532.3977968																						POINT (-82.77827 43.67141)	5004000.0	10592669.490874398	552.1958605592823	11125.810795614838	5574.679509569871	6588.705153163107	1914.8305321134146	909.5475007588158	1093.1826411175641
1098	ypsilanti township-89160	Ypsilanti	Ypsilanti Township	89160	7196717.0	1480491.0	5716226.0	1776361.278066354	1284	2409627.398420462	17485	18769	4185988.676486816	Ypsilanti	Ypsilanti Township	89160	419.3688207463266	53259.84023478348	82366348.28671089	0.0006466213610610743																																																			None				270659.14148204564	162481.0185038293	160284.3435856674			
1099	case township-13740	Case	Case Township	13740	309095.0	2776.0	306319.0	34258.966804080024	68	156361.1754147676	1221	1289	190620.14221884764	Case	Case Township	13740	2.975755619414392	871.8963964884169	176708322.6181456	4.9340992182497505e-06	80.0	Millersburg	2015.0	5002089.0		197.0	RUR				3600000.0	396000.0		1080000.0							8563015.44	409121.8488		732613.5432		75488.6821156	30707.2605216		60135.0518548																						POINT (-84.06084 45.33446)	5076000.0	9871081.826491999	514.5794956150279	11289.028804283878	7141.627079697405	6685.362857896912	2093.8357242142297	1287.8569085155052	1199.1895158796667
1100	lasalle township-46260	Lasalle	Lasalle Township	46260	1225330.0	2514.0	1222816.0	127733.55477045767	235	494154.01010033046	3104	3339	621887.5648707881	Lasalle	Lasalle Township	46260	44.191828907063574	4993.676666498184	69647246.94050023	7.169955577374496e-05																																																			None				44705.67459613632	23387.278507376082	26474.700495831927			
1101	summit township-77220	Summit	Summit Township	77220	342115.0	727.0	341388.0	53573.79491293731	66	121693.80678503087	882	948	175267.60169796817	Summit	Summit Township	77220	14.636003460792395	951.3402249515057	37011642.028360866	2.5703810282789488e-05																																																			None				12482.067292961761	6688.274272549381	7391.880250891954			
1102	montcalm township-55140	Montcalm	Montcalm Township	55140	897556.0	5624.0	891932.0	161259.9373335501	186	330808.55341318727	2225	2411	492068.4907467374	Montcalm	Montcalm Township	55140	21.614858443609307	3026.080182105303	94352483.71200317	3.207207762905277e-05																																																			None				32767.848166453918	18837.394308428367	19405.11968417401			
1103	berlin township-07700	Berlin	Berlin Township	07700	880939.0	80241.0	800698.0	228679.10749452203	214	241957.9935305246	1477	1691	470637.10102504666	Berlin	Berlin Township	07700	11.166671950370073	1876.0008876621723	107910431.19164532	1.738479651082533e-05																																																			None				32573.606535503277	18427.829016817726	19290.08979032504			
1104	orange township-60940	Orange	Orange Township	60940	353499.0	4037.0	349462.0	41322.035429779506	54	156263.71068377144	1175	1229	197585.74611355094	Orange	Orange Township	60940	8.329875708477838	1166.1825991868973	90165845.93122244	1.293375099121733e-05																																																			None				12915.54800023176	7434.668778489826	7648.587525737247			
1105	oakfield township-59580	Oakfield	Oakfield Township	59580	1483684.0	11185.0	1472499.0	100643.94822313229	200	558120.4340500507	3510	3710	658764.382273183	Oakfield	Oakfield Township	59580	38.208117912754865	6304.339455604553	94382420.59275113	6.679569580872506e-05																																																			None				54176.54928016499	24582.780743520263	32083.352483713705			
1106	matchwood township-52320	Matchwood	Matchwood Township	52320	67216.0		67216.0	9219.908641397002	14	28377.233620902058	270	284	37597.14226229906	Matchwood	Matchwood Township	52320	0.18087198752833758	85.73332208843202	282416426.5396409	3.0357059303842654e-07																																																			None					1422.1785272012812				
1107	sylvan township-77800	Sylvan	Sylvan Township	77800	968967.0	167757.0	801210.0	178695.28662281757	245	305010.59638569265	1768	2013	483705.8830085102	Sylvan	Sylvan Township	77800	20.34338435533232	2949.790731523186	88670985.51054446	3.326669614123558e-05																																																			None				36267.30450617976	18628.613810190393	21477.49772855965			
1108	manistique township-50780	Manistique	Manistique Township	50780	413379.0	4428.0	408951.0	39568.59105135294	64	135319.04194341227	943	1007	174887.6329947652	Manistique	Manistique Township	50780	1.4937190327243737	999.298032892606	398082362.5416198	2.5102795977004098e-06																																																			None				15101.72580764484	6597.11642516621	8943.242023287274			
1109	otisco township-61580	Otisco	Otisco Township	61580	771627.0	24532.0	747095.0	140158.64509814003	171	247999.52369379104	1585	1756	388158.16879193106	Otisco	Otisco Township	61580	21.15979165748014	2496.855415582657	82491340.79901144	3.026809106747576e-05																																																			None				28279.16424289476	14930.979779980502	16746.921064642276			
1110	china township-15540	China	China Township	15540	1210019.0	86370.0	1123649.0	195795.03868753428	318	368418.40826689824	2064	2382	564213.4469544325	China	China Township	15540	25.51578064163873	3648.7566317543387	89198497.92450689	4.090603223882158e-05																																																			None				44610.060022795806	21659.367327091008	26418.077545499673			
1111	fulton township-31080	Fulton	Fulton Township	31080	761900.0	15913.0	745987.0	118822.57467339112	196	263894.5606088451	1580	1776	382717.1352822362	Fulton	Fulton Township	31080	16.36746581411594	2520.5897353738546	92801332.39063221	2.7161137350526816e-05	292.0	Perrinton	2015.0	5005398.0		397.0	RUR				6480000.0	1440000.0		61200.0							15223138.56	1522313.856		49475.20032		140741.610724	75488.6821156		21750.9762028																						POINT (-84.67917 43.18281)	7981200.0	17032908.8853624	887.925540193942	27876.81770561844	14614.766951832244	16508.651445267238	3039.544527520804	1545.9451035319994	1759.2382691978198
1112	akron township-00720	Akron	Akron Township	00720	637745.0	23214.0	614531.0	106724.48923187939	169	183125.82799463117	1202	1371	289850.31722651055	Akron	Akron Township	00720	6.303737263020859	1380.5184606015682	136879543.1289636	1.0085644860027675e-05	232.0	Akron	2015.0	4983868.0		389.0	RUR				5760000.0	2160000.0		5760000.0							15223138.56	2188326.168		2283470.784		140741.610724	140741.610724		153536.302608																						POINT (-83.51413 43.56808)	13680000.0	20129955.036056	1049.3745560295993	23388.774673909316	11160.83672912241	13850.832361889095	2128.829976819983	963.5703586477658	1219.9131122727938
1113	byron township-12240	Byron	Byron Township	12240	5206800.0	796354.0	4410446.0	1660359.5618141622	1382	1268326.8495647863	7219	8601	2928686.4113789485	Byron	Byron Township	12240	149.01240796744824	23841.985274791718	93527425.57515995	0.00025491972144183486																																																			None				194304.38171374152	115982.83610996741	115067.05485087771			
1114	sugar island township-77020	Sugar Island	Sugar Island Township	77020	265901.0		265901.0	5097.313290770947	11	56829.356474447144	520	531	61926.66976521809	Sugar Island	Sugar Island Township	77020	2.688918267869774	731.3857688605785	198351031.03919336	3.687330310453792e-06																																																			None					2286.802187913408				
1115	suttons bay township-77620	Suttons Bay	Suttons Bay Township	77620	791541.0	24531.0	767010.0	188498.56491838448	273	299455.81751919223	1852	2125	487954.3824375767	Suttons Bay	Suttons Bay Township	77620	25.903630823961326	2901.2066522836685	64697072.09390816	4.4842935829809284e-05	387.0	Suttons Bay	2015.0	5011654.0		620.0	RUR				11520000.0	8280000.0		2844000.0	468000.0						28543384.8	8372726.208		4186363.104	123688.0008	230304.453912	524582.367244		191920.37826	179125.686376																					POINT (-85.65064 44.97667)	22644000.0	42049281.311416	2192.0290347641157	29005.487537860077	18837.67789117566	17177.049719920735	1223.2255174476445	759.371732418808	683.6141514324949
1116	waterloo township-84300	Waterloo	Waterloo Township	84300	777516.0	13948.0	763568.0	102524.75988381253	199	313428.15443274495	2144	2343	415952.9143165575	Waterloo	Waterloo Township	84300	14.23155432118445	2789.3846469521523	128330382.89970039	2.1735964499788495e-05																																																			None				28435.53892480704	15737.031899001482	16839.526151270726			
1117	otto township-61780	Otto	Otto Township	61780	211935.0	516.0	211419.0	7485.440540403644	17	79357.31341755037	586	603	86842.75395795402	Otto	Otto Township	61780	6.2179514477150395	957.5645229481161	92883569.2178734	1.0309299384286084e-05																																																			None				7732.811673667081	3208.7542271834436	4579.371073145645			
1118	lapeer township-46060	Lapeer	Lapeer Township	46060	1074834.0	2120.0	1072714.0	157027.97061683447	289	485583.85460667027	2742	3031	642611.8252235048	Lapeer	Lapeer Township	46060	38.998586614112384	4757.827566921711	79717907.26882038	5.9683297391107174e-05																																																			None				39214.417870882804	24304.84530554795	23222.778263136795			
1119	cannon township-13080	Cannon	Cannon Township	13080	2316833.0	27470.0	2289363.0	353797.79556195496	696	1011475.9419818554	5451	6147	1365273.7375438104	Cannon	Cannon Township	13080	86.15383448282877	12923.075172424316	95622310.05919628	0.00013514707147760927																																																			None				84654.104598765	51748.7273632863	50132.16074338863			
1120	mt haley township-55940	Mt Haley	Mt Haley Township	55940	364123.0	918.0	363205.0	48370.12372355625	103	187322.68115823422	1185	1288	235692.80488179045	Mt Haley	Mt Haley Township	55940	15.69358345799976	1412.4225112199783	61847988.903335094	2.283699981623517e-05																																																			None				13285.82533610124	8863.458668514118	7867.865764039153			
1121	grant township-34280	Grant	Grant Township	34280	606395.0	701.0	605694.0	36843.487553609106	71	242682.33565211622	1922	1993	279525.8232057253	Grant	Grant Township	34280	8.937057645200458	1304.810416199267	91859565.7215981	1.420440436387213e-05	386.0	Sand Lake	2015.0	5008861.0		523.0	RUR				5400000.0	1008000.0		756000.0	180000.0						12368800.08	884844.9288		1427169.24	48523.75416	118990.6345212	78047.6204924		102357.535072	72929.7437388																					POINT (-83.6847 44.31918)	7164000.0	14980210.0388856	780.9183493271063	22121.081119172875	10398.573288933676	13100.104238774176	2732.700901218923	1231.5826549464243	1577.5254737018458
1122	wawatam township-84840	Wawatam	Wawatam Township	84840	217377.0	28161.0	189216.0	57102.11790586742	81	91025.57152544815	676	757	148127.68943131555	Wawatam	Wawatam Township	84840	7.433680768097368	505.490292230621	43209877.8194227	1.1698489274677021e-05																																																			None				8083.88072807328	5717.8666963846035	4787.274167164996			
1123	meade township-52640	Meade	Meade Township	52640	57432.0		57432.0	1093.894646931486	3	13817.788003560523	110	113	14911.68265049201	Meade	Meade Township	52640	1.021110502900105	158.2721279495163	97268674.63955534	1.6271644343466078e-06																																																			None					549.915464049326				
1124	forsyth township-29720	Forsyth	Forsyth Township	29720	1392459.0	87173.0	1305286.0	180499.44462490792	322	520804.31375945295	3672	3994	701303.7583843609	Forsyth	Forsyth Township	29720	7.968097601730887	6215.116129350092	464252989.47289854	1.3387347567554885e-05																																																			None				51268.676470399434	26575.07885017879	30361.310205770544			
1125	constantine township-17860	Constantine	Constantine Township	17860	998203.0	64129.0	934074.0	293454.9180226218	212	330731.6011505801	2149	2361	624186.5191732019	Constantine	Constantine Township	17860	28.579051408645334	4315.436762705445	92309156.18306753	4.6749823540224665e-05	398.0	Constantine	2015.0	4989486.0		2047.0	RUR				22320000.0	11880000.0		30240000.0	11880000.0						53280984.96	12368800.08		67552677.36	3139772.328	486198.291592	703708.05362		1266674.496516	4734035.99708																					POINT (-85.6686 41.84116)	64440000.0	135659043.241728	7071.905924191281	36761.68153145592	24385.79745355253	21770.267802928196	419.8270724403034	244.82638365047552	207.84159229914772
