	region	n_total_municipalities	n_groundtruth_estimate_pairs	WAPE_total_emissions_ghs (percent error)	WAPE_total_emissions_msft (percent error)	WAPE_total_emissions_ghs_adjusted (percent error)	MAPE_total_emissions_ghs (percent error)	MAPE_total_emissions_msft (percent error)	MAPE_total_emissions_ghs_adjusted (percent error)	RMSE_total_emissions_ghs	RMSE_total_emissions_msft	RMSE_total_emissions_ghs_adjusted
0	massachusetts	351	24	39.84320063898377	34.229871330454095	38.64378326384834	38.91748665921218	24.1645237341074	27.004666584439324	215161.75188112046	251801.71989213614	292981.8618010503
