	municipality	res_com_non_electricity	res_com_non_electricity-adjusted (metric tonnes CO2/year)	graced_emissions_2019(kgC/hr)	graced_emissions_2019(metric tonnes/year)	absolute_percent_error_graced (percent error)	region	state	city	NAME	LABEL	FIPSCODE
9	city of mackinac island-50280	80558458.698072	4199.512451930494	4454.665695906886	106.91197670176528	97.4541812192361	michigan			Mackinac Island	City of Mackinac Island	50280.0
10	city of montrose-55280	57305222.174256	2987.3212319439654	3309.1046080226693	79.41851059254405	97.34148073051844	michigan			Montrose	City of Montrose	55280.0
11	city of standish-76120	111049390.000568	5789.00470072961	3665.706187839652	87.97694850815164	98.48027505493192	michigan			Standish	City of Standish	76120.0
12	city of white cloud-86680	47884274.043996006	2496.207205913512	3036.847679475726	72.88434430741744	97.0801965423882	michigan			White Cloud	City of White Cloud	86680.0
13	city of harper woods-36700	617958669.97066	32214.185465570503	368574.7793456944	8845.794704296666	72.54068486769356	michigan			Harper Woods	City of Harper Woods	36700.0
14	city of battle creek-05920	55345569.313908	2885.1645283340235	607022.7576620617	14568.546183889484	404.94680774069326	michigan			Battle Creek	City of Battle Creek	5920.0
15	city of battle creek-05920	4371070563.188	227863.9084589904	607022.7576620617	14568.546183889484	93.6064705102206	michigan			Battle Creek	City of Battle Creek	5920.0
16	city of parchment-62340	85736717.03981999	4469.455059285816	16750.286554282913	402.0068773027899	91.00546102443576	michigan			Parchment	City of Parchment	62340.0
17	city of yale-89000	84579867.475644	4409.1484915053215	1730.3710020268068	41.52890404864337	99.0581196317463	michigan			Yale	City of Yale	89000.0
18	city of galesburg-31260	127223974.720568	6632.1858021832095	5778.193403780263	138.6766416907263	97.90903563580687	michigan			Galesburg	City of Galesburg	31260.0
19	city of williamston-87420	181255207.54114	9448.833969119629	8201.991870585658	196.8478048940558	97.91669738787463	michigan			Williamston	City of Williamston	87420.0
20	city of new baltimore-57100	511519932.90836006	26665.534102512807	214226.58194845903	5141.437966763016	80.71878872931138	michigan			New Baltimore	City of New Baltimore	57100.0
21	city of caro-13420	248828835.324324	12971.44718545701	7545.825451676022	181.0998108402245	98.60385808729758	michigan			Caro	City of Caro	13420.0
22	city of bay city-06020	2075711937.63456	108206.8633088896	179553.2516802517	4309.278040326042	96.0175557182314	michigan			Bay City	City of Bay City	6020.0
23	city of hartford-36960	110332887.255064	5751.653412606486	3138.297257364775	75.3191341767546	98.69047856722956	michigan			Hartford	City of Hartford	36960.0
24	city of chelsea-15020	354954663.5304	18503.78660983975	19482.12893655637	467.571094477353	97.47310588726356	michigan			Chelsea	City of Chelsea	15020.0
25	city of plymouth-65060	878180467.12164	45779.54775105109	158072.04517044916	3793.72908409078	91.71304813948564	michigan			Plymouth	City of Plymouth	65060.0
26	city of memphis-52960	47617216.66069201	2482.2855045218744	4781.470807593925	114.7552993822542	95.37703059647212	michigan			Memphis	City of Memphis	52960.0
27	city of portage-65560	4389239025.6632805	228811.0304078268	934156.0570066752	22419.74536816021	90.20163261875976	michigan			Portage	City of Portage	65560.0
28	city of traverse city-80340	1214850694.1621602	63330.16668667341	146374.02419811022	3512.976580754645	94.45291752012098	michigan			Traverse City	City of Traverse City	80340.0
29	city of adrian-00440	1158577995.68104	60396.67091485261	86305.37452324154	2071.328988557797	96.57045834284811	michigan			Adrian	City of Adrian	440.0
30	city of royal oak-70040	3434431078.06628	179036.89209959516	1155240.829204208	27725.77990090099	84.5139291819936	michigan			Royal Oak	City of Royal Oak	70040.0
31	city of frankfort-30260	105959497.211584	5523.668589639874	5465.401607031646	131.1696385687595	97.62531664526762	michigan			Frankfort	City of Frankfort	30260.0
32	city of crystal falls-19140	77550329.43726799	4042.69867356478	1486.6328872601684	35.67918929424405	99.11744128921724	michigan			Crystal Falls	City of Crystal Falls	19140.0
33	city of essexville-26420	156838851.346304	8176.009320682827	37383.67598978939	897.2082237549455	89.02633071264631	michigan			Essexville	City of Essexville	26420.0
34	city of walker-82960	2723882016.41128	141995.96951552003	810853.8310498974	19460.491945197537	86.29503921020058	michigan			Walker	City of Walker	82960.0
35	city of center line-14320	515525793.65792	26874.359623387365	192897.9255355623	4629.550212853495	82.77335617394715	michigan			Center Line	City of Center Line	14320.0
36	city of hazel park-37420	776126717.50428	40459.48578349812	340406.9514786672	8169.766835488013	79.8075366572747	michigan			Hazel Park	City of Hazel Park	37420.0
37	city of harrisville-36860	28115241.5380556	1465.6475413788382	323.81018586621985	7.771444460789277	99.4697603454185	michigan			Harrisville	City of Harrisville	36860.0
38	city of wayland-84880	192808664.11128	10051.115660121026	13899.194157567395	333.5806597816175	96.6811578827499	michigan			Wayland	City of Wayland	84880.0
39	city of iron river-40980	207225737.082588	10802.677674115312	8696.008433331346	208.7042023999523	98.06803267952688	michigan			Iron River	City of Iron River	40980.0
40	city of brighton-10620	674282472.1187601	35150.34527155096	66442.30815638757	1594.6153957533018	95.46344315131404	michigan			Brighton	City of Brighton	10620.0
41	city of potterville-66100	103736737.594484	5407.79613080045	5949.339086637104	142.78413807929047	97.3596612256506	michigan			Potterville	City of Potterville	66100.0
42	city of dearborn heights-21020	2222011375.36208	115833.45299762522	1112765.928558799	26706.38228541117	76.94415421945618	michigan			Dearborn Heights	City of Dearborn Heights	21020.0
43	city of clio-16620	107728860.839932	5615.905515585655	12894.16799573626	309.46003189767026	94.48957908855776	michigan			Clio	City of Clio	16620.0
44	city of wayne-84940	1448106145.08392	75489.77334322475	230526.93296861497	5532.64639124676	92.67099880391504	michigan			Wayne	City of Wayne	84940.0
45	city of grand rapids-34000	13344443935.5928	695645.8623624527	3832337.363031762	91976.0967127623	86.77831613913347	michigan			Grand Rapids	City of Grand Rapids	34000.0
46	city of au gres-04120	50904943.518488	2653.674705618779	1539.4748851299607	36.947397243119056	98.60768928592158	michigan			Au Gres	City of Au Gres	4120.0
47	city of fenton-27760	671979427.57964	35030.28755972663	69712.91348762036	1673.1099237028886	95.22381904273485	michigan			Fenton	City of Fenton	27760.0
48	city of harbor beach-36460	123251859.086076	6425.119414157141	4345.15915770821	104.28381978499704	98.3769356946858	michigan			Harbor Beach	City of Harbor Beach	36460.0
49	city of grand blanc-33280	345090106.288948	17989.547240842858	139234.28436953537	3341.6228248688485	81.42464187602152	michigan			Grand Blanc	City of Grand Blanc	33280.0
50	city of houghton-39360	356250444.1814	18571.335655176383	36214.25528249233	869.142126779816	95.31998051773104	michigan			Houghton	City of Houghton	39360.0
51	city of hudson-39720	167491786.045784	8731.346806566718	5035.276944850341	120.84664667640818	98.61594494694084	michigan			Hudson	City of Hudson	39720.0
52	city of sandusky-71540	194984883.921428	10164.56199882404	6266.783180134741	150.4027963232338	98.52032191509448	michigan			Sandusky	City of Sandusky	71540.0
53	city of holland-38640	3472151473.3156	181003.2563039422	310296.32208010706	7447.11172992257	95.88564764966588	michigan			Holland	City of Holland	38640.0
54	city of flushing-29200	328728240.151272	17136.603159085807	51502.13914099424	1236.0513393838617	92.78706912969209	michigan			Flushing	City of Flushing	29200.0
55	city of mt clemens-55820	1288663342.4230402	67178.02004051307	263631.79687286314	6327.163124948715	90.5814980537786	michigan			Mt Clemens	City of Mt Clemens	55820.0
56	city of lansing-46000	7212150455.2456	375969.4032319531	1936976.7068611688	46487.44096466805	87.63531272357613	michigan			Lansing	City of Lansing	46000.0
57	city of huntington woods-40000	233085931.4924012	12150.769608698874	201504.63233336865	4836.111176000846	60.19913691278765	michigan			Huntington Woods	City of Huntington Woods	40000.0
58	city of wyoming-88940	4970086581.3328	259090.61348487885	1426462.9834744004	34235.11160338561	86.78643307725093	michigan			Wyoming	City of Wyoming	88940.0
59	city of taylor-79000	3759027905.13	195958.1246944269	1812451.013419554	43498.8243220693	77.80197968831327	michigan			Taylor	City of Taylor	79000.0
60	city of luna pier-49700	54984259.93901364	2866.3294706207807	15025.78639166899	360.61887340005575	87.41879197432408	michigan			Luna Pier	City of Luna Pier	49700.0
61	city of wyandotte-88900	1798303577.81432	93745.5655114605	369436.175145836	8866.468203500064	90.5419865407755	michigan			Wyandotte	City of Wyandotte	88900.0
62	city of harrison-36800	98064813.563876	5112.118731084855	9481.902808032604	227.56566739278253	95.54850582774922	michigan			Harrison	City of Harrison	36800.0
63	city of belding-06900	305591098.66664	15930.463973491942	28801.348074599297	691.2323537903831	95.6609402278516	michigan			Belding	City of Belding	6900.0
64	city of petoskey-63820	482825406.3866	25169.688434933458	28783.31336600297	690.7995207840713	97.25543078306326	michigan			Petoskey	City of Petoskey	63820.0
65	city of benton harbor-07520	680726207.6666	35486.25720565986	90638.249586981	2175.3179900875434	93.86997062699362	michigan			Benton Harbor	City of Benton Harbor	7520.0
66	city of ann arbor-03000	6546301257.8716	341258.6845728465	1754613.2647258728	42110.71835342094	87.66017679341086	michigan			Ann Arbor	City of Ann Arbor	3000.0
67	city of algonac-01180	183329069.816216	9556.94440951934	10789.181371408924	258.9403529138142	97.29055290249578	michigan			Algonac	City of Algonac	1180.0
68	city of river rouge-68760	390981670.69156	20381.874493151023	230774.18897959485	5538.580535510277	72.8259511294144	michigan			River Rouge	City of River Rouge	68760.0
69	city of gladstone-32300	241887228.982876	12609.581246877324	34704.272357260284	832.9025365742468	93.39468519796792	michigan			Gladstone	City of Gladstone	32300.0
70	city of durand-23500	155250932.884624	8093.231131275449	8100.201516791884	194.4048364030052	97.59793297325037	michigan			Durand	City of Durand	23500.0
71	city of kingsford-43300	326850937.21504	17038.739357020033	14184.762765316806	340.43430636760337	98.00199827443606	michigan			Kingsford	City of Kingsford	43300.0
72	city of southgate-74960	1537958547.8056402	80173.77909710802	479245.28976337134	11501.886954320911	85.65380466799549	michigan			Southgate	City of Southgate	74960.0
73	city of zeeland-89260	733751298.78892	38250.4552058664	43291.91691576281	1039.0060059783077	97.28367675525348	michigan			Zeeland	City of Zeeland	89260.0
74	city of boyne city-09820	270515537.66548	14101.974978501472	15143.947443629995	363.4547386471199	97.42266782347004	michigan			Boyne City	City of Boyne City	9820.0
75	city of richmond-68380	259238925.356204	13514.125178818913	16143.574909173203	387.4457978201569	97.13303086442168	michigan			Richmond	City of Richmond	68380.0
76	city of manistique-50760	158265332.25227198	8250.371770310938	18334.35230171315	440.0244552411155	94.66661057839175	michigan			Manistique	City of Manistique	50760.0
77	city of big rapids-08300	594328371.7535601	30982.338019513085	22634.12930663952	543.2191033593484	98.2466813737	michigan			Big Rapids	City of Big Rapids	8300.0
78	city of roseville-69800	3266974009.12432	170307.3550956508	1107365.7696331374	26576.77847119529	84.39481462426048	michigan			Roseville	City of Roseville	69800.0
79	city of springfield-75700	413969914.834168	21580.251660305177	64869.04622527128	1556.8571094065103	92.78573237275911	michigan			Springfield	City of Springfield	75700.0
80	city of gobles-32640	29116586.9964032	1517.8476801224988	1718.0905771536486	41.234173851687565	97.28337866890836	michigan			Gobles	City of Gobles	32640.0
81	city of grant-34360	30787783.174316	1604.967136877093	1132.0443939661916	27.1690654551886	98.30718867502462	michigan			Grant	City of Grant	34360.0
82	city of grayling-34640	113093023.931292	5895.539337538252	4973.369557888936	119.36086938933444	97.97540373228728	michigan			Grayling	City of Grayling	34640.0
83	city of new buffalo-57220	154672163.93552	8063.059905958657	7212.980182259607	173.11152437423058	97.85302941571474	michigan			New Buffalo	City of New Buffalo	57220.0
84	city of saugatuck-71700	76578187.33228	3992.020905631756	4182.044689584307	100.36907255002336	97.48575784238938	michigan			Saugatuck	City of Saugatuck	71700.0
85	city of auburn-04080	114803995.873032	5984.732304861157	2638.670115379848	63.32808276911634	98.94183934145764	michigan			Auburn	City of Auburn	4080.0
86	city of village of clarkston-82450			7033.625879465416	168.80702110717		michigan			Village of Clarkston	City of Village of Clarkston	82450.0
87	city of east lansing-24120	1467712101.80968	76511.83186733861	702387.6637725247	16857.30393054059	77.96771620921464	michigan			East Lansing	City of East Lansing	24120.0
88	city of reed city-67820	185764700.23476	9683.913823238036	3934.4552821237935	94.42692677097104	99.02490946847978	michigan			Reed City	City of Reed City	67820.0
89	city of muskegon-56320	2442379355.18816	127321.23578595876	527402.8718970239	12657.668925528573	90.0584777964239	michigan			Muskegon	City of Muskegon	56320.0
90	city of ecorse-24740	889532575.1912401	46371.33314471934	229316.8229993861	5503.603751985266	88.13145238932599	michigan			Ecorse	City of Ecorse	24740.0
91	city of st johns-70940	983142232.8764956	51251.204599851706	16463.802211844973	395.13125308427936	99.22903031027408	michigan			St Johns	City of St Johns	70940.0
92	city of auburn hills-04105	4519580266.24296	235605.7192792455	725440.9531274909	17410.582875059783	92.61028852426782	michigan			Auburn Hills	City of Auburn Hills	4105.0
93	city of fraser-30420	1592230485.1911602	83002.97519301518	402366.62707948725	9656.799049907691	88.36571938842943	michigan			Fraser	City of Fraser	30420.0
94	city of scottville-72080	47289448.110488	2465.198929999739	1804.803418969892	43.31528205527741	98.24292954502938	michigan			Scottville	City of Scottville	72080.0
95	city of pontiac-65440	3080779078.5272	160601.01336362294	1097050.671365499	26329.216112771977	83.60582193017738	michigan			Pontiac	City of Pontiac	65440.0
96	city of grosse pointe farms-35520	458312019.951308	23891.805600061685	292946.46843299945	7030.715242391987	70.57269190917143	michigan			Grosse Pointe Farms	City of Grosse Pointe Farms	35520.0
97	city of garden city-31420	1142147517.12336	59540.15006764075	550708.276312116	13216.998631490782	77.80153624659062	michigan			Garden City	City of Garden City	31420.0
98	city of bronson-10860	112466084.028976	5862.856960430519	1651.6904195145949	39.64057006835028	99.32386939787392	michigan			Bronson	City of Bronson	10860.0
99	city of mt pleasant-56020	1304319256.12736	67994.16282191928	112150.1922435716	2691.604613845718	96.0414181127648	michigan			Mt Pleasant	City of Mt Pleasant	56020.0
100	city of stanton-76220	45996666.5208536	2397.806225732098	3748.4562799833766	89.96295071960104	96.24811422398682	michigan			Stanton	City of Stanton	76220.0
101	city of wixom-88140	1841688805.19976	96007.23741506349	243182.7823961588	5836.386777507811	93.92088874271464	michigan			Wixom	City of Wixom	88140.0
102	city of coldwater-17020	700650759.29848	36524.924082229765	55146.22424019905	1323.5093817647771	96.37642126569484	michigan			Coldwater	City of Coldwater	17020.0
103	city of walled lake-83060	517828838.19704	26994.417335211696	118433.64903457912	2842.407576829899	89.47038737108713	michigan			Walled Lake	City of Walled Lake	83060.0
104	city of alma-01540	681621836.09848	35532.94631581376	46424.71338630483	1114.193121271316	96.86433792636146	michigan			Alma	City of Alma	1540.0
105	city of charlevoix-14780	246887558.928672	12870.24844695167	24765.97712045489	594.3834508909174	95.38172512099644	michigan			Charlevoix	City of Charlevoix	14780.0
106	city of mcbain-49980	34068297.11303999	1775.980328502775	660.7608687373638	15.858260849696732	99.10707001675712	michigan			McBain	City of McBain	49980.0
107	city of iron mountain-40960	693904740.30712	36173.25411221016	53764.9528689234	1290.3588688541615	96.4328371872449	michigan			Iron Mountain	City of Iron Mountain	40960.0
108	city of birmingham-08640	1562180021.73192	81436.44453288498	289378.9953864383	6945.09588927452	91.47175944491288	michigan			Birmingham	City of Birmingham	8640.0
109	city of dexter-22160	273395465.529248	14252.105618039695	13357.511433613532	320.5802744067248	97.75064623432942	michigan			Dexter	City of Dexter	22160.0
110	city of marysville-52080	991458377.88976	51684.72523939318	228897.91525788957	5493.549966189349	89.37103768909608	michigan			Marysville	City of Marysville	52080.0
111	city of northville-58980	331987369.810976	17306.50158824618	100759.79483977333	2418.2350761545595	86.02701381429439	michigan			Northville	City of Northville	58980.0
112	city of grandville-34160	1232472201.25492	64248.77585141898	318044.8742477527	7633.076981946065	88.11949818375025	michigan			Grandville	City of Grandville	34160.0
113	city of otsego-61620	274816798.51824	14326.19970675585	10823.170359492937	259.7560886278305	98.18684582132876	michigan			Otsego	City of Otsego	61620.0
114	city of beaverton-06660	52901349.30822801	2757.747339437926	1292.8683332270243	31.028839997448586	98.87484833894274	michigan			Beaverton	City of Beaverton	6660.0
115	city of onaway-60680	47523703.190952	2477.410647344328	826.2932348582958	19.8310376365991	99.19952561526864	michigan			Onaway	City of Onaway	60680.0
116	city of litchfield-47980	214854740.015056	11200.377596984868	3388.017563847684	81.31242153234442	99.27402071199606	michigan			Litchfield	City of Litchfield	47980.0
117	city of mt morris-55960	109179988.31744002	5691.552790988148	9735.02053168636	233.64049276047268	95.89496045559989	michigan			Mt Morris	City of Mt Morris	55960.0
118	city of kentwood-42820	8183684281.50348	426615.4615947764	675915.9223657213	16221.982136777311	96.197516593483	michigan			Kentwood	City of Kentwood	42820.0
119	city of east grand rapids-23980	487908265.63415205	25434.657887508347	276379.074577538	6633.097789860912	73.92102610855792	michigan			East Grand Rapids	City of East Grand Rapids	23980.0
120	city of leslie-47180	63134633.134024	3291.208425276671	2804.485076086854	67.30764182608449	97.9549261812422	michigan			Leslie	City of Leslie	47180.0
121	city of utica-81540	272656890.170692	14213.603684598174	111498.0100891699	2675.952242140077	81.17330198927853	michigan			Utica	City of Utica	81540.0
122	city of coleman-17100	72180584.573096	3762.773873795495	1836.333550127064	44.07200520304953	98.82873628123195	michigan			Coleman	City of Coleman	17100.0
123	city of midland-53780	2857212425.73012	148946.48375331116	636389.1076156198	15273.338582774872	89.74575418103124	michigan			Midland	City of Midland	53780.0
124	city of the village of grosse pointe shores a michigan city-82453			73298.55446107747	1759.1653070658592		michigan			The Village of Grosse Pointe Shores A Michigan City	City of The Village of Grosse Pointe Shores A Michigan City	82453.0
125	city of allen park-01380	1352282288.2241998	70494.47568512753	616163.3261290655	14787.919827097572	79.02258342462225	michigan			Allen Park	City of Allen Park	1380.0
126	city of marlette-51820	145813239.435928	7601.244171794926	3212.486697827503	77.09968074786008	98.98569656486046	michigan			Marlette	City of Marlette	51820.0
127	city of omer-60660	13941201.7967932	726.7548496668295	404.2894396898943	9.702946552557464	98.66489414456532	michigan			Omer	City of Omer	60660.0
128	city of niles-57760	631106748.96516	32899.59482355379	73924.01589614182	1774.1763815074037	94.60730020833807	michigan			Niles	City of Niles	57760.0
129	city of port huron-65820	2121237094.93312	110580.08975886354	282111.48333413247	6770.675600019179	93.8771295856391	michigan			Port Huron	City of Port Huron	65820.0
130	city of mason-52180	518980360.4666	27054.446191123858	33291.95954319933	799.0070290367838	97.04667017246533	michigan			Mason	City of Mason	52180.0
131	city of farmington-27380	646122928.0752801	33682.388240564345	172083.711861003	4130.009084664072	87.73837218677319	michigan			Farmington	City of Farmington	27380.0
132	city of ishpeming-41220	742405299.6642001	38701.58827149475	41315.43965432284	991.570551703748	97.4379073418181	michigan			Ishpeming	City of Ishpeming	41220.0
133	city of troy-80700	9610773466.2016	501009.6207930893	2496218.8109115777	59909.251461877866	88.04229520242693	michigan			Troy	City of Troy	80700.0
134	city of petersburg-63800	46799299.192344	2439.6474668968926	799.9522404000862	19.198853769602067	99.2130480313198	michigan			Petersburg	City of Petersburg	63800.0
135	city of rose city-69680	32368488.716924	1687.369316813248	514.0218444055665	12.336524265733596	99.2688900916468	michigan			Rose City	City of Rose City	69680.0
136	city of muskegon heights-56360	769043247.3622401	40090.22448499357	112443.30182666128	2698.6392438398707	93.26858535090015	michigan			Muskegon Heights	City of Muskegon Heights	56360.0
137	city of lincoln park-47800	1529346597.97784	79724.8381525848	469506.87820133794	11268.16507683211	85.86618005386721	michigan			Lincoln Park	City of Lincoln Park	47800.0
138	city of roosevelt park-69520	242774701.683456	12655.84519875856	32684.462571706877	784.427101720965	93.80185922471688	michigan			Roosevelt Park	City of Roosevelt Park	69520.0
139	city of grand ledge-33420	342329969.61272	17845.661315911093	33620.78676172844	806.8988822814827	95.47845906073508	michigan			Grand Ledge	City of Grand Ledge	33420.0
140	city of reading-67500	35401249.5291568	1845.467137954944	733.813401910169	17.611521645844057	99.04568760485432	michigan			Reading	City of Reading	67500.0
141	city of farmington hills-27440	6267101641.1876	326704.00855510955	1942032.3153552115	46608.775568525074	85.7336382939841	michigan			Farmington Hills	City of Farmington Hills	27440.0
142	city of belleville-07020	229441660.751572	11960.793774979447	27247.1921526114	653.9326116626735	94.53269888299036	michigan			Belleville	City of Belleville	7020.0
143	city of marshall-51940	535194451.45212	27899.68675419901	36204.49884319668	868.9079722367203	96.88559954134271	michigan			Marshall	City of Marshall	51940.0
144	city of romulus-69420	2083691036.20848	108622.81371754808	1183803.86461878	28411.292750850724	73.8440832284748	michigan			Romulus	City of Romulus	69420.0
145	city of whittemore-87140	16165911.2793496	842.7289549924946	263.81766923614066	6.331624061667376	99.24867609874354	michigan			Whittemore	City of Whittemore	87140.0
146	city of bridgman-10580	188956339.664328	9850.293986701416	11000.578874233575	264.01389298160586	97.31973590495834	michigan			Bridgman	City of Bridgman	10580.0
147	city of zilwaukee-89320	155822055.05882	8123.003730216286	98145.7034856267	2355.4968836550406	71.0021445036032	michigan			Zilwaukee	City of Zilwaukee	89320.0
148	city of bad axe-04740			795.4821268950933	19.09157104548224		michigan			Bad Axe	City of Bad Axe	4740.0
149	city of highland park-38180	689600934.6723999	35948.8967244722	367433.7809552851	8818.410742926844	75.46959282084528	michigan			Highland Park	City of Highland Park	38180.0
150	city of evart-26640	210582585.31678	10977.67017256374	2855.881569271473	68.54115766251536	99.3756311076478	michigan			Evart	City of Evart	26640.0
151	city of hastings-37120	456775714.113	23811.717976710686	23147.26496743615	555.5343592184676	97.66697069164933	michigan			Hastings	City of Hastings	37120.0
152	city of gibraltar-32020	182390418.3481	9508.012508486452	100372.92542374296	2408.9502101698317	74.6639983064841	michigan			Gibraltar	City of Gibraltar	32020.0
153	city of hamtramck-36280	950329805.4376	49540.69275746208	256436.4199093132	6154.474077823517	87.57693173982413	michigan			Hamtramck	City of Hamtramck	36280.0
154	city of rockford-69080	267661199.18548	13953.178313539072	26294.02007348376	631.0564817636101	95.47732804968685	michigan			Rockford	City of Rockford	69080.0
155	city of saginaw-70520	3363653988.1504	175347.28240228034	658053.6915153847	15793.288596369232	90.99313751544985	michigan			Saginaw	City of Saginaw	70520.0
156	city of ypsilanti-89140			200028.511851178	4800.684284428273		michigan			Ypsilanti	City of Ypsilanti	89140.0
157	city of norway-59220	167231253.24751997	8717.765231793215	10727.451755468535	257.45884213124486	97.04673347714954	michigan			Norway	City of Norway	59220.0
158	city of three rivers-79760	667517596.8828399	34797.692325502445	38204.470499364055	916.9072919847374	97.36503419994676	michigan			Three Rivers	City of Three Rivers	79760.0
159	city of south haven-74980	338963843.45736	17670.185159432174	14720.51935873214	353.29246460957137	98.0006295269578	michigan			South Haven	City of South Haven	74980.0
160	city of allegan-01260	388511172.96808	20253.087446826008	21030.00951516276	504.7202283639061	97.5079343843795	michigan			Allegan	City of Allegan	1260.0
161	city of vassar-81840	101330213.330424	5282.344020915003	5330.930905642109	127.94234173541062	97.5779248525118	michigan			Vassar	City of Vassar	81840.0
162	city of greenville-35100	592920955.6463199	30908.96941784265	56964.89425308888	1367.157462074133	95.57682611933052	michigan			Greenville	City of Greenville	35100.0
163	city of clawson-16160	618882207.2665999	32262.32946480785	176819.48945877946	4243.667747010707	86.84636907065328	michigan			Clawson	City of Clawson	16160.0
164	city of swartz creek-77700	227620175.54346	11865.83975108057	35988.90083026842	863.7336199264422	92.720838659162	michigan			Swartz Creek	City of Swartz Creek	77700.0
165	city of southfield-74900	7566117462.138	394421.7033012539	2328734.2275826097	55889.62146198264	85.82998324022374	michigan			Southfield	City of Southfield	74900.0
166	city of ionia-40860	611949878.8463199	31900.947184258657	38459.10453004693	923.0185087211264	97.10661096239618	michigan			Ionia	City of Ionia	40860.0
167	city of lowell-49540	185099376.256792	9649.230484266567	16578.28938220637	397.8789451729529	95.87657330994726	michigan			Lowell	City of Lowell	49540.0
168	city of dowagiac-22880	269308197.6678	14039.036344422411	20058.85701446656	481.41256834719735	96.57090019188918	michigan			Dowagiac	City of Dowagiac	22880.0
169	city of bessemer-07960	129886392.822308	6770.977657826916	4298.404994288754	103.1617198629301	98.4764132289865	michigan			Bessemer	City of Bessemer	7960.0
170	city of jackson-41420	2208146718.52152	115110.68843652682	310313.0403622083	7447.512968692999	93.530129069813	michigan			Jackson	City of Jackson	41420.0
171	city of corunna-18300	164982904.24665198	8600.558798377968	32177.76434927039	772.2663443824894	91.02074222749182	michigan			Corunna	City of Corunna	18300.0
172	city of ithaca-41340	207652600.875344	10824.930083631683	10530.15915431302	252.72381970351248	97.66535379211682	michigan			Ithaca	City of Ithaca	41340.0
173	city of bloomfield hills-09180	222692483.744776	11608.959177615172	279086.1554250214	6698.067730200514	42.30259898651399	michigan			Bloomfield Hills	City of Bloomfield Hills	9180.0
174	city of caspian-13860	63097880.204632	3289.292495067466	2963.8214634986075	71.13171512396659	97.83747674520788	michigan			Caspian	City of Caspian	13860.0
175	city of riverview-68880	459062447.18952	23930.92537198968	192366.0576589608	4616.78538381506	80.70786936965318	michigan			Riverview	City of Riverview	68880.0
176	city of lake angelus-44440	67290064.5395288	3507.8310644456365	67572.76391080522	1621.7463338593254	53.76783248495407	michigan			Lake Angelus	City of Lake Angelus	44440.0
177	city of sault ste marie-71740	743442641.6955599	38755.664911589534	114260.22181592011	2742.245323582083	92.92427228422538	michigan			Sault Ste Marie	City of Sault Ste Marie	71740.0
178	city of keego harbor-42460	175179001.28722003	9132.08133710278	34430.22417336696	826.325380160807	90.95140144225913	michigan			Keego Harbor	City of Keego Harbor	42460.0
179	city of cheboygan-15000	227444566.6278	11856.685258307212	48469.07394161924	1163.2577745988615	90.1890136302316	michigan			Cheboygan	City of Cheboygan	15000.0
180	city of fremont-30700	237189332.681712	12364.679912697646	16525.940681870325	396.6225763648878	96.79229402487334	michigan			Fremont	City of Fremont	30700.0
181	city of st clair-70680	546923914.3985244	28511.14365759508	36634.07957735573	879.2179098565376	96.91623064856492	michigan			St Clair	City of St Clair	70680.0
182	city of menominee-53020	660289868.35936	34420.91083757344	40943.17225655703	982.6361341573688	97.14523494513476	michigan			Menominee	City of Menominee	53020.0
183	city of whitehall-86780	321944809.073016	16782.982896976322	11410.913347007929	273.8619203281903	98.36821665129904	michigan			Whitehall	City of Whitehall	86780.0
184	city of stephenson-76380	43335708.940692	2259.0905070782737	478.4622402112988	11.483093765071173	99.49169394811356	michigan			Stephenson	City of Stephenson	76380.0
185	city of madison heights-50560	3027914557.24892	157845.1858693862	692874.4374863976	16628.98649967354	89.46500242748378	michigan			Madison Heights	City of Madison Heights	50560.0
186	city of coopersville-18020	291562505.412436	15199.153407150288	19319.96996602073	463.6792791844976	96.94930851236514	michigan			Coopersville	City of Coopersville	18020.0
187	city of marine city-51600	211223442.100848	11011.078036717205	9841.990584035411	236.20777401684992	97.8548170013036	michigan			Marine City	City of Marine City	51600.0
188	city of monroe-55020	1331373667.50712	69404.50928714615	135618.66792935302	3254.848030304473	95.310321960727	michigan			Monroe	City of Monroe	55020.0
189	city of south lyon-75100	467625462.62952	24377.315366876875	58092.19939986517	1394.212785596764	94.28069594779426	michigan			South Lyon	City of South Lyon	75100.0
190	city of saline-71140	757097794.3042799	39467.50801708211	50974.667130697446	1223.3920111367386	96.90025524133108	michigan			Saline	City of Saline	71140.0
191	city of trenton-80420	1273263322.5563998	66375.21700486512	302758.9592739579	7266.215022574989	89.0528191839397	michigan			Trenton	City of Trenton	80420.0
192	city of owosso-61940	933859820.6144	48682.11244862867	43365.248432591456	1040.7659623821949	97.8621183222473	michigan			Owosso	City of Owosso	61940.0
193	city of gaylord-31720	256260156.72808	13358.84197023481	20585.40952339278	494.0498285614268	96.30170167696996	michigan			Gaylord	City of Gaylord	31720.0
194	city of sturgis-76960	970382303.98832	50586.02950691112	30536.52049318102	732.8764918363445	98.55122748517708	michigan			Sturgis	City of Sturgis	76960.0
195	city of woodhaven-88380	845542780.9187601	44078.14516929496	308147.60780527245	7395.542587326538	83.22174728786385	michigan			Woodhaven	City of Woodhaven	88380.0
196	city of rochester hills-69035	4876221434.5212	254197.4233815901	1719881.0240011471	41277.14457602753	83.76177695787888	michigan			Rochester Hills	City of Rochester Hills	69035.0
