	municipality	res_com_non_electricity	res_com_non_electricity-adjusted (metric tonnes CO2/year)	graced_emissions_2019(kgC/hr)	graced_emissions_2019(metric tonnes/year)	absolute_percent_error_graced (percent error)	region	state	city	NAME	LABEL	FIPSCODE
568	puentedeixtla, morelos	182030000.0	10636.0129	191385.70316345332	4593.25687592288	56.8141095812052	mexico	Morelos	PuentedeIxtla			
569	temixco, morelos	338300000.0	19766.869	273267.3172564046	6558.415614153711	66.8211712530006	mexico	Morelos	Temixco			
570	temoac, morelos			25415.7218140878	609.977323538107		mexico	Morelos	Temoac			
571	tepalcingo, morelos			118126.42225042533	2835.034134010208		mexico	Morelos	Tepalcingo			
572	tepoztlán, morelos	127160000.0	7429.9588	357989.3485320994	8591.744364770386	15.636500767277276	mexico	Morelos	Tepoztlán			
573	tetecala, morelos			40448.11579603853	970.7547791049248		mexico	Morelos	Tetecala			
574	teteladelvolcán, morelos			59949.28579334648	1438.7828590403158		mexico	Morelos	TeteladelVolcán			
575	tlalnepantla, morelos			27358.84836006221	656.612360641493		mexico	Morelos	Tlalnepantla			
576	tlaltizapándezapata, morelos	145200000.0	8484.036	225971.47039245037	5423.315289418808	36.076234360405735	mexico	Morelos	TlaltizapándeZapata			
577	tlaquiltenango, morelos			142333.38537427603	3416.001248982625		mexico	Morelos	Tlaquiltenango			
578	tlayacapan, morelos			63024.20704378684	1512.5809690508845		mexico	Morelos	Tlayacapan			
579	totolapan, morelos			49524.867662147575	1188.5968238915418		mexico	Morelos	Totolapan			
580	xochitepec, morelos	183350000.0	10713.1405	120017.8042727305	2880.4273025455323	73.11313799585162	mexico	Morelos	Xochitepec			
581	yautepec, morelos	325200000.0	19001.436	292021.8197340298	7008.523673616715	63.115820964180216	mexico	Morelos	Yautepec			
582	yecapixtla, morelos	131740000.0	7697.568200000001	201712.7798831113	4841.106717194671	37.10862195160973	mexico	Morelos	Yecapixtla			
583	zacatepec, morelos	119980000.0	7010.4314	42665.364576331165	1023.968749831948	85.39364139798946	mexico	Morelos	Zacatepec			
584	zacualpan, morelos			40340.45986394095	968.1710367345826		mexico	Morelos	Zacualpan			
585	bahíadebanderas, nayarit	514500000.0	30062.235	358640.6905829045	8607.376573989708	71.36814154373516	mexico	Nayarit	BahíadeBanderas			
586	tepic, nayarit	1384100000.0	80872.963	872143.95727641	20931.45497463384	74.11810548522398	mexico	Nayarit	Tepic			
587	xalisco, nayarit	148990000.0	8705.485700000001	236840.87714104823	5684.181051385159	34.70575626371819	mexico	Nayarit	Xalisco			
588	abasolo, nuevoleón			26163.83027320017	627.931926556804		mexico	NuevoLeón	Abasolo			
589	agualeguas, nuevoleón			18534.990564679443	444.8397735523066		mexico	NuevoLeón	Agualeguas			
590	allende, nuevoleón	118640000.0	6932.1352	64087.37421080387	1538.0969810592928	77.81207468285827	mexico	NuevoLeón	Allende			
591	anáhuac, nuevoleón			46862.11333898096	1124.690720135543		mexico	NuevoLeón	Anáhuac			
592	apodaca, nuevoleón	1589300000.0	92862.799	1451211.5292138802	34829.076701133126	62.49404812670666	mexico	NuevoLeón	Apodaca			
593	aramberri, nuevoleón			90820.06699155006	2179.6816077972017		mexico	NuevoLeón	Aramberri			
594	bustamante, nuevoleón			30028.884082738237	720.6932179857175		mexico	NuevoLeón	Bustamante			
595	cadereytajiménez, nuevoleón	293400000.0	17143.362	305920.5596150087	7342.093430760208	57.17238292722159	mexico	NuevoLeón	CadereytaJiménez			
596	cerralvo, nuevoleón			23171.10422023878	556.1065012857307		mexico	NuevoLeón	Cerralvo			
597	ciénegadeflores, nuevoleón			283573.97514207085	6805.775403409701		mexico	NuevoLeón	CiénegadeFlores			
598	doctorarroyo, nuevoleón	94890000.0	5544.4227	167802.01052156603	4027.2482525175847	27.36397510749704	mexico	NuevoLeón	DoctorArroyo			
599	doctorcoss, nuevoleón			14521.161066724728	348.50786560139346		mexico	NuevoLeón	DoctorCoss			
600	doctorgonzález, nuevoleón			24063.377738837826	577.5210657321078		mexico	NuevoLeón	DoctorGonzález			
601	elcarmen, nuevoleón			228419.48247386413	5482.06757937274		mexico	NuevoLeón	ElCarmen			
602	galeana, nuevoleón	108340000.0	6330.3062	212399.89011966556	5097.597362871973	19.473131285940436	mexico	NuevoLeón	Galeana			
603	garcía, nuevoleón	434400000.0	25381.992	864553.0105828578	20749.272253988587	18.25199435100056	mexico	NuevoLeón	García			
604	generalbravo, nuevoleón			26246.30762476876	629.9113829944502		mexico	NuevoLeón	GeneralBravo			
605	generalescobedo, nuevoleón	1045700000.0	61100.251	786868.02242211	18884.83253813064	69.09205407661804	mexico	NuevoLeón	GeneralEscobedo			
606	generalterán, nuevoleón			54864.622854427136	1316.7509485062512		mexico	NuevoLeón	GeneralTerán			
607	generaltreviño, nuevoleón			5443.596505101253	130.64631612243005		mexico	NuevoLeón	GeneralTreviño			
608	generalzaragoza, nuevoleón			34488.79097089123	827.7309833013895		mexico	NuevoLeón	GeneralZaragoza			
609	generalzuazua, nuevoleón	190620000.0	11137.9266	547519.6347671895	13140.471234412547	17.97951006799189	mexico	NuevoLeón	GeneralZuazua			
610	guadalupe, nuevoleón			1086125.1954023626	26067.004689656704		mexico	NuevoLeón	Guadalupe			
611	hidalgo, nuevoleón			43101.78635867111	1034.4428726081069		mexico	NuevoLeón	Hidalgo			
612	higueras, nuevoleón			7499.179374707794	179.98030499298707		mexico	NuevoLeón	Higueras			
613	hualahuises, nuevoleón			10880.557995271958	261.133391886527		mexico	NuevoLeón	Hualahuises			
614	iturbide, nuevoleón			15066.735092264977	361.60164221435934		mexico	NuevoLeón	Iturbide			
615	juárez, nuevoleón	729000000.0	42595.47	916285.964020196	21990.863136484702	48.372765609853104	mexico	NuevoLeón	Juárez			
616	lampazosdenaranjo, nuevoleón			12889.921765975198	309.35812238340475		mexico	NuevoLeón	LampazosdeNaranjo			
617	linares, nuevoleón	250360000.0	14628.5348	232333.81086251655	5576.011460700398	61.88263871306921	mexico	NuevoLeón	Linares			
618	losaldamas, nuevoleón			7200.650549712364	172.8156131930967		mexico	NuevoLeón	LosAldamas			
619	losramones, nuevoleón			28041.555092623057	672.9973222229535		mexico	NuevoLeón	LosRamones			
620	marín, nuevoleón			41184.68398536145	988.4324156486748		mexico	NuevoLeón	Marín			
621	mierynoriega, nuevoleón			33956.271531608094	814.9505167585942		mexico	NuevoLeón	MieryNoriega			
622	mina, nuevoleón			53223.98549325123	1277.3756518380294		mexico	NuevoLeón	Mina			
623	montemorelos, nuevoleón	196690000.0	11492.5967	205342.65296137825	4928.223671073078	57.1182753583176	mexico	NuevoLeón	Montemorelos			
624	monterrey, nuevoleón	5062000000.0	295772.66000000003	1979057.3899334671	47497.37735840322	83.94125496305061	mexico	NuevoLeón	Monterrey			
625	parás, nuevoleón			6580.029841690508	157.9207162005722		mexico	NuevoLeón	Parás			
626	pesquería, nuevoleón			221796.3594446417	5323.112626671402		mexico	NuevoLeón	Pesquería			
627	rayones, nuevoleón			13597.585081280007	326.3420419507203		mexico	NuevoLeón	Rayones			
628	sabinashidalgo, nuevoleón	123120000.0	7193.9016	74999.34582652769	1799.9842998366644	74.97902529224663	mexico	NuevoLeón	SabinasHidalgo			
629	salinasvictoria, nuevoleón	93320000.0	5452.6876	163740.7765188553	3929.7786364525273	27.9295106425586	mexico	NuevoLeón	SalinasVictoria			
630	sannicolásdelosgarza, nuevoleón	1670900000.0	97630.687	826348.4092122582	19832.3618210942	79.68634408862226	mexico	NuevoLeón	SanNicolásdelosGarza			
631	sanpedrogarzagarcía, nuevoleón	842000000.0	49198.06	333137.7575665649	7995.306181597557	83.7487368778412	mexico	NuevoLeón	SanPedroGarzaGarcía			
632	santacatarina, nuevoleón	855300000.0	49975.179	671054.422443821	16105.306138651702	67.77338978885558	mexico	NuevoLeón	SantaCatarina			
633	santiago, nuevoleón	143240000.0	8369.5132	139348.67148571956	3344.3681156572693	60.0410676733592	mexico	NuevoLeón	Santiago			
634	vallecillo, nuevoleón			11665.568323790616	279.9736397709747		mexico	NuevoLeón	Vallecillo			
635	villaldama, nuevoleón			23892.573561561192	573.4217654774686		mexico	NuevoLeón	Villaldama			
636	acatlándepérezfigueroa, oaxaca	127660000.0	7459.1738	194576.2846125147	4669.830830700353	37.39479792386186	mexico	Oaxaca	AcatlándePérezFigueroa			
637	ánimastrujano, oaxaca			4422.460863699105	106.13906072877852		mexico	Oaxaca	ÁnimasTrujano			
638	cosolapa, oaxaca			47815.72544080503	1147.5774105793207		mexico	Oaxaca	Cosolapa			
639	cuilápamdeguerrero, oaxaca			103770.12976974848	2490.4831144739637		mexico	Oaxaca	CuilápamdeGuerrero			
640	oaxacadejuárez, oaxaca	1138700000.0	66534.241	339468.9851013036	8147.255642431287	87.7547928405296	mexico	Oaxaca	OaxacadeJuárez			
641	sanagustíndelasjuntas, oaxaca			40622.86380588866	974.9487313413276		mexico	Oaxaca	SanAgustíndelasJuntas			
642	sanagustínyatareni, oaxaca			9701.326976194065	232.83184742865757		mexico	Oaxaca	SanAgustínYatareni			
643	sanandréshuayápam, oaxaca			8427.879376082417	202.269105025978		mexico	Oaxaca	SanAndrésHuayápam			
644	sanantoniodelacal, oaxaca			36113.0310981455	866.712746355492		mexico	Oaxaca	SanAntoniodelaCal			
645	sanbartolocoyotepec, oaxaca			27418.73259016628	658.0495821639907		mexico	Oaxaca	SanBartoloCoyotepec			
646	sanbartoloméquialana, oaxaca			9251.273056328046	222.0305533518731		mexico	Oaxaca	SanBartoloméQuialana			
647	sanfelipejalapadedíaz, oaxaca			98672.3198170971	2368.1356756103305		mexico	Oaxaca	SanFelipeJalapadeDíaz			
648	sanjacintoamilpas, oaxaca			19399.409171627063	465.5858201190495		mexico	Oaxaca	SanJacintoAmilpas			
649	sanjerónimotlacochahuaya, oaxaca			20757.288357967693	498.17492059122463		mexico	Oaxaca	SanJerónimoTlacochahuaya			
650	sanjosétenango, oaxaca			124274.4053674504	2982.585728818809		mexico	Oaxaca	SanJoséTenango			
651	sanjuanbautistatuxtepec, oaxaca	523400000.0	30582.262	478080.45596529776	11473.930943167146	62.48174532293541	mexico	Oaxaca	SanJuanBautistaTuxtepec			
652	sanjuanguelavía, oaxaca			21652.861756845792	519.668682164299		mexico	Oaxaca	SanJuanGuelavía			
653	sanlorenzocacaotepec, oaxaca			34642.051101640005	831.40922643936		mexico	Oaxaca	SanLorenzoCacaotepec			
654	sanlucasojitlán, oaxaca			110482.66998892972	2651.584079734313		mexico	Oaxaca	SanLucasOjitlán			
655	sanmartíntilcajete, oaxaca			17178.97205624273	412.2953293498255		mexico	Oaxaca	SanMartínTilcajete			
656	sanpabloetla, oaxaca			63164.699073306445	1515.9527777593546		mexico	Oaxaca	SanPabloEtla			
657	sanpedroixcatlán, oaxaca			50483.81987424145	1211.611676981795		mexico	Oaxaca	SanPedroIxcatlán			
658	sanpedroixtlahuaca, oaxaca			31105.911702404195	746.5418808577007		mexico	Oaxaca	SanPedroIxtlahuaca			
659	sanpedromixtepec-dto.22-, oaxaca	166670000.0	9738.5281	96056.89198794948	2305.365407710787	76.32737325355372	mexico	Oaxaca	SanPedroMixtepec-Dto.22-			
660	sanpedropochutla, oaxaca	130500000.0	7625.115	157368.7440974344	3776.849858338425	50.46828987709135	mexico	Oaxaca	SanPedroPochutla			
661	sanpedroteutila, oaxaca			46887.90494925519	1125.3097187821245		mexico	Oaxaca	SanPedroTeutila			
662	sanraymundojalpan, oaxaca			11718.76602214292	281.2503845314301		mexico	Oaxaca	SanRaymundoJalpan			
663	sansebastiántutla, oaxaca			11802.516451680232	283.2603948403256		mexico	Oaxaca	SanSebastiánTutla			
664	santaanadelvalle, oaxaca			9611.587966249886	230.67811118999728		mexico	Oaxaca	SantaAnadelValle			
665	santacatarinaquiané, oaxaca			23644.591048753195	567.4701851700767		mexico	Oaxaca	SantaCatarinaQuiané			
666	santacruzamilpas, oaxaca			3553.287873003004	85.27890895207209		mexico	Oaxaca	SantaCruzAmilpas			
667	santacruzxoxocotlán, oaxaca	239600000.0	13999.828	260109.86000434624	6242.63664010431	55.40919045502337	mexico	Oaxaca	SantaCruzXoxocotlán			
668	santalucíadelcamino, oaxaca	166570000.0	9732.6851	30717.640312326905	737.2233674958458	92.42528284927408	mexico	Oaxaca	SantaLucíadelCamino			
669	santamaríaatzompa, oaxaca			144921.0706414177	3478.1056953940247		mexico	Oaxaca	SantaMaríaAtzompa			
670	santamaríacolotepec, oaxaca			122664.45586599303	2943.9469407838333		mexico	Oaxaca	SantaMaríaColotepec			
671	santamaríacoyotepec, oaxaca			8068.354014199301	193.6404963407832		mexico	Oaxaca	SantaMaríaCoyotepec			
672	santamaríadeltule, oaxaca			26039.1676874565	624.940024498956		mexico	Oaxaca	SantaMaríadelTule			
673	santamaríahuatulco, oaxaca	156690000.0	9155.3967	102853.2101332367	2468.477043197681	73.03801108697255	mexico	Oaxaca	SantaMaríaHuatulco			
674	santiagopinotepanacional, oaxaca	165360000.0	9661.9848	181569.14073106568	4357.659377545577	54.89892120772559	mexico	Oaxaca	SantiagoPinotepaNacional			
675	teotitlándelvalle, oaxaca			40583.89399070553	974.0134557769328		mexico	Oaxaca	TeotitlándelValle			
676	tlacoluladematamoros, oaxaca			57864.300521805024	1388.7432125233206		mexico	Oaxaca	TlacoluladeMatamoros			
677	tlalixtacdecabrera, oaxaca			59725.567646609066	1433.4136235186177		mexico	Oaxaca	TlalixtacdeCabrera			
678	trinidadzaachila, oaxaca			19777.08123150316	474.6499495560759		mexico	Oaxaca	TrinidadZaachila			
679	villadezaachila, oaxaca	99860000.0	5834.8198	66448.07144204104	1594.753714608985	72.6683296267524	mexico	Oaxaca	VilladeZaachila			
680	villadíazordaz, oaxaca			36727.12499339639	881.4509998415133		mexico	Oaxaca	VillaDíazOrdaz			
681	acajete, puebla	145260000.0	8487.5418	180929.23208167145	4342.301569960114	48.83911417131267	mexico	Puebla	Acajete			
682	acateno, puebla			53379.96357914007	1281.1191258993615		mexico	Puebla	Acateno			
683	acatzingo, puebla	134070000.0	7833.7101	99186.66843705052	2380.4800424892123	69.61235465569229	mexico	Puebla	Acatzingo			
684	acteopan, puebla			21840.52037747209	524.1724890593302		mexico	Puebla	Acteopan			
685	ahuacatlán, puebla			87564.99519848164	2101.5598847635592		mexico	Puebla	Ahuacatlán			
686	ahuatlán, puebla			17167.3037454173	412.0152898900152		mexico	Puebla	Ahuatlán			
687	ahuazotepec, puebla			28542.30792463672	685.0153901912812		mexico	Puebla	Ahuazotepec			
688	aljojuca, puebla			24091.888709701558	578.2053290328373		mexico	Puebla	Aljojuca			
689	amixtlán, puebla			41747.47882178132	1001.9394917227517		mexico	Puebla	Amixtlán			
690	amozoc, puebla	278700000.0	16284.441	351631.60063498013	8439.158415239524	48.17655444703613	mexico	Puebla	Amozoc			
691	aquixtla, puebla			41276.36981400354	990.632875536085		mexico	Puebla	Aquixtla			
692	atempan, puebla			67322.57726456605	1615.7418543495853		mexico	Puebla	Atempan			
693	atlequizayan, puebla			16367.351980501207	392.816447532029		mexico	Puebla	Atlequizayan			
694	atlixco, puebla	396100000.0	23144.123	221088.36624233253	5306.120789815981	77.07357159389457	mexico	Puebla	Atlixco			
695	atoyatempan, puebla			14188.165301223436	340.51596722936245		mexico	Puebla	Atoyatempan			
696	atzala, puebla			7979.194336658889	191.50066407981333		mexico	Puebla	Atzala			
697	atzitzihuacán, puebla			75013.7062238307	1800.3289493719367		mexico	Puebla	Atzitzihuacán			
698	atzitzintla, puebla			48460.919280119335	1163.062062722864		mexico	Puebla	Atzitzintla			
699	ayotoxcodeguerrero, puebla			73223.71132818336	1757.3690718764003		mexico	Puebla	AyotoxcodeGuerrero			
700	calpan, puebla			49069.173244497855	1177.6601578679486		mexico	Puebla	Calpan			
701	camocuautla, puebla			14256.376062858471	342.1530255086034		mexico	Puebla	Camocuautla			
702	cañadamorelos, puebla			92871.81642678547	2228.923594242852		mexico	Puebla	CañadaMorelos			
703	caxhuacan, puebla			18491.46609869316	443.7951863686357		mexico	Puebla	Caxhuacan			
704	chalchicomuladesesma, puebla	124260000.0	7260.5118	188291.77857686896	4519.002685844856	37.75917166273519	mexico	Puebla	ChalchicomuladeSesma			
705	chapulco, puebla			21070.381876078543	505.689165025885		mexico	Puebla	Chapulco			
706	chiautzingo, puebla			96970.56280515458	2327.29350732371		mexico	Puebla	Chiautzingo			
707	chichiquila, puebla			81183.89743700386	1948.4135384880929		mexico	Puebla	Chichiquila			
708	chiconcuautla, puebla			89434.66098740534	2146.431863697728		mexico	Puebla	Chiconcuautla			
709	chietla, puebla	103510000.0	6048.089300000001	126647.96732089054	3039.551215701373	49.743612156960495	mexico	Puebla	Chietla			
710	chignahuapan, puebla	163410000.0	9548.0463	275053.4881885466	6601.283716525119	30.862466423889057	mexico	Puebla	Chignahuapan			
711	chignautla, puebla			73962.38502155355	1775.0972405172852		mexico	Puebla	Chignautla			
712	chilchotla, puebla			96511.08428316316	2316.266022795916		mexico	Puebla	Chilchotla			
713	coatepec, puebla			10556.256536791005	253.3501568829841		mexico	Puebla	Coatepec			
714	cohuecan, puebla			31758.58547669296	762.2060514406311		mexico	Puebla	Cohuecan			
715	coronango, puebla	98390000.0	5748.9277	91866.05000525834	2204.7852001262	61.6487575565405	mexico	Puebla	Coronango			
716	cuapiaxtlademadero, puebla			32995.398089104994	791.8895541385198		mexico	Puebla	CuapiaxtladeMadero			
717	cuautempan, puebla			42103.33084262717	1010.479940223052		mexico	Puebla	Cuautempan			
718	cuautinchán, puebla			133140.13894200503	3195.363334608121		mexico	Puebla	Cuautinchán			
719	cuautlancingo, puebla	278300000.0	16261.069	216431.2541802769	5194.350100326647	68.0565275239491	mexico	Puebla	Cuautlancingo			
720	cuetzalandelprogreso, puebla	119900000.0	7005.7570000000005	169854.2512173305	4076.502029215932	41.81211210700098	mexico	Puebla	CuetzalandelProgreso			
721	cuyoaco, puebla			79736.53673995727	1913.6768817589743		mexico	Puebla	Cuyoaco			
722	domingoarenas, puebla			21615.2938811639	518.7670531479336		mexico	Puebla	DomingoArenas			
723	epatlán, puebla			17664.628073186213	423.9510737564691		mexico	Puebla	Epatlán			
724	esperanza, puebla			39104.14551979284	938.4994924750282		mexico	Puebla	Esperanza			
725	franciscoz.mena, puebla			108660.8122344198	2607.859493626075		mexico	Puebla	FranciscoZ.Mena			
726	generalfelipeángeles, puebla			48944.39245482407	1174.6654189157778		mexico	Puebla	GeneralFelipeÁngeles			
727	guadalupevictoria, puebla			62199.92318232516	1492.798156375804		mexico	Puebla	GuadalupeVictoria			
728	hermenegildogaleana, puebla			37524.544700913335	900.58907282192		mexico	Puebla	HermenegildoGaleana			
729	honey, puebla			34524.83109077394	828.5959461785745		mexico	Puebla	Honey			
730	huaquechula, puebla			108841.80983303727	2612.203435992895		mexico	Puebla	Huaquechula			
731	huatlatlauca, puebla			32018.386812780656	768.4412835067357		mexico	Puebla	Huatlatlauca			
732	huauchinango, puebla	283600000.0	16570.748	267333.0536951363	6415.993288683271	61.28120897932144	mexico	Puebla	Huauchinango			
733	huehuetla, puebla			55379.98046182592	1329.1195310838225		mexico	Puebla	Huehuetla			
734	huehuetlánelgrande, puebla			47935.189360010656	1150.4445446402556		mexico	Puebla	HuehuetlánelGrande			
735	huejotzingo, puebla	177460000.0	10368.9878	208971.33032151955	5015.31192771647	51.63161511563869	mexico	Puebla	Huejotzingo			
736	hueyapan, puebla			59456.24334027777	1426.9498401666665		mexico	Puebla	Hueyapan			
737	hueytamalco, puebla			178563.04152882143	4285.512996691714		mexico	Puebla	Hueytamalco			
738	hueytlalpan, puebla			53560.938222423625	1285.462517338167		mexico	Puebla	Hueytlalpan			
739	huitzilandeserdán, puebla			55868.66477145986	1340.8479545150367		mexico	Puebla	HuitzilandeSerdán			
740	huitziltepec, puebla			21353.555623812903	512.4853349715096		mexico	Puebla	Huitziltepec			
741	ixtacamaxtitlán, puebla			141051.37380526413	3385.232971326339		mexico	Puebla	Ixtacamaxtitlán			
742	ixtepec, puebla			28349.54589172203	680.3891014013288		mexico	Puebla	Ixtepec			
743	izúcardematamoros, puebla	239000000.0	13964.77	170388.96594186284	4089.335182604708	70.71677383440826	mexico	Puebla	IzúcardeMatamoros			
744	jalpan, puebla			85872.2522578784	2060.934054189081		mexico	Puebla	Jalpan			
745	jonotla, puebla			26318.43406068629	631.6424174564709		mexico	Puebla	Jonotla			
746	jopala, puebla			97217.17662115768	2333.212238907784		mexico	Puebla	Jopala			
747	juanc.bonilla, puebla			31866.073670675203	764.7857680962048		mexico	Puebla	JuanC.Bonilla			
748	juangalindo, puebla			22410.592372879702	537.8542169491129		mexico	Puebla	JuanGalindo			
749	lamagdalenatlatlauquitepec, puebla			3021.8744345650257	72.52498642956061		mexico	Puebla	LaMagdalenaTlatlauquitepec			
750	lafragua, puebla			73920.59549336566	1774.094291840776		mexico	Puebla	Lafragua			
751	libres, puebla			138281.8105118473	3318.763452284335		mexico	Puebla	Libres			
752	losreyesdejuárez, puebla			41720.44751611709	1001.2907403868102		mexico	Puebla	LosReyesdeJuárez			
753	mazapiltepecdejuárez, puebla			26499.702171886387	635.9928521252733		mexico	Puebla	MazapiltepecdeJuárez			
754	mixtla, puebla			12825.816336311826	307.81959207148384		mexico	Puebla	Mixtla			
755	molcaxac, puebla			29309.989336065744	703.4397440655779		mexico	Puebla	Molcaxac			
756	naupan, puebla			59821.48696255044	1435.7156871012107		mexico	Puebla	Naupan			
757	nauzontla, puebla			7545.088641717382	181.0821274012172		mexico	Puebla	Nauzontla			
758	nealtican, puebla			10922.495887343945	262.1399012962546		mexico	Puebla	Nealtican			
759	nicolásbravo, puebla			18268.5080314112	438.4441927538688		mexico	Puebla	NicolásBravo			
760	nopalucan, puebla			78982.77907297989	1895.5866977515172		mexico	Puebla	Nopalucan			
761	ocotepec, puebla			36362.11917072768	872.6908600974642		mexico	Puebla	Ocotepec			
762	ocoyucan, puebla			192109.6443602227	4610.631464645345		mexico	Puebla	Ocoyucan			
763	olintla, puebla			67942.36172963152	1630.6166815111565		mexico	Puebla	Olintla			
764	oriental, puebla			67752.8186104358	1626.0676466504592		mexico	Puebla	Oriental			
765	pahuatlán, puebla			91875.370265432	2205.008886370368		mexico	Puebla	Pahuatlán			
766	palmardebravo, puebla	106620000.0	6229.8066	157712.3355014229	3785.09605203415	39.24215798233367	mexico	Puebla	PalmardeBravo			
767	pantepec, puebla			101184.92933746324	2428.438304099117		mexico	Puebla	Pantepec			
768	puebla, puebla	5573000000.0	325630.39	2622499.871529198	62939.99691670075	80.67133816450585	mexico	Puebla	Puebla			
769	quecholac, puebla	115310000.0	6737.5633	126022.5834979825	3024.54200395158	55.1092602877426	mexico	Puebla	Quecholac			
770	quimixtlán, puebla			131685.69061356282	3160.456574725508		mexico	Puebla	Quimixtlán			
771	rafaellaragrajales, puebla			3125.962271183814	75.02309450841153		mexico	Puebla	RafaelLaraGrajales			
772	sanandréscholula, puebla	376600000.0	22004.738	456452.1704829865	10954.852091591674	50.21593944180716	mexico	Puebla	SanAndrésCholula			
773	sandiegolamesatochimiltzingo, puebla			13732.569218315844	329.5816612395802		mexico	Puebla	SanDiegolaMesaTochimiltzingo			
774	sanfelipeteotlalcingo, puebla			48534.196632286425	1164.8207191748745		mexico	Puebla	SanFelipeTeotlalcingo			
775	sanfelipetepatlán, puebla			34257.779842291944	822.1867162150066		mexico	Puebla	SanFelipeTepatlán			
776	sangregorioatzompa, puebla			31068.17604117269	745.6362249881446		mexico	Puebla	SanGregorioAtzompa			
777	sanjerónimotecuanipan, puebla			72842.81290482683	1748.227509715844		mexico	Puebla	SanJerónimoTecuanipan			
778	sanjoséchiapa, puebla			58498.50626275701	1403.9641503061682		mexico	Puebla	SanJoséChiapa			
779	sanjuanatenco, puebla			21219.0599045686	509.2574377096464		mexico	Puebla	SanJuanAtenco			
780	sanjuanatzompa, puebla			3677.9412196842222	88.27058927242133		mexico	Puebla	SanJuanAtzompa			
781	sanmartíntexmelucan, puebla	439700000.0	25691.671	206889.74890839693	4965.353973801526	80.67329301468354	mexico	Puebla	SanMartínTexmelucan			
782	sanmartíntotoltepec, puebla			3000.3406645611994	72.0081759494688		mexico	Puebla	SanMartínTotoltepec			
783	sanmatíastlalancaleca, puebla			39775.76574890339	954.6183779736812		mexico	Puebla	SanMatíasTlalancaleca			
784	sanmiguelxoxtla, puebla			15026.44860321367	360.6347664771281		mexico	Puebla	SanMiguelXoxtla			
785	sannicolásbuenosaires, puebla			60450.40867199347	1450.809808127843		mexico	Puebla	SanNicolásBuenosAires			
786	sannicolásdelosranchos, puebla			30555.865887569264	733.3407813016623		mexico	Puebla	SanNicolásdelosRanchos			
787	sanpedrocholula, puebla	386200000.0	22565.666	290774.5491610957	6978.589179866298	69.07430438850642	mexico	Puebla	SanPedroCholula			
788	sansalvadorelseco, puebla			76267.47547349143	1830.4194113637943		mexico	Puebla	SanSalvadorelSeco			
789	sansalvadorelverde, puebla			75392.37063920178	1809.4168953408428		mexico	Puebla	SanSalvadorelVerde			
790	sansalvadorhuixcolotla, puebla			32890.56721993078	789.3736132783387		mexico	Puebla	SanSalvadorHuixcolotla			
791	santainésahuatempan, puebla			38659.72511680035	927.8334028032084		mexico	Puebla	SantaInésAhuatempan			
792	santaisabelcholula, puebla			36851.943831139804	884.4466519473553		mexico	Puebla	SantaIsabelCholula			
793	santiagomiahuatlán, puebla			68793.6223084114	1651.0469354018735		mexico	Puebla	SantiagoMiahuatlán			
794	santotomáshueyotlipan, puebla			23527.03058882753	564.6487341318608		mexico	Puebla	SantoTomásHueyotlipan			
795	soltepec, puebla			51648.94800846226	1239.5747522030942		mexico	Puebla	Soltepec			
796	tecalideherrera, puebla			133470.2683646439	3203.286440751454		mexico	Puebla	TecalideHerrera			
797	tecamachalco, puebla	204290000.0	11936.6647	207649.3856000984	4983.585254402361	58.249767588743936	mexico	Puebla	Tecamachalco			
798	tehuacán, puebla	927700000.0	54205.511	572435.2859905082	13738.446863772197	74.65488912414791	mexico	Puebla	Tehuacán			
799	tenampulco, puebla			58890.43038676347	1413.3703292823234		mexico	Puebla	Tenampulco			
800	teopantlán, puebla			30487.30542464884	731.6953301915722		mexico	Puebla	Teopantlán			
801	teotlalco, puebla			22867.21928119946	548.8132627487871		mexico	Puebla	Teotlalco			
802	tepancodelópez, puebla			121452.29795958709	2914.85515103009		mexico	Puebla	TepancodeLópez			
803	tepangoderodríguez, puebla			25820.508923418423	619.6922141620421		mexico	Puebla	TepangodeRodríguez			
804	tepatlaxcodehidalgo, puebla			32917.46111682766	790.0190668038639		mexico	Puebla	TepatlaxcodeHidalgo			
805	tepeaca, puebla	209400000.0	12235.242	233361.4487989928	5600.674771175828	54.22505929040204	mexico	Puebla	Tepeaca			
806	tepemaxalco, puebla			3718.897587196309	89.25354209271141		mexico	Puebla	Tepemaxalco			
807	tepeojuma, puebla			61941.12267384622	1486.5869441723094		mexico	Puebla	Tepeojuma			
808	tepetzintla, puebla			57189.83656320724	1372.5560775169738		mexico	Puebla	Tepetzintla			
809	tepexco, puebla			45860.05315309471	1100.641275674273		mexico	Puebla	Tepexco			
810	tepexiderodríguez, puebla			103878.92450594276	2493.0941881426265		mexico	Puebla	TepexideRodríguez			
811	tepeyahualco, puebla			80026.89108148291	1920.6453859555895		mexico	Puebla	Tepeyahualco			
812	tepeyahualcodecuauhtémoc, puebla			14113.884656900818	338.7332317656197		mexico	Puebla	TepeyahualcodeCuauhtémoc			
813	teteladeocampo, puebla			105990.8783351794	2543.7810800443053		mexico	Puebla	TeteladeOcampo			
814	tetelesdeavilacastillo, puebla			19613.432547864435	470.7223811487465		mexico	Puebla	TetelesdeAvilaCastillo			
