	municipality	res_com_non_electricity	res_com_non_electricity-adjusted (metric tonnes CO2/year)	NAME	LABEL	FIPSCODE	graced_emissions_2019(kgC/hr)	graced_emissions_2019(metric tonnes/year)	absolute_percent_error_graced (percent error)
200	city of manistee-50720	392133192.96111995	20441.90334906318	Manistee	City of Manistee	50720	56896.82251843887	1365.5237404425332	93.31997751322353
201	city of jonesville-41920	215660805.603748	11242.397796123383	Jonesville	City of Jonesville	41920	23254.20162068442	558.1008388964261	95.03574905445107
202	city of olivet-60580	60243541.724632	3140.495830105066	Olivet	City of Olivet	60580	1905.7444328643865	45.737866388745275	98.54361002647104
203	city of lake city-44480	49704816.43988	2591.112081010944	Lake City	City of Lake City	44480	2159.4973810296974	51.827937144712735	97.99978018996029
204	city of clare-15920	202144000.024904	10537.766721298245	Clare	City of Clare	15920	12894.756321507877	309.47415171618906	97.06319033338724
205	city of escanaba-26360	1046323660.2636399	54544.85240954355	Escanaba	City of Escanaba	26360	222910.4711484962	5349.851307563908	90.19183099553523
206	city of grosse pointe-35480	230054174.815744	11992.724133144735	Grosse Pointe	City of Grosse Pointe	35480	139056.02286139323	3337.3445486734377	72.17192264558228
207	city of flint-29000	5636994521.76468	293856.52441959275	Flint	City of Flint	29000	1362941.5451219978	32710.59708292795	88.86851426983428
208	city of lathrup village-46320	288628645.4450039	15046.211287048054	Lathrup Village	City of Lathrup Village	46320	145341.4409599629	3488.1945830391096	76.81679117425536
209	city of lapeer-46040	593176849.484	30922.309163600916	Lapeer	City of Lapeer	46040	69075.065658266	1657.801575798384	94.63881702033493
210	city of kalamazoo-42160	5170611566.84	269543.9809793692	Kalamazoo	City of Kalamazoo	42160	978585.9686659484	23486.063247982762	91.28674171738214
211	city of dearborn-21000	6543579204.8688	341116.78394981055	Dearborn	City of Dearborn	21000	2696871.830858407	64724.923940601766	81.02558215073788
212	city of pleasant ridge-64900	108687519.919004	5665.8804133776775	Pleasant Ridge	City of Pleasant Ridge	64900	76626.18576191715	1839.0284582860115	67.54205305950525
213	city of rochester-69020	703281826.8659999	36662.08163452458	Rochester	City of Rochester	69020	222195.9236593217	5332.702167823721	85.45444794710748
214	city of milan-53920	274377140.0336	14303.280309951566	Milan	City of Milan	53920	17214.630558787456	413.151133410899	97.11149383597379
215	city of laingsburg-44200	46038142.264344	2399.9683562402524	Laingsburg	City of Laingsburg	44200	3453.7581089759533	82.89019461542289	96.5461963529687
216	city of montague-55100	143308996.59738	7470.69799262142	Montague	City of Montague	55100	10188.164945504193	244.51595869210067	96.72699982071819
217	city of hancock-36300	240504280.069536	12537.488120024911	Hancock	City of Hancock	36300	18671.82014745905	448.12368353901724	96.4257299448741
218	city of bangor-05140	86265250.03361599	4497.007484252402	Bangor	City of Bangor	05140	3753.3320652988323	90.07996956717197	97.99689082389537
219	city of ironwood-41060	392700798.3646	20471.492618746597	Ironwood	City of Ironwood	41060	31296.740898788412	751.1217815709219	96.33088902915127
220	city of fennville-27740	50003044.97976401	2606.6587347950976	Fennville	City of Fennville	27740	1747.5813588302296	41.94195261192551	98.39096878881529
221	city of st louis-71000	233731561.72955942	12184.426312961932	St Louis	City of St Louis	71000	13073.35303758328	313.76047290199875	97.42490565544135
222	city of north muskegon-58640	167008161.71267998	8706.135470082007	North Muskegon	City of North Muskegon	58640	81980.6796853302	1967.5363124479247	77.40057779701203
223	city of howell-39540	594200424.83472	30975.668146633954	Howell	City of Howell	39540	51881.34457102993	1245.152269704718	95.98022465952837
224	city of pinconning-64160	69783592.7084	3637.8186878888914	Pinconning	City of Pinconning	64160	1863.8338107475072	44.73201145794017	98.77036171135019
225	city of tawas city-78140	102332838.25795999	5334.610858387454	Tawas City	City of Tawas City	78140	6703.207829592523	160.87698791022055	96.98427885030681
226	city of sterling heights-76460	9843749077.4772	513154.6394088864	Sterling Heights	City of Sterling Heights	76460	3105018.80435789	74520.45130458935	85.47797377600814
227	city of brown city-11180	53664137.382488005	2797.5114817490994	Brown City	City of Brown City	11180	1549.409045945935	37.185817102702444	98.67075372718568
228	city of oak park-59920	1530235343.0693998	79771.16843420781	Oak Park	City of Oak Park	59920	687242.5192774945	16493.82046265987	79.32358170701318
229	city of munising-56200	166228628.31998402	8665.498394320766	Munising	City of Munising	56200	16924.04483147809	406.17707595547415	95.31270958146301
230	city of gladwin-32320	128546466.94520402	6701.127321853485	Gladwin	City of Gladwin	32320	5062.6210253201625	121.5029046076839	98.18682889054439
231	city of perry-63700	76388586.43431202	3982.137010820685	Perry	City of Perry	63700	7562.072588558667	181.48974212540801	95.44240337205262
232	city of hillsdale-38460	413576796.15648	21559.7583836373	Hillsdale	City of Hillsdale	38460	49728.17420127228	1193.4761808305348	94.4643341562848
233	city of inkster-40680	875956435.1135601	45663.60896246989	Inkster	City of Inkster	40680	403325.5768319613	9679.813843967071	78.80190798777481
234	city of st joseph-70960	776464212.2263892	40477.07938336166	St Joseph	City of St Joseph	70960	74285.61188243299	1782.8546851783917	95.59539692008697
235	city of carson city-13600	48915047.2936768	2549.9414154193714	Carson City	City of Carson City	13600	4426.075319074986	106.22580765779965	95.83418634579378
236	city of caseville-13760	67058592.8354152	3495.764444510194	Caseville	City of Caseville	13760	902.9777406749328	21.67146577619839	99.38006504384951
237	city of eaton rapids-24540	238278003.68172002	12421.432331928065	Eaton Rapids	City of Eaton Rapids	24540	18177.381027387084	436.25714465729004	96.48786763877517
238	city of grand haven-33340	1078368001.47816	56215.32391705647	Grand Haven	City of Grand Haven	33340	165119.45985338886	3962.867036481333	92.95055732076118
239	city of cadillac-12320	895290186.5390401	46671.47742428016	Cadillac	City of Cadillac	12320	46387.788220218106	1113.3069172852347	97.61458822662843
240	city of cedar springs-14200	143291562.94491202	7469.789176318263	Cedar Springs	City of Cedar Springs	14200	9274.863931754768	222.59673436211443	97.02003993542655
241	city of hudsonville-39800	401080049.15764	20908.30296258777	Hudsonville	City of Hudsonville	39800	80533.44435565293	1932.8026645356704	90.7558128079829
242	city of st ignace-70840	234462174.54929686	12222.513159254844	St Ignace	City of St Ignace	70840	13891.225222856276	333.38940534855067	97.27233343090239
243	city of linden-47820	128428052.425728	6694.9543729532	Linden	City of Linden	47820	37489.35355943037	899.7444854263289	86.56085709767962
244	city of albion-00980	554095427.7332801	28884.99464773589	Albion	City of Albion	00980	29117.099538726903	698.8103889294456	97.58071484017317
245	city of harbor springs-36560	112397471.60897201	5859.28019497571	Harbor Springs	City of Harbor Springs	36560	2726.8735311694004	65.44496474806562	98.88305452939109
246	city of ferndale-27880	1396776986.8317199	72813.98432353756	Ferndale	City of Ferndale	27880	527062.1612173698	12649.491869216876	82.62766144891779
247	city of village of douglas-22740	144473313.558824	7531.393835821495	Village of Douglas	City of Village of Douglas	22740	5514.006345873837	132.3361523009721	98.2428730300686
248	city of burton-12060	1570724180.92736	81881.85155174328	Burton	City of Burton	12060	763884.2021237997	18333.220850971193	77.61015352787186
249	city of alpena-01740	722878355.46948	37683.648670623996	Alpena	City of Alpena	01740	116349.40516396309	2792.385723935114	92.58992740235396
250	city of dewitt-22120	164775181.362184	8589.730204410651	Dewitt	City of Dewitt	22120	24219.18257856919	581.2603818856605	93.23307754663593
251	city of rockwood-69180	125231519.55738	6528.319114526219	Rockwood	City of Rockwood	69180	36537.564953288456	876.901558878923	86.56772833105353
252	city of ludington-49640	710804955.49268	37054.26232983341	Ludington	City of Ludington	49640	45613.98440598308	1094.735625743594	97.04558785707576
253	city of morenci-55500	86790520.73489201	4524.38984590992	Morenci	City of Morenci	55500	4559.108559591684	109.4186054302004	97.58158317128405
254	city of marquette-51900	1089243489.57956	56782.263111782464	Marquette	City of Marquette	51900	186777.6242627585	4482.662982306204	92.1055225053613
255	city of newaygo-57080	99005096.178252	5161.1356637722765	Newaygo	City of Newaygo	57080	6508.805015179328	156.21132036430384	96.97331497288857
256	city of st clair shores-70760	4505965828.951374	234895.9986632351	St Clair Shores	City of St Clair Shores	70760	1126368.4433579317	27032.842640590363	88.49156954804211
257	city of davison-19880	215771318.87012002	11248.158852699356	Davison	City of Davison	19880	37937.69211154107	910.5046106769857	91.905300924351
258	city of norton shores-59140	1622565126.8549201	84584.32006294698	Norton Shores	City of Norton Shores	59140	642514.167012437	15420.340008298488	81.76926882331999
259	city of grosse pointe park-35540	484467945.285976	25255.313987757927	Grosse Pointe Park	City of Grosse Pointe Park	35540	282329.6814800478	6775.912355521148	73.17034997543229
260	city of flat rock-28360	618281978.93792	32231.039562033766	Flat Rock	City of Flat Rock	28360	192774.02728635826	4626.576654872598	85.6455866216539
261	city of croswell-18920	139452033.18984398	7269.634490186567	Croswell	City of Croswell	18920	5279.458628832046	126.7070070919691	98.25703744441329
262	city of gaastra-31160	15576340.889401602	811.9946505645055	Gaastra	City of Gaastra	31160	2317.5909515419207	55.6221828370061	93.14993235505466
263	city of negaunee-56860	188321498.508908	9817.199717269374	Negaunee	City of Negaunee	56860	32409.58558947533	777.8300541474078	92.07686431417778
264	city of portland-65860	192173568.477664	10018.008124740623	Portland	City of Portland	65860	7388.26497457552	177.31835938981249	98.23000383727076
265	city of coloma-17320	72625136.496516	3785.948365563379	Coloma	City of Coloma	17320	2408.59039629007	57.80616951096169	98.47313898845633
266	city of charlotte-14820	543941231.5390799	28355.656400132233	Charlotte	City of Charlotte	14820	44885.891628499965	1077.2613990839993	96.20089415712141
267	city of tecumseh-79120	535250269.18024	27902.596532365907	Tecumseh	City of Tecumseh	79120	39423.67513600477	946.1682032641145	96.60903170009072
268	city of manton-50880	43741876.78846	2280.26403698242	Manton	City of Manton	50880	818.4728266550525	19.64334783972126	99.13854941703522
269	city of ferrysburg-27960	296298785.789252	15446.055703193704	Ferrysburg	City of Ferrysburg	27960	88896.63827059757	2133.519318494342	86.18728716578948
270	city of plainwell-64740	238892148.892152	12453.447721747883	Plainwell	City of Plainwell	64740	14734.812985825789	353.6355116598189	97.16034049717611
271	city of west branch-85580	132206871.01389599	6891.944185954398	West Branch	City of West Branch	85580	3322.150597939512	79.73161435054828	98.84311868756802
272	city of melvindale-52940	488813171.9872	25481.830655692735	Melvindale	City of Melvindale	52940	220112.90621349483	5282.709749123876	79.26871965949708
273	city of eastpointe-24290	1230887903.8410401	64166.18642723342	Eastpointe	City of Eastpointe	24290	721761.427957975	17322.2742709914	73.00404584486967
274	city of warren-84000	10592111313.5932	552166.7627776135	Warren	City of Warren	84000	3684828.348675649	88435.88036821557	83.98384576366954
275	city of orchard lake village-61020			Orchard Lake Village	City of Orchard Lake Village	61020	124708.42583189027	2993.0022199653667	
276	city of grosse pointe woods-35580	806143886.451788	42024.28080073171	Grosse Pointe Woods	City of Grosse Pointe Woods	35580	327023.18442290626	7848.55642614975	81.32375789281065
277	city of novi-59440	4163741947.1849203	217055.86770674988	Novi	City of Novi	59440	1238906.0971839146	29733.74633241395	86.30133953688582
278	city of sylvan lake-77860	106501767.70949201	5551.937150695819	Sylvan Lake	City of Sylvan Lake	77860	37638.97979408428	903.3355150580227	83.72936345389269
279	city of rogers city-69260	204272557.83823198	10648.728440107032	Rogers City	City of Rogers City	69260	19687.675078918495	472.5042018940439	95.56281104780155
280	city of imlay city-40320	279914847.03852403	14591.960976118256	Imlay City	City of Imlay City	40320	10472.533740614377	251.34080977474505	98.27753918622659
281	mayfield township-52500			Mayfield	Mayfield Township	52500	96663.39286116492	2319.921428667958	
282	stronach township-76840			Stronach	Stronach Township	76840	20098.16580350821	482.3559792841971	
283	newark township-57040			Newark	Newark Township	57040	78057.19791284538	1873.3727499082893	
284	everett township-26700			Everett	Everett Township	26700	47324.330007356155	1135.7839201765478	
285	winsor township-87960	147690542.37216	7699.1079738606995	Winsor	Winsor Township	87960	16163.892215220341	387.9334131652882	94.96132000639082
286	franklin township-30300			Franklin	Franklin Township	30300	158535.49415412213	3804.851859698931	
287	chandler township-14600			Chandler	Chandler Township	14600	25837.071204983127	620.089708919595	
288	metamora township-53360	23714279.287476003	1236.225379256124	Metamora	Metamora Township	53360	83518.64984201001	2004.4475962082404	62.14256961901074
289	elbridge township-25200			Elbridge	Elbridge Township	25200	9084.208561720454	218.0210054812909	
290	perry township-63720	37591507.6248492	1959.6452924833886	Perry	Perry Township	63720	55058.23797128798	1321.3977113109115	32.56954631639732
291	webber township-85060	53690542.33938601	2798.8879721521926	Webber	Webber Township	85060	28652.10857508936	687.6506058021446	75.43129226164137
292	moltke township-54860			Moltke	Moltke Township	54860	16979.608008798175	407.5105922111562	
293	sherman township-73180			Sherman	Sherman Township	73180	6211.719318497311	149.08126364393547	
294	groveland township-35640			Groveland	Groveland Township	35640	151966.04362121798	3647.185046909232	
295	mastodon township-52300	8161037.6768688	425.43489409517053	Mastodon	Mastodon Township	52300	20507.232059074675	492.1735694177922	15.687165356890562
296	florence township-29060			Florence	Florence Township	29060	56205.64061530263	1348.9353747672633	
297	tompkins township-79980			Tompkins	Tompkins Township	79980	37677.273321024564	904.2545597045895	
298	fawn river township-27540			Fawn River	Fawn River Township	27540	12007.604385634137	288.18250525521927	
299	ransom township-67120			Ransom	Ransom Township	67120	11630.566776394748	279.1336026334739	
300	marathon township-51420	12945697.3008828	674.8592002950203	Marathon	Marathon Township	51420	44857.55937067418	1076.5814248961801	59.52682047241019
301	marathon township-51420	24878298.3851404	1296.905694817369	Marathon	Marathon Township	51420	44857.55937067418	1076.5814248961801	16.988457279633977
302	sumpter township-77360			Sumpter	Sumpter Township	77360	224887.43535627102	5397.298448550505	
303	watson township-84580			Watson	Watson Township	84580	21665.196975011815	519.9647274002836	
304	woodland township-88440	14875782.9093148	775.4745630625805	Woodland	Woodland Township	88440	64502.25436403919	1548.0541047369404	99.6266774532504
305	west traverse township-86300			West Traverse	West Traverse Township	86300	22767.798254054564	546.4271580973095	
306	hudson township-39740			Hudson	Hudson Township	39740	46424.33053774709	1114.18393290593	
307	brown township-11160			Brown	Brown Township	11160	9342.05851365126	224.20940432763024	
308	brady township-09920			Brady	Brady Township	09920	104875.27963678153	2517.0067112827564	
309	bearinger township-06400			Bearinger	Bearinger Township	06400	6693.983688492016	160.65560852380838	
310	eden township-24820			Eden	Eden Township	24820	6678.3379278439015	160.28011026825362	
311	union township-81320			Union	Union Township	81320	9315.350256353986	223.56840615249564	
312	mitchell township-54740			Mitchell	Mitchell Township	54740	3276.285412454217	78.6308498989012	
313	pinconning township-64180			Pinconning	Pinconning Township	64180	54390.91421056912	1305.381941053659	
314	peacock township-63120			Peacock	Peacock Township	63120	7875.118439810822	189.0028425554597	
315	hillman township-38400	34207407.577504	1783.2321570152835	Hillman	Hillman Township	38400	16667.452924790006	400.01887019496013	77.56776263700299
316	johnstown township-41860			Johnstown	Johnstown Township	41860	28957.326856307962	694.9758445513911	
317	osceola township-61280			Osceola	Osceola Township	61280	54471.35513943583	1307.31252334646	
318	lee township-46620			Lee	Lee Township	46620	21085.139024908596	506.04333659780633	
319	polkton township-65320			Polkton	Polkton Township	65320	113637.45919327874	2727.29902063869	
320	wales township-82900			Wales	Wales Township	82900	39004.55466561156	936.1093119746774	
321	pickford township-63980			Pickford	Pickford Township	63980	77654.41625968835	1863.7059902325204	
322	nester township-56980			Nester	Nester Township	56980	14861.191221097391	356.6685893063374	
323	decatur township-21060	78461760.37535599	4090.2115683673073	Decatur	Decatur Township	21060	58141.29998036784	1395.3911995288283	65.88462048466047
324	south arm township-74680			South Arm	South Arm Township	74680	51558.957723668456	1237.414985368043	
325	brownstown township-11220			Brownstown	Brownstown Township	11220	816567.4760456376	19597.619425095305	
326	lodi township-49120			Lodi	Lodi Township	49120	482319.24909825786	11575.661978358188	
327	tobacco township-79860			Tobacco	Tobacco Township	79860	40924.18171008227	982.1803610419744	
328	norwood township-59340			Norwood	Norwood Township	59340	7884.586347301606	189.23007233523853	
329	medina township-52820			Medina	Medina Township	52820	58201.83251535814	1396.8439803685953	
330	lebanon township-46580			Lebanon	Lebanon Township	46580	34503.20662512555	828.0769590030134	
331	forest home township-29600	65384613.281151995	3408.4998903464534	Forest Home	Forest Home Township	29600	22771.947499463895	546.5267399871335	83.96576917795991
332	weldon township-85160	26926723.963365998	1403.6901202102695	Weldon	Weldon Township	85160	9113.026758032436	218.71264219277847	84.418737508816
333	onondaga township-60800			Onondaga	Onondaga Township	60800	40036.721244695655	960.8813098726957	
334	hagar township-35860			Hagar	Hagar Township	35860	99794.34409644469	2395.0642583146728	
335	adams township-00300	18464503.745581202	962.554580257148	Adams	Adams Township	00300	21320.81146902646	511.69947525663497	46.83943271872088
336	bingham township-08440			Bingham	Bingham Township	08440	29042.430302236935	697.0183272536865	
337	moore township-55320			Moore	Moore Township	55320	32073.54937369227	769.7651849686144	
338	bark river township-05420			Bark River	Bark River Township	05420	12125.945287069053	291.0226868896573	
339	greenwood township-35120			Greenwood	Greenwood Township	35120	44261.168785600836	1062.2680508544202	
340	columbia township-17400	53334737.686024	2780.339875572431	Columbia	Columbia Township	17400	100894.63351470506	2421.471204352921	12.907366986765389
341	stanton township-76200			Stanton	Stanton Township	76200	75505.4848272453	1812.131635853887	
342	bergland township-07640			Bergland	Bergland Township	07640	2586.4892368521664	62.07574168445199	
343	carlton township-13340			Carlton	Carlton Township	13340	48638.916949800616	1167.3340067952147	
344	charlton township-14840			Charlton	Charlton Township	14840	16076.200271271771	385.8288065105225	
345	reading township-67520			Reading	Reading Township	67520	22759.78013175772	546.2347231621853	
346	clyde township-16720			Clyde	Clyde Township	16720	38570.36630169478	925.6887912406748	
347	brookfield township-10940	8069963.4164632	420.6871929002266	Brookfield	Brookfield Township	10940	7827.058897786435	187.84941354687444	55.347009198964074
348	royalton township-70100			Royalton	Royalton Township	70100	275380.11731655896	6609.122815597415	
349	clement township-16360			Clement	Clement Township	16360	5396.189805120916	129.508555322902	
350	eagle harbor township-23620			Eagle Harbor	Eagle Harbor Township	23620	1412.17140408362	33.89211369800688	
351	aetna township-00500	20587821.656911798	1073.243142974812	Aetna	Aetna Township	00500	24647.978767295004	591.5514904150801	44.881875622757796
352	ridgeway township-68540	21573895.042311598	1124.6471485557036	Ridgeway	Ridgeway Township	68540	17953.69659956612	430.88871838958687	61.686763804723675
353	tyrone township-81160			Tyrone	Tyrone Township	81160	304575.205579472	7309.804933907328	
354	leroy township-47120	14280768.4133612	744.4564573885193	Leroy	Leroy Township	47120	14672.897729313852	352.14954550353247	52.69709302558289
355	armada township-03540	114688843.646076	5978.729419269941	Armada	Armada Township	03540	49391.686337133855	1185.4004720912124	80.1730369621584
356	shelby township-72860	21104895.5375056	1100.1982043701669	Shelby	Shelby Township	72860	47617.16407009734	1142.8119376823363	3.8732778460190818
357	flynn township-29240			Flynn	Flynn Township	29240	32423.846740834393	778.1723217800255	
358	newkirk township-57480	13506848.66539684	704.1120209271372	Newkirk	Newkirk Township	57480	6688.336075245319	160.52006580588767	77.20248184450489
359	pokagon township-65300			Pokagon	Pokagon Township	65300	142954.0899084601	3430.8981578030425	
360	marquette township-51880			Marquette	Marquette Township	51880	8909.337522724283	213.8241005453828	
361	quincy township-66660	102283978.970716	5332.063823743425	Quincy	Quincy Township	66660	83442.20935886832	2002.6130246128398	62.442065758941226
362	kalamazoo township-42180			Kalamazoo	Kalamazoo Township	42180	254029.81025742486	6096.7154461781965	
363	deerfield township-21240			Deerfield	Deerfield Township	21240	23511.089002904457	564.266136069707	
364	lanse township-45560	139848668.63824803	7290.311096111869	Lanse	Lanse Township	45560	75021.73099958747	1800.5215439900994	75.30254168508161
365	bloomfield township-09080			Bloomfield	Bloomfield Township	09080	8874.603703005643	212.99048887213544	
366	platte township-64760			Platte	Platte Township	64760	8963.095523819047	215.11429257165713	
367	richland township-68280			Richland	Richland Township	68280	30142.813976783487	723.4275354428038	
368	chesaning township-15160	120487083.449264	6280.991660210132	Chesaning	Chesaning Township	15160	51950.01447198017	1246.8003473275242	80.14962581106481
369	monterey township-55200			Monterey	Monterey Township	55200	37807.68862287146	907.384526948915	
370	vergennes township-81920			Vergennes	Vergennes Township	81920	144590.7241034316	3470.1773784823586	
371	green oak township-35060			Green Oak	Green Oak Township	35060	435717.1278782023	10457.211069076855	
372	avery township-04580			Avery	Avery Township	04580	5569.814588047925	133.67555011315022	
373	dorr township-22680			Dorr	Dorr Township	22680	119212.28050430876	2861.09473210341	
374	mansfield township-50860			Mansfield	Mansfield Township	50860	2568.9884901092287	61.65572376262149	
375	albion township-01000			Albion	Albion Township	01000	88071.72364593032	2113.721367502328	
376	bingham township-08420	107257088.386484	5591.31201758741	Bingham	Bingham Township	08420	24726.08143919177	593.4259545406026	89.38664212131272
377	home township-38860			Home	Home Township	38860	2905.155998596663	69.7237439663199	
378	heath township-37460			Heath	Heath Township	37460	31319.820100573615	751.6756824137667	
379	klacking township-43640			Klacking	Klacking Township	43640	11357.519177265274	272.5804602543666	
380	wayne township-84920			Wayne	Wayne Township	84920	34549.23611452829	829.181666748679	
381	ontwa township-60900	58789151.954604	3064.678491393506	Ontwa	Ontwa Township	60900	225531.0287051903	5412.7446889245675	76.61704821974321
382	carp lake township-13520			Carp Lake	Carp Lake Township	13520	6984.355814831163	167.6245395559479	
383	benona township-07300			Benona	Benona Township	07300	18625.653306115208	447.015679346765	
384	churchill township-15740			Churchill	Churchill Township	15740	16581.14092303836	397.9473821529207	
385	bloomfield township-09110			Bloomfield	Bloomfield Township	09110	1332737.095782622	31985.69029878293	
386	almira township-01640	16459906.3490132	858.0549179740581	Almira	Almira Township	01640	29198.169226736554	700.7560614416773	18.332026684699507
387	east china township-23820			East China	East China Township	23820	32874.46408540926	788.9871380498222	
388	butler township-12140			Butler	Butler Township	12140	27131.628129468132	651.1590751072353	
389	haight township-35960			Haight	Haight Township	35960	2305.2492135964294	55.3259811263143	
390	galien township-31320	24194931.681784	1261.2817885713998	Galien	Galien Township	31320	32555.229780781796	781.3255147387631	38.05305667469145
391	branch township-10020			Branch	Branch Township	10020	10051.383911454575	241.2332138749098	
392	white oak township-86900			White Oak	White Oak Township	86900	22082.730153072414	529.9855236737379	
393	vevay township-82220			Vevay	Vevay Township	82220	143588.76607643408	3446.130385834418	
394	denton township-21640			Denton	Denton Township	21640	33017.2778031427	792.4146672754248	
395	laird township-44220			Laird	Laird Township	44220	5438.981707838706	130.53556098812894	
396	evergreen township-26740			Evergreen	Evergreen Township	26740	8662.771605447017	207.90651853072842	
397	lakefield township-44540			Lakefield	Lakefield Township	44540	8951.749498700872	214.84198796882094	
398	lee township-46640			Lee	Lee Township	46640	34857.498546252085	836.57996511005	
399	bismark township-08700			Bismark	Bismark Township	08700	4777.426785841384	114.65824286019321	
400	greenbush township-34840			Greenbush	Greenbush Township	34840	81147.35999935165	1947.5366399844395	
401	posen township-66020	10221409.7509232	532.8420903156264	Posen	Posen Township	66020	5747.889414816802	137.94934595560323	74.1106514551263
402	california township-12560			California	California Township	12560	20933.683752024186	502.4084100485805	
403	lake township-44360			Lake	Lake Township	44360	10833.78188042964	260.01076513031137	
404	trout lake township-80600			Trout Lake	Trout Lake Township	80600	2314.820499698874	55.55569199277298	
405	tilden township-79780			Tilden	Tilden Township	79780	99673.5952375226	2392.166285700542	
406	hiawatha township-37940			Hiawatha	Hiawatha Township	37940	36084.07224481543	866.0177338755702	
407	greenwood township-35240			Greenwood	Greenwood Township	35240	18648.541311137997	447.5649914673119	
408	springfield township-75720			Springfield	Springfield Township	75720	12487.135543943934	299.6912530546544	
409	albert township-00940			Albert	Albert Township	00940	15431.14725320878	370.3475340770107	
410	whitefish township-86700			Whitefish	Whitefish Township	86700	5354.340642910492	128.5041754298518	
411	chikaming township-15480			Chikaming	Chikaming Township	15480	36916.00158903499	885.9840381368398	
412	morton township-55600	19726810.0227232	1028.3586064845604	Morton	Morton Township	55600	20389.32298589443	489.34375166146634	52.41506721723409
413	mellen township-52860			Mellen	Mellen Township	52860	7372.868628335282	176.9488470800468	
414	penn township-63380	15847211.2324512	826.115121547681	Penn	Penn Township	63380	16051.704853532008	385.2409164847682	53.36716319112516
415	newton township-57640			Newton	Newton Township	57640	5285.192202607439	126.84461286257853	
416	adams township-00280			Adams	Adams Township	00280	8565.322570231829	205.56774168556387	
417	sullivan township-77100			Sullivan	Sullivan Township	77100	62546.98676629765	1501.1276823911435	
418	norvell township-59180			Norvell	Norvell Township	59180	31930.633985922126	766.3352156621311	
419	holland township-38620			Holland	Holland Township	38620	3857.582270558125	92.581974493395	
420	sand beach township-71260			Sand Beach	Sand Beach Township	71260	33182.08888410392	796.3701332184941	
421	denmark township-21600	66244865.451703995	3453.344835997329	Denmark	Denmark Township	21600	21725.234881372795	521.4056371529471	84.90143145515428
422	montrose township-55300			Montrose	Montrose Township	55300	92166.9559276219	2212.0069422629253	
423	austin township-04380			Austin	Austin Township	04380	53881.683170553086	1293.160396093274	
424	lilley township-47440			Lilley	Lilley Township	47440	9926.834564273888	238.24402954257332	
425	home township-38840	63404952.809848	3305.3001899773762	Home	Home Township	38840	28408.93365570352	681.8144077368844	79.37208820535145
426	lansing township-46020			Lansing	Lansing Township	46020	250850.232550491	6020.405581211784	
427	ada township-00240			Ada	Ada Township	00240	435107.85083481186	10442.588420035485	
428	hamlin township-36220			Hamlin	Hamlin Township	36220	82719.4170226154	1985.2660085427697	
429	cedar creek township-14120			Cedar Creek	Cedar Creek Township	14120	14228.084012244308	341.47401629386343	
430	southfield township-74920	82529963.438076	4302.286994026902	Southfield	Southfield Township	74920	437288.1043853974	10494.914505249537	143.938038532069
431	southfield township-74920	226477317.96159202	11806.262585337792	Southfield	Southfield Township	74920	437288.1043853974	10494.914505249537	11.107224412548808
432	southfield township-74920	748070803.386852	38996.93098055659	Southfield	Southfield Township	74920	437288.1043853974	10494.914505249537	73.08784501405464
433	verona township-82140			Verona	Verona Township	82140	32615.902864921398	782.7816687581135	
434	sanilac township-71580	36876574.702257596	1922.3758392286884	Sanilac	Sanilac Township	71580	24175.164959125737	580.2039590190176	69.81839101495304
435	st joseph township-70980	75940083.88434	3958.7565728906443	St Joseph	St Joseph Township	70980	152634.80041715803	3663.2352100117923	7.465004665923806
436	isabella township-41160	16230080.811270801	846.0741126915468	Isabella	Isabella Township	41160	173485.6060811838	4163.654545948411	392.11463670752386
437	kenockee township-42740			Kenockee	Kenockee Township	42740	26293.959119534957	631.0550188688389	
438	deerfield township-21220			Deerfield	Deerfield Township	21220	170846.95701358936	4100.326968326145	
439	rose township-69580			Rose	Rose Township	69580	174735.91715070858	4193.662011617006	
440	scio township-71940			Scio	Scio Township	71940	325233.71184985497	7805.6090843965185	
441	lima township-47460			Lima	Lima Township	47460	59437.64515833798	1426.5034838001116	
442	burt township-11960			Burt	Burt Township	11960	4938.17582494971	118.51621979879303	
443	waverly township-84760			Waverly	Waverly Township	84760	8824.411690422497	211.78588057013994	
444	inverness township-40820			Inverness	Inverness Township	40820	40114.451561354384	962.7468374725051	
445	sylvan township-77760			Sylvan	Sylvan Township	77760	13053.63447355598	313.2872273653435	
446	hudson township-39760			Hudson	Hudson Township	39760	1350.6541701998904	32.41570008479737	
447	deerfield township-21140			Deerfield	Deerfield Township	21140	37223.156496776675	893.3557559226402	
448	marion township-51700			Marion	Marion Township	51700	8240.051948433898	197.76124676241355	
449	grant township-34300			Grant	Grant Township	34300	2399.835244729449	57.59604587350678	
450	iron river township-41000			Iron River	Iron River Township	41000	15579.822470845958	373.91573930030296	
451	hampton township-36260			Hampton	Hampton Township	36260	250691.25919786625	6016.59022074879	
452	roxand township-70020	25807460.839476	1345.342933561884	Roxand	Roxand Township	70020	20353.517897486337	488.4844295396721	63.69071280239474
453	robinson township-69000			Robinson	Robinson Township	69000	131369.57747738645	3152.8698594572747	
454	berlin township-07720	18227758.5601436	950.2130537402859	Berlin	Berlin Township	07720	386515.25307670864	9276.366073841007	876.2406480659065
