	municipality	res_com_non_electricity	res_com_non_electricity-adjusted (metric tonnes CO2/year)	NAME	LABEL	FIPSCODE	graced_emissions_2019(kgC/hr)	graced_emissions_2019(metric tonnes/year)	absolute_percent_error_graced (percent error)
752	schoolcraft township-71880	91380732.206368	4763.677569917963	Schoolcraft	Schoolcraft Township	71880	243212.83061234397	5837.107934696255	22.53364861544938
753	schoolcraft township-71880	164727010.40897202	8587.219052619712	Schoolcraft	Schoolcraft Township	71880	243212.83061234397	5837.107934696255	32.02563136064961
754	fremont township-30720			Fremont	Fremont Township	30720	30516.166312923408	732.3879915101618	
755	stannard township-76180			Stannard	Stannard Township	76180	7891.821715711445	189.4037211770747	
756	macomb township-50480			Macomb	Macomb Township	50480	2028410.5541625218	48681.853299900526	
757	onota township-60820			Onota	Onota Township	60820	5340.553312093861	128.17327949025267	
758	hamilton township-36180			Hamilton	Hamilton Township	36180	21518.90697354736	516.4537673651366	
759	blue lake township-09340			Blue Lake	Blue Lake Township	09340	27041.750428278767	649.0020102786904	
760	fayette township-27580			Fayette	Fayette Township	27580	142462.38568785196	3419.097256508447	
761	batavia township-05800			Batavia	Batavia Township	05800	105015.30976699952	2520.3674344079886	
762	munro township-56280			Munro	Munro Township	56280	6266.1087112854275	150.38660907085026	
763	whiteford township-86740			Whiteford	Whiteford Township	86740	734636.405973965	17631.27374337516	
764	haring township-36600			Haring	Haring Township	36600	85963.94500273024	2063.1346800655256	
765	clinton township-16520			Clinton	Clinton Township	16520	2406701.071030513	57760.82570473231	
766	maple grove township-50960			Maple Grove	Maple Grove Township	50960	15659.177119961172	375.82025087906817	
767	oneida township-60700			Oneida	Oneida Township	60700	159653.28585870075	3831.678860608818	
768	caledonia township-12500	95621536.370424	4984.750690990203	Caledonia	Caledonia Township	12500	194044.69424516556	4657.0726618839735	6.573609181668773
769	elmira township-25620			Elmira	Elmira Township	25620	29742.13296685558	713.8111912045339	
770	lyon township-49840			Lyon	Lyon Township	49840	14203.599973844433	340.8863993722664	
771	st james township-70920			St James	St James Township	70920	1497.8760507366696	35.949025217680074	
772	bath township-05900			Bath	Bath Township	05900	421655.5661758388	10119.733588220131	
773	ensley township-26160			Ensley	Ensley Township	26160	34721.6153692973	833.3187688631352	
774	ingham township-40640	20656856.883592	1076.841949341651	Ingham	Ingham Township	40640	22321.84605361334	535.7243052867202	50.250423879358884
775	augusta township-04180			Augusta	Augusta Township	04180	272302.45735292614	6535.258976470227	
776	burnside township-11900			Burnside	Burnside Township	11900	21475.93321877083	515.4223972504999	
777	greenland township-35000			Greenland	Greenland Township	35000	6364.254819131017	152.74211565914442	
778	greenleaf township-35020			Greenleaf	Greenleaf Township	35020	15147.565271911812	363.5415665258835	
779	frost township-30900			Frost	Frost Township	30900	23606.015955825304	566.5443829398073	
780	tekonsha township-79180	37473495.678084	1953.493329698519	Tekonsha	Tekonsha Township	79180	14447.343498931383	346.7362439743532	82.25045160364768
781	elk township-25280	30952483.022548	1613.5529399654272	Elk	Elk Township	25280	13634.905713620978	327.2377371269035	79.71942977378139
782	springfield township-75760			Springfield	Springfield Township	75760	300909.172289402	7221.820134945648	
783	fenton township-27780			Fenton	Fenton Township	27780	313923.09979019384	7534.154394964652	
784	brookfield township-10920			Brookfield	Brookfield Township	10920	27636.036722052293	663.2648813292551	
785	osceola township-61260			Osceola	Osceola Township	61260	72192.26338100035	1732.6143211440083	
786	oregon township-61060			Oregon	Oregon Township	61060	127962.54116346494	3071.1009879231583	
787	grosse ile township-35420			Grosse Ile	Grosse Ile Township	35420	336816.4949268587	8083.595878244609	
788	essex township-26400	21528091.547378	1122.259412364815	Essex	Essex Township	26400	18198.446791720693	436.76272300129665	61.08183917290976
789	sherman township-73260			Sherman	Sherman Township	73260	39528.75102834686	948.6900246803245	
790	richfield township-68200			Richfield	Richfield Township	68200	55900.38573648483	1341.609257675636	
791	noble township-57860			Noble	Noble Township	57860	12090.796533327812	290.1791167998675	
792	cedarville township-14240			Cedarville	Cedarville Township	14240	3379.0493350284023	81.09718404068167	
793	pittsfield township-64560			Pittsfield	Pittsfield Township	64560	1191778.3773040483	28602.68105529716	
794	lowell township-49560			Lowell	Lowell Township	49560	115780.29126148691	2778.7269902756857	
795	gunplain township-35720			Gunplain	Gunplain Township	35720	126556.70836357209	3037.3610007257303	
796	mckinley township-50360			McKinley	McKinley Township	50360	15275.273901404213	366.6065736337011	
797	aloha township-01720			Aloha	Aloha Township	01720	11035.371987332634	264.8489276959832	
798	milton township-54460			Milton	Milton Township	54460	388152.8336238689	9315.668006972854	
799	alaiedon township-00800			Alaiedon	Alaiedon Township	00800	181741.92929411508	4361.806303058762	
800	quincy township-66680			Quincy	Quincy Township	66680	24167.879599612206	580.029110390693	
801	greenwood township-35160			Greenwood	Greenwood Township	35160	18900.549953355738	453.6131988805377	
802	mills township-54320			Mills	Mills Township	54320	21379.878328216808	513.1170798772034	
803	green township-34760			Green	Green Township	34760	84152.10367218232	2019.6504881323758	
804	new haven township-57360			New Haven	New Haven Township	57360	11615.915970347574	278.7819832883418	
805	amboy township-02020			Amboy	Amboy Township	02020	11449.085485722591	274.7780516573422	
806	lenox township-46900	162397254.296216	8465.76886646174	Lenox	Lenox Township	46900	178464.46815866782	4283.147235808028	49.40628189394254
807	sherman township-73240	7663237.391414	399.48456521441176	Sherman	Sherman Township	73240	15200.223835728844	364.80537205749226	8.680984492681574
808	cottrellville township-18400			Cottrellville	Cottrellville Township	18400	130836.72973939481	3140.0815137454756	
809	ford river township-29380			Ford River	Ford River Township	29380	34384.83476074565	825.2360342578957	
810	speaker township-75500	5915113.99436428	308.35489252620994	Speaker	Speaker Township	75500	30059.87314158714	721.4369553980913	133.9631939962716
811	standish township-76140			Standish	Standish Township	76140	39331.19373350343	943.9486496040823	
812	orangeville township-60980			Orangeville	Orangeville Township	60980	37017.570415640424	888.4216899753702	
813	venice township-81880	15219497.100231841	793.3923838350859	Venice	Venice Township	81880	73871.10843760494	1772.9066025025186	123.45898935060033
814	victory township-82360			Victory	Victory Township	82360	12353.208763261533	296.4770103182768	
815	bliss township-08980			Bliss	Bliss Township	08980	6166.19878366354	147.98877080792496	
816	allen township-01320	9185156.1847588	478.8221919114762	Allen	Allen Township	01320	28465.929781780385	683.1823147627292	42.67975175407801
817	wisner township-88080			Wisner	Wisner Township	88080	5829.881419334348	139.91715406402434	
818	maple river township-51280			Maple River	Maple River Township	51280	20846.126282764722	500.3070307863533	
819	riverside township-68820			Riverside	Riverside Township	68820	12823.309106785373	307.75941856284896	
820	york township-89100			York	York Township	89100	315918.16093344626	7582.03586240271	
821	athens township-03900	37929827.395154	1977.2819021093778	Athens	Athens Township	03900	30399.27703630556	729.5826488713335	63.10173839688667
822	greendale township-34860			Greendale	Greendale Township	34860	14171.380846678267	340.11314032027843	
823	grattan township-34560			Grattan	Grattan Township	34560	48092.096772300414	1154.2103225352098	
824	west branch township-85600			West Branch	West Branch Township	85600	24182.36207202144	580.3766897285145	
825	fairfield township-27020			Fairfield	Fairfield Township	27020	65070.90372823522	1561.7016894776452	
826	koehler township-43820			Koehler	Koehler Township	43820	11421.868518866639	274.1248444527993	
827	concord township-17760	52588006.596168	2741.4127838582376	Concord	Concord Township	17760	47055.6179973162	1129.3348319355887	58.80464122056899
828	charleston township-14720			Charleston	Charleston Township	14720	48222.35013697933	1157.3364032875038	
829	green lake township-34960			Green Lake	Green Lake Township	34960	96695.0848374863	2320.682036099671	
830	hanover township-36420	23778252.746896002	1239.5603156956886	Hanover	Hanover Township	36420	12620.121201681197	302.8829088403487	75.56529480613783
831	detour township-21770	24886627.6587748	1297.3398998519303	Detour	Detour Township	21770	6515.650154896044	156.37560371750507	87.94644304585462
832	three oaks township-79740	74714367.42196399	3894.8599737069826	Three Oaks	Three Oaks Township	79740	33422.707755279924	802.1449861267181	79.40503659844626
833	st ignace township-70860			St Ignace	St Ignace Township	70860	10347.404383969066	248.33770521525759	
834	casnovia township-13840	12140967.7932976	632.9086510646039	Casnovia	Casnovia Township	13840	29389.169089469204	705.340058147261	11.444211887579915
835	sherman township-73140			Sherman	Sherman Township	73140	11166.388469311927	267.9933232634863	
836	flowerfield township-29140			Flowerfield	Flowerfield Township	29140	42791.86419649131	1027.0047407157915	
837	lawrence township-46460	51715648.067764	2695.936733772537	Lawrence	Lawrence Township	46460	27257.251853225982	654.1740444774235	75.73481468305783
838	almena township-01600			Almena	Almena Township	01600	142145.46900170576	3411.4912560409384	
839	sidney township-73840	29438309.8777368	1534.6190939264193	Sidney	Sidney Township	73840	34968.40307089136	839.2416737013928	45.3127048253948
840	arcada township-03260			Arcada	Arcada Township	03260	181498.9332023203	4355.974396855688	
841	crystal falls township-19150			Crystal Falls	Crystal Falls Township	19150	18886.291312877664	453.27099150906395	
842	mullett township-56100			Mullett	Mullett Township	56100	11197.45158583079	268.738838059939	
843	beaver creek township-06600			Beaver Creek	Beaver Creek Township	06600	26129.384955934496	627.105238942428	
844	mcmillan township-50460			McMillan	McMillan Township	50460	2928.2850849112647	70.27884203787035	
845	fife lake township-28020	22362247.05252	1165.7439388478674	Fife Lake	Fife Lake Township	28020	38634.8682060125	927.2368369443	20.45964760831523
846	overisel township-61820			Overisel	Overisel Township	61820	70781.70679896684	1698.760963175204	
847	arcadia township-03280			Arcadia	Arcadia Township	03280	35901.919040458844	861.6460569710123	
848	norwich township-59280			Norwich	Norwich Township	59280	6056.044006989454	145.3450561677469	
849	barton township-05620			Barton	Barton Township	05620	15422.051379609853	370.12923311063645	
850	montague township-55120			Montague	Montague Township	55120	66828.88205079365	1603.8931692190474	
851	ionia township-40880			Ionia	Ionia Township	40880	107032.54434910772	2568.781064378585	
852	elmer township-25540			Elmer	Elmer Township	25540	14839.626828529515	356.1510438847084	
853	frankenlust township-30180			Frankenlust	Frankenlust Township	30180	164672.3933279591	3952.1374398710177	
854	woodhull township-88400			Woodhull	Woodhull Township	88400	68052.58539811816	1633.2620495548358	
855	rock river township-69160	8032068.6846892005	418.711740532848	Rock River	Rock River Township	69160	10714.075550089507	257.13781320214815	38.5883441255033
856	nadeau township-56440	16061415.3163756	837.28158044266	Nadeau	Nadeau Township	56440	12497.55457078125	299.94130969875005	64.17676959522089
857	howard township-39480			Howard	Howard Township	39480	121990.91046417993	2927.7818511403184	
858	marshall township-51960			Marshall	Marshall Township	51960	49315.24518182689	1183.5658843638455	
859	spaulding township-75480			Spaulding	Spaulding Township	75480	194882.25775759498	4677.174186182279	
860	inland township-40700			Inland	Inland Township	40700	23589.375767461246	566.14501841907	
861	ellis township-25400			Ellis	Ellis Township	25400	6862.303029628628	164.69527271108709	
862	cherry grove township-15060			Cherry Grove	Cherry Grove Township	15060	53951.09628772725	1294.826310905454	
863	rolland township-69300			Rolland	Rolland Township	69300	21502.04011121649	516.0489626691958	
864	gaines township-31240			Gaines	Gaines Township	31240	845373.5900044398	20288.966160106556	
865	volinia township-82580			Volinia	Volinia Township	82580	19718.36211731518	473.24069081556434	
866	freeman township-30560			Freeman	Freeman Township	30560	9815.399392448839	235.56958541877214	
867	sheridan township-73000			Sheridan	Sheridan Township	73000	39969.11846611805	959.2588431868332	
868	hanover township-36400	12296316.294555599	641.0069684351834	Hanover	Hanover Township	36400	38361.54428680883	920.6770628834118	43.6298056370518
869	cornell township-18280			Cornell	Cornell Township	18280	6688.097132106772	160.51433117056254	
870	bridgeport township-10460			Bridgeport	Bridgeport Township	10460	181363.0955007521	4352.71429201805	
871	dewitt township-22140			Dewitt	Dewitt Township	22140	615406.2071091192	14769.748970618859	
872	oliver township-60520	76368578.82335599	3981.0940140615476	Oliver	Oliver Township	60520	21706.456451466256	520.9549548351902	86.91427650301313
873	edwards township-25020			Edwards	Edwards Township	25020	24684.537414145307	592.4288979394873	
874	liberty township-47360			Liberty	Liberty Township	47360	98074.6801871891	2353.7923244925382	
875	pulaski township-66440			Pulaski	Pulaski Township	66440	27716.065652510086	665.185575660242	
876	grand island township-33380			Grand Island	Grand Island Township	33380	31106.185128081837	746.5484430739641	
877	center township-14300			Center	Center Township	14300	5164.933264531201	123.95839834874882	
878	west branch township-85540			West Branch	West Branch Township	85540	56492.76493632172	1355.8263584717215	
879	raisinville township-66900			Raisinville	Raisinville Township	66900	383314.0600429071	9199.53744102977	
880	weesaw township-85120			Weesaw	Weesaw Township	85120	21274.67104710517	510.5921051305241	
881	hebron township-37480			Hebron	Hebron Township	37480	6180.680158469297	148.33632380326313	
882	excelsior township-26860			Excelsior	Excelsior Township	26860	11032.88371564677	264.7892091755225	
883	drummond township-23080			Drummond	Drummond Township	23080	11188.627265588462	268.5270543741231	
884	metz township-53440			Metz	Metz Township	53440	4601.295831704266	110.43109996090239	
885	columbus township-17520			Columbus	Columbus Township	17520	96536.7409140495	2316.881781937188	
886	martiny township-52060			Martiny	Martiny Township	52060	19561.43343693147	469.4744024863553	
887	prairieville township-66260			Prairieville	Prairieville Township	66260	35879.682101582504	861.1123704379802	
888	st clair township-70700			St Clair	St Clair Township	70700	155668.7982310637	3736.051157545529	
889	wheatfield township-86520			Wheatfield	Wheatfield Township	86520	73705.02091271363	1768.9205019051271	
890	markey township-51780			Markey	Markey Township	51780	57312.77448316942	1375.506587596066	
891	bronson township-10880			Bronson	Bronson Township	10880	49106.266698798674	1178.5504007711681	
892	west branch township-85520			West Branch	West Branch Township	85520	714.2005786236763	17.14081388696823	
893	antrim township-03120			Antrim	Antrim Township	03120	28603.36826630521	686.4808383913249	
894	selma township-72380			Selma	Selma Township	72380	58026.566692430715	1392.6376006183373	
895	chippewa township-15560			Chippewa	Chippewa Township	15560	2184.627303671155	52.431055288107714	
896	custer township-19440	11359257.8009702	592.1581091645766	Custer	Custer Township	19440	32378.160196877652	777.0758447250637	31.22776378446817
897	michigamme township-53540			Michigamme	Michigamme Township	53540	2371.9644556281996	56.927146935076784	
898	summerfield township-77140			Summerfield	Summerfield Township	77140	61137.08559897372	1467.2900543753692	
899	baldwin township-04920			Baldwin	Baldwin Township	04920	40863.484655594315	980.7236317342636	
900	clayton township-16260			Clayton	Clayton Township	16260	292206.7573993668	7012.962177584804	
901	gilmore township-32200			Gilmore	Gilmore Township	32200	15761.20107714464	378.2688258514714	
902	moorland township-55440			Moorland	Moorland Township	55440	25992.523398933994	623.8205615744159	
903	bruce township-11300	384423905.106632	20040.018173208726	Bruce	Bruce Township	11300	153316.20035098874	3679.5888084237295	81.63879505187809
904	pine township-64200			Pine	Pine Township	64200	18009.46924509584	432.2272618823001	
905	hillsdale township-38480			Hillsdale	Hillsdale Township	38480	80520.7975978183	1932.499142347639	
906	nelson township-56920			Nelson	Nelson Township	56920	87032.37451546328	2088.7769883711185	
907	cascade township-13660			Cascade	Cascade Township	13660	365611.0284887614	8774.664683730274	
908	fort gratiot township-29760			Fort Gratiot	Fort Gratiot Township	29760	320543.2039409176	7693.036894582023	
909	washington township-84140	9664717.672324	503.8217322582501	Washington	Washington Township	84140	11120.770576164832	266.898493827956	47.02521214564271
910	nottawa township-59360			Nottawa	Nottawa Township	59360	40162.79329623779	963.9070391097068	
911	lake township-44400			Lake	Lake Township	44400	31650.32296720465	759.6077512129117	
912	tallmadge township-77980			Tallmadge	Tallmadge Township	77980	554314.9621397941	13303.559091355059	
913	lincoln township-47680			Lincoln	Lincoln Township	47680	76189.28012805998	1828.5427230734397	
914	bengal township-07240			Bengal	Bengal Township	07240	18498.912515434036	443.97390037041686	
915	beaver township-06580			Beaver	Beaver Township	06580	5649.122197906706	135.57893274976095	
916	oronoko township-61180	72095915.168688	3758.360057743705	Oronoko	Oronoko Township	61180	116871.04954883468	2804.9051891720324	25.36890702122005
917	torch lake township-80100			Torch Lake	Torch Lake Township	80100	10994.08532045889	263.8580476910133	
918	gaines township-31220	13041398.3003876	679.8480933992056	Gaines	Gaines Township	31220	165406.02805589675	3969.744673341522	483.9164236664991
919	gustin township-35740			Gustin	Gustin Township	35740	9959.636115957006	239.03126678296812	
920	antioch township-03060			Antioch	Antioch Township	03060	6784.7431770674175	162.83383624961803	
921	mckinley township-50340	37449537.440576	1952.244386777227	McKinley	McKinley Township	50340	10987.398228061498	263.6975574734759	86.49259492000442
922	breitung township-10220			Breitung	Breitung Township	10220	178942.8248262102	4294.627795829045	
923	millbrook township-54020			Millbrook	Millbrook Township	54020	14747.919090546482	353.9500581731156	
924	chandler township-14560			Chandler	Chandler Township	14560	3560.671537757422	85.45611690617812	
925	alamo township-00840			Alamo	Alamo Township	00840	171790.65111035373	4122.975626648489	
926	port austin township-65700	55349056.0444016	2885.346291594655	Port Austin	Port Austin Township	65700	6788.844373596094	162.93226496630624	94.3531122957079
927	schoolcraft township-71840	40999779.9199676	2137.3185272279106	Schoolcraft	Schoolcraft Township	71840	36275.2576022825	870.60618245478	59.2664279393137
928	marion township-51720	39365224.452460006	2052.10915070674	Marion	Marion Township	51720	15940.11203883631	382.56268893207147	81.35758574048958
929	salem township-71100			Salem	Salem Township	71100	52389.7901341819	1257.3549632203656	
930	carp lake township-13500			Carp Lake	Carp Lake Township	13500	7819.983259228021	187.6795982214725	
931	readmond township-67540			Readmond	Readmond Township	67540	7783.3437872296645	186.80025089351196	
932	solon township-74460			Solon	Solon Township	74460	97068.3904835243	2329.641371604583	
933	orange township-60920			Orange	Orange Township	60920	126249.27728971587	3029.982654953181	
934	delhi township-21420			Delhi	Delhi Township	21420	983437.8014533124	23602.507234879497	
935	dayton township-19980			Dayton	Dayton Township	19980	26462.84134938488	635.1081923852371	
936	marenisco township-51560			Marenisco	Marenisco Township	51560	34908.43580345758	837.8024592829819	
937	gibson township-32040			Gibson	Gibson Township	32040	10397.621529437678	249.54291670650426	
938	laketon township-45160			Laketon	Laketon Township	45160	360612.25160454283	8654.694038509027	
939	redford township-67625			Redford	Redford Township	67625	1034447.2208558554	24826.73330054053	
940	fork township-29680	14811479.633089999	772.1224332729815	Fork	Fork Township	29680	15685.75730412698	376.4581752990475	51.24372002724186
941	pine grove township-64280			Pine Grove	Pine Grove Township	64280	47491.963006499805	1139.8071121559954	
942	mendon township-53000	108330899.692512	5647.2898009706505	Mendon	Mendon Township	53000	36088.84632506631	866.1323118015914	84.66286763514913
943	grand rapids township-34020			Grand Rapids	Grand Rapids Township	34020	415470.6885847375	9971.296526033699	
944	harrisville township-36880			Harrisville	Harrisville Township	36880	13438.388604889504	322.5213265173481	
945	gilead township-32120			Gilead	Gilead Township	32120	17498.66602654847	419.96798463716334	
946	benton township-07400			Benton	Benton Township	07400	337578.50969803263	8101.884232752784	
947	iosco township-40900			Iosco	Iosco Township	40900	38529.66895996155	924.7120550390772	
948	bowne township-09780			Bowne	Bowne Township	09780	55066.58145268781	1321.5979548645075	
949	courtland township-18500			Courtland	Courtland Township	18500	156206.95364476458	3748.9668874743497	
950	spurr township-76000			Spurr	Spurr Township	76000	3942.042668304832	94.60902403931598	
951	davison township-19900			Davison	Davison Township	19900	312957.5233263044	7510.980559831305	
952	benton township-07440			Benton	Benton Township	07440	77390.58014869929	1857.3739235687829	
953	bainbridge township-04840			Bainbridge	Bainbridge Township	04840	79886.69979291048	1917.2807950298516	
954	freesoil township-30620	7005492.6947508	365.1963341773592	Freesoil	Freesoil Township	30620	8257.070890517582	198.16970137242197	45.7361197727193
955	napoleon township-56640			Napoleon	Napoleon Township	56640	116114.40058360931	2786.745614006624	
956	mackinaw township-50300	78205432.68184	4076.849205704319	Mackinaw	Mackinaw Township	50300	3337.3755703305405	80.09701368793299	98.03532066930852
957	cleon township-16380	8587582.750428401	447.6706887798325	Cleon	Cleon Township	16380	6928.281540927001	166.278756982248	62.85690326622545
958	alabaster township-00760			Alabaster	Alabaster Township	00760	29386.07903159652	705.2658967583166	
959	mason township-52120	6424589.321353161	334.91384132214023	Mason	Mason Township	52120	9609.344139390018	230.62425934536043	31.139227200964747
960	eureka township-26520			Eureka	Eureka Township	26520	198973.53568646105	4775.364856475066	
961	kalkaska township-42280	260128792.637632	13560.513960199756	Kalkaska	Kalkaska Township	42280	74738.43719902876	1793.7224927766904	86.77245937697285
962	olive township-60460			Olive	Olive Township	60460	348984.5070818005	8375.62816996321	
963	park township-62460			Park	Park Township	62460	395046.73963482166	9481.12175123572	
964	sheridan township-72980			Sheridan	Sheridan Township	72980	95852.7057000241	2300.4649368005785	
965	butman township-12180			Butman	Butman Township	12180	14678.994866608069	352.29587679859367	
966	grout township-35620			Grout	Grout Township	35620	46805.35200602196	1123.328448144527	
967	portage township-65600			Portage	Portage Township	65600	6476.7135975090805	155.44112634021795	
968	elba township-25120	38146720.909156	1988.5885609943023	Elba	Elba Township	25120	13429.633518943207	322.31120445463694	83.79196125449499
969	brooks township-11060			Brooks	Brooks Township	11060	41346.24044694751	992.3097707267401	
970	greenwood township-35200			Greenwood	Greenwood Township	35200	13915.932927029815	333.98239024871555	
971	lynn township-49800			Lynn	Lynn Township	49800	34297.45133594659	823.1388320627183	
972	marquette township-51920			Marquette	Marquette Township	51920	326555.37302587973	7837.328952621114	
973	lee township-46600			Lee	Lee Township	46600	32490.43322833611	779.7703974800667	
974	lyndon township-49780			Lyndon	Lyndon Township	49780	118882.96152212741	2853.191076531058	
975	littlefield township-48020	32237261.5678	1680.5284455294138	Littlefield	Littlefield Township	48020	18881.373687555802	453.1529685013393	73.03509085449707
976	hendricks township-37660			Hendricks	Hendricks Township	37660	1478.643732932027	35.48744959036865	
977	mikado township-53880			Mikado	Mikado Township	53880	9419.698847142512	226.07277233142028	
978	secord township-72240			Secord	Secord Township	72240	8834.138202583861	212.01931686201266	
979	james township-41480			James	James Township	41480	43973.29663254999	1055.3591191811997	
980	vienna township-82380			Vienna	Vienna Township	82380	291272.4396604371	6990.53855185049	
981	richland township-68320	11414983.5440688	595.0630921523066	Richland	Richland Township	68320	10365.602176906714	248.77445224576113	58.19360072459556
982	maple grove township-51000	22070183.9105488	1150.5186872569088	Maple Grove	Maple Grove Township	51000	9276.212834298582	222.62910802316597	80.64967475200572
983	mueller township-56060			Mueller	Mueller Township	56060	2485.4722642119677	59.65133434108723	
984	eaton township-24520			Eaton	Eaton Township	24520	88699.35086505668	2128.7844207613603	
985	rogers township-69240			Rogers	Rogers Township	69240	52796.10408786876	1267.1064981088502	
986	richmond township-68440			Richmond	Richmond Township	68440	49554.644407877604	1189.3114657890624	
987	vernon township-82000			Vernon	Vernon Township	82000	26883.265627429602	645.1983750583105	
988	billings township-08360			Billings	Billings Township	08360	20272.52699577568	486.54064789861627	
989	royal oak township-70060			Royal Oak	Royal Oak Township	70060	78443.25823841523	1882.6381977219655	
990	berrien township-07820	28745780.389852	1498.5175317229846	Berrien	Berrien Township	07820	94109.64943611428	2258.6315864667426	50.724401860669886
991	wilson township-87700			Wilson	Wilson Township	87700	20853.94303720717	500.4946328929721	
992	ovid township-61880			Ovid	Ovid Township	61880	30654.848336146508	735.7163600675162	
993	maple ridge township-51220			Maple Ridge	Maple Ridge Township	51220	13543.278864317284	325.03869274361483	
994	ann arbor township-03020	16169775.1347344	842.9303777737042	Ann Arbor	Ann Arbor Township	03020	257526.72381642615	6180.641371594228	633.2327241448052
995	tuscola township-80940			Tuscola	Tuscola Township	80940	45551.084251917986	1093.2260220460316	
996	tecumseh township-79140			Tecumseh	Tecumseh Township	79140	80074.71811245129	1921.793234698831	
997	pentwater township-63560	81837418.93008	4266.18464882507	Pentwater	Pentwater Township	63560	19228.17618383737	461.47622841209693	89.18292886035324
998	rush township-70260			Rush	Rush Township	70260	53814.87114476508	1291.5569074743619	
999	plymouth township-65080			Plymouth	Plymouth Township	65080	767274.0371351875	18414.576891244502	
1000	humboldt township-39940			Humboldt	Humboldt Township	39940	9267.367301358381	222.41681523260112	
1001	mentor township-53120			Mentor	Mentor Township	53120	10841.25416002863	260.19009984068714	
1002	baltimore township-05020			Baltimore	Baltimore Township	05020	20503.84950998241	492.0923882395779	
1003	georgetown township-31880			Georgetown	Georgetown Township	31880	748996.3799563143	17975.913118951543	
1004	rose lake township-69760			Rose Lake	Rose Lake Township	69760	11353.580575233307	272.48593380559936	
1005	lakefield township-44560			Lakefield	Lakefield Township	44560	7786.194877917917	186.86867707003	
1006	novesta township-59420			Novesta	Novesta Township	59420	13968.087825370592	335.23410780889424	
1007	ashland township-03700			Ashland	Ashland Township	03700	50465.16189949996	1211.1638855879992	
1008	elk rapids township-25340	155079962.929548	8084.318467517337	Elk Rapids	Elk Rapids Township	25340	12876.418489730306	309.0340437535273	96.17736430108214
1009	nunda township-59500			Nunda	Nunda Township	59500	8659.299507773307	207.82318818655935	
1010	foster township-29860			Foster	Foster Township	29860	10007.158622430481	240.17180693833154	
1011	roscommon township-69560			Roscommon	Roscommon Township	69560	83142.3260626464	1995.4158255035136	
1012	echo township-24640			Echo	Echo Township	24640	21397.87877952337	513.5490907085609	
1013	rollin township-69340	29373408.626199998	1531.2357916838057	Rollin	Rollin Township	69340	26277.626373319697	630.6630329596727	58.81346057969482
1014	escanaba township-26380			Escanaba	Escanaba Township	26380	97193.97920420989	2332.655500901037	
1015	texas township-79300			Texas	Texas Township	79300	596778.7150774442	14322.689161858661	
1016	martin township-52000	18924246.184636	986.5209536050746	Martin	Martin Township	52000	45090.21532392877	1082.1651677742905	9.695102148585914
1017	clayton township-16240			Clayton	Clayton Township	16240	30813.898688999245	739.5335685359819	
1018	salem township-71130			Salem	Salem Township	71130	450321.3615145264	10807.712676348634	
1019	north plains township-58720	10168851.8516468	530.1022470263476	North Plains	North Plains Township	58720	27380.737173532063	657.1376921647695	23.964328740547266
1020	hope township-39160			Hope	Hope Township	39160	20944.590806754837	502.6701793621161	
1021	addison township-00400	16493172.547911601	859.7890849226317	Addison	Addison Township	00400	120510.65734785926	2892.2557763486225	236.39131120266347
1022	dafter township-19540			Dafter	Dafter Township	19540	42594.243710067574	1022.2618490416218	
1023	springvale township-75900			Springvale	Springvale Township	75900	20102.478739599836	482.4594897503961	
1024	hope township-39120			Hope	Hope Township	39120	23012.362500791118	552.2967000189868	
1025	clyde township-16760			Clyde	Clyde Township	16760	107701.15626871891	2584.8277504492544	
1026	slagle township-74220			Slagle	Slagle Township	74220	5844.611687861143	140.27068050866743	
1027	clay township-16180			Clay	Clay Township	16180	181095.43166228564	4346.290359894855	
1028	wells township-85240			Wells	Wells Township	85240	100569.685277089	2413.672446650136	
1029	dayton township-19960			Dayton	Dayton Township	19960	47702.72129319328	1144.8653110366388	
1030	kimball township-43160			Kimball	Kimball Township	43160	192929.1901458003	4630.300563499207	
1031	mottville township-55780			Mottville	Mottville Township	55780	22589.238110898194	542.1417146615566	
1032	powell township-66120			Powell	Powell Township	66120	7233.64036623676	173.60736878968225	
1033	pleasant plains township-64880			Pleasant Plains	Pleasant Plains Township	64880	14350.47351113918	344.41136426734033	
1034	boon township-09580	9693522.791531159	505.32334312251925	Boon	Boon Township	09580	5748.607588291383	137.9665821189932	72.6973661524395
1035	albee township-00920			Albee	Albee Township	00920	49693.1338138711	1192.6352115329064	
1036	homer township-38940	134240718.06706	6997.9686328358375	Homer	Homer Township	38940	27504.702185970247	660.1128524632859	90.56707900395683
1037	ingallston township-40600			Ingallston	Ingallston Township	40600	8526.401441234793	204.63363458963505	
1038	hadley township-35840			Hadley	Hadley Township	35840	75592.28803707159	1814.214912889718	
1039	columbia township-17420	17114925.4051208	892.2010613689473	Columbia	Columbia Township	17420	11068.188171501817	265.6365161160436	70.22683253610295
1040	scipio township-71980			Scipio	Scipio Township	71980	21293.14386635602	511.03545279254445	
1041	huron township-40040			Huron	Huron Township	40040	431451.357493834	10354.832579852015	
1042	assyria township-03860			Assyria	Assyria Township	03860	28097.590955920798	674.3421829420992	
1043	coldwater township-17040			Coldwater	Coldwater Township	17040	149826.8490045117	3595.8443761082804	
