	state	city	municipality	graced_emissions_2019(kgC/hr)	graced_emissions_2019(metric tonnes/year)
559	Jalisco	Cuquío	Cuquío, Jalisco	71988.53197147707	1727.7247673154498
560	Jalisco	Degollado	Degollado, Jalisco	122716.60825410792	2945.19859809859
561	Jalisco	Ejutla	Ejutla, Jalisco	28176.491898914086	676.235805573938
562	Jalisco	ElArenal	ElArenal, Jalisco	50829.17621037295	1219.900229048951
563	Jalisco	ElGrullo	ElGrullo, Jalisco	46715.475996285175	1121.1714239108442
564	Jalisco	ElLimón	ElLimón, Jalisco	14021.26168742784	336.5102804982681
565	Jalisco	ElSalto	ElSalto, Jalisco	293426.7498479642	7042.241996351141
566	Jalisco	EncarnacióndeDíaz	EncarnacióndeDíaz, Jalisco	211683.55191499295	5080.405245959831
567	Jalisco	Etzatlán	Etzatlán, Jalisco	67320.2596498643	1615.6862315967433
568	Jalisco	GómezFarías	GómezFarías, Jalisco	62030.74820014129	1488.737956803391
569	Jalisco	Guachinango	Guachinango, Jalisco	38279.295776861494	918.703098644676
570	Jalisco	Guadalajara	Guadalajara, Jalisco	2312518.859925868	55500.452638220835
571	Jalisco	Hostotipaquillo	Hostotipaquillo, Jalisco	86385.4938971709	2073.251853532102
572	Jalisco	Huejúcar	Huejúcar, Jalisco	37733.53817504792	905.60491620115
573	Jalisco	HuejuquillaelAlto	HuejuquillaelAlto, Jalisco	59465.52269218482	1427.1725446124356
574	Jalisco	IxtlahuacándelosMembrillos	IxtlahuacándelosMembrillos, Jalisco	178022.81760433147	4272.547622503955
575	Jalisco	IxtlahuacándelRío	IxtlahuacándelRío, Jalisco	257141.82347139265	6171.403763313424
576	Jalisco	Jalostotitlán	Jalostotitlán, Jalisco	103806.94708434293	2491.36673002423
577	Jalisco	Jamay	Jamay, Jalisco	89355.12879170525	2144.5230910009263
578	Jalisco	JesúsMaría	JesúsMaría, Jalisco	51154.21226068231	1227.7010942563754
579	Jalisco	JilotlándelosDolores	JilotlándelosDolores, Jalisco	53198.37391708256	1276.7609740099813
580	Jalisco	Jocotepec	Jocotepec, Jalisco	109163.68909518677	2619.9285382844823
581	Jalisco	Juanacatlán	Juanacatlán, Jalisco	82914.63389669385	1989.9512135206523
582	Jalisco	Juchitlán	Juchitlán, Jalisco	23127.413554112034	555.0579252986888
583	Jalisco	LaBarca	LaBarca, Jalisco	160623.1250200156	3854.955000480374
584	Jalisco	LaHuerta	LaHuerta, Jalisco	122690.04969365547	2944.5611926477313
585	Jalisco	LaManzanilladelaPaz	LaManzanilladelaPaz, Jalisco	21971.459646054474	527.3150315053074
586	Jalisco	LagosdeMoreno	LagosdeMoreno, Jalisco	515849.4078107685	12380.385787458445
587	Jalisco	Magdalena	Magdalena, Jalisco	45233.64319893962	1085.607436774551
588	Jalisco	Mascota	Mascota, Jalisco	55735.228608818215	1337.6454866116374
589	Jalisco	Mazamitla	Mazamitla, Jalisco	58120.61569080358	1394.894776579286
590	Jalisco	Mexticacán	Mexticacán, Jalisco	40070.908225279105	961.7017974066986
591	Jalisco	Mezquitic	Mezquitic, Jalisco	111109.61528576139	2666.630766858273
592	Jalisco	Mixtlán	Mixtlán, Jalisco	23855.85482466159	572.5405157918781
593	Jalisco	Ocotlán	Ocotlán, Jalisco	194977.144070295	4679.45145768708
594	Jalisco	OjuelosdeJalisco	OjuelosdeJalisco, Jalisco	107568.75551475618	2581.6501323541484
595	Jalisco	Pihuamo	Pihuamo, Jalisco	36554.746405588434	877.3139137341224
596	Jalisco	Poncitlán	Poncitlán, Jalisco	171145.43811456958	4107.49051474967
597	Jalisco	PuertoVallarta	PuertoVallarta, Jalisco	160035.72848746635	3840.8574836991925
598	Jalisco	Quitupan	Quitupan, Jalisco	66687.32337706152	1600.4957610494764
599	Jalisco	SanCristóbaldelaBarranca	SanCristóbaldelaBarranca, Jalisco	18226.677448208728	437.4402587570095
600	Jalisco	SanDiegodeAlejandría	SanDiegodeAlejandría, Jalisco	40742.48975528874	977.8197541269298
601	Jalisco	SanGabriel	SanGabriel, Jalisco	101859.31569350255	2444.6235766440614
602	Jalisco	SanIgnacioCerroGordo	SanIgnacioCerroGordo, Jalisco	60182.40521825808	1444.3777252381938
603	Jalisco	SanJuandelosLagos	SanJuandelosLagos, Jalisco	196511.6270875936	4716.279050102247
604	Jalisco	SanJuanitodeEscobedo	SanJuanitodeEscobedo, Jalisco	51383.842548747096	1233.2122211699304
605	Jalisco	SanJulián	SanJulián, Jalisco	40341.95591572185	968.2069419773243
606	Jalisco	SanMarcos	SanMarcos, Jalisco	14417.21650537528	346.0131961290067
607	Jalisco	SanMartíndeBolaños	SanMartíndeBolaños, Jalisco	24462.882731210277	587.1091855490466
608	Jalisco	SanMartínHidalgo	SanMartínHidalgo, Jalisco	122167.02668373454	2932.0086404096287
609	Jalisco	SanMiguelelAlto	SanMiguelelAlto, Jalisco	87228.40137242636	2093.481632938233
610	Jalisco	SanPedroTlaquepaque	SanPedroTlaquepaque, Jalisco	1170181.97351027	28084.367364246482
611	Jalisco	SanSebastiándelOeste	SanSebastiándelOeste, Jalisco	33623.70111504301	806.9688267610322
612	Jalisco	SantaMaríadelosÁngeles	SantaMaríadelosÁngeles, Jalisco	28156.5670877737	675.7576101065688
613	Jalisco	SantaMaríadelOro	SantaMaríadelOro, Jalisco	17066.032123605604	409.5847709665345
614	Jalisco	Sayula	Sayula, Jalisco	50495.19836937978	1211.8847608651147
615	Jalisco	Tala	Tala, Jalisco	186999.80948148764	4487.995427555704
616	Jalisco	TalpadeAllende	TalpadeAllende, Jalisco	57272.901310201385	1374.5496314448333
617	Jalisco	TamazuladeGordiano	TamazuladeGordiano, Jalisco	159501.3892982753	3828.033343158607
618	Jalisco	Tapalpa	Tapalpa, Jalisco	100670.07708454081	2416.0818500289797
619	Jalisco	Tecalitlán	Tecalitlán, Jalisco	46685.858820976486	1120.4606117034357
620	Jalisco	TechalutadeMontenegro	TechalutadeMontenegro, Jalisco	25338.157560900556	608.1157814616133
621	Jalisco	Tecolotlán	Tecolotlán, Jalisco	77175.88056948411	1852.2211336676187
622	Jalisco	Tenamaxtlán	Tenamaxtlán, Jalisco	38336.19648374372	920.0687156098492
623	Jalisco	Teocaltiche	Teocaltiche, Jalisco	148720.57382986942	3569.2937719168663
624	Jalisco	TeocuitatlándeCorona	TeocuitatlándeCorona, Jalisco	60897.49695179268	1461.5399268430244
625	Jalisco	TepatitlándeMorelos	TepatitlándeMorelos, Jalisco	372464.1108910744	8939.138661385787
626	Jalisco	Tequila	Tequila, Jalisco	140431.20067903658	3370.3488162968783
627	Jalisco	Teuchitlán	Teuchitlán, Jalisco	86180.25824932233	2068.326197983736
628	Jalisco	TizapánelAlto	TizapánelAlto, Jalisco	52073.576439602504	1249.76583455046
629	Jalisco	TlajomulcodeZúñiga	TlajomulcodeZúñiga, Jalisco	1730378.1381188103	41529.07531485145
630	Jalisco	Tolimán	Tolimán, Jalisco	52044.986943797485	1249.0796866511396
631	Jalisco	Tomatlán	Tomatlán, Jalisco	160741.9791446938	3857.8074994726508
632	Jalisco	Tonalá	Tonalá, Jalisco	1276888.8767626486	30645.333042303566
633	Jalisco	Tonaya	Tonaya, Jalisco	25383.02898535086	609.1926956484206
634	Jalisco	Tonila	Tonila, Jalisco	38672.43460877866	928.1384306106879
635	Jalisco	Totatiche	Totatiche, Jalisco	38967.09321349067	935.210237123776
636	Jalisco	Tototlán	Tototlán, Jalisco	82523.83344745336	1980.5720027388807
637	Jalisco	Tuxcacuesco	Tuxcacuesco, Jalisco	38888.2218916702	933.3173254000848
638	Jalisco	Tuxcueca	Tuxcueca, Jalisco	34338.62649167036	824.1270358000886
639	Jalisco	Tuxpan	Tuxpan, Jalisco	128731.14519370112	3089.5474846488264
640	Jalisco	UnióndeSanAntonio	UnióndeSanAntonio, Jalisco	160180.91424174648	3844.3419418019153
641	Jalisco	UnióndeTula	UnióndeTula, Jalisco	59781.85560617166	1434.7645345481199
642	Jalisco	ValledeGuadalupe	ValledeGuadalupe, Jalisco	55369.35110760352	1328.8644265824846
643	Jalisco	ValledeJuárez	ValledeJuárez, Jalisco	28309.269522832317	679.4224685479757
644	Jalisco	VillaCorona	VillaCorona, Jalisco	72967.72125180448	1751.2253100433074
645	Jalisco	VillaGuerrero	VillaGuerrero, Jalisco	31423.694163279193	754.1686599187005
646	Jalisco	VillaHidalgo	VillaHidalgo, Jalisco	62119.17698541844	1490.8602476500425
647	Jalisco	VillaPurificación	VillaPurificación, Jalisco	57508.642534697006	1380.207420832728
648	Jalisco	YahualicadeGonzálezGallo	YahualicadeGonzálezGallo, Jalisco	66129.2656251069	1587.1023750025656
649	Jalisco	ZacoalcodeTorres	ZacoalcodeTorres, Jalisco	123211.41946793371	2957.074067230409
650	Jalisco	Zapopan	Zapopan, Jalisco	2905621.9114712114	69734.92587530908
651	Jalisco	Zapotiltic	Zapotiltic, Jalisco	115401.73762427969	2769.6417029827126
652	Jalisco	ZapotitlándeVadillo	ZapotitlándeVadillo, Jalisco	29191.264911238493	700.5903578697238
653	Jalisco	ZapotlándelRey	ZapotlándelRey, Jalisco	100221.92688886427	2405.3262453327425
654	Jalisco	ZapotlánelGrande	ZapotlánelGrande, Jalisco	150383.41308714126	3609.2019140913903
655	Jalisco	Zapotlanejo	Zapotlanejo, Jalisco	319788.582579232	7674.925981901568
656	México	AcambaydeRuízCastañeda	AcambaydeRuízCastañeda, México	281885.0211866817	6765.24050848036
657	México	Acolman	Acolman, México	451770.8156996321	10842.499576791171
658	México	Aculco	Aculco, México	218065.44367111573	5233.570648106778
659	México	AlmoloyadeAlquisiras	AlmoloyadeAlquisiras, México	73659.27714205887	1767.8226514094126
660	México	AlmoloyadeJuárez	AlmoloyadeJuárez, México	616934.8789963676	14806.437095912821
661	México	AlmoloyadelRío	AlmoloyadelRío, México	20488.386024920437	491.7212645980905
662	México	Amanalco	Amanalco, México	148599.14000187986	3566.3793600451163
663	México	Amatepec	Amatepec, México	130454.4327601543	3130.9063862437033
664	México	Amecameca	Amecameca, México	101616.22308875687	2438.7893541301646
665	México	Apaxco	Apaxco, México	57437.0380476711	1378.4889131441066
666	México	Atenco	Atenco, México	497664.0937120551	11943.938249089322
667	México	Atizapán	Atizapán, México	20955.359933013257	502.92863839231813
668	México	AtizapándeZaragoza	AtizapándeZaragoza, México	904448.4466445162	21706.76271946839
669	México	Atlacomulco	Atlacomulco, México	247111.89468335366	5930.685472400488
670	México	Atlautla	Atlautla, México	108800.04892370074	2611.2011741688175
671	México	Axapusco	Axapusco, México	158778.17516075325	3810.6762038580778
672	México	Ayapango	Ayapango, México	42784.87722256845	1026.8370533416428
673	México	Calimaya	Calimaya, México	190311.9687455459	4567.487249893101
674	México	Capulhuac	Capulhuac, México	43025.30871652815	1032.6074091966755
675	México	Chalco	Chalco, México	756641.8592075346	18159.40462098083
676	México	ChapadeMota	ChapadeMota, México	164724.79885351707	3953.39517248441
677	México	Chapultepec	Chapultepec, México	45977.38280571862	1103.4571873372468
678	México	Chiautla	Chiautla, México	61845.65862590586	1484.2958070217405
679	México	Chicoloapan	Chicoloapan, México	231986.89778069739	5567.685546736738
680	México	Chiconcuac	Chiconcuac, México	21925.545399342547	526.2130895842212
681	México	Chimalhuacán	Chimalhuacán, México	777791.5050815293	18666.9961219567
682	México	CoacalcodeBerriozábal	CoacalcodeBerriozábal, México	516119.25507705833	12386.862121849399
683	México	CoatepecHarinas	CoatepecHarinas, México	156071.78267337123	3745.722784160909
684	México	Cocotitlán	Cocotitlán, México	58148.148222379146	1395.5555573370993
685	México	Coyotepec	Coyotepec, México	107965.64138557797	2591.1753932538713
686	México	Cuautitlán	Cuautitlán, México	323768.5197182251	7770.444473237403
687	México	CuautitlánIzcalli	CuautitlánIzcalli, México	1223407.9188724696	29361.79005293927
688	México	DonatoGuerra	DonatoGuerra, México	141169.93527509295	3388.078446602231
689	México	EcatepecdeMorelos	EcatepecdeMorelos, México	2718326.8284337	65239.8438824088
690	México	Ecatzingo	Ecatzingo, México	48316.334450385046	1159.5920268092411
691	México	ElOro	ElOro, México	129797.03964425207	3115.12895146205
692	México	Huehuetoca	Huehuetoca, México	239926.55184118607	5758.237244188465
693	México	Hueypoxtla	Hueypoxtla, México	158813.7229761725	3811.5293514281398
694	México	Huixquilucan	Huixquilucan, México	810009.6036325046	19440.23048718011
695	México	IsidroFabela	IsidroFabela, México	52215.629710694906	1253.175113056678
696	México	Ixtapaluca	Ixtapaluca, México	882619.0022531148	21182.856054074757
697	México	IxtapandelaSal	IxtapandelaSal, México	103409.00370642773	2481.816088954265
698	México	IxtapandelOro	IxtapandelOro, México	26297.15199590931	631.1316479018234
699	México	Ixtlahuaca	Ixtlahuaca, México	430919.78519081825	10342.074844579636
700	México	Jaltenco	Jaltenco, México	19768.285292368506	474.43884701684414
701	México	Jilotepec	Jilotepec, México	334701.741887123	8032.841805290951
702	México	Jilotzingo	Jilotzingo, México	124422.57710875757	2986.141850610182
703	México	Jiquipilco	Jiquipilco, México	260290.33617777098	6246.968068266504
704	México	Jocotitlán	Jocotitlán, México	322466.5068459578	7739.196164302986
705	México	Joquicingo	Joquicingo, México	45002.53345699134	1080.0608029677921
706	México	Juchitepec	Juchitepec, México	73944.52303038773	1774.6685527293055
707	México	LaPaz	LaPaz, México	632681.0948922207	15184.346277413297
708	México	Lerma	Lerma, México	514693.25856234424	12352.638205496263
709	México	Luvianos	Luvianos, México	90529.69847014778	2172.7127632835463
710	México	Malinalco	Malinalco, México	117891.70305875938	2829.400873410225
711	México	MelchorOcampo	MelchorOcampo, México	73412.36411487737	1761.8967387570572
712	México	Metepec	Metepec, México	407706.6511401881	9784.959627364515
713	México	Mexicaltzingo	Mexicaltzingo, México	58468.46445774425	1403.243146985862
714	México	Morelos	Morelos, México	174841.97834787643	4196.207480349034
715	México	NaucalpandeJuárez	NaucalpandeJuárez, México	1667913.644020996	40029.92745650391
716	México	Nextlalpan	Nextlalpan, México	162297.9497387623	3895.1507937302954
717	México	Nezahualcóyotl	Nezahualcóyotl, México	1365548.4804615807	32773.16353107794
718	México	NicolásRomero	NicolásRomero, México	740866.3147746781	17780.791554592273
719	México	Nopaltepec	Nopaltepec, México	52121.624730329175	1250.9189935279003
720	México	Ocoyoacac	Ocoyoacac, México	153677.65282959372	3688.263667910249
721	México	Ocuilan	Ocuilan, México	147662.81428104453	3543.907542745069
722	México	Otumba	Otumba, México	73811.95349108349	1771.4868837860038
723	México	Otzoloapan	Otzoloapan, México	44623.058435920306	1070.9534024620873
724	México	Otzolotepec	Otzolotepec, México	265093.040589465	6362.232974147159
725	México	Ozumba	Ozumba, México	46812.894027456365	1123.5094566589528
726	México	Papalotla	Papalotla, México	9200.245861387613	220.80590067330272
727	México	Polotitlán	Polotitlán, México	76113.19348492814	1826.7166436382754
728	México	Rayón	Rayón, México	50652.20089043527	1215.6528213704466
729	México	SanAntoniolaIsla	SanAntoniolaIsla, México	56689.55803917585	1360.5493929402205
730	México	SanFelipedelProgreso	SanFelipedelProgreso, México	541062.6293234641	12985.50310376314
731	México	SanJosédelRincón	SanJosédelRincón, México	554144.1798815202	13299.460317156487
732	México	SanMartíndelasPirámides	SanMartíndelasPirámides, México	64113.36130661613	1538.720671358787
733	México	SanMateoAtenco	SanMateoAtenco, México	88696.82043037226	2128.723690328934
734	México	SanSimóndeGuerrero	SanSimóndeGuerrero, México	66229.85623210197	1589.5165495704473
735	México	SantoTomás	SantoTomás, México	40303.77503402082	967.2906008164997
736	México	SoyaniquilpandeJuárez	SoyaniquilpandeJuárez, México	70163.30273606296	1683.9192656655111
737	México	Sultepec	Sultepec, México	133682.58719212748	3208.3820926110598
738	México	Tecámac	Tecámac, México	1075202.6086877505	25804.862608506013
739	México	Tejupilco	Tejupilco, México	261984.65894832296	6287.631814759751
740	México	Temamatla	Temamatla, México	47212.91805946728	1133.1100334272146
741	México	Temascalapa	Temascalapa, México	221881.81157991386	5325.163477917933
742	México	Temascalcingo	Temascalcingo, México	328183.94472102204	7876.414673304529
743	México	Temascaltepec	Temascaltepec, México	202960.684915333	4871.056437967992
744	México	Temoaya	Temoaya, México	259427.27204749617	6226.254529139908
745	México	Tenancingo	Tenancingo, México	222703.9864544239	5344.895674906174
746	México	TenangodelAire	TenangodelAire, México	26883.75986883408	645.2102368520179
747	México	TenangodelValle	TenangodelValle, México	180257.27308415674	4326.174554019763
748	México	Teoloyucan	Teoloyucan, México	101013.20616055201	2424.3169478532486
749	México	Teotihuacán	Teotihuacán, México	162247.1278403652	3893.931068168765
750	México	Tepetlaoxtoc	Tepetlaoxtoc, México	186065.0288038828	4465.560691293187
751	México	Tepetlixpa	Tepetlixpa, México	40570.158723500186	973.6838093640046
752	México	Tepotzotlán	Tepotzotlán, México	493980.9724282211	11855.543338277306
753	México	Tequixquiac	Tequixquiac, México	157187.32196021933	3772.495727045264
754	México	Texcaltitlán	Texcaltitlán, México	80122.49553603822	1922.9398928649173
755	México	Texcalyacac	Texcalyacac, México	58051.0185990348	1393.2244463768352
756	México	Texcoco	Texcoco, México	1707064.6202456774	40969.55088589626
757	México	Tezoyuca	Tezoyuca, México	82602.28979684069	1982.4549551241766
758	México	Tianguistenco	Tianguistenco, México	264669.16655188694	6352.0599972452865
759	México	Timilpan	Timilpan, México	110229.49771762032	2645.507945222888
760	México	Tlalmanalco	Tlalmanalco, México	89435.10101167926	2146.442424280302
761	México	TlalnepantladeBaz	TlalnepantladeBaz, México	1312959.552294262	31511.02925506229
762	México	Tlatlaya	Tlatlaya, México	168854.04382293797	4052.4970517505108
763	México	Toluca	Toluca, México	1689943.4863301634	40558.64367192392
764	México	Tonanitla	Tonanitla, México	143274.72030498035	3438.5932873195284
765	México	Tonatico	Tonatico, México	49764.583325148444	1194.3499998035627
766	México	Tultepec	Tultepec, México	324905.162480926	7797.723899542225
767	México	Tultitlán	Tultitlán, México	949795.2122595254	22795.08509422861
768	México	ValledeBravo	ValledeBravo, México	219145.6306962807	5259.495136710737
769	México	ValledeChalcoSolidaridad	ValledeChalcoSolidaridad, México	542332.6641097718	13015.983938634525
770	México	VilladeAllende	VilladeAllende, México	215662.48604596016	5175.899665103045
771	México	VilladelCarbón	VilladelCarbón, México	140051.30647299273	3361.231355351825
772	México	VillaGuerrero	VillaGuerrero, México	222804.31805527653	5347.303633326636
773	México	VillaVictoria	VillaVictoria, México	491809.0095716934	11803.41622972064
774	México	Xalatlaco	Xalatlaco, México	68653.65882016746	1647.687811684019
775	México	Xonacatlán	Xonacatlán, México	72827.31974213218	1747.8556738111724
776	México	Zacazonapan	Zacazonapan, México	27757.997740707884	666.1919457769892
777	México	Zacualpan	Zacualpan, México	85082.0893489536	2041.9701443748863
778	México	Zinacantepec	Zinacantepec, México	440234.1913500285	10565.620592400684
779	México	Zumpahuacán	Zumpahuacán, México	69915.5205953422	1677.9724942882126
780	México	Zumpango	Zumpango, México	382838.5561620712	9188.125347889709
781	Michoacán	Acuitzio	Acuitzio, Michoacán	42304.41880809668	1015.3060513943203
782	Michoacán	Aguililla	Aguililla, Michoacán	64314.89001733168	1543.5573604159601
783	Michoacán	ÁlvaroObregón	ÁlvaroObregón, Michoacán	98333.04584907625	2359.99310037783
784	Michoacán	Angamacutiro	Angamacutiro, Michoacán	82699.18653772151	1984.7804769053164
785	Michoacán	Angangueo	Angangueo, Michoacán	25339.649660246163	608.151591845908
786	Michoacán	Apatzingán	Apatzingán, Michoacán	369104.0584442769	8858.497402662646
787	Michoacán	Aporo	Aporo, Michoacán	23300.196021784905	559.2047045228377
788	Michoacán	Aquila	Aquila, Michoacán	113263.63260224351	2718.327182453844
789	Michoacán	Ario	Ario, Michoacán	142273.33578996034	3414.560058959048
790	Michoacán	Arteaga	Arteaga, Michoacán	89642.61475592236	2151.422754142137
791	Michoacán	Briseñas	Briseñas, Michoacán	44322.386991762796	1063.7372878023073
792	Michoacán	Buenavista	Buenavista, Michoacán	173513.6456890476	4164.327496537142
793	Michoacán	Carácuaro	Carácuaro, Michoacán	39862.04367945653	956.6890483069568
794	Michoacán	Charapan	Charapan, Michoacán	70128.51104283523	1683.0842650280456
795	Michoacán	Charo	Charo, Michoacán	101952.07241470361	2446.8497379528867
796	Michoacán	Chavinda	Chavinda, Michoacán	62118.25909534337	1490.838218288241
797	Michoacán	Cherán	Cherán, Michoacán	46322.94804254522	1111.750753021085
798	Michoacán	Chilchota	Chilchota, Michoacán	99734.58924278797	2393.6301418269113
799	Michoacán	Chinicuila	Chinicuila, Michoacán	30232.341342768108	725.5761922264346
800	Michoacán	Chucándiro	Chucándiro, Michoacán	30241.455678839393	725.7949362921454
801	Michoacán	Churintzio	Churintzio, Michoacán	48775.74595607915	1170.6179029458995
802	Michoacán	Churumuco	Churumuco, Michoacán	63063.8414680405	1513.532195232972
803	Michoacán	Coahuayana	Coahuayana, Michoacán	51359.57611525902	1232.6298267662164
804	Michoacán	CoalcomándeVázquezPallares	CoalcomándeVázquezPallares, Michoacán	67916.63339301222	1629.9992014322934
805	Michoacán	Coeneo	Coeneo, Michoacán	112845.4454020795	2708.290689649908
806	Michoacán	CojumatlándeRégules	CojumatlándeRégules, Michoacán	46262.80727017355	1110.3073744841652
807	Michoacán	Contepec	Contepec, Michoacán	191158.30908904708	4587.79941813713
808	Michoacán	Copándaro	Copándaro, Michoacán	40596.51724731578	974.3164139355787
809	Michoacán	Cotija	Cotija, Michoacán	53083.75072672387	1274.0100174413728
810	Michoacán	Cuitzeo	Cuitzeo, Michoacán	109485.05285342016	2627.641268482084
811	Michoacán	Ecuandureo	Ecuandureo, Michoacán	81683.11345625587	1960.394722950141
812	Michoacán	EpitacioHuerta	EpitacioHuerta, Michoacán	104020.59131720447	2496.4941916129073
813	Michoacán	Erongarícuaro	Erongarícuaro, Michoacán	98442.99072987463	2362.631777516991
814	Michoacán	GabrielZamora	GabrielZamora, Michoacán	93240.04718265057	2237.761132383614
815	Michoacán	Hidalgo	Hidalgo, Michoacán	379893.25881365367	9117.438211527688
816	Michoacán	Huandacareo	Huandacareo, Michoacán	39423.55729129754	946.165374991141
817	Michoacán	Huaniqueo	Huaniqueo, Michoacán	49666.29208389693	1191.9910100135262
818	Michoacán	Huetamo	Huetamo, Michoacán	148927.35961841574	3574.2566308419778
819	Michoacán	Huiramba	Huiramba, Michoacán	43497.68645338203	1043.9444748811688
820	Michoacán	Indaparapeo	Indaparapeo, Michoacán	68922.55667333514	1654.1413601600434
821	Michoacán	Irimbo	Irimbo, Michoacán	67014.23902254959	1608.3417365411901
822	Michoacán	Ixtlán	Ixtlán, Michoacán	57166.061419014	1371.9854740563358
823	Michoacán	Jacona	Jacona, Michoacán	157155.55653513293	3771.7333568431904
824	Michoacán	Jiménez	Jiménez, Michoacán	58226.022752721205	1397.424546065309
825	Michoacán	Jiquilpan	Jiquilpan, Michoacán	106091.77717087121	2546.202652100909
826	Michoacán	JoséSixtoVerduzco	JoséSixtoVerduzco, Michoacán	117657.52155742298	2823.780517378151
827	Michoacán	Juárez	Juárez, Michoacán	62671.808279226905	1504.1233987014457
828	Michoacán	Jungapeo	Jungapeo, Michoacán	73306.51138922926	1759.3562733415022
829	Michoacán	LaHuacana	LaHuacana, Michoacán	163349.91731614288	3920.398015587429
830	Michoacán	LaPiedad	LaPiedad, Michoacán	224769.87757089696	5394.4770617015265
831	Michoacán	Lagunillas	Lagunillas, Michoacán	42867.47060273784	1028.8192944657083
832	Michoacán	LázaroCárdenas	LázaroCárdenas, Michoacán	425851.40551134356	10220.433732272246
833	Michoacán	LosReyes	LosReyes, Michoacán	179629.51288002174	4311.108309120522
834	Michoacán	Madero	Madero, Michoacán	74002.44736172746	1776.058736681459
835	Michoacán	Maravatío	Maravatío, Michoacán	363114.1625277398	8714.739900665756
836	Michoacán	MarcosCastellanos	MarcosCastellanos, Michoacán	47742.584192448776	1145.8220206187707
837	Michoacán	Morelia	Morelia, Michoacán	1530041.4160834078	36720.99398600179
838	Michoacán	Morelos	Morelos, Michoacán	33786.43908524429	810.8745380458629
839	Michoacán	Múgica	Múgica, Michoacán	113300.58323064142	2719.213997535394
840	Michoacán	Nahuatzen	Nahuatzen, Michoacán	79569.94014445809	1909.678563466994
841	Michoacán	Nocupétaro	Nocupétaro, Michoacán	57745.89703417278	1385.9015288201467
842	Michoacán	NuevoParangaricutiro	NuevoParangaricutiro, Michoacán	42925.19672561923	1030.2047214148615
843	Michoacán	NuevoUrecho	NuevoUrecho, Michoacán	46369.59827911983	1112.870358698876
844	Michoacán	Numarán	Numarán, Michoacán	34655.20420030186	831.7249008072446
845	Michoacán	Ocampo	Ocampo, Michoacán	67041.8139287059	1609.0035342889416
846	Michoacán	Pajacuarán	Pajacuarán, Michoacán	81060.77987533977	1945.4587170081543
847	Michoacán	Panindícuaro	Panindícuaro, Michoacán	77492.52463341803	1859.8205912020328
848	Michoacán	Paracho	Paracho, Michoacán	125423.47194178743	3010.1633266028985
849	Michoacán	Parácuaro	Parácuaro, Michoacán	95368.10155153424	2288.834437236822
850	Michoacán	Pátzcuaro	Pátzcuaro, Michoacán	303109.9538957319	7274.638893497566
851	Michoacán	Penjamillo	Penjamillo, Michoacán	95026.08139271855	2280.6259534252454
852	Michoacán	Peribán	Peribán, Michoacán	161534.73134435384	3876.833552264492
853	Michoacán	Purépero	Purépero, Michoacán	42343.67802932674	1016.2482727038416
854	Michoacán	Puruándiro	Puruándiro, Michoacán	271881.2781870211	6525.150676488505
855	Michoacán	Queréndaro	Queréndaro, Michoacán	54923.47339704198	1318.1633615290075
856	Michoacán	Quiroga	Quiroga, Michoacán	67762.2867923346	1626.2948830160306
857	Michoacán	Sahuayo	Sahuayo, Michoacán	136447.76411957253	3274.7463388697406
858	Michoacán	SalvadorEscalante	SalvadorEscalante, Michoacán	147238.94661269014	3533.7347187045634
859	Michoacán	SanLucas	SanLucas, Michoacán	88761.40612880167	2130.2737470912402
860	Michoacán	SantaAnaMaya	SantaAnaMaya, Michoacán	38591.78215693757	926.2027717665015
861	Michoacán	Senguio	Senguio, Michoacán	122527.87157531879	2940.668917807651
862	Michoacán	Susupuato	Susupuato, Michoacán	57052.016040965274	1369.2483849831665
863	Michoacán	Tacámbaro	Tacámbaro, Michoacán	285293.42479090014	6847.042194981603
864	Michoacán	Tancítaro	Tancítaro, Michoacán	144356.5314461088	3464.5567547066107
865	Michoacán	Tangamandapio	Tangamandapio, Michoacán	133065.09733412156	3193.562336018917
866	Michoacán	Tangancícuaro	Tangancícuaro, Michoacán	191909.05967622262	4605.817432229343
867	Michoacán	Tanhuato	Tanhuato, Michoacán	71171.91990437907	1708.126077705098
868	Michoacán	Taretan	Taretan, Michoacán	47291.20154034077	1134.9888369681785
869	Michoacán	Tarímbaro	Tarímbaro, Michoacán	427704.1018821231	10264.898445170953
870	Michoacán	Tepalcatepec	Tepalcatepec, Michoacán	94048.38475830288	2257.161234199269
871	Michoacán	Tingambato	Tingambato, Michoacán	61545.83417026434	1477.100020086344
872	Michoacán	Tingüindín	Tingüindín, Michoacán	53800.25997025821	1291.206239286197
873	Michoacán	TiquicheodeNicolásRomero	TiquicheodeNicolásRomero, Michoacán	87473.19357100685	2099.3566457041643
874	Michoacán	Tlalpujahua	Tlalpujahua, Michoacán	142340.3355636449	3416.168053527478
875	Michoacán	Tlazazalca	Tlazazalca, Michoacán	46370.609240458005	1112.8946217709922
876	Michoacán	Tocumbo	Tocumbo, Michoacán	67360.07847190562	1616.641883325735
877	Michoacán	Tumbiscatío	Tumbiscatío, Michoacán	37724.458665718455	905.3870079772429
878	Michoacán	Turicato	Turicato, Michoacán	146797.2340081115	3523.1336161946756
879	Michoacán	Tuxpan	Tuxpan, Michoacán	130715.79676098171	3137.179122263561
880	Michoacán	Tuzantla	Tuzantla, Michoacán	99282.6960926592	2382.7847062238206
