	municipality	res_com_non_electricity	res_com_non_electricity-adjusted (metric tonnes CO2/year)	state	city	graced_emissions_2019(kgC/hr)	graced_emissions_2019(metric tonnes/year)	absolute_percent_error_graced (percent error)
498	cuitzeo, michoacán			Michoacán	Cuitzeo	109485.05285342016	2627.641268482084	
499	ecuandureo, michoacán			Michoacán	Ecuandureo	81683.11345625587	1960.394722950141	
500	epitaciohuerta, michoacán			Michoacán	EpitacioHuerta	104020.59131720447	2496.4941916129073	
501	erongarícuaro, michoacán			Michoacán	Erongarícuaro	98442.99072987463	2362.631777516991	
502	hidalgo, michoacán	347500000.0	20304.425	Michoacán	Hidalgo	379893.25881365367	9117.438211527688	55.09629939519248
503	huandacareo, michoacán			Michoacán	Huandacareo	39423.55729129754	946.165374991141	
504	huaniqueo, michoacán			Michoacán	Huaniqueo	49666.29208389693	1191.9910100135262	
505	huiramba, michoacán			Michoacán	Huiramba	43497.68645338203	1043.9444748811688	
506	indaparapeo, michoacán			Michoacán	Indaparapeo	68922.55667333514	1654.1413601600434	
507	irimbo, michoacán			Michoacán	Irimbo	67014.23902254959	1608.3417365411901	
508	ixtlán, michoacán			Michoacán	Ixtlán	57166.061419014	1371.9854740563358	
509	jacona, michoacán	194460000.0	11362.2978	Michoacán	Jacona	157155.55653513293	3771.7333568431904	66.80483628194298
510	jiménez, michoacán			Michoacán	Jiménez	58226.022752721205	1397.424546065309	
511	jiquilpan, michoacán	113610000.0	6638.232300000001	Michoacán	Jiquilpan	106091.77717087121	2546.202652100909	61.643363217329586
512	josésixtoverduzco, michoacán			Michoacán	JoséSixtoVerduzco	117657.52155742298	2823.780517378151	
513	lapiedad, michoacán	363200000.0	21221.776	Michoacán	LaPiedad	224769.87757089696	5394.4770617015265	74.58046366288322
514	lagunillas, michoacán			Michoacán	Lagunillas	42867.47060273784	1028.8192944657083	
515	lázarocárdenas, michoacán	605700000.0	35391.051	Michoacán	LázaroCárdenas	425851.40551134356	10220.433732272246	71.12141786274658
516	madero, michoacán			Michoacán	Madero	74002.44736172746	1776.058736681459	
517	maravatío, michoacán	231000000.0	13497.33	Michoacán	Maravatío	363114.1625277398	8714.739900665756	35.43360130732703
518	marcoscastellanos, michoacán			Michoacán	MarcosCastellanos	47742.584192448776	1145.8220206187707	
519	morelia, michoacán	2560000000.0	149580.80000000002	Michoacán	Morelia	1530041.4160834078	36720.99398600179	75.45073031699137
520	morelos, michoacán			Michoacán	Morelos	33786.43908524429	810.8745380458629	
521	nahuatzen, michoacán			Michoacán	Nahuatzen	79569.94014445809	1909.678563466994	
522	numarán, michoacán			Michoacán	Numarán	34655.20420030186	831.7249008072446	
523	ocampo, michoacán			Michoacán	Ocampo	67041.8139287059	1609.0035342889416	
524	pajacuarán, michoacán			Michoacán	Pajacuarán	81060.77987533977	1945.4587170081543	
525	panindícuaro, michoacán			Michoacán	Panindícuaro	77492.52463341803	1859.8205912020328	
526	pátzcuaro, michoacán	273900000.0	16003.977	Michoacán	Pátzcuaro	303109.9538957319	7274.638893497566	54.54480537245483
527	penjamillo, michoacán			Michoacán	Penjamillo	95026.08139271855	2280.6259534252454	
528	purépero, michoacán			Michoacán	Purépero	42343.67802932674	1016.2482727038416	
529	puruándiro, michoacán	205340000.0	11998.0162	Michoacán	Puruándiro	271881.2781870211	6525.150676488505	45.614753574940956
530	queréndaro, michoacán			Michoacán	Queréndaro	54923.47339704198	1318.1633615290075	
531	quiroga, michoacán			Michoacán	Quiroga	67762.2867923346	1626.2948830160306	
532	sahuayo, michoacán	250900000.0	14660.087	Michoacán	Sahuayo	136447.76411957253	3274.7463388697406	77.6621629948735
533	santaanamaya, michoacán			Michoacán	SantaAnaMaya	38591.78215693757	926.2027717665015	
534	senguio, michoacán			Michoacán	Senguio	122527.87157531879	2940.668917807651	
535	tangancícuaro, michoacán			Michoacán	Tangancícuaro	191909.05967622262	4605.817432229343	
536	tanhuato, michoacán			Michoacán	Tanhuato	71171.91990437907	1708.126077705098	
537	tarímbaro, michoacán	218280000.0	12754.100400000001	Michoacán	Tarímbaro	427704.1018821231	10264.898445170953	19.516875959585892
538	tlalpujahua, michoacán			Michoacán	Tlalpujahua	142340.3355636449	3416.168053527478	
539	tlazazalca, michoacán			Michoacán	Tlazazalca	46370.609240458005	1112.8946217709922	
540	tzintzuntzan, michoacán			Michoacán	Tzintzuntzan	114225.41935731657	2741.4100645755975	
541	tzitzio, michoacán			Michoacán	Tzitzio	55346.84957939839	1328.3243899055612	
542	uruapan, michoacán	1072200000.0	62648.646	Michoacán	Uruapan	867725.4702856299	20825.411286855116	66.75840163113004
543	venustianocarranza, michoacán			Michoacán	VenustianoCarranza	123570.85182543498	2965.7004438104395	
544	villamar, michoacán			Michoacán	Villamar	107684.8130959001	2584.4355143016023	
545	vistahermosa, michoacán			Michoacán	VistaHermosa	79642.7837365316	1911.4268096767582	
546	yurécuaro, michoacán			Michoacán	Yurécuaro	70383.98500799961	1689.2156401919906	
547	zacapu, michoacán	245800000.0	14362.094000000001	Michoacán	Zacapu	177762.39696088343	4266.297527061202	70.29473886564729
548	zamora, michoacán	653200000.0	38166.476	Michoacán	Zamora	344201.9934407273	8260.847842577456	78.35574905428142
549	zináparo, michoacán			Michoacán	Zináparo	34853.10869329822	836.4746086391574	
550	zinapécuaro, michoacán	130660000.0	7634.4638	Michoacán	Zinapécuaro	186601.57149661108	4478.437715918666	41.33919770608296
551	zitácuaro, michoacán	440400000.0	25732.572	Michoacán	Zitácuaro	524181.42083039077	12580.354099929378	51.111167201127905
552	amacuzac, morelos			Morelos	Amacuzac	49437.43323949517	1186.498397747884	
553	atlatlahucan, morelos			Morelos	Atlatlahucan	92260.53413700408	2214.252819288098	
554	axochiapan, morelos	102310000.0	5977.973300000001	Morelos	Axochiapan	109234.25831060453	2621.6221994545085	56.145300959197854
555	ayala, morelos	239530000.0	13995.7379	Morelos	Ayala	248537.57697670447	5964.901847440908	57.38058336001771
556	coatlándelrío, morelos			Morelos	CoatlándelRío	47512.6790012494	1140.3042960299856	
557	cuautla, morelos	664600000.0	38832.578	Morelos	Cuautla	312657.43650291464	7503.7784760699515	80.67658944489868
558	cuernavaca, morelos	1469900000.0	85886.257	Morelos	Cuernavaca	735936.599831949	17662.478395966777	79.43503534451762
559	emilianozapata, morelos	261460000.0	15277.1078	Morelos	EmilianoZapata	165493.07815659052	3971.8338757581723	74.0014017852373
560	huitzilac, morelos			Morelos	Huitzilac	91154.59607823259	2187.710305877582	
561	jantetelco, morelos			Morelos	Jantetelco	56337.36391182642	1352.096733883834	
562	jiutepec, morelos	672800000.0	39311.704	Morelos	Jiutepec	174980.94090762513	4199.542581783003	89.31732243969124
563	jojutla, morelos	200800000.0	11732.744	Morelos	Jojutla	105432.31036398787	2530.3754487357087	78.43321691212466
564	jonacatepec, morelos			Morelos	Jonacatepec	39622.07481597374	950.9297955833698	
565	mazatepec, morelos			Morelos	Mazatepec	47830.90140564341	1147.9416337354419	
566	miacatlán, morelos			Morelos	Miacatlán	110401.71438848351	2649.641145323604	
567	ocuituco, morelos			Morelos	Ocuituco	71242.1593002124	1709.8118232050977	
568	puentedeixtla, morelos	182030000.0	10636.0129	Morelos	PuentedeIxtla	191385.70316345335	4593.25687592288	56.814109581205194
569	temixco, morelos	338300000.0	19766.869	Morelos	Temixco	273267.3172564046	6558.415614153711	66.8211712530006
570	temoac, morelos			Morelos	Temoac	25415.721814087796	609.977323538107	
571	tepalcingo, morelos			Morelos	Tepalcingo	118126.42225042533	2835.0341340102077	
572	tepoztlán, morelos	127160000.0	7429.9588	Morelos	Tepoztlán	357989.3485320994	8591.744364770386	15.636500767277276
573	tetecala, morelos			Morelos	Tetecala	40448.11579603853	970.7547791049248	
574	teteladelvolcán, morelos			Morelos	TeteladelVolcán	59949.285793346484	1438.7828590403158	
575	tlalnepantla, morelos			Morelos	Tlalnepantla	27358.84836006221	656.612360641493	
576	tlaltizapándezapata, morelos	145200000.0	8484.036	Morelos	TlaltizapándeZapata	225971.47039245034	5423.315289418808	36.076234360405735
577	tlaquiltenango, morelos			Morelos	Tlaquiltenango	142333.38537427605	3416.001248982625	
578	tlayacapan, morelos			Morelos	Tlayacapan	63024.20704378684	1512.5809690508843	
579	totolapan, morelos			Morelos	Totolapan	49524.867662147575	1188.5968238915418	
580	xochitepec, morelos	183350000.0	10713.1405	Morelos	Xochitepec	120017.8042727305	2880.4273025455323	73.11313799585162
581	yautepec, morelos	325200000.0	19001.436	Morelos	Yautepec	292021.8197340298	7008.523673616715	63.115820964180216
582	yecapixtla, morelos	131740000.0	7697.568200000001	Morelos	Yecapixtla	201712.7798831113	4841.106717194671	37.10862195160973
583	zacatepec, morelos	119980000.0	7010.4314	Morelos	Zacatepec	42665.364576331165	1023.968749831948	85.39364139798946
584	zacualpan, morelos			Morelos	Zacualpan	40340.459863940945	968.1710367345826	
585	bahíadebanderas, nayarit	514500000.0	30062.235	Nayarit	BahíadeBanderas	358640.6905829045	8607.376573989708	71.36814154373516
586	tepic, nayarit	1384100000.0	80872.963	Nayarit	Tepic	872143.95727641	20931.454974633838	74.11810548522398
587	xalisco, nayarit	148990000.0	8705.485700000001	Nayarit	Xalisco	236840.87714104826	5684.181051385159	34.70575626371819
588	abasolo, nuevoleón			NuevoLeón	Abasolo	26163.83027320017	627.931926556804	
589	agualeguas, nuevoleón			NuevoLeón	Agualeguas	18534.990564679443	444.8397735523066	
590	allende, nuevoleón	118640000.0	6932.1352	NuevoLeón	Allende	64087.37421080387	1538.0969810592928	77.81207468285827
591	anáhuac, nuevoleón			NuevoLeón	Anáhuac	46862.113338980955	1124.690720135543	
592	apodaca, nuevoleón	1589300000.0	92862.799	NuevoLeón	Apodaca	1451211.5292138802	34829.076701133126	62.49404812670666
593	aramberri, nuevoleón			NuevoLeón	Aramberri	90820.06699155006	2179.6816077972017	
594	bustamante, nuevoleón			NuevoLeón	Bustamante	30028.884082738234	720.6932179857175	
595	cadereytajiménez, nuevoleón	293400000.0	17143.362	NuevoLeón	CadereytaJiménez	305920.5596150087	7342.093430760208	57.17238292722159
596	cerralvo, nuevoleón			NuevoLeón	Cerralvo	23171.10422023878	556.1065012857307	
597	ciénegadeflores, nuevoleón			NuevoLeón	CiénegadeFlores	283573.97514207085	6805.775403409701	
598	doctorarroyo, nuevoleón	94890000.0	5544.4227	NuevoLeón	DoctorArroyo	167802.01052156603	4027.2482525175847	27.36397510749704
599	doctorcoss, nuevoleón			NuevoLeón	DoctorCoss	14521.161066724728	348.50786560139346	
600	doctorgonzález, nuevoleón			NuevoLeón	DoctorGonzález	24063.377738837822	577.5210657321078	
601	elcarmen, nuevoleón			NuevoLeón	ElCarmen	228419.48247386413	5482.06757937274	
602	galeana, nuevoleón	108340000.0	6330.3062	NuevoLeón	Galeana	212399.89011966554	5097.597362871973	19.473131285940433
603	garcía, nuevoleón	434400000.0	25381.992000000002	NuevoLeón	García	864553.0105828578	20749.272253988587	18.251994351000562
604	generalbravo, nuevoleón			NuevoLeón	GeneralBravo	26246.307624768757	629.9113829944502	
605	generalescobedo, nuevoleón	1045700000.0	61100.251000000004	NuevoLeón	GeneralEscobedo	786868.02242211	18884.832538130642	69.09205407661804
606	generalterán, nuevoleón			NuevoLeón	GeneralTerán	54864.622854427136	1316.7509485062512	
607	generaltreviño, nuevoleón			NuevoLeón	GeneralTreviño	5443.596505101253	130.64631612243005	
608	generalzaragoza, nuevoleón			NuevoLeón	GeneralZaragoza	34488.79097089123	827.7309833013895	
609	generalzuazua, nuevoleón	190620000.0	11137.9266	NuevoLeón	GeneralZuazua	547519.6347671895	13140.471234412547	17.97951006799189
610	guadalupe, nuevoleón			NuevoLeón	Guadalupe	1086125.1954023626	26067.004689656704	
611	hidalgo, nuevoleón			NuevoLeón	Hidalgo	43101.78635867111	1034.4428726081067	
612	higueras, nuevoleón			NuevoLeón	Higueras	7499.1793747077945	179.98030499298707	
613	hualahuises, nuevoleón			NuevoLeón	Hualahuises	10880.557995271958	261.133391886527	
614	iturbide, nuevoleón			NuevoLeón	Iturbide	15066.735092264975	361.60164221435934	
615	juárez, nuevoleón	729000000.0	42595.47	NuevoLeón	Juárez	916285.9640201961	21990.863136484706	48.372765609853104
616	lampazosdenaranjo, nuevoleón			NuevoLeón	LampazosdeNaranjo	12889.921765975198	309.35812238340475	
617	linares, nuevoleón	250360000.0	14628.5348	NuevoLeón	Linares	232333.81086251658	5576.011460700398	61.88263871306921
618	losaldamas, nuevoleón			NuevoLeón	LosAldamas	7200.6505497123635	172.8156131930967	
619	losramones, nuevoleón			NuevoLeón	LosRamones	28041.555092623057	672.9973222229535	
620	marín, nuevoleón			NuevoLeón	Marín	41184.68398536145	988.4324156486748	
621	mierynoriega, nuevoleón			NuevoLeón	MieryNoriega	33956.271531608094	814.9505167585942	
622	mina, nuevoleón			NuevoLeón	Mina	53223.98549325123	1277.3756518380294	
623	montemorelos, nuevoleón	196690000.0	11492.5967	NuevoLeón	Montemorelos	205342.65296137822	4928.223671073078	57.118275358317604
624	monterrey, nuevoleón	5062000000.0	295772.66000000003	NuevoLeón	Monterrey	1979057.3899334671	47497.37735840322	83.94125496305061
625	parás, nuevoleón			NuevoLeón	Parás	6580.029841690508	157.9207162005722	
626	pesquería, nuevoleón			NuevoLeón	Pesquería	221796.35944464174	5323.112626671402	
627	rayones, nuevoleón			NuevoLeón	Rayones	13597.585081280009	326.3420419507203	
628	sabinashidalgo, nuevoleón	123120000.0	7193.9016	NuevoLeón	SabinasHidalgo	74999.34582652769	1799.9842998366644	74.97902529224663
629	salinasvictoria, nuevoleón	93320000.0	5452.6876	NuevoLeón	SalinasVictoria	163740.7765188553	3929.7786364525273	27.929510642558597
630	sannicolásdelosgarza, nuevoleón	1670900000.0	97630.687	NuevoLeón	SanNicolásdelosGarza	826348.4092122582	19832.361821094197	79.68634408862226
631	sanpedrogarzagarcía, nuevoleón	842000000.0	49198.06	NuevoLeón	SanPedroGarzaGarcía	333137.7575665649	7995.306181597557	83.7487368778412
632	santacatarina, nuevoleón	855300000.0	49975.179000000004	NuevoLeón	SantaCatarina	671054.422443821	16105.306138651702	67.77338978885558
633	santiago, nuevoleón	143240000.0	8369.5132	NuevoLeón	Santiago	139348.67148571956	3344.3681156572693	60.041067673359194
634	vallecillo, nuevoleón			NuevoLeón	Vallecillo	11665.568323790616	279.9736397709747	
635	villaldama, nuevoleón			NuevoLeón	Villaldama	23892.573561561192	573.4217654774686	
636	acatlándepérezfigueroa, oaxaca	127660000.0	7459.1738000000005	Oaxaca	AcatlándePérezFigueroa	194576.2846125147	4669.830830700353	37.39479792386186
637	ánimastrujano, oaxaca			Oaxaca	ÁnimasTrujano	4422.460863699105	106.13906072877852	
638	cosolapa, oaxaca			Oaxaca	Cosolapa	47815.72544080503	1147.5774105793207	
639	cuilápamdeguerrero, oaxaca			Oaxaca	CuilápamdeGuerrero	103770.12976974847	2490.4831144739633	
640	oaxacadejuárez, oaxaca	1138700000.0	66534.241	Oaxaca	OaxacadeJuárez	339468.9851013036	8147.255642431287	87.7547928405296
641	sanagustíndelasjuntas, oaxaca			Oaxaca	SanAgustíndelasJuntas	40622.86380588866	974.9487313413277	
642	sanagustínyatareni, oaxaca			Oaxaca	SanAgustínYatareni	9701.326976194065	232.83184742865754	
643	sanandréshuayápam, oaxaca			Oaxaca	SanAndrésHuayápam	8427.879376082417	202.269105025978	
644	sanantoniodelacal, oaxaca			Oaxaca	SanAntoniodelaCal	36113.0310981455	866.712746355492	
645	sanbartolocoyotepec, oaxaca			Oaxaca	SanBartoloCoyotepec	27418.732590166277	658.0495821639907	
646	sanbartoloméquialana, oaxaca			Oaxaca	SanBartoloméQuialana	9251.273056328046	222.0305533518731	
647	sanfelipejalapadedíaz, oaxaca			Oaxaca	SanFelipeJalapadeDíaz	98672.3198170971	2368.1356756103305	
648	sanjacintoamilpas, oaxaca			Oaxaca	SanJacintoAmilpas	19399.409171627063	465.5858201190495	
649	sanjerónimotlacochahuaya, oaxaca			Oaxaca	SanJerónimoTlacochahuaya	20757.288357967693	498.17492059122463	
650	sanjosétenango, oaxaca			Oaxaca	SanJoséTenango	124274.40536745041	2982.5857288188095	
651	sanjuanbautistatuxtepec, oaxaca	523400000.0	30582.262000000002	Oaxaca	SanJuanBautistaTuxtepec	478080.45596529776	11473.930943167146	62.48174532293541
652	sanjuanguelavía, oaxaca			Oaxaca	SanJuanGuelavía	21652.861756845792	519.668682164299	
653	sanlorenzocacaotepec, oaxaca			Oaxaca	SanLorenzoCacaotepec	34642.051101640005	831.40922643936	
654	sanlucasojitlán, oaxaca			Oaxaca	SanLucasOjitlán	110482.66998892973	2651.5840797343135	
655	sanmartíntilcajete, oaxaca			Oaxaca	SanMartínTilcajete	17178.97205624273	412.2953293498255	
656	sanpabloetla, oaxaca			Oaxaca	SanPabloEtla	63164.699073306445	1515.9527777593546	
657	sanpedroixcatlán, oaxaca			Oaxaca	SanPedroIxcatlán	50483.81987424145	1211.611676981795	
658	sanpedroixtlahuaca, oaxaca			Oaxaca	SanPedroIxtlahuaca	31105.911702404195	746.5418808577007	
659	sanpedromixtepec-dto.22-, oaxaca	166670000.0	9738.5281	Oaxaca	SanPedroMixtepec-Dto.22-	96056.89198794948	2305.365407710787	76.32737325355372
660	sanpedropochutla, oaxaca	130500000.0	7625.115	Oaxaca	SanPedroPochutla	157368.7440974344	3776.8498583384253	50.46828987709135
661	sanpedroteutila, oaxaca			Oaxaca	SanPedroTeutila	46887.90494925519	1125.3097187821245	
662	sanraymundojalpan, oaxaca			Oaxaca	SanRaymundoJalpan	11718.766022142921	281.2503845314301	
663	sansebastiántutla, oaxaca			Oaxaca	SanSebastiánTutla	11802.516451680232	283.2603948403256	
664	santaanadelvalle, oaxaca			Oaxaca	SantaAnadelValle	9611.587966249886	230.67811118999728	
665	santacatarinaquiané, oaxaca			Oaxaca	SantaCatarinaQuiané	23644.591048753195	567.4701851700767	
666	santacruzamilpas, oaxaca			Oaxaca	SantaCruzAmilpas	3553.2878730030034	85.27890895207209	
667	santacruzxoxocotlán, oaxaca	239600000.0	13999.828	Oaxaca	SantaCruzXoxocotlán	260109.86000434624	6242.63664010431	55.40919045502337
668	santalucíadelcamino, oaxaca	166570000.0	9732.6851	Oaxaca	SantaLucíadelCamino	30717.640312326905	737.2233674958458	92.42528284927408
669	santamaríaatzompa, oaxaca			Oaxaca	SantaMaríaAtzompa	144921.0706414177	3478.1056953940247	
670	santamaríacolotepec, oaxaca			Oaxaca	SantaMaríaColotepec	122664.45586599305	2943.9469407838333	
671	santamaríacoyotepec, oaxaca			Oaxaca	SantaMaríaCoyotepec	8068.354014199301	193.64049634078322	
672	santamaríadeltule, oaxaca			Oaxaca	SantaMaríadelTule	26039.1676874565	624.940024498956	
673	santamaríahuatulco, oaxaca	156690000.0	9155.3967	Oaxaca	SantaMaríaHuatulco	102853.2101332367	2468.477043197681	73.03801108697255
674	santiagopinotepanacional, oaxaca	165360000.0	9661.9848	Oaxaca	SantiagoPinotepaNacional	181569.14073106568	4357.659377545577	54.89892120772559
675	teotitlándelvalle, oaxaca			Oaxaca	TeotitlándelValle	40583.89399070553	974.0134557769328	
676	tlacoluladematamoros, oaxaca			Oaxaca	TlacoluladeMatamoros	57864.300521805024	1388.7432125233206	
677	tlalixtacdecabrera, oaxaca			Oaxaca	TlalixtacdeCabrera	59725.567646609066	1433.4136235186177	
678	trinidadzaachila, oaxaca			Oaxaca	TrinidadZaachila	19777.08123150316	474.64994955607585	
679	villadezaachila, oaxaca	99860000.0	5834.8198	Oaxaca	VilladeZaachila	66448.07144204104	1594.753714608985	72.6683296267524
680	villadíazordaz, oaxaca			Oaxaca	VillaDíazOrdaz	36727.12499339639	881.4509998415133	
681	acajete, puebla	145260000.0	8487.5418	Puebla	Acajete	180929.23208167142	4342.301569960114	48.83911417131267
682	acateno, puebla			Puebla	Acateno	53379.96357914007	1281.1191258993617	
683	acatzingo, puebla	134070000.0	7833.7101	Puebla	Acatzingo	99186.66843705052	2380.4800424892123	69.61235465569229
684	acteopan, puebla			Puebla	Acteopan	21840.520377472094	524.1724890593302	
685	ahuacatlán, puebla			Puebla	Ahuacatlán	87564.99519848164	2101.5598847635592	
686	ahuatlán, puebla			Puebla	Ahuatlán	17167.3037454173	412.01528989001514	
687	ahuazotepec, puebla			Puebla	Ahuazotepec	28542.30792463672	685.0153901912812	
688	aljojuca, puebla			Puebla	Aljojuca	24091.888709701554	578.2053290328373	
689	amixtlán, puebla			Puebla	Amixtlán	41747.47882178132	1001.9394917227517	
690	amozoc, puebla	278700000.0	16284.441	Puebla	Amozoc	351631.60063498013	8439.158415239524	48.17655444703613
691	aquixtla, puebla			Puebla	Aquixtla	41276.36981400354	990.632875536085	
692	atempan, puebla			Puebla	Atempan	67322.57726456605	1615.7418543495853	
693	atlequizayan, puebla			Puebla	Atlequizayan	16367.351980501207	392.81644753202903	
694	atlixco, puebla	396100000.0	23144.123	Puebla	Atlixco	221088.36624233253	5306.120789815981	77.07357159389457
695	atoyatempan, puebla			Puebla	Atoyatempan	14188.165301223436	340.51596722936245	
696	atzala, puebla			Puebla	Atzala	7979.194336658889	191.50066407981333	
697	atzitzihuacán, puebla			Puebla	Atzitzihuacán	75013.7062238307	1800.3289493719367	
698	atzitzintla, puebla			Puebla	Atzitzintla	48460.919280119335	1163.062062722864	
699	ayotoxcodeguerrero, puebla			Puebla	AyotoxcodeGuerrero	73223.71132818336	1757.3690718764005	
700	calpan, puebla			Puebla	Calpan	49069.173244497855	1177.6601578679486	
701	camocuautla, puebla			Puebla	Camocuautla	14256.376062858473	342.1530255086034	
702	cañadamorelos, puebla			Puebla	CañadaMorelos	92871.81642678549	2228.923594242852	
703	caxhuacan, puebla			Puebla	Caxhuacan	18491.466098693156	443.7951863686357	
704	chalchicomuladesesma, puebla	124260000.0	7260.5118	Puebla	ChalchicomuladeSesma	188291.77857686896	4519.0026858448555	37.75917166273519
705	chapulco, puebla			Puebla	Chapulco	21070.381876078543	505.689165025885	
706	chiautzingo, puebla			Puebla	Chiautzingo	96970.56280515458	2327.29350732371	
707	chichiquila, puebla			Puebla	Chichiquila	81183.89743700386	1948.4135384880929	
708	chiconcuautla, puebla			Puebla	Chiconcuautla	89434.66098740534	2146.431863697728	
709	chietla, puebla	103510000.0	6048.089300000001	Puebla	Chietla	126647.96732089054	3039.551215701373	49.743612156960495
710	chignahuapan, puebla	163410000.0	9548.0463	Puebla	Chignahuapan	275053.4881885466	6601.2837165251185	30.862466423889057
711	chignautla, puebla			Puebla	Chignautla	73962.38502155355	1775.0972405172852	
712	chilchotla, puebla			Puebla	Chilchotla	96511.08428316317	2316.266022795916	
713	coatepec, puebla			Puebla	Coatepec	10556.256536791005	253.3501568829841	
714	cohuecan, puebla			Puebla	Cohuecan	31758.585476692962	762.2060514406311	
715	coronango, puebla	98390000.0	5748.9277	Puebla	Coronango	91866.05000525834	2204.7852001262	61.6487575565405
716	cuapiaxtlademadero, puebla			Puebla	CuapiaxtladeMadero	32995.398089104994	791.8895541385198	
717	cuautempan, puebla			Puebla	Cuautempan	42103.33084262717	1010.479940223052	
718	cuautinchán, puebla			Puebla	Cuautinchán	133140.13894200503	3195.363334608121	
719	cuautlancingo, puebla	278300000.0	16261.069	Puebla	Cuautlancingo	216431.25418027694	5194.3501003266465	68.0565275239491
720	cuetzalandelprogreso, puebla	119900000.0	7005.7570000000005	Puebla	CuetzalandelProgreso	169854.2512173305	4076.502029215932	41.81211210700098
721	cuyoaco, puebla			Puebla	Cuyoaco	79736.53673995727	1913.6768817589743	
722	domingoarenas, puebla			Puebla	DomingoArenas	21615.2938811639	518.7670531479336	
723	epatlán, puebla			Puebla	Epatlán	17664.628073186213	423.9510737564691	
724	esperanza, puebla			Puebla	Esperanza	39104.14551979284	938.4994924750282	
725	franciscoz.mena, puebla			Puebla	FranciscoZ.Mena	108660.8122344198	2607.859493626075	
726	generalfelipeángeles, puebla			Puebla	GeneralFelipeÁngeles	48944.39245482407	1174.6654189157778	
727	guadalupevictoria, puebla			Puebla	GuadalupeVictoria	62199.92318232516	1492.798156375804	
728	hermenegildogaleana, puebla			Puebla	HermenegildoGaleana	37524.544700913335	900.58907282192	
729	honey, puebla			Puebla	Honey	34524.83109077394	828.5959461785745	
730	huaquechula, puebla			Puebla	Huaquechula	108841.80983303727	2612.203435992895	
731	huatlatlauca, puebla			Puebla	Huatlatlauca	32018.386812780656	768.4412835067357	
732	huauchinango, puebla	283600000.0	16570.748	Puebla	Huauchinango	267333.0536951363	6415.993288683271	61.28120897932144
733	huehuetla, puebla			Puebla	Huehuetla	55379.98046182592	1329.1195310838223	
734	huehuetlánelgrande, puebla			Puebla	HuehuetlánelGrande	47935.189360010656	1150.4445446402556	
735	huejotzingo, puebla	177460000.0	10368.9878	Puebla	Huejotzingo	208971.33032151955	5015.31192771647	51.63161511563869
736	hueyapan, puebla			Puebla	Hueyapan	59456.24334027777	1426.9498401666665	
737	hueytamalco, puebla			Puebla	Hueytamalco	178563.04152882143	4285.512996691714	
738	hueytlalpan, puebla			Puebla	Hueytlalpan	53560.938222423625	1285.462517338167	
739	huitzilandeserdán, puebla			Puebla	HuitzilandeSerdán	55868.66477145986	1340.8479545150367	
740	huitziltepec, puebla			Puebla	Huitziltepec	21353.555623812903	512.4853349715096	
741	ixtacamaxtitlán, puebla			Puebla	Ixtacamaxtitlán	141051.37380526413	3385.232971326339	
742	ixtepec, puebla			Puebla	Ixtepec	28349.54589172203	680.3891014013288	
743	izúcardematamoros, puebla	239000000.0	13964.77	Puebla	IzúcardeMatamoros	170388.96594186284	4089.3351826047083	70.71677383440826
744	jalpan, puebla			Puebla	Jalpan	85872.2522578784	2060.9340541890815	
745	jonotla, puebla			Puebla	Jonotla	26318.43406068629	631.6424174564709	
746	jopala, puebla			Puebla	Jopala	97217.17662115768	2333.212238907784	
747	juanc.bonilla, puebla			Puebla	JuanC.Bonilla	31866.073670675203	764.7857680962048	
748	juangalindo, puebla			Puebla	JuanGalindo	22410.592372879706	537.8542169491129	
749	lamagdalenatlatlauquitepec, puebla			Puebla	LaMagdalenaTlatlauquitepec	3021.8744345650257	72.52498642956061	
750	lafragua, puebla			Puebla	Lafragua	73920.59549336566	1774.094291840776	
751	libres, puebla			Puebla	Libres	138281.8105118473	3318.763452284335	
752	losreyesdejuárez, puebla			Puebla	LosReyesdeJuárez	41720.44751611709	1001.2907403868102	
753	mazapiltepecdejuárez, puebla			Puebla	MazapiltepecdeJuárez	26499.702171886387	635.9928521252733	
754	mixtla, puebla			Puebla	Mixtla	12825.816336311826	307.81959207148384	
755	molcaxac, puebla			Puebla	Molcaxac	29309.989336065744	703.4397440655779	
756	naupan, puebla			Puebla	Naupan	59821.48696255044	1435.7156871012107	
757	nauzontla, puebla			Puebla	Nauzontla	7545.088641717382	181.08212740121718	
758	nealtican, puebla			Puebla	Nealtican	10922.495887343943	262.1399012962546	
759	nicolásbravo, puebla			Puebla	NicolásBravo	18268.5080314112	438.4441927538688	
760	nopalucan, puebla			Puebla	Nopalucan	78982.77907297989	1895.5866977515175	
761	ocotepec, puebla			Puebla	Ocotepec	36362.119170727674	872.6908600974642	
762	ocoyucan, puebla			Puebla	Ocoyucan	192109.6443602227	4610.631464645345	
763	olintla, puebla			Puebla	Olintla	67942.36172963152	1630.6166815111565	
764	oriental, puebla			Puebla	Oriental	67752.8186104358	1626.0676466504592	
765	pahuatlán, puebla			Puebla	Pahuatlán	91875.370265432	2205.0088863703677	
766	palmardebravo, puebla	106620000.0	6229.8066	Puebla	PalmardeBravo	157712.3355014229	3785.09605203415	39.24215798233367
767	pantepec, puebla			Puebla	Pantepec	101184.92933746323	2428.4383040991174	
